title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Trauma en Hysterie: Studies on Hysteria toegepast op El Saadawi's Firdaws en Zakiyya,"De Jong, Julia","['Bruning, Jelle']",2020,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,nl,"Dit werkstuk is een analyse van twee vrouwelijke karakters uit twee romans van Nawal El Saadawi, Firdaws uit Woman at Point Zero en Zakiyya uit God Dies by the Nile, vanuit het perspectief van Studies on Hysteria van Josef Breuer en Sigmund Freud. Volgens Breuer en Freud betekent hysterie dat er conversie plaatsvindt van mentale stress naar fysieke symptomen door trauma, en ze laten dit zien in 5 voorbeelden van vrouwen met hysterie. Deze anamneses heb ik gebruikt in mijn analyse van Firdaws en Zakiyya. Firdaws uit Woman at Point Zero heeft trauma’s door haar besnijdenis toen ze jong was en door het seksueel misbruik in haar jeugd. Daarnaast heeft Firdaws een trauma omdat haar trauma omdat haar vertrouwen gebroken wordt door verschillende personen. Er heeft bij Firdaws conversie opgetreden en ze heeft fysieke symptomen zoals angstaanvallen en hallucinaties. Zakiyya uit God Dies by the Nile heeft trauma’s door haar besnijdenis, mishandeling door haar man en uitbuiting door de burgemeester van haar dorp. Dit trauma uit zich in herbelevingen met heftige hallucinaties, wat komt door een splitsing tussen het bewustzijn en het onderbewuste. Firdaws en Zakiyya zijn dus allebei hysterisch volgens de definitie van Breuer en Freud. Dit laat zien dat Nawal El Saadawi misschien geïnspireerd was door Breuer en Freud toen ze de twee romans schreef.","['Trauma', 'Hysteria', 'Nawal El Saadawi', 'Arabic Literature', 'Sigmund Freud']"
Revolutionaire Rijmpjes: Politieke en maatschappijkritische poëzie in het Egyptisch-Arabisch,"Krösschell, Maureen Louise","['Bruning, Jelle']",2020,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,nl,"هذا البحث عن الشعر السياسي و الاجتماعيّ باللهجة العامّية في مصر لمدة تزيد عن مائة سنة. أقابل الزجل و الشعر طوال فترة الربيع العربي. فالزجل نوعٌ شعريٌ قديم، وهذا النوع الشعري أصبح مشهوراً في مصر في 1880 في بدايات الطباعة و الصحافة. الزجالان المهمّان من فترة البداية هما النديم (1844-1896) و صنوع (1839- 1912). الشعر السياسي و الاجتماعيّ كان مهمّاً أيضاً طوال فترة الربيع العربي في مصر، وخصوصاً طوال مدة المظاهرات في ميدان التحرير في القاهرة. كان هناك كثيرٌ من الناس في الميدان والذين كانوا يحتجّون ضد الحكومة باستخدام أنواع شعريّة مثل الهتاف والقصائد. أسّمي هذا الشعر ""شعر التحرير"". سأستخدم في هذا الورقة البحثيّة عدة نظريّات علمية عن الشعر واستخدام اللغة في هذه المقارنة. هذا النظريّات العلمية ستكون الإطار المرجعي. هذا البحث يظهر أن هناك أوجه من التشابه بين ""شعر التحرير"" و الزجل المصري (1880-1950). ""شعر التحرير"" و الزجل متشابهان بالنسبة لإمكانية تحويل القصائد إلى أغاني. الناس قرأوا القصائد مع بعضعم و غنّوا سوية. و كذلك، ""شعر التحرير"" و الزجل متقاربان في المذهب. القصائد تعتبر اشتراكيّة وفيها وطنيّة وتحاكي الشعب. مع ذلك، يختلف ""شعر تحرير"" عن الزجل في بعض النواحي أيضاً. يكون واحد من الاختلافات اللغة. "" شعر التحرير"" بالعامّية و بالفصحى ولكن الزجل يكون بالعامّية فقط. بالإضافة إلى ذلك يكون ""شعر التحرير"" أكثر تنوعاٍ من الزجل أما عن الشكل، فالبرغم من الاختلاف، فإنّ البحث يظهر أن الشعر السياسي و الاجتماعيّ القديم يثّرفي الشعر السياسي والاجتماعيّ الحديث","['poëzie', 'Arabisch dialect', 'Egypte']"
Curating a Symbolic Wedding: The Dialogue between Indigenous Communities and State in Contemporary Taiwan,"Wu, Chia-Cheng","['Lin, Fan']",2020,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,,"['Taiwan', 'cultural heritage', 'indigenous people', 'repatriation', 'national treasure']"
To Aid or Not to Aid? Motivations For United Arab Emirates Foreign Aid to Egypt Since 2011.,"Abdellatif, Josephine","['Ennis, Crystal']",2020,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,"In the past decades the global foreign aid system has witnessed the rise of a new, or rather re- emerging, group of donors (Woods Ngaire 2008; Momani and Ennis 2012; Young 2017). The UAE is one of these aid donors, having established a foreign aid system in its founding year 1971. Due to the lack of transparency in its aid practices and the small size of the country, the UAE’s aid practices have been understudied. However, some moves towards greater transparency have developed and thus renewed investigation into this question is possible (Almezaini 2012). One of the UAE’s major foreign aid beneficiaries is Egypt, particularly since 2013 when the largest share of UAE foreign aid was directed to the country (MICAID 2014). This thesis analyzes the motivations driving UAE aid to Egypt since 2011. In so doing, it outlines theories of aid allocation and proposes an alternative to the theory of constructivism. Moreover, it posits that the motivations driving UAE aid to Egypt are twofold: a desire to influence Egypt’s political landscape and a perceived threat of rising Muslim Brotherhood and political Islam rhetoric in a regionally influential country.","['United Arab Emirates', 'Egypt', 'Foreign Aid', 'Constructivism']"
Rendaku acquisition at Leiden University: A study of rendaku proficiency and improvement based on Lyman’s Law and lexical strata,"Visser, Joram","['Yoshioka, Keiko']",2020,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,"In this thesis, I will be examining rendaku in the context of second language acquisition. Specifically, I will focus on students attending Japanese language classes at Leiden University and examine how they acquire rendaku proficiency. Earlier research has been done on rendaku acquisition in second language speakers of Japanese, but it is limited and mostly restricted to areas that are either in or close to Japan. For instance, the projects that this thesis draws inspiration from have focused on students whose first language was Chinese or Korean. The present study uses questionnaires targeted at participants with a very different first language: Dutch, which has different etymological roots and shares fewer typological features with Japanese. Not only should this add some more data to the relatively sparse existing pool, but it should also provide a different angle to which existing research can be compared. It is my hope that this will help give a clearer picture of rendaku acquisition in second language speakers as a whole.","['Rendaku', 'Second Language Acquisition', 'Japanese', 'Linguistics']"
The Construction of Kurdish Identity in Syria: The Influence of Kurdish Publications and Other Informal Activities (1971-2000),"Huang, Yushan","['Nalbantian, Tsolin']",2020,Faculty of Humanities,Middle Eastern Studies (MA),Master thesis,en,"This thesis explores the relationship between Kurdish publications and other informal cultural activities and Kurdish identity in Syria under the rule of Hafez al-Assad. In order to Arabise the Kurds, Hafez al-Assad’s government decided to restrict the Kurds’ cultural choices by forcing them to accept the Arabic language and culture instead of their own traditions. In response, Syrian Kurds resisted in many ways to defend their rights, such as promoting Kurdish education, publications, and cultural rallies, which influenced the construction of different Kurdish identities in Syria. Mainstream Kurdish political parties were the major leading power in educational activities and cultural gatherings, which intended to build a gentle ethnic identity that combined the Kurdish peculiarity and the Syrian commonality. By contrast, Syrian Kurdish publications produced by the nationalist intellectuals expressed a more radical national identity. In addition, some Kurdish activists, who were dissatisfied with the leadership of the Kurdish parties, also displayed a radical Kurdish identity with a nationalist tendency in Newroz celebrations. Although Kurdish identities influenced by different powers were different, there were still similarities among them. They all chose cultural activities as their way to emphasise Kurdish consciousness. Meanwhile, these activities enabled Kurds with different identities to communicate with each other, which contributed to the trend of the rise of a more collective Kurdish identity in Syria.","['Kurdish identity', 'Syrian Kurds', 'Kurdish publication', 'Newroz', 'Kurdish education']"
"“One day, I will pass over that wall” Singer Insooni and ethnic identity development as a black-Korean individual in South Korean society","Vanhaecke, Lorenzo","['Breuker, Remco']",2020,Faculty of Humanities,Koreanstudies (BA),Bachelor thesis,en,"There are many artists in the Korean music industry, but black-Korean singers are not often represented thus far. With an increase in multicultural families in South Korea, this group of people is likely to grow as well in the near future. In order to explore the role of black-Korean individuals in a Korean context, this thesis researched singer Insooni and her ethnic identity development. Phinney’s ethnic identity model was used to assess how Insooni’s identity likely developed throughout her career as a singer. Phinney’s research focused on two main factors called “exploration” and commitment”. Depending on a high or low level for both factors, this results in four possible identity stages: diffusion, moratorium, foreclosure and achievement. This thesis concluded that Insooni likely went through a dynamic development process, described as such by Phinney. The singer may have shown more interest in her Korean ethnicity at first, but as time went on, her exploration and commitment levels for both her Korean and African-American identity increased, which likely resulted in a multi-ethnic identity. This paper offered more insight on the topic of black-Korean individuals and their identity in Korean society.","['Korean music industry', 'ethnicity', 'identity development', 'black-Korean people', 'ethnic identity']"
"Contemporary Chinese poetry, translation and world literature: Bei Dao and Yang Lian in English and Italian","Garbelli, Matteo","['Crevel, Maghiel van']",2020,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,,"['Contemporary Chinese poetry', 'Translation', 'world literature', 'Bei Dao', 'Yang Lian']"
"Manifestaties van Ingressiviteit: Ingressief, inceptief en inchoatief aspect in het Mandarijn en pre-Tang-Chinees","Bogaards, Maarten","['Sybesma, Rint']",2020,Faculty of Humanities,Chinastudies (BA),Bachelor thesis,nl,"This thesis is about the expression of ingressive aspect: language elements that focus on the beginning of a situation. The aim is to conduct a fine-grained analysis and comparison of the aspectual semantics of three ‘manifestations of ingressivity’: the ingressive suffix -qilai起來 in Mandarin and the ingressive adverbs chū初 and shǐ始 from pre-Tang Chinese. The comparison reveals both similarities and differences. First, the three ingressive markers share a basic conceptual structure consisting of [+BEGIN] and [+focusBEGIN], but -qilai 起來 additionally consists of the optional component [±STAND UP] due to limited semantic bleaching of the source structure’s lexical semantics, i.e. the verb qǐlai 起來 ‘to stand up’. This explains the fact that Stage Level States selecting -qilai起來 may shift optionally to Activities, as metaphorical extensions of ‘standing up’ (i.e. ‘increase’) license dynamic interpretations. This same optionality may be explained for the pre-Tang Chinese adverbs through the causative potential of the predicate, which likewise optionally entails ‘increasing’. Second, combinatory possibilities can be described for shǐ始 without additional restrictions, while those of -qilai起來 and chū初 can be accounted for with one disjunctive rule each: -qilal起來 requires the predicate to be durative, atelic, or both; chū初 requires it to be dynamic-durative, telic, or both. In terms of ingressive subtypes, this means that chū初 is typically inceptive, -qilai起來 is more inceptive than inchoative, and shǐ始 is actually ingressive in that inceptive and inchoative interpretations are equally available.","['aspect', 'viewpoint aspect', 'ingressive', 'inceptive', 'inchoative', 'Mandarin Chinese', 'Classical Chinese', 'pre-Tang Chinese', 'theoretical linguistics', 'semantics']"
The Manufactured Woman: The Position of Women in the Islamic Republic of Iran,"Zwemstra, Mienke","['Seyed Gohrab, Ashgar']",2020,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,en,"This thesis examines the views of Khomeini, Shariati and Motahhari on several aspects of womanhood such as gender equality and marriage. Furthermore, it examines which of these ideas have been translated into the constitution of the Islamic Republic of Iran. By understanding which religious figures have been influential and which laws dictate the lives of women, I have tried to understand what is expected from women and what their position in society is. The constitution of Iran was an important source to understand the framework in which the position of women is decided. A critical review of the ideas of the three religious figures show that there are several problems with the translation of their ideas and the notion of equality as presented in the constitution into practice. Women in fact do not have the same rights as their male counterparts as the constitution states. Examples of this are the mandatory hijab and unequal divorce rights. Furthermore, there is a lot of intentional vagueness in the constitution in order to limit the rights of women. The thesis concludes that it has been mostly the ideas of Khomeini and Motahhari have been implemented into the constitution. Shariati’s ideas, that can be categorized as more modern and socialist than the other two religious figures, have been implemented to a lesser extent. Khomeini, Motahhari and Shariati all agree men and women have equal rights. However, the implementation of this into practice is problematic.","['Iran', 'Women', 'Islam', 'Revolution']"
