title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Late Industrialization processes in the post-war era. The cases of South Korea and Egypt (1950-1997),"Halim, Soufiane","['Ennis, Crystal']",2020,Faculty of Humanities,International Relations (MA),Master thesis,en,,"['Late Industrialization', 'Developmental State']"
Belarus's maneuverability within Russian-led Eurasian economic integration,"Feij, Geoffroy","['Skalamera, Morena']",2020,Faculty of Humanities,International Relations (MA),Master thesis,en,"It is commonly argued that Russia has initiated the Eurasian Customs Union and the Eurasian Economic Union to oppose the rising economic influence of the European Union and, to a lesser extent, China in the post-Soviet region. Even though Belarus has been a member of both organizations, it has not primarily focused on strengthening trade relations with both institutions’ member states. Instead, the post-Soviet country attempts to pursue a multi-vector foreign trade policy in which it seeks to develop (new) trade relations with countries other than Russia to diminish its trade dependency to its Eastern neighbor. However, since 2010, two of the most prioritized vectors have been the European Union and China. Hence, the objective of this thesis has been to examine the impact of Belarus’s membership in the Eurasian Customs Union and the Eurasian Economic Union on its ability to intensify trade relations with the European Union and China and focuses on the period 2010-2018. In this way, this research attempts to explore the understudied relationship between multilateral economic organizations and small states’ foreign trade policies and to contribute to the limited existing literature on Belarus’s multi-vector foreign trade policy. To answer the research question, qualitative research is done. Data has been collected through a document analysis, a discourse analysis and five qualitative interviews. The main finding of this thesis is that while Belarus’s membership in the ECU and the EEU has impacted its foreign trade policy in a wide range of areas, being part of these institutions has neither weakened nor expanded its ability to intensify trade relations with the EU or China. Moscow has not used its economic preponderance within both organizations to hinder Belarus from developing closer trade relations with China or the EU.","['foreign trade policy', 'small states', ""Belarus's multi-vector foreign policy"", 'Eurasian economic integration']"
The Dublin System: inhibiting asylum seekers’ integration?,"Abisso, Martina","['Cusumano, Eugenio']",2020,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,en,,"['Dublin System', 'Integration', 'Asylum policy', 'Reform']"
Polarisation in Separation A Buddhist View on Affective Polarisation,"Glas, Charlotte","['Li, Jingjing']",2020,Faculty of Humanities,Wijsbegeerte (BA),Bachelor thesis,en,"This thesis seeks to examine the strand of Buddhism called Engaged Buddhism within the context of a Western political science concept called affective polarisation. Formulated in differing societal contexts on different continent, the doctrines expressed in both theories inevitably showcase differences between one another. However, more interesting than the differences that can be found are the similarities, which provide striking and illuminating points of correspondence. Formulating the structure of this thesis by means of the triad of thesis, antithesis, synthesis might clarify the effort that will be undertaken. The first chapter will discuss arguments in support of how affective polarisation can best be ameliorated. Affective polarisation has been addressed as fitting into the theory of social identity. The second chapter will look at how from a Western perspective, similarities can be discerned in Engaged Buddhism with regards to affective polarisation. But more importantly, this chapter will allow for a different Buddhist perspective on how to tackle the problem of affective polarisation. The conclusion will naturally culminate in the synthesis.","['Engaged Buddhism', 'Polarisation', 'Political Science']"
Discourse of empowerment - Women's empowerment in Egypt in the online public sphere,"Vos, Josephine","['Taha, Heba']",2020,Faculty of Humanities,Middle Eastern Studies (MA),Master thesis,en,,"['Empowerment', 'Egypt', 'Social Media', ""Women's empowerment"", 'Social Science']"
The Recovery of Cultural Heritage Objects as a Source of Soft Power in China,"Lińska, Lidia","['Lin, Fan']",2020,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,,"['China', 'soft power', 'art', 'art restitution', ""Christie's"", 'Chinese art', '2009', '2019']"
De Europese metafysica naar het Japans vertaald: Futabatei Shimei’s Shōsetsu sōron,"Crauwels, David","['Smits, Ivo Bastiaan']",2020,Faculty of Humanities,Japanstudies (BA),Bachelor thesis,nl,,"['shimei', 'futabatei', 'plato', 'metafysica', 'metaphysics']"
De Bibliotheca Thysiana. Uitbreiding van de collectie in 1718,"Angevare, Berit","['Anrooij, Wim van']",2020,Faculty of Humanities,Nederlandse taal en cultuur (BA),Bachelor thesis,nl,,"['Du Tour', 'de Bibliotheca Thysiana', '1718', 'boekenaankoop', 'boedel', 'Hemmema', 'Johannes Thysius', 'catalogus van boeken', 'vrijwaringsdocument voor custos']"
Schrijven in het Antropoceen,"Van der Velden, Debora","['Dijk, Yra van']",2020,Faculty of Humanities,Neerlandistiek (MA),Master thesis,nl,"In deze scriptie stel ik de vraag: 'Wat leert de (post)apocalyptische Nederlandse klimaatfictie over de machtsrelaties binnen het Antropoceen en de daarbij behorende toekomstverwachtingen?' Om deze vraag te beantwoorden, bespreek ik de romans 'En ik herinner me Titus Broederland' van Auke Hulst, 'De ommelanden' van Elvis Peeters, 'Onder het ijs' van Ellen de Bruin, 'Het tegenovergestelde van een mens' van Lieke Marsman en 'Foon' van Marente de Moor. Binnen deze (klimaat)romans onderzoek ik de hoe de relatie van de mens ten opzichte van de natuur wordt geconstrueerd. Aan de hand van de term Antropoceen en door middel van een discoursanalyse toon ik aan dat er sprake is van problematische machtsverhoudingen. De romans maken duidelijk dat onze huidige machtsverhouding catastrofale consequenties heeft. Door alternatieve toekomstscenario's te schetsen en andere perspectieven te bieden, creëert deze literatuur echter de mogelijkheid tot het heroverwegen van de menselijke machtsposities in een tijd die wordt getekend door klimaatverandering.","['Klimaatcrisis', 'Antropoceen', 'Discoursanalyse', 'Apocalyps']"
"'Het is reeds achter ons, een vervlogen idylle'. Een postkoloniale analyse van Louis Couperus' Oostwaarts","Brussel, Koen van","['Tomberge, Nick']",2020,Faculty of Humanities,Nederlandse taal en cultuur (BA),Bachelor thesis,nl,,"['Postkoloniaal', 'Couperus', 'Analyse', 'Representatie']"
How Food Supply turned into a Politicized Manipulation System - the case of the Venezuelan crisis under president Maduro,"Hendrickx, Claire","['Solheim, Håvar']",2020,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['crisis management', 'politicization']"
Brief aan mijn dochter als brief aan Nederland,"Block, Emilie de","['Dijk, Yra van']",2020,Faculty of Humanities,Nederlandse taal en cultuur (BA),Bachelor thesis,nl,,"['Abdelkader Benali', 'non fictie']"
"one country, two systems, zero tax","Sybesma, Sietze","['Creemers, Rogier']",2020,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,,"['Tax', 'Hong Kong', 'GAAR', 'DTA', 'China', 'CFC', 'tax evasion', 'SOE', 'State owned enterprise']"
"Romeinen, Germanen en het Nieuwe Westen: Een onderzoek naar 'migratie' en 'invasie' in Romeins-Gallië in de Late Keizertijd","Montfrooij, Max","['Flohr, Miko']",2020,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,"Sinds de publicatie van 'The History of the Decline and Fall of the Roman Empire' door Edward Gibbon, is de val van het Romeinse Rijk in het westen voortdurend in direct verband gebracht met de komst van Germaanse stammen van over de grenzen langs de Donau en Rijn (limes). Met name in de vijfde eeuw, toen de druk op de grenzen ertoe leidde dat het Romeinse gezag in het westen ernstig verzwakte. De rol van Germanen in deze vermeende val van een grootmacht, is in de afgelopen decennia echter sterk geproblematiseerd. Recent onderzoek ziet in de activiteit van Germanen eerder patronen van migratie, dan doelgerichte invasie, waardoor de rol van Germanen in de val van het Romeinse westen wordt betwijfeld. In het huidige historische onderzoek is hierdoor een discussie ontstaan rondom de kwestie van Germanen en de val van Romeinse macht in het westen. Dit onderzoek legt daarom drie periodes van invasie/migratie uit de Late Keizertijd naast elkaar, om zo in een vergelijkend onderzoek uit de primaire bronnen de verschillen en continuïteit in de verplaatsing van Germanen langs de grens te onderzoeken. Hierbij is het veel beschreven Gallië als focus genomen. De bevindingen tonen dat de groepen Germanen niet zomaar als migranten of invasiemacht de grens overtrokken, maar in een complex proces zich zowel de macht toe-eigenden als dat zij macht in de provincies via Romeinse machtsstructuren toebedeeld kregen.","['Romeinen', 'Germanen', 'Romanisering', 'Barbarisering', 'Rijngrens', 'limes', 'late keizertijd', 'migratie', 'invasie', 'acculturatie', 'barbaren', 'auxilia', 'Gallië', 'Romeins-Gallië']"
"Cinematic Representation of Marriage Migrants in South Korea: A film analysis of the movies Failan, Innocent Steps and Mai Ratima","Brugman, Berit","['Green, Christopher']",2020,Faculty of Humanities,Koreanstudies (BA),Bachelor thesis,en,,"['marriage migrants', 'migrant women', 'stereotype', 'South Korean film', 'cinematic representation']"
From Medicalization to McMindfulness: The Impact of John Kabatt Zinn's 'Full Catastrophe Living' on the American Mindfulness Movement,"Honsig-Erlenburg, Felician",['Sara Polak'],2020,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,
Afkijken mag!,"Ybema, Anouk","['Davidsen, Markus']",2020,Faculty of Humanities,Religiewetenschappen (BA),Bachelor thesis,nl,,"['religieonderwijs in Nederland', 'Godsdienst/Levensbeschouwing']"
Equality in the Han and Song dynasties and early modern England A Comparison,"Terheijden, Djinke van","['Weerdt, Hilde de']",2020,Faculty of Humanities,Chinastudies (BA),Bachelor thesis,en,,"['China', 'England', 'Equality']"
Navalny’s Anti-corruption Foundation in authoritarian Russia,"Jongejan, Bram","['Bader, Max']",2020,Faculty of Humanities,Russische Studies (BA),Bachelor thesis,en,,"['Navalny', 'Civil society', 'authoritarianism']"
Lebanon and the Cold War: The Cold War’s influence on the Lebanese civil war,"Wals, Sijmen","['Henderson, Christian']",2020,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,en,,['Lebanon']
Comparing images of the SARS and COVID-19 virus in People’s Republic China,"Vermeulen, Jill","['Schneider, Florian']",2020,Faculty of Humanities,Chinastudies (BA),Bachelor thesis,en,,"['SARS', 'COVID-19', 'propaganda', 'representation', 'media management']"
Surviving the Golden City: the struggles of Chinese immigrants in San Francisco during the 19th century,"Schwencke, E.","['Weerdt, Hilde de']",2020,Faculty of Humanities,Chinastudies (BA),Bachelor thesis,en,,"['Chinese immigration', 'San Francisco', 'Burlingame treaty', 'Chinatowns', ""Workingmen's party"", 'Huiguan', 'Horace']"
