title,author,supervisors,date,faculty,program,type,language,abstract,keywords
"Koffie, ontbijtgranen en sigaretten. De redenen achter het opheffen van de Weather Underground Organization","Reintjes, Nick","['Steen, Bart van der']",2020,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['Weather', 'Underground', 'Organization', 'Terrorisme', 'Extremisme', 'New', 'Left', 'VS', 'Jaren', 'Zeventig']"
Mozambique: An identity in Crisis,"Brummelhuis, Rafael","['Stathopoulos, Athanasios', 'Gawthorpe, Andrew']",2020,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,"After more than 400 years of European imperial powers influencing the region of Mozambique and exploiting its population and a 10 years independence war (1964-1974) Mozambique gained independence in 1975. But the country that FRELIMO inherited was a country with divisions along cultural, linguistic and rural, urban lines. The country lacked a national identity as well as a developed state with resilient and established institutions. The idea of self determination and national identity, in an increasingly globalised world, has become more prominent. This has led to different strategies to aid the creation of a national identity being employed by governments of newly independent African nations. Thus, with the help of academic articles as well as the two documentaries Kuxa Kanema and Treatment of Traitors, this thesis will look at the different strategies employed in the creation of national identity and the challenges in the case of Mozambique after it’s independence until the democratic era of Mozambique. This paper will take a multi-disciplinary approach analyzing the strategies used in the domain of media, politics, linguistics and culture.Therefore, arguing that the multicultural nature of Mozambique could be used to form a Mozambican identity based on duality.","['Identity', 'Multi Culturalism', 'Cold War']"
Losing Face and the 'ASEAN Way': Southeast Asian Culture and Regional Peace and Stability,"Siegel, Crystle","['Arps, Bernard']",2020,Faculty of Humanities,International Relations (MA),Master thesis,en,,"['Southeast Asia', 'ASEAN', 'peace', 'stability', 'noninterference', 'face', 'diplomacy', 'Myanmar', 'ASEAN Way', 'consensus']"
Omani Ibadism: Guide to a peace-seeking foreign policy?,"Hooghwinkel, Jasper","['Schonmann, N.']",2020,Faculty of Humanities,International Relations (MA),Master thesis,en,"Undoubtedly one of the much lesser known schools of Islam, Ibadism may also be considered one of the most secretive among the various Islamic sects. Solely to be found in Oman as official state religion, it sets the country apart from any other Arab Muslim state. The same can be said of the Sultanate’s unique foreign policy in the region. Often explained with reference to the alleged tolerance and peacefulness emanating from Ibadism, Oman’s ‘foreign policy of zero problems’ is unparalleled in the Arab world and beyond. A solid foundation for this supposed nexus between the country’s official religion and its peculiar foreign policy, however, remains lacking. On the basis of a social-constructivist role theory, this research paper investigates the soundness of this supposition. Involving a thematic analysis of Oman’s participation in UN General Assemblies over the years as well as a careful examination of its foreign policy in practice, this research paper assesses the role of Ibadism with reference to its main principles in accounting for Oman’s foreign policy behaviour. The conclusion is drawn that the ideational factor of religion in the form of Ibadism does serve as a convincing account by which to make sense of an overall trend in Oman’s distinctive foreign policy behaviour, namely Oman’s efforts at seeking peace with its regional counterparts.","['Oman', 'Ibadism', 'Foreign Policy', 'International Relations', 'Religion']"
A changing playing field: European interinstitutional relationships and the negotiating positions for climate conferences,"Vries, Hidde Adriaan de","['Broad, Matthew']",2020,Faculty of Humanities,International Relations (MA),Master thesis,en,,"['EU', 'COP', 'Climate', 'negotiations', 'Paris', 'Kyoto', 'Copenhagen', 'institutions', 'multi level governance']"
In vuur en vlam: de liefdesrelaties in de Roman van Heinric en Margriete van Limborch,"Hermelijn, Sylvana","['Warnar, Geert']",2020,Faculty of Humanities,Nederlandse taal en cultuur (BA),Bachelor thesis,nl,,
"Are They Shaving, Cutting or Shearing the Sheep? A Comparison between the English Lexicon and Pronunciation of Students in Monolingual and Bilingual Education in the Netherlands","Roelofs, Vera","['Smakman, Dick']",2020,Faculty of Humanities,Linguistics (MA),Master thesis,en,"In this research the English proficiency of two groups of students who attended the same secondary school in the Netherlands are compared. The first group of students followed a monolingual pre-university programme, while the other group attended a bilingual preuniversity stream. After an explanation about the differences between these two programmes and an exploration of earlier research into pronunciation and vocabulary acquisition, this study examined what the differences/similarities were between these two groups in terms of oral proficiency after five years of secondary education. Twenty students, ten of each programme, were asked to complete two tasks. For the first task they were asked to read out a text, and afterwards their pronunciation of pre-selected vowels and consonants was analyzed with the speech analysis program Praat. The second task required the students to first describe a painting by Breughel in their own words and then to describe five specific scenes on the painting. The results showed that there were slight differences between the oral proficiencies of monolingual and bilingual students and that both groups of students had not acquired a set of characteristics that all of them adhered to in terms of vowel and consonant pronunciation. A lot of variation existed between the two groups, even though the agreement was stronger in the bilingual group. When comparing both groups’ lexicon quantitatively, the bilingual group clearly expressed themselves more extensively in their second language than the monolingual group, but qualitatively speaking the bilingual students did not appear to be familiar with more lower-frequency words than the monolingual students.","['monolingual', 'bilingual', 'education', 'Netherlands', 'Praat', 'Speech', 'Lexicon']"
The Influence of Foreign Intervention on the Zanzibar Revolution,"De Haan, Shineni","['Athanasios, Stathopoulos']",2020,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['Cold War', 'East Africa', 'Zanzibar Revolution', 'foreign intervention', 'ideology']"
"Tegen deze misleidde horden zullen wij ons, zoo noodig, slechts verdedigen, strijden moeten wij tegen hunne leiders","Berg, Martijn Van den","['Bos, Dennis']",2020,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,
Controversy in Guatemala’s Informal Textile Economy,"Dossett, Rashid","['Solheim, Håvar']",2020,Faculty of Humanities,Latijns-Amerikastudies (BA),Master thesis,en,,"['Guatemala', 'Piracy', 'Central America', 'Latin America', 'Informal economy', 'Civil War', 'Textile', 'Politics', 'Globalisation']"
