title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Sentence-final particles in Dutch and Japanese,"Jacobse, Nienke",['Yoshioka K.'],2020,Faculty of Humanities,Japanstudies (BA),Bachelor thesis,en,,"['Sentence-final particles', 'Dutch', 'Japanese']"
Mobile-Assisted Language Learning: An Analysis of Fingerspelling Apps,"Vos, Mirjam","['Nyst, V.A.S']",2020,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,,
"Trainees in Japan, the influence of nationality on the working conditions of trainees","Zwarts, Jaimie","['Shibata, Saori']",2020,Faculty of Humanities,Japanstudies (BA),Bachelor thesis,en,,['Trainees Japan Labour-market']
Charminic Phantasm; On Cochineal and Amatl’s social memory in the discourse of (de) colonization in the Amatl Installation by Elena Osterwalder,"Pastorino Verastegui, Giulietta","['Fedorova, K.']",2020,Faculty of Humanities,Kunstgeschiedenis (BA),Bachelor thesis,en,,
A Comparison between Translation Strategies of Professional and Non-professional Subtitlers - The case of VS Arashi,"Wieringa, Floor","['Valdez, Susana']",2020,Faculty of Humanities,Linguistics (MA),Master thesis,en,"This thesis concerns the translation strategies used by professional and non-professional subtitlers to translate the Japanese variety show VS Arashi into English. Previous research indicates that target texts of non-professional subtitlers are more source-oriented than those of professional subtitlers. Since the majority of previous research has focussed on anime, the aim of this thesis was to discover whether this is also the case for the English translation of a Japanese variety show. This was investigated using the methodology proposed by Gottlieb (2009), in which extra-linguistic culture-specific references are assigned a place on a scale ranging from source- to target-oriented. The analysis of the results showed that the non-professional subtitles are indeed more source-oriented than the professional subtitles. This may be the result of the non-professional subtitlers prioritising authenticity where the professional subtitlers prioritise readability, a lack of training on the part of the non-professional subtitlers, a difference in target audience with the professional subtitlers targeting a more general audience than the non-professional subtitlers, and the Japanese to English direction of translation causing the professional subtitlers to translate more target-oriented.","['source oriented', 'target oriented', 'translation', 'amateur translation', 'fansubbing', 'professional translation', 'japanese to english', 'fidelity']"
Paper Travels: The Library of Johanna Paauw (Leiden 1699-1767),"Massier, Hanna",['Prof. Dr. P.G. Hoftijzer'],2020,Faculty of Humanities,Media Studies (MA),Master thesis,en,,"['Book history', 'library', 'reading', 'women', 'Leiden', 'Remonstrant Brotherhood']"
Tussen papier en digitaal: Hoe universiteitsbladen De Mare en het Ublad worstel(d)en met mediaconvergentie,"Meessen, Max","['Pleijter, A.R.J.']",2020,Faculty of Humanities,Media Studies (MA),Master thesis,nl,,"['Mediaconvergentie', 'universiteitskranten', 'Ublad', 'Mare', 'Leiden', 'Utrecht']"
Het beloofde land bestaat niet: De herbezinning over het sovjetcommunisme door Nederlandse (ex-)communisten en hun eigen rol hierin na de val van de Sovjet-Unie,"Verhoog, Anna",['Dr. J.H.C. (Henk) Kern'],2020,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['Communisme', 'ex-communisten', 'terugblik', 'Koude Oorlog', 'Val van de Sovjet-Unie', 'Bolkestein']"
La 'guerra contra la piratería' y la criminalización del comercio informal en México. Su efecto en las relaciones comerciales internacionales.,"Rechtuijt, Matthias","['Isla Monsalve, P. A.']",2020,Faculty of Humanities,Latijns-Amerikastudies (BA),Bachelor thesis,es,"Esta investigación analiza la ‘guerra contra la piratería’ y la criminalización del comercio informal en México mediante un análisis de la política mexicana y los efectos que esta tiene en el mundo globalizado. Se enfoca en la manera en que el Gobierno mexicano intenta solucionar el problema, influido por relaciones comerciales internacionales. Se analiza específicamente en qué medida el Gobierno mexicano es capaz de cumplir con los acuerdos y tratados internacionales en esta materia. Los escasos resultados en la guerra contra la piratería hacen que las empresas (inter)nacionales pierdan ingresos por su propiedad intelectual con el efecto de que México resulta menos atractivo para las inversiones y que tenga una mala reputación en el mundo empresarial internacional. Solo que esto no resulta en una posición muy desfavorable porque los países más desarrollados son dependientes de México para poder beneficiarse de sus derechos de propiedad intelectual. Por lo tanto, estos países buscan cooperar intensivamente para poder mejorar el sistema de protección de sus derechos en México.","['Propiedad intelectual', 'México', 'piratería', 'comercio informal', 'relaciones comerciales internacionales', 'legislación', 'criminalización']"
'Whereof Bretons makes her layes': Audience Expectations and the Middle English Breton Lays,"van Keulen, Mikki","['Murchison, K.A.']",2020,Faculty of Humanities,Literary Studies (MA),Master thesis,en,,"['Breton lay', 'Middle English', 'Audience']"
