title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Margaret Thatcher en de kranten: De beoordeling van de kranten op de speeches en de mening van Margaret Thatcher ten aanzien van Europese integratie ten tijde van haar premierschap tussen 1979 en 1990 en de eventuele invloed op haar aftreden,"Schröder, Tim (Johann Martin)",['J. Augusteijn'],2023,Faculty of Humanities,History (MA),Master thesis,nl,,
"Stereotypering van Chinees-Amerikaanse Families in Animatiefilms: Mulan, Kung Fu Panda, Turning Red","Ricken, Esmée","['Keijser, A.S.']",2023,Faculty of Humanities,Chinastudies (BA),Bachelor thesis,nl,"De laatste jaren is representatie een steeds belangrijker onderwerp geworden in het algemeen, maar met name ook in films. Er worden steeds meer culturen gebruikt in, onder andere, animatiefilms. Een vrij recent voorbeeld hiervan is Encanto (Disney, 2021). De familie Madrigal is een buitengewone familie. Ze leven in de bergen van Colombia op een plek genaamd de Encanto. Alle leden van de familie hebben unieke gaven, behalve de hoofdrolspeler Mirabel. Wanneer de magie in gevaar dreigt te zijn, is zij echter hun enige hoop. Deze film gaat over Colombia en toont veel representatie door de vele verschillende soorten karakters met elk hun eigen magische krachten en de Colombiaanse afkomst van de karakters. Mede hierdoor is deze film één van de grootste succesverhalen van Disney ooit geworden. Wat hierbij opvalt, is dat de makers van deze films met representatie toch vaak uitgaan van stereotyperingen. Ook animatiefilms met mensen van Chinese afkomst ondervinden stereotyperingen. In deze scriptie onderzoek ik drie Hollywood animatiefilms waarbij ik analyseer wat voor stereotypes er zijn over Chinese families en hoe die terugkomen in Hollywood animatiefilms. Dit heb ik onderzocht aan de hand van de onderzoeksvraag: “Hoe worden Chinees-Amerikaanse families afgebeeld in Hollywood animatiefilms? Hierbij heb ik drie animatiefilms van twee grote bedrijven geanalyseerd, Disney en Dreamworks. Voor mijn scriptie heb ik de volgende animatiefilms gebruikt: Mulan (Disney, 1998), Kung Fu Panda (Dreamworks, 2008) en Turning Red (Disney, 2022). Ik heb ervoor gekozen om meerdere films te behandelen, zodat ik een zo breed en uitgebreid mogelijk beeld krijg van de aspecten uit de Chinese cultuur en de stereotypering in Hollywood animatiefilms. Deze films zijn representatief, omdat in al deze films het verhaal zich afspeelt in China en/of gaat over een Chinese familie. Ik zal het meest uitgebreid ingaan op Turning Red, omdat dit een recente film is waar nog weinig onderzoek naar gedaan is.","['Animation, Chinese-American, Stereotypes']"
Door de Lijst: Het Shredden van Banksy,"Bon, Eva","['Westgeest, H.R.']",2023,Faculty of Humanities,Kunstgeschiedenis (BA),Bachelor thesis,nl,,['Iconoclasme – Consumptiemaatschappijkritiek – Street Art – Transformatie – Banksy']
Belgian Federalism Outdated: Multilingualism can no longer be denied.,"Majoie, Maxime",['S. Dekker'],2023,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['federalism', 'monolingual territoriality', 'plurilingualism', 'internationalization', 'language ideology', 'language policyggg']"
Een kachelplaat als venster: het huwelijk tussen Willem van den Bergh en Maria van Nassau in 1556,"Visser, Johan","['Grasman, E.']",2023,Faculty of Humanities,Kunstgeschiedenis (BA),Bachelor thesis,nl,"Deze scriptie onderzoekt een gietijzeren kachelplaat uit 1562 in de collectie van Kasteel Huis Bergh. De kachelplaat bevat het alliantiewapen van graaf Willem van den Bergh (1537-1586) en Maria van Nassau (1539-1599) en een ongeïdentificeerde figuratieve voorstelling. De auteur betoogt dat het alliantiewapen een gelijkwaardige dynastieke verbintenis van het huwelijk in 1556 weerspiegelt en wijkt daarmee af van oudere historiografie waarin het huwelijk als ongelijkwaardig is beschouwd. De kachel vertelt ook een ander verhaal dat nadrukkelijk aansluit bij christelijke huwelijkssymboliek en -moraal. De auteur identificeert de voorstelling als een selectie van voorstellingen uit het verhaal van Adam en Eva – het eerste echtpaar – volgens de prentenserie van Heinrich Aldegrever, en suggereert dat op andere (verloren gegane) delen van de kachel overige voorstellingen uit deze serie is afgebeeld. De kachelplaat biedt zo een boeiend inkijkje in de leef- en denkwereld van een hoogadellijk 16e eeuw grafelijk echtpaar.","['Kachelplaat', 'Aldegrever', 'Huis Bergh', 'Willem van den Bergh', 'Maria van Nassau', 'huwelijk', 'kunstnijverheid']"
To Quit or to Protest? Venezuelan Economic Migration and Regime Consolidation,"Muñoz Bruce, Javiera","['Isla Monsalve, P.A.']",2023,Faculty of Humanities,International Relations (MA),Master thesis,en,"The Venezuelan migrant crisis, with 7.1 million Venezuelans abroad, is the largest mass displacement in Latin American history. This study explores its impact on Venezuela's regime consolidation through three hypotheses: migration as an escape valve, increasing regime consolidation; migration fuelling opposition and undermining the regime; or migration having no effect. Employing both quantitative (linear regression) and qualitative (process tracing) methods and utilizing data from the Fragile State Index, this research analyses the three theories. The linear regression supported the political/democratic remittances theory, indicating negative correlations between migration and regime consolidation. On the other hand, process tracing showed that the migration crisis became a tool for opposition political leaders to appeal to the population, destabilizing the regime and reducing popular support. The primary finding of this study indicates that, in specific situations, political elites can use a migration crisis to garner greater popular support in the migrants' country of origin and thus destabilizing the existing regime in that way. Thus, this analysis does not support the ""escape valve"" theory. Although, similarly to the political remittances theory it shows a correlation between increased emigration and reduced regime consolidation, the underlying causal mechanism is distinct. Consequently, a new theory linking migration and regime consolidation is proposed.",
The Development of the Representation and Treatment of Japanese War Widows in Wartime Japan: A qualitative content analysis on articles in mass women’ s magazines published between 1933 and 1942,"Wattjes, Arthur",['Angelika Koch-Low'],2023,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,,"[""Women's History, Gender Studies, Wartime Japan""]"
Maria Magdalena: Het lot van de vrouw in een patriarchale samenleving,"Javanjoo, Nasreen","['Krijger, T.E.M.']",2023,Faculty of Humanities,Religiewetenschappen (BA),Bachelor thesis,nl,,
Postdramatic Theatre and Tragedy in Squid Game: A Fragmented Reading,"Retter, Miriam",['Prof. Dr. FW Korsten'],2023,Faculty of Humanities,Literary Studies (research) (MA),Research master thesis,en,,
Petrol Station at World’s Crossroads: Exploring the Relationship Between Kazakhstan’s Hydrocarbons and Multi-Vectoral Foreign Policy,"Vonk, Tim","['Scarborough, I.']",2023,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['Kazakhstan', 'Multi-vectoral Foreign Policy', 'Hydrocarbons']"
War by Womb: The military strategic uses of conflict-related sexual violence (CRSV) by Boko Haram,"Tukker, Vera",['Amza Adam'],2023,Faculty of Humanities,International Studies (BA),Bachelor thesis,,,
Discrepancies in Municipal Governance During the Spanish Influenza 1918-1920,"Laar, Jonas van","['Trigt, P.W. van']",2023,Faculty of Humanities,History (MA),Master thesis,en,,['Spanish Influenza local government The Netherlands discrepancies in governance']
Beleefd gamen doe je in het Engels: Code-switching als beleefdheidsstrategie tijdens co-opgamesessies,"Gelling, Huib","['Kossmann, M. G.', 'Rutten, G. J.']",2023,Faculty of Humanities,Taalwetenschap (BA),Bachelor thesis,nl,,"['Beleefdheid', 'Code-switching', 'Gaming']"
