title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Een verdwenen middeleeuwse voorstelling. Toetsing en consequenties van een datering aan de hand van twee zestiende-eeuwse kopieën.,"Veldhuizen, Mané van","['Grasman, Edward']",2018,Faculty of Humanities,Kunstgeschiedenis (BA),Bachelor thesis,nl,"In deze scriptie wordt de datering van een verloren gegane voorstelling uit de vijftiende eeuw getoetst aan de hand van de allerlei informatie die we vinden op twee overgebleven kopieën uit de zestiende eeuw. Deze informatie bestaat uit de voorgestelde kostuums, de wapens, de nar, het tafereel en achtergrond. Ook is gekeken naar de geschiedenis van de originele voorstelling. Uitgangspunt voor de datering was de datering van Post, die meent dat de voorstelling tussen 4 oktober 1430 en 10 november 1431 gemaakt moet zijn. Niets wat in deze scriptie is besproken, kan de datering met zekerheid weerleggen. De wapens en de kostuums ondersteunen de datering zelfs. Dit heeft een aantal consequenties. Zo zijn Filips de Goede, Isabella van Portugal en de nar van Filips de Goede afgebeeld. Aangezien het hier gaat om een zeer specifieke periode, 1430-1431, vormen de voorgestelde kostuums bovendien een rijke bron voor kleding uit deze periode. Een andere consequentie is dat we waarschijnlijk kijken naar een specifieke gebeurtenis in 1430-1431 met betrekking tot Filips de Goede. Aanwijzingen in deze scriptie laten zien dat deze gebeurtenis geïdealiseerd is en dat het in ieder geval niet om een huwelijksvoltrekking kan gaan","['Bourgondië', '1430-1431', 'Verloren gegaan schilderij', 'kopieën', 'kostuums', 'geïdealiseerd', 'Filips de Goede']"
Electric shocks: integrating renewable energy in Europe’s electricity network,"Kerkhof, Felipe van de","['Correljé, Aad']",2018,Faculty of Humanities,International Relations (MA),Master thesis,en,"In an effort to meet global climate change goals, a decarbonization of electricity generation is needed. Analyzing the integration volatile renewable sources of energy like wind and solar, this thesis sets out to determine the underlying structural differences in the developments of electricity networks within the European Union. This will be done using a Most Different System mixed-methods design combining short statistical analysis with a qualitative study of the most (Hungary and Luxembourg) and least integrated (United Kingdom and Ireland) electricity networks in the EU. Constructing a framework to analyze the historical development, policy goals, market system and geographic factors in the member states of the EU, this thesis suggests the most important structural differences between the well and poorly integrated electricity networks in the EU are the historical developments of the networks, and the financial and geographical accessibility of neighbors to trade with. Secondly, an important contribution of this thesis is methodologically, as it displays an innovative way to study the different countries in the EU which gives enough flexibility to do justice to the differences between the member states of the EU.","['European Union', 'Electricity networks', 'Renewable Energy Sources', 'Network integration', 'Mixed-Methods']"
"French revolutionary salons. Politics and gender in the early years of the French Revolution, 1789-1793","Hendrikse, Jacomine","['Velde, Henk te', 'Laborie, Lionel']",2018,Faculty of Humanities,History (research) (MA),Research master thesis,en,"Salons were a widespread phenomenon in late eighteenth-century Paris, but their political role during the first years of the French Revolution has been overlooked. As centres of news and information, places for education in political culture and political sociability, and public opinion shapers, salons were of vital importance for professional politicians and revolutionaries. The salonnière or hostess formed the centre of the informal conversation held between a select company of elite people, invited at her home and on her initiative. In this way she could wield power and have an informal political ‘career’. The flexible character of a salon, which is a concept changing according to its context rather than a fixed institution, makes it hard to give a definition. The case study of the political meetings at the home of Madame Roland questions the way in which salons have been regarded so far, for their place functioned as a headquarters of the Girondin political movement, a propaganda institution and a political salon in which she initially played little to no role. In the radicalising political environment leading towards the Terror, Jacobin revolutionaries who often were former visitors of the salons themselves increasingly regarded the salons with suspicion, rejecting its non-transparency, aristocratic character and female activities. By the end of 1793, both the revolutionary politicians and public opinion had turned against the salons and the elitist salon society, which disappeared from Paris.","['Political salons', 'French Revolution', 'Paris', 'Salonnière', 'Female political involvement']"
Vrijheid in het Nederlands onderwijsbestel,"Zeldenrust, Fenneke","['Haas, F.A.J. de']",2018,Faculty of Humanities,Philosophy (MA) (60 EC),Master thesis,nl,"In de huidige tijd van polarisering, technologisering en digitalisering zijn onze liberale vrijheden niet meer zo vanzelfsprekend. Onze democratische rechtsstaat staat onder druk. Voor een oplossing kijkt men al snel naar het onderwijs, maar dat gaat zelf gebukt onder de gevolgen van het economisch rendementsdenken. Hoofdvraag in deze scriptie is: Hoe kan het toekomstig Nederlands onderwijs vorm en inhoud worden gegeven om te bewerkstelligen dat we, als mens en als burger, onze vrijheden beter leren bewaken en dat onze liberale democratische rechtsstaat wordt versterkt? Om een antwoord op deze vraag te formuleren bespreek ik allereerst om welke vrijheden het gaat en noem ik een aantal ontwikkelingen waardoor ze onder druk zijn komen te staan. Ook Plato’s beschrijving van de democratie komt aan de orde. Vervolgens bespreek ik wat de doelen van onderwijs zijn. Vertrekpunt daarbij is de visie van Aristoteles. Vervolgens wordt besproken wat in Nederland zwaarder moet wegen, het algemeen belang of individuele vrijheden. Daarbij ga ik in op de reikwijdte van de vrijheid van onderwijs. Vervolgvraag is in hoeverre het wenselijk is om burgerschapsonderwijs en/of persoonsvorming verplicht onderdeel te maken van het curriculum en zo ja, hoe dat kan worden gerechtvaardigd in een politiek liberaal land als Nederland, omdat dergelijk verplicht onderwijs op gespannen voet staat met de liberale waarden. De meningen hierover lopen uiteen, zo laat ik zien aan de hand van de visies van onder anderen Fowler, Brighouse en Rawls. Tevens ga ik in op de Capability Approach en de benadering van Nussbaum. Aan de hand van onder andere de theorieën van Rawls en Nussbaum zal ik verdedigen dat het wenselijk is het algemeen belang boven de vrijheden van het individu te stellen en bepaalde grenzen te stellen aan onze vrijheden, juist om deze te beschermen. Daarna bespreek ik drie onderwijsmodellen die Robeyns onderscheidt en ga ik in op de vraag welk onderwijsmodel het meest geschikt is voor Nederland. In het laatste deel beoordeel ik de plannen voor het toekomstig onderwijs zoals geformuleerd in het eindadvies van Platform 2032 en beargumenteer ik waarom deze slechts gedeeltelijk tegemoetkomen aan de in het voorafgaande deel door mij geformuleerde wensen.","['Vrijheid van onderwijs', 'Onderwijs 2032', 'Capability Approach', 'Rawls', 'Nussbaum', 'Liberal arts', 'Burgerschap', 'Persoonsvorming', 'Democratie', 'Politiek liberalisme']"
28 Days Later: De zombiefilm van cult naar populaire cinema,"Arps, Deirdre","['Verstraten, Peter']",2018,Faculty of Humanities,Film- en literatuurwetenschap (BA),Bachelor thesis,nl,,"['28 Days Later', 'Zombiefilm', 'Night of the Living Dead', 'Invasion of the Body Snatchers', 'Sciencefictionfilm', 'Horrorfilm', 'Danny Boyle']"
The T in LGBT,"Windt, Emilie","['Polak, Sara']",2018,Faculty of Humanities,North American Studies (MA),Master thesis,en,,"['LGBT', 'Transgender', 'Gay', 'homosexual', 'lesbian', 'feminist', 'queer', 'united states', 'feminism']"
The Impact of the North Atlantic Treaty Organisation Transformation on China,"Bevan, Ed","['Foulon, Michiel']",2018,Faculty of Humanities,International Relations (MA),Master thesis,en,,['NATO China']
"De uitzettende kracht der beschaving: de inzet van stoomschepen bij de expedities naar Bali (1846, 1848, 1849)","Vleuten, Robin van","['Dissel, A.M.C van']",2018,Faculty of Humanities,History (MA),Master thesis,nl,,"['maritime history', 'stoom', 'stoomschepen', 'Bali', 'expedities', 'maritiem', 'koloniaal', 'colonial', 'koloniale oorlogvoering', 'tools of empire', 'Nederlands-Indië', 'militair']"
Gertrude Stein: Zelfacceptatie in beelden en woorden (1904 – 1933),"Bouwmeester, Zaida","['Boers, Marion']",2018,Faculty of Humanities,Kunstgeschiedenis (BA),Bachelor thesis,nl,,
Van Rio Bravo tot The Hangover,"Wiggers, Cathrien","['Verstraten, Peter']",2018,Faculty of Humanities,Media Studies (MA),Master thesis,nl,,"['Bromance', 'genre', 'filmstudies', 'masculinity', 'western', 'road movie', 'comedy']"
