title,author,supervisors,date,faculty,program,type,language,abstract,keywords
The cognitive effects of COVID-19 in patients receiving clinical rehabilitation,"Bierman, Lonneke","['Hiele, K.Van der']",2022,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['COVID-19', 'MoCA', 'Cognition']"
The Field in Recovery: Functional and Societal Recovery amongst Patients with a Psychotic Disorder,"van den Berg, Rick","['Bernice van Aken', 'Anne Cuperus']",2022,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,"Background: Patients with a psychotic disorder generally seem to have difficulties recovering, especially on functional and societal ground. Due to cognitive impairments and experienced stigma, the psychosis population feel excluded from society as a result of discrimination. This study aimed to get a better insight of functional and societal recovery and their association amongst patients with a psychotic disorder. In addition, it was investigated whether degree of importance regarding social roles had a moderating effect on the association. Functional recovery lacked consensus on terminology and assessments, but this study used executive functioning as a point of reference. Societal recovery was described as counteracting the public stigma on mental illness and improving the position and rights of (ex-)clients within society. Methods: This study included 237 participants (18-65 years) with psychosis as their main diagnosis through Flexible Assertive Community Treatment teams or Early Intervention Psychosis teams in healthcare institutions throughout the Netherlands. Participants signed informed consent prior participating in the study. The study design was cross-sectional, where data at baseline was used for the analyses. The data was gathered through (self-reported) questionnaires that measured executive functioning (functional recovery), and satisfaction scores on fulfilling various social roles (societal recovery). Two multiple linear regression analyses were performed to assess whether the level of executive functioning was associated with satisfaction scores. A binary logistic regression was performed to assess executive functioning in employment. Results: No effects were found between self-reported executive functioning and satisfaction scores. The degree of importance regarding social roles was found to have a direct relationship with satisfaction scores. Surprisingly, self-reported executive functioning did not seem to be associated with employment. Conclusion: Functional and societal recovery were not related and degree of importance regarding social roles was directly related to societal recovery. Self-reported executive functioning did not differ amongst those who were employed and unemployed. A better consensus on terminology and measurements needs to be realized for functional and societal recovery to acquire a better assessment of the psychosis population. Further research should include a more diverse range of patients in the psychosis population for better generalizability","['Psychotic Disorder', 'Schizophrenia', 'Recovery', 'Functional Recovery', 'Societal Recovery', 'Executive Functioning']"
Privately or publicly pausing one’s e-group participation when feeling overloaded in an e-group? A matter of keeping or losing others’ sympathy,"Laat, Marjolein de","['Wit, A.P.']",2022,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,"This study investigated the impact of fellow e-group members on the intention to privately pause and on the intention to publicly pause one’s e-group participation if one feels overloaded due to their e-group participation. We hypothesized that subjective social norms, as one of the components within the predictive framework of the Theory of Planned Behavior (TPB, Ajzen, 1991), would have less impact on the intention to privately pause than on the intention to publicly pause one’s e-group participation. Our results suggest that more people intend to cope with overload by privately pausing rather than by publicly pausing their e-group participation. At the same time, they assume that fellow e-group members think more negatively about one privately pausing their e-group participation and more positively about one publicly pausing their e-group participation. Unexpectedly, subjective social norms appear to have less impact on the intention to publicly pause than on the intention to privately pause one’s e-group participation. Instead, anticipated negative feelings at an interpersonal level (i.e., the attitudinal component of TPB), such as the feelings nervousness in the e-group and uncertainty about being liked by fellow e-group members, seem to have more impact on the intention to publicly pause one’s e-group participation. Thus, this study suggests that fellow egroup members do matter for both intentions, as more people who are coping with overload intend to keep it private when they care less about fellow e-group members’ negative thoughts about privately pausing one’s e-group participation. At the same time, less people intend to publicly cope with overload when they anticipate to lose others’ sympathy if they would publicly show their way of coping. The implications of these results for studying interpersonal behaviors that affect people’s well-being are discussed.","['Overload', 'e-group participation']"
Gender differences in mathematics anxiety: implicit and explicit measurements,"Heemskerk, Jasmijn","['Sikkema-de Jong, M.T.']",2022,Faculty of Social & Behavioural Sciences,Developmental Psychopathology in Education and Child Studies (research) (MSc),Research master thesis,en,"The gender gap in STEM majors and careers is very prominent and alarming (Beilock & Maloney, 2015). Students are more likely to avoid STEM careers when they show higher levels of Mathematics Anxiety (MA; Ahmed, 2018). The current study investigates the difference in Mathematics Anxiety between male and female students in their first year of the preacademic educational track (HAVO, atheneum and gymnasium) in secondary school in the Netherlands. The Numerical Dot-Probe Task (NDPT) is a computerized task that is based on attentional bias and less susceptible to bias than self-report questionnaires. (Rubinsten, Eidlin, Wohl, & Akibli, 2015). Related concepts to MA that will be controlled for are; mathematical achievement, general anxiety and working memory. Participants were recruited using convenience sampling, the final sample consisted of seven students. Using the adapted t-test, z-scores of all participants were compared in order to answer the research question (Crawford, Garthwaite, & Wood, 2010). 100% of girls and 20% of boys showed higher levels of MA when looking at their scores on the self-report questionnaires compared to their score on the NDPT. Overall, the girls’ MA score was overestimated and the boys’ MA score was underestimated. However, this effect was not strong enough to result in an overrepresentation of girls and an underrepresentation of boys in the population of children with high levels of MA when looking at the self-report questionnaires. Results suggested that the prominent gender gap in STEM studies might not be due to gender differences in MA. Due to the smaller sample size, it is important that these findings are replicated in future studies using bigger samples. Stereotype threat is a variable that could explain the STEM gender gap and should thus be included in these future studies.","['gender differences', 'numerical dot-probe task', 'mathematics anxiety', 'mathematical achievement', 'general anxiety', 'working memory', 'preacademic educational track', 'secondary school']"
'A Harmless Thing That Causes Harm' An Investigation of Nocebo Hyperalgesia with Electroencephalography,"Pünkösti, Noémi","['Blythe, J.S.']",2022,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['nocebo hyperalgesia', 'EEG', 'pain catastrophizing']"
Placebo responses: investigating optimism and pain sensitivity as factors in predicting placebo analgesia,"Hooftman, Anne","['Lennep, J.P.A. van']",2022,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"For Environmental Justice and Advocacy in ""Postcolonial"" France and its Overseas Territories: A Case Study of Environmental Colonialism from the State","Chevry, Catherina","['Ploof, R.A.']",2022,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Troop contributions as a coup-proofing strategy: A case study of Nigeria,"Kaijzel, Hannah","['Hagen, R.']",2022,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,"['Nigeria', 'coup risk', ""coup d'état"", 'coup-proofing', 'collective action problem', 'peacekeeping', 'troop contributions']"
Analyzing Europe’s collective action failure in the 2015 refugee crisis: a comparative discourse analysis of migration in Germany and the United Kingdom.,"Feitsch, Sebastian","['Hagen, R.']",2022,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
"One Divided Island, Two Economies: An analysis of the relationship between inclusive institutions and economic growth","Kahriman, Zehra",['Jonathan Philips'],2022,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
