title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Attention and Memory Encoding Skills: Cognitive Improvements after Experiencing (Childhood) Financial Scarcity,"Teubel, Roos","['Ruigendijk, H.', 'Bommel, M.']",2021,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,"Growing up in financial scarcity can have a destructive influence on someone’s cognition, effects that could even last into adulthood. However, some studies about childhood scarcity show that in specific situations cognitive improvements of attention and memory encoding may occur. Based on the life history theory, we proposed that people who experienced childhood scarcity are better able to adapt to a comparable situation, such as experiencing financial scarcity again, and, thus, outperform those who did not experience childhood scarcity on attention and memory encoding skills. We also expected that people who experienced childhood scarcity but are not currently feeling financially scarce will perform worse on attention and memory encoding compared to people who did not experience childhood scarcity. Our hypotheses were tested in an experimental setting in which people were instructed to order food online from a menu. Current financial scarcity was manipulated by randomly assigning half of the participants to a low budget ($12.50) and the other half to a high budget ($100). The findings suggest that childhood scarcity can enhance memory encoding for prices and calories from the menu, regardless of current feelings of financial scarcity. Furthermore, current financial scarcity causes people to make fewer mistakes when remembering prices but also to remember fewer dishes. Accordingly, although our findings do not support the expected adaptational effect, it does show that people who grew up in financial scarcity or are in current financial scarcity can outperform those who experienced less (childhood) financial scarcity.",
Does the president’s perception matter when it comes to Israel? A case study on the effect of a US president’s foreign policy beliefs on US-Israel relations,"Gerritsen, Chris","['Wetering, C. van de', 'Blarel, N.']",2021,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
"The Intelligence Community, Congress and Cybersecurity Policy: Cooperation in the latest security policy domain","Sueur, Cypriaan","['Wetering, C. van de', 'Blarel, N.']",2021,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Establishing a common metric for anxiety symptoms,"Korenjugin, Timofei","['de Beurs, E.', 'Fried, E.']",2021,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,"The growth and development of psychology and mental healthcare is accompanied by a rapid increase in the number of assessment instruments that are utilizer. The downside of presented variety and availability is an abundance, which hinders interpretation of test results, comparison of outcomes, and communication among colleagues and with patients about their test results. This may lead to diminished patient involvement and treatment progress. A common metric is lacking, linking test scores to a common metric, such as the T-score metric based on the Item Response Theory (IRT), may provide a solution to the Babel tower dilemma. The current study investigates the feasibility of an approach to develop a common metric and applies this to three anxiety-related questionnaires: Agoraphobic Cognitions Questionnaire (ACQ), Bodily Sensations Questionnaire (BSQ), and Mobility Inventory (MI) based on the data collected from 210 patients and 430 normal participants. IRT was applied to attain T-scores, form non-linear transformation formulas to estimate T-scores based on raw test scores and theory-based T-scores. The distributions and correspondence of the two Tscores were inspected. The theory-based T-scores and T-scores based on transformation formulas correspond sufficiently for ACQ and BSQ, but for the MI the proposed approach failed to produce useable T-scores. The reasons, pros and cons of IRT are discussed, as well as practical applications, focusing the attention on Routine Outcome Monitoring (ROM). The use of a common metric will allow ease comparison of scores from various instruments and aids communication, while characteristics of IRT allow the use of variable questionnaires and adaptive tailored testing assisting the utilization of ROM in treatment.","['ACQ', 'BSQ', 'MI', 'linking', 'IRT', 'common metric', 'ROM']"
Dissociatie als mediator van de relatie tussen pesten en psychotische ervaringen,"Shikma, Zohar","['Schalbroeck, R.', 'Son, D. van']",2021,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Een studie naar Schriftelijke Kamervragen over het COVID-19 beleid,"Doppen, Roos","['Mickler, T.', 'Nagtzaam, M.']",2021,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Het effect van de etniciteit van burgers op de responsiviteit van individuele wetgevers: een veldexperiment onder Tweede Kamerleden,"Beek, Thijs van","['Mickler, T', 'Yordanova, N.']",2021,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
De controlerende functie van het Nederlandse Parlement: Een onderzoek naar Kamervragen tijdens de eerste COVID-19 periode,"Zwet, Jurgen van der","['Mickler, T.', 'Nagtzaam, M.']",2021,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Corona in het Parlement: Een onderzoek naar de controlefunctie van parlementsleden in een tijd van crisis,"Blankenburgh, Marco","['Mickler, T.', 'Vonno, C. van']",2021,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
De invloed van challenger partijen op de gevestigde orde: een landenvergelijkend onderzoek naar de invloed van challenger partijen op de standpunten van andere parlementspartijen,"Flipse, Bas","['Nagtzaam, M.', 'Mickler, T.']",2021,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
