title,author,supervisors,date,faculty,program,type,language,abstract,keywords
De invloed van sociaal- economische status en social defeat op psychopathische trekken onder Marokkaanse jongeren.,"Kasteren, Anne van","['Zwaanswijk, W.']",2014,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,"In the Dutch society, Moroccan immigrant youth is overrepresented in the juvenile justice system. In this study, two different explanations for this overrepresentation were investigated. The first theory tested whether a low socio-economic status can contribute to delinquency among Moroccan, Dutch and adolescents from other ethnic minorities. The second theory is based on the model of social defeat. This model hypothesizes that low self-esteem and feelings of being an outsider can lead to delinquent behaviour. This study examined the contribution of low self-esteem to delinquency among Moroccan, Dutch and adolescents from other ethnic minorities. Delinquency was measured by an important precursor of this behaviour: psychopathic traits. The data are based on 476 adolescents in the age of 12 to 17. The participants filled in multiple digital questionnaires at school to measure ethnicity, psychopathic traits and self-esteem. Results from moderation analysis indicated that there was no moderation effect for socio-economic status and ethnicity on psychopathic traits. However, a second moderation analysis showed that low self-esteem explained 9% of the variance in psychopathic traits among Moroccan youth whereas it explained 0% of the variance in psychopathic traits among Dutch and other ethnic minority youth. Concluding, low self-esteem, and therefore social defeat, is expected to influence delinquent behaviour among Moroccan youth. This result can be viewed as consistent with the fact that delinquent Moroccan youth feel more connected to the Dutch society than Moroccan youth in the regular population. The Moroccan youth who feel more ‘Dutch’ possibly experience more frustrations concerning their position in the society. The gap between wanted goals and achieved goals in the host society can lead to feelings of social defeat and delinquent behaviour. More research on the social defeat model is required to confirm these hypothesis.","['socio-economic status', 'social defeat', 'psychopathic traits', 'Moroccan youth']"
"Psychopathische Karakteristieken, Belonings- en Strafgevoeligheid en Responsperseveratie bij Jongens met Disruptieve Gedragsstoornissen","Cornelder, Leanne","['Rijn, Sophie van']",2014,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,"In Western society, the prevalence of disruptive behavior disorders (DBDs) is rapidly growing. Scientific research of related child factors contributes to optimization of prevention and treatment of DBDs and psychopathic traits. Previous research has revealed DBDs and psychopathic traits are related to aberrant reward and punishment sensitivity and aberrant response perseveration. Current research aims to investigate the exact reflection of reward and punishment sensitivity and response perseveration in boys with DBDs and psychopathic traits. In current correlational Dutch research, 84 boys between 8 and 12 years from clinical centers, regular and special education have been studied. Both surveys – Diagnostic Interview Schedule for Children-Parent version, Youth Psychopathic traits Inventory-Child Version and Antisocial Processing Screening Device-Parent Form – and assessments for measuring cognitive abilities – Hungry Donkey Task and Door Opening Task – have been used. Results suggest a very large effect of DBDs on psychopathic traits measured by parent reports. No effects on reward and punishment sensitivity and response perseveration have been found between the DBD group and the control group. Psychopathic traits neither correlate with reward and punishment sensitivity and response perseveration, nor moderate reward and punishment sensitivity and response perseveration in the DBD group. In conclusion, boys with DBDs show – according to parents – more disturbances in interpersonal, affective and behavioral responses compared to the control group. No differences in reward and punishment sensitivity and response perseveration are found between these groups, neither when controlling for psychopathic traits. Finally, the extent to which boys with a DBD persevere in their responses (i.e. when no reward is given), cannot be predicted by their responses to reward and punishment (i.e. conduct continuation and adjustment). Compared to earlier research, contradicting findings have been found in current research and further research needs to be done.","['DBD', 'psychopathie', 'interactie', 'belonings- en strafgevoeligheid', 'responsperseveratie', 'jongens']"
De samenhang tussen persoonsfactoren en schoolbetrokkenheid.,"Angelique, Lagerwerf","['Geel, Mitch van']",2014,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,"['drop-out', 'schoolbetrokkenheid', 'zelfbeeld', 'etniciteit']"
Emotiesocialisatie door ouders en de sociaal-emotionele ontwikkeling van jonge kinderen,"Woudstra, Mi-lan","['Pol, Lotte van der', 'Groeneveld, Marleen']",2014,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,"Maternal emotion socialization plays an important role in the socioemotional development of young children. However, there is a lack of research regarding the role of paternal emotion socialization and the moderating role of child factors in the relationship between parental emotion socialization and the child's socioemotional development. This study examines the relationship between parental emotion socialization and child empathy, prosocial behaviour, and externalizing problem behaviour, and whether this relationship is moderated by child gender and temperament. The sample consisted of 100 intact families with a mother, a father and their preschooler. To measure parental emotion socialization mothers and fathers were independently observed while reading a wordless emotion picture book to their child, which was designed to elicit parental comments about emotions. Child prosocial behaviour was measured during an observation task in which the child had to share raisins with his or her younger sibling. Questionnaires, filled in by both mothers and fathers, were used to measure child empathy, externalizing problem behaviour, and temperament. Results revealed that paternal emotion socialization was a positive predictor of externalizing problem behaviour of the child. Paternal emotion socialization was not associated with child empathy or prosocial behaviour. Furthermore, maternal emotion socialization was not related to child empathy, prosocial behaviour, or externalizing problem behaviour. Child gender and temperament did not moderate the relationship between parental emotion socialization and children's behaviour. This study shows that paternal emotion socialization plays a role in the development of children's externalizing problem behaviour. This stresses the importance of including fathers in future research concerning the influence of parental emotion socialization on the socioemotional development of young children.","['Parental emotion socialization', 'Empathy', 'Prosocial behavior', 'Externalizing problem behavior', 'Socioemotional development', 'Gender', 'Temperament']"
Zuid-Afrika en het wereldkampioenschap voetbal in 2010,"Klein Hofmeijer, A.J.","['Veenendaal, W.P.', 'Meulen, J.S. van der']",2014,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,"['Zuid-Afrika', 'Natievorming', 'Ontwikkeling', 'MDG', 'Democratie', 'Wereldkampioenschap']"
De relatie tussen executieve functies en de ontwikkeling van sociale cognitie.,"Melisie, Kristel","['Ziermans, Tim']",2014,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,"Background: Executive functions (EF) and social cognition are essential skills for the developing child. These functions start to develop after birth and continue to develop into adulthood. A general relation between EF and development of social cognition was foundhas been established, but needs to be clarifiedrequires further specification. Objective: The aim of this study was to specify the nature of the relation between EF and social cognition. Hereby investigating differences between subcomponents of EF and the influence of age and gender on EF and social cognition. Also the role of “hot” and “cool” EF and social cognition was investigated, to get a more clear perspective on the development of social cognition in younger children. Methods: The sample existed of 101 children, aged four to nine years old. The measurement instruments were the Behavior rating inventory of executive functioningRIEF (adult checklist) and Amsterdamse neurologische NtakenT (computer-based tasks) for measuring executive functions, and Sociaal cognitieve vaardigehden testCVT for social cognition (story-telling task). Correlation, regression analyses and two-way ANOVA’s were used to analyze the data. Results: There were no significant correlations between the (subcomponents of) EF-scores and social cognition, regardless of a division in “hot” and “cool” EF. The correlations between “hot” and “cool” EF and social cognition were not significant. There was a main effect for age on total BRIEF-scores: F(1,50) = 5.03, p = .02 and total ANT-scores: F(1,93) = 33.75, p = < .00. As well as for the SCVT: F(1,95) = 13.85, p = < .00. The influence of executive functioning as measured with the BRIEF on the development of social cognition was calculated with a regression model: R2=.21, F(1,96)=3.34, p <.05. Which is significant, but just for the predictor age, not EF as measured with the BRIEF. This is the same for ANT scores and social cognition. Conclusion: The relation between EF and social cognition was a lot lower than expected. Age was a significant factor for scores on all three tests. The differentiation between “hot” and “cool” aspects did not clarify the nature of the relation between EF and social cognition. EF did not predict scores on social cognition, although the total regressionmodel was significant due to the effects of age. Further research into the nature of EF and social cognition and a way to deal with the effects of age is required.","['Executive functioning', 'Social cognition', 'BRIEF', 'SCVT', 'ANT']"
Kwestie Verspreiding in een Transnational Advocacy Network: De Invloed van Actoren en Netwerken bij de Bespreking van Nieuwe Kwesties,"Lokhorst, G.H.","['Vonno, C.M.C. van', 'Everts, P.P.']",2014,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,"['Transnational', 'Advocacy', 'Network', 'Kwestie', 'Issue', 'New', 'Issue emergence']"
De hartslagreactiviteit van mishandelende en niet mishandelende moeders op huilen in een gehechtheidsparadigma,"Putten, Janneke van","['Alink, Lenneke']",2014,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,"This thesis investigated whether maltreating mothers show more physiological reactivity during crying in an attachment paradigm than non-maltreating mothers and whether this relationship is moderated by mothers own experience of child maltreatment. Previous research investigating physiological reactivity during crying yielded inconsistent results and did not show crying in a context. Because the reaction to crying in an attachment relationship is especially important, in this research project crying in an abstract animation movie showing an attachment paradigm was used. In this study data of 30 maltreating and 30 non-maltreating mothers was used. Maltreatment status was investigated with the Maltreatment Classification System and with the Maternal Maltreatment Classification Interview. Heart rate of the mothers was measured during viewing of the attachment paradigm. Own experience of maltreatment of the mothers was investigated with the Childhood Trauma Questionnaire. A significant decline in heart rate appeared for all mothers the first time they watched the attachment paradigm indicating an attention process. The results indicated no difference between maltreating and non-maltreating mothers in physiological reactivity during crying in the attachment paradigm. Mothers own experience of child maltreatment was not a significant moderator in this association. The attachment paradigm which was previously only used in research with infants has now proven to be usable in research with adults. Replication is needed in a bigger sample. Future research should investigate possible other moderating factors such as attachment representation and should use other measures to measure autonomic nervous system arousal.","['mishandeling', 'gehechtheid', 'hartslag']"
Investigating coherence monitoring in reading comprehension between young adults and adolescents,"Tatsis, Christos","['Helder, Anne']",2014,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,en,"The aim of the present study was to investigate coherence monitoring in reading comprehension between young adults and adolescent. Coherence monitoring ability was examined in 26 young adults and 29 adolescents by using an inconsistency paradigm. Participants read 16 stories with consistent information and 16 stories with inconsistent information, which also contained some filler sentences that separated the two pieces of conflicting information and aimed to shift readers' attention. The filler section varied in stories from three to six filler sentences. We also examined differences in participants' working memory capacity and reading ability that could possibly explain differences in coherence monitoring between them. The results suggested that both adults and adolescents were able to perceive violation of coherence by showing an inconsistency effect, by being slower reading inconsistent compare to consistent information of the texts and this effect did not decrease as textual distance increased. However only in the condition of six filler sentences young adults showed an inconsistency effect while reading text with inconsistent information compare to consistent information while adolescents did not. The results also showed that the two groups do not differ in their working memory capacity but they do differ in their reading ability with adults showing higher reading ability than adolescents. This difference in reading ability could possibly explain their difference in inconsistency effect in the section of six filler sentences.",['coherence monitoring']
De rekrutering en selectie van politieke partijen op lokaal niveau,"Grimberg, M.R.","['Vollaard, J.P.', 'Irwin, G.A.']",2014,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,nl,,"['Rekrutering', 'Selectie', 'Kandidaat-raadsleden', 'Politieke partijen', 'Lokaal niveau', 'Verkiezingen', 'Gemeenteraadsverkiezingen', 'Gemeenteraad', 'Rekruteringsproces', 'Selectieproces', 'Rekruterings- en selectieproces']"
