title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Is 'nauwelijks' barely or hardly translatable?,"Schut, Marije","['Boogaart, Ronny']",2017,Faculty of Humanities,Linguistics (MA),Master thesis,en,,"['argumentativity within language', 'argumentative operators', 'nauwelijks', 'amper', 'translatability']"
Individuation and agreement: Grammatical gender resolution in Icelandic,"Þorvaldsdóttir, Þorbjörg","['Audring, Jenny']",2017,Faculty of Humanities,Linguistics (research) (MA),Research master thesis,en,"Agreement with conjoined noun phrases is an interesting topic of research for languages that have a gender distinction in the plural. The central aim of this thesis is to provide a comprehensive account of agreement with conjoined noun phrases in one such language: Icelandic. It is generally assumed that there are two agreement options with conjoined noun phrases in languages: resolution and agreement with one conjunct. The focus in this thesis is on the availability of these options in Icelandic, and whether the distribution of resolution is affected by two typological hierarchies: The Individuation Hierarchy and the Agreement Hierarchy. Another principal aim is to establish whether the gender resolution rules that have been described for the language are always used by speakers and to what extent agreement with one conjunct is used. An agreement form elicitation survey was constructed to gain insight into these issues. It was completed by 405 native speakers of Icelandic. The results of this survey indicate that the distribution of resolution in Icelandic is indeed affected by the Individuation Hierarchy, while it does not adhere to the prediction made by the Agreement Hierarchy. This is argued to be due to interaction effects of the two hierarchies and the approach of the present study. Gender resolution rules are followed by speakers in most cases. However, speakers use neuter agreement in resolution where it was not anticipated. The same applies to singular agreement: when agreement with one conjunct was expected, the neuter singular is widely used instead. Two gender defaults are argued to account for these patterns: a normal case default in resolution and an exceptional case default in singular agreement.","['Icelandic', 'Grammatical gender', 'Agreement', 'Individuation']"
Sluieren/ontsluieren. Hedendaagse fotografes uit het Midden-Oosten,"Langeveld, Jackie","['Zijlmans, Kitty']",2017,Faculty of Humanities,Kunstgeschiedenis (BA),Bachelor thesis,nl,,"['Midden-Oosten', 'Stereotypes', 'Genderstudies', 'Ontsluieren', 'Fotografie']"
"The Making of Sino-Dutch Sugar Frontiers in Early Modern Asia: Connections and Comparisons, 1630s-1730s","Xu, Guanmian","['Gommans, J.J.L.', 'Blussé, van Oud Alblas J.L.']",2017,Faculty of Humanities,History (MA),Master thesis,en,"Early modern globalization is not only about exchange of goods by seas and circulation of knowledge by urban elite, it also took place in remote commodity frontiers where unique frontier society had formed because of the convergence of influence from different agricultural traditions. This thesis aims to fill a gap in the studies of frontier society, that is, the absence of plantation society in early modern Asian history. By exploring the archives of the Dutch East India Company (the VOC) in Den Haag and Jakarta, the untold history of the emergence of Asian sugar plantations in the Dutch East Indies is for the first time fully exhibited. This history offers us an intriguing perspective to think how Chinese agricultural tradition and Dutch rural instituion converged and how that convergence led to divergent sugar societies in Dutch Formosa and in the Ommelanden of Batavia. It also gives us a unique example to compare with the well-known plantation society in the Atlantic and the so-called small-household economy in China. It is after all a global history in a rural society.","['plantation society', 'sugar', 'east indies', 'early modern Asia', 'Chinese overseas', 'Taiwan', 'Batavia', 'Dutch rural institution', 'commodity frontier', 'cadastral survey']"
The UN definition of a Refugee: is persecution alone sufficient?,"Blankvoort, Medy","['Glynn, Irial']",2017,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,en,,"['persecution', 'UN refugee definition', 'refugee', 'Dutch resettlement', 'Vietnames boat people']"
Hoger onderwijs in Chili onder Bachelet: Toegankelijkheid en sociale ongelijkheid,"Wiersma, Aimee","['Silva, Patricio']",2017,Faculty of Humanities,Latijns-Amerikastudies (BA),Bachelor thesis,nl,"Hedendaags is er een onderwerp op internationaal niveau regelmatig in het nieuws en het onderwerp van debat, namelijk het verbeteren van de toegang en kwaliteit in het hoger onderwijs.Ook in Chili is dit een belangrijk en veel besproken onderwerp. Na vele studenten mobilisaties die protesteerden tegen de ongelijkheid in toegankelijkheid in het universitair onderwijs met eisen als hervormingen hiervan, is de Chileense president Michelle Bachelet met een nieuw voorstel gekomen, universeel gratis universitair onderwijs. Dit is het toegankelijker maken van het universitaire onderwijs door onbetaald onderwijs aan te bieden aan studenten. Deze scriptie behandelt het debat over de mogelijke impact van dit voorstel dat gaande is in Chili en wordt er een afweging gemaakt vande voor- en tegen argumenten van deze discussie. De centrale doelstelling is het analyseren van het overheidsbeleid van de twee ambtstermijnen van Michelle Bachelet in het universitaire onderwijs met betrekking tot toegankelijkheid en sociale ongelijkheid in Chili. Het onderzoek is gedaan aan de hand van de bestuderingvan relevante literatuur. De centrale vraagstelling luidt als volgt: “wat waren de positieve en negatieve gevolgen van het universitair onderwijs beleid in Chili tijdens de ambtsperiode van Michelle Bachelet met betrekking tot toegankelijkheid en sociale ongelijkheid?”. In hoofdstuk 1 zal de rol van universitair onderwijs en de rol met betrekking tot sociale mobiliteit en sociaal kapitaal behandeld worden waarna ook de toegankelijkheid en sociale ongelijkheid in het universitair onderwijs vanuit een theoretische context bekeken wordt. Vervolgens zullen deze thema’s in hoofdstuk 2 in de geschiedenis en de actuele context van Chili geplaatst worden en zal het overheidsbeleid besproken worden van beide ambtstermijnen, 2006-2010 en 2014-heden, van president Bachelet in het universitair onderwijs en de studentenbeweging tijdens haar eerste ambt in 2006 en het massale protest in 2011, waar haar voorstel voor gratuïteitin haar tweede ambt een gevolg van is.In hoofdstuk 3 zal gekeken worden naar het discours dat plaatsvindt over dit onderwerp, waar meningen en gedachtes van Chileense burgers en onderzoekers in voor- en tegen argumenten en actoren naar voren worden gebracht waarna er een afweging gemaakt zal worden. In het verloop van de scriptie en in de conclusie zal door middel van een combinatie van de informatie uit de verschillende hoofdstukken een antwoord gegeven worden op de hoofdvraag","['hoger onderwijs', 'Chili', 'Bachelet', 'toegankelijkheid', 'sociale ongelijkheid']"
"Een politieke vechtscheiding. Een nieuw perspectief op de ondergang van de Sociaal-Democratische Bond, 1883-1894","Hekkert, Hanna","['Steen, Bart van der']",2017,Faculty of Humanities,History (MA),Master thesis,nl,,"['Political history', 'Socialism', 'Transnationalism']"
Handelaarsters in Leiden,"Wesseling, Inger","['Schmidt, Ariadne']",2017,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['Economic history', 'Leiden', 'Handelaarsters', 'Vroegmoderne periode', 'Entrepreneurship', 'Retail', 'Gender', 'Women']"
Nieuws vanuit de lucht - Een kwalitatief onderzoek naar de adoptie van drones in de Nederlandse journalistiek,"Geenen, Vera","['Pleijter, Alexander']",2017,Faculty of Humanities,Media Studies (MA),Master thesis,nl,"De drone als technologische innovatie heeft de journalistiek bereikt. Een kleine groep journalisten onderscheidt zich met de nieuwe tool door het maken van overzichtelijk, dynamisch beeld vanuit de lucht. Maar de theorie van Rogers (1983) laat zien dat een nieuwe technologie niet zomaar tot acceptatie leidt binnen een groep. Het doel van het onderzoek is dan ook om de adoptie van drones binnen de journalistiek in kaart te brengen. Voor het eerst zijn dronejournalisten in Nederland bevraagd naar hun ervaringen met drones, hun visie op de journalistieke professie en welke vaardigheden zij beheersen in het huidige journalistieke tijdperk. In totaal hebben twaalf kwalitatieve diepte-interviews met persfotografen, cameramannen en een eindredacteur plaatsgevonden. Uit het onderzoek is gebleken dat er een tweedeling heerst binnen de groep journalisten: optimisten en pessimisten. De eerste groep zet de drone wel in en beschikt over de verplichte ROC-light, in tegenstelling tot de laatste groep die is gestopt met de inzet of niet in het bezit is van een dergelijke vergunning. Wel ervaren zij als innovators en early adopters allen weerstand, voornamelijk met betrekking tot de regelgeving. Het duidt op een vertraagde adoptie waarbij de techniek nog niet volledig is geaccepteerd. Daarnaast zien journalisten - overeenkomstig met de theorie van Pavlik (2000) - op vier gebieden veranderingen optreden binnen de journalistieke omgeving: hun werkwijze wordt anders, de nieuwscontent verandert, de structuur van het medialandschap hervormt zich en de relatie met de omgeving wijzigt. Als gevolg vermelden de journalisten, die voornamelijk als freelancer opereren, dat zij door de komst van technologische innovaties andere vaardigheden nodig hebben, zoals ondernemen en netwerken. Tot slot is een sterke ideologische visie ontstaan door het toetreden van drones in de journalistiek. Toch is de impact van drones op de journalistiek binnen het adoptieproces marginaal. Journalisten verkrijgen door de onzekerheid van de innovatie niet aanzienlijk meer opdrachten. Dit onderzoek bevestigt de theorie van Rogers (1983) waarin hij stelt dat innovaties vaak een onzekere start kennen. Hierdoor zijn journalisten belemmerd bij de inzet van drones als technologische tool. Eventueel vervolgonderzoek zou nodig kunnen zijn om vast te leggen hoe dronejournalistiek zich door de jaren heen ontwikkelt.","['drones', 'innovatie', 'journalisten', 'adoptieproces']"
"Rebellion in the Borderlands: Slave Flight and the Runaway Slave in Antebellum Texas, 1836-1860","Palmer, Shanice","['Pargas, Damian']",2017,Faculty of Humanities,North American Studies (MA),Master thesis,en,,
