title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Introduction to the Term ‘Lifestyle Movement’: Establishing the Personal in Politics,"Smit, Janneke","['Jansen, J.', 'Barendregt, B.']",2020,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
De rol van online humor in het standaardiseren van Alt-Right gedachtegoed ten tijde van de Amerikaanse verkiezingen van 2016,"Schreuder, Lize","['Barendregt, B.', 'Jansen, J.']",2020,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
Het gebruik van Virtual Reality voor het meten van ironiebegrip bij kinderen,"Wiersma, Emma","['Bergwerff, C.E.', 'Schalk, J. van der']",2020,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Effects of pupil size on prosocial behaviour and cuteness: An experiment in the context of wildlife conservation,"Klewes, Ann-Kristin","['Tan, J.', 'Diana, F.']",2020,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Wordt het executief functioneren van één jarigen voorspeld door prenatale stress en sensitiviteit van moeders én vaders?,"Doldersum, Martine","['Emmen, R.A.G.', 'Haan, W.D. de']",2020,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Brutale bètamannen en infantiele incels: Hoe het internet seksloze mannen in rechtsextremisten veranderde,"Herder, Wisse","['Barendregt, B.', 'Jansen, J.']",2020,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
"Greening the City Place-making, liveability and feelings of belonging among residents in De Wallen, Amsterdam","Vasen, Sarah","['Boy, J.', 'Westmoreland, M.']",2020,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
"Memory, Nation Building and Colombian Coffee: The role of Colombian coffee in networks of nation-building and identity formation","De Los Rios Torres, Lina","['Jansen, J.', 'Barendregt, B.']",2020,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
"The downside of raising awareness in sexism: The impact of confirmation of sexism on social exclusion, feelings, needs, motivation and expectations","Premcharan, Rowin","['Doolaard, F.', 'Noordewier, M.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,"While fewer people endorse blatant sexism, sexism is still an ongoing problem. Several measures have been taken to create awareness, but the question arises whether the confirming messages, for example, from the media or studies might give cues to women that they are being excluded. This research hypothesizes that if women pick up cues from confirming messages, it leads to more feelings of social exclusion compared to a context in which sexism is denied or is not mentioned. This research examines the effects of the confirmation of sexism on social exclusion, need-threats, feelings, motivation to apply, and expectations of their chances on the labor market. In this between-subjects study (confirmation of sexism vs. modern sexism vs. control condition), 157 female students from Leiden University completed a questionnaire. This study showed that women in the confirmation of sexism condition reported more feelings of social exclusion, more need-threats, more negative feelings, lower motivation to apply for a job, and lower expectations of their chances on the labor market compared to the other conditions. These results support the hypothesis that confirming sexism is more harmful than a context of modern sexism or not mentioning sexism, but more research is needed to provide general support for this hypothesis.",
Stuck at your desk? The effects of daily work-time demands and daily job control on total time spent on internal recovery activities and end of workday recovery.,"Peppelman, Charlotte","['Wijn, N. de', 'Gebhardt, W.A.']",2020,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
