title,author,supervisors,date,faculty,program,type,language,abstract,keywords
The Effects of Soft Power on Inbound Tourism: A Case Study of K-pop as a Main Component of the Creative Tourism Industry in South Korea from 2012-2019,"Liu, Longxin",['Dr. Se Young Jang'],2022,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['Soft Power, K-pop, Hallyu, Creative Tourism Industry, South Korea']"
In Between Tradition and Modernity: Representations of Gender in Moolaadé,"Bonnard, Hannah","['Bellucci, Stefano']",2022,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,
"Use of Social Media in the Political Sphere, is it an Empowerment Tool for the People or Not? - the case of Thailand","Kono, Kana",['Dr.mr. I. Hadiprayitno'],2022,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['Politcal Protest, Student Movement, Thailand']"
The influence of nationalism on the speech and actions of the CCP in Hong Kong: The 2019 Hong Kong protests and beyond,"Bussink, Marloes","['Wei, N.']",2022,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,
Systemic Rivalry or Peaceful Coexistence? Comparing Norms of Chinese and European Connectivity Strategies in Asia,"Daams, Jasper",['Vincent Chang'],2022,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,
Obama vs.Johnson and Clinton: A Comparison of Welfare Politics,"Vogel, Laurens Johan","['Gawthorpe, A.J.']",2022,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,
The Social Credit System and China’s Image in the Netherlands: Deconstructing Discursive Communication through a Micro-Macro storytelling account,"Sizoo, Isaura","[""Ingrid D'Hooghe""]",2022,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,"With China’s increased economic growth there is a greater interest towards China’s foreign policy strategies. For example, questions arise on how this new power acts in the international sphere, or how it intends to adhere to the international order. Alongside these questions an upsurge in discussions on “Chinese Soft Power” is detected. This article investigates Chinese Soft Power developments in the Netherlands, by analyzing the discussion over the advancement of the Chinese Social Credit System (SCS); within Dutch news sources. A Constructivist approach is adopted, using discourse analysis, as the SCS is discussed as a micro-story that contributes to an audience’s interpretation on macro-structural processes in China. The research therefore sets out to analyze the complexity of storytelling, exploring how narratives are driven by a web of contexts. A number of topically linked narratives in China’s Soft Power are selected and analyzed, focusing on how they articulate China’s identity from a recipient standpoint. The thesis contributes to the academic field of International Relations by explaining how actors give Soft Power narratives meaning and interpretation, confirming how the Netherlands looks at China; and how the SCS further impacts this image. The thesis therefore aims to give more insight in how Chinese Soft Power is built up, deconstructing the communication processes between the China and the Netherlands.","['Soft Power, China, Constructivism, Netherlands, Social Credit System']"
Gender and Racial Stereotypes: The Portrayal of Women of Color in American Politics by Right Wing Media,"Oeij, Jasminka","['Gawthorpe, A.J.']",2022,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,
Emotions on Climate Change and Policy: An analysis of the portrayal of emotions in newspaper cartoons about the Paris Climate Agreement,"Slikke, Claire van der",['Anna Volkmar'],2022,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['Climate Chang', 'Emotions', 'Climate Crisis']"
Trajectory of Italian Euroscepticism: debates around Italy's membership of the Euro in the mid and late 1990's,"Vullo, Matilde","['Broad, M.']",2022,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['Euroscepticism, Italy, newspapers']"
