title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Fysiek disciplineren door vaders en moeders en externaliserend probleemgedrag van jonge kinderen,"Zwakenberg, Ilse-Marie","['Pol, Lotte van der']",2014,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,"In dit onderzoek is gekeken naar het longitudinale verband tussen fysieke discipline door ouders en externaliserend probleemgedrag van jonge kinderen. Er werd verwacht dat fysieke discipline door vaders en moeders een positieve voorspeller zou zijn van externaliserend probleemgedrag van kinderen een jaar later. Daarnaast werd verwacht dat externaliserend probleemgedrag van kinderen op ongeveer driejarige leeftijd een positieve voorspeller zou zijn van fysieke discipline door beide ouders een jaar later. Ook werd verwacht dat de relatie tussen fysieke discipline door de ouder en externaliserend probleemgedrag van het kind sterker zou zijn voor moeders dan voor vaders. Tenslotte werd verwacht dat het verband tussen fysieke discipline en externaliserend probleemgedrag sterker zou zijn voor ouders en kinderen van hetzelfde geslacht dan voor ouders en kinderen van verschillend geslacht. Voor dit onderzoek zijn data van de eerste twee onderzoeksjaren van het grootschalige onderzoeksproject 'Boys will be boys?' gebruikt. De steekproef bestond uit 74 gezinnen. Tijdens het eerste meetmoment waren de kinderen gemiddeld 3.0 jaar oud (SD = 0.3), tijdens het tweede meetmoment was de gemiddelde leeftijd van de kinderen 4.0 jaar (SD = 0.4). Fysieke discipline door de beide ouders werd geobserveerd tijdens een afblijftaak en externaliserend probleemgedrag van het kind is gemeten met behulp van de CBCL-vragenlijst. Fysieke discipline door zowel vaders als moeders bleek geen voorspeller te zijn van externaliserend probleemgedrag een jaar later. Ook bleek externaliserend probleemgedrag van het kind geen voorspeller te zijn van het gebruik van fysieke discipline door vaders en moeders een jaar later. Daarnaast werden geen significante verschillen gevonden tussen vaders en moeders en tussen jongens en meisjes wat betreft de correlaties tussen fysieke discipline door de ouder en externaliserend probleemgedrag van het kind. Meer onderzoek is nodig om een beter beeld te krijgen van het verband tussen fysieke discipline door ouders en externaliserend probleemgedrag van jonge kinderen.","['Fysieke discipline', 'externaliserend probleemgedrag', 'verband', 'jonge kinderen', 'ouders']"
FSC Certification; Solving the Friction in the Forest? - Study on the Impact of FSC Certification of the Logging Company PT. Sumalindo Lestari Jaya V on the Village of Batu Majang,"Vreugdenhil, Leanne","['Persoon, Gerard']",2014,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
Gebrek aan bewijs voor een relatie tussen psychopathologie van moeder en haar hardhandige opvoeden,"Bak, Renate den","['Voorthuis, Sandra']",2014,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,"INTRODUCTIE Over de jaren heen is er in onderzoek naar voren gekomen dat er een relatie is tussen psychopathologie van de ouder en minder optimaal opvoeden. In deze studie wordt er gekeken of er een relatie is tussen psychopathologie van de moeder en hardhandig opvoeden. Er wordt verwacht dat er een relatie van psychopathologie met hardhandig opvoeden bestaat voor depressie, middelenmisbruik en antisociaal gedrag. METHODE Een sample van 60 moeders uit een groter onderzoek naar stress-regulatie in moeders met opvoedproblemen werd gebruikt. Zij vulden een Adult Self-Report in en deden het Huilparadigma. RESULTATEN Er blijkt geen significante relatie tussen de verschillende vormen van psychopathologie en hardhandig opvoeden. DISCUSSIE Mogelijk is er geen relatie gevonden vanwege de mogelijke sociale wenselijkheid bij zelfrapportage of doordat hardhandigheid met slechts één item gemeten werd. Volgend onderzoek zou vaders kunnen betrekken, of kijken naar comorbiditeit of andere onderliggende factoren die van invloed kunnen zijn op de relatie tussen psychopathologie en hardhandig opvoeden.","['psychopathologie', 'moeder', 'hardhandig opvoeden']"
Cognitieve valenties en subjectieve normen van basisschool leerkrachten bij verplichte en zelfgekozen professionaliseringsactiviteiten,"Robeer, Valerie Charlotte","['Glastra, Folke']",2014,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,"Motivatie blijkt een belangrijke rol te spelen als het gaat op de deelname aan professionaliseringsactiviteiten. Middels een semigestructureerd interview bij twintig basisschoolleerkrachten is nagegaan hoe verplichte en zelfgekozen professionaliseringsactiviteiten worden ervaren. Aan de hand van cognitieve valenties (persoonlijk, school en voor de leerlingen) en subjectieve normen, twee motivatievariabelen uit het taak-specifieke motivatiemodel, is onderzocht of er verschillen in motivatie aspecten waren tussen verplichte en zelfgekozen professionaliseringsactiviteiten. Voor beide variabelen geldt dat deze zowel een positieve als negatieve lading kunnen hebben. De resultaten van dit onderzoek tonen aan dat er verschillen zijn in cognitieve valenties tussen verplichte en zelfgekozen professionaliseringsactiviteiten. Positieve cognitieve valenties voor de leerkracht persoonlijk werden door leerkrachten veruit het meest genoemd. Negatieve cognitieve valenties voor de leerkracht persoonlijk werden ervaren bij zelfgekozen leeractiviteiten vanwege het gemis aan praktische aspecten. Een ander verschil tussen verplichte en zelfgekozen professionaliseringsactiviteiten heeft betrekking op positieve cognitieve valenties voor de school. Bij een verplichte setting werd de doorgaande lijn voor de school en inzicht op teamniveau als positief ervaren terwijl leerkrachten bij zelfgekozen activiteiten spraken over persoonlijke winst in vaardigheden die ten goede kwam aan de school. Voor subjectieve normen zijn er verschillen gevonden binnen verplichte activiteiten. Leerkrachten spraken daarbij over negatieve subjectieve normen zoals een sceptische houding van collega’s of het team en het gevoel dat collega’s of het team niet wilden meewerken aan de professionaliseringsactiviteit. Wat betreft aanbevelingen zouden toekomstige professionaliseringsactiviteiten moeten inspelen op de vraagstukken en problemen van leerkrachten die zij ervaren binnen en buiten de klas. Wanneer professionaliseringsactiviteiten persoonlijk leerwinst bieden voor de leerkrachten zou het eveneens ten goede komen aan de school en aan de leerlingen zo menen de leerkrachten in dit onderzoek.","['motivatie', 'taak-specifieke motivatiemodel', 'professionalisering', 'leeractiviteiten', 'cognitieve valenties', 'subjectieve normen']"
Het verschil tussen agressieve en normaal ontwikkelende jongens van 8 tot 12 jaar in hun executieve functies,"Kramer, Bianca","['Rijn, Sophie van']",2014,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,"Agressie is een actueel probleem onder kinderen en jongeren. Onderzoek naar de factoren die hierop van invloed zijn staat erg in de belangstelling en is zich recent steeds meer op de samenhang tussen executieve functies en agressie gaan richten. Huidig onderzoek richt zich op de vraag: ‘In hoeverre bestaat er een samenhang tussen tekorten in de executieve functies en het vertonen van agressie door kinderen in de leeftijd van 8-12 jaar?’ In dit onderzoek participeerden 18 hoog agressieve jongens in de onderzoeksgroep en 20 jongens zonder agressieproblematiek in de controlegroep in de leeftijd van 8 tot 12 jaar. De executieve functies zijn gemeten met de Amsterdamse Neuropsychologische Taken (ANT) en de Dierentuintaak van de Behavioural Assessment of the Dysexecutive Syndrome (BADS). Leeftijd bleek significant samen te hangen met werkgeheugen, inhibitie en visuele volgehouden aandacht. Uit de T-toets en Anova kwam naar voren dat de agressieve jongens een betere visuele volgehouden aandacht hebben dan de jongens uit de controlegroep. De jongens uit de controlegroep bezitten een beter werkgeheugen dan de agressieve jongens. Voor inhibitie, cognitieve flexibiliteit en planning werden geen significante verschillen gevonden tussen de groepen. Geconcludeerd kan worden dat dit onderzoek enkele bewijzen levert voor een relatie tussen executieve functies en agressie. De invloed van leeftijd bleek aanzienlijk op deze relatie wat wil zeggen dat hoe ouder het kind is hoe beter ook de prestatie op de gemeten executieve functies. Dit kan verklaard worden door de ontwikkeling van executieve functies. Deze beginnen zich te ontwikkelen in de kindertijd en ontwikkelen zich door tot de adolescentie. Aannemelijk is dat de executieve functies van de jongens in de leeftijd van 8 jaar in mindere mate zijn ontwikkeld dan de executieve functies van de jongens in de leeftijd van 12 jaar.","['Agressie', 'Executieve functies', 'BADS', 'ANT']"
Rekenproblemen: G-een gevoel voor getallen,"Werneke, P.A.M.","['Guda, Marit']",2014,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,"Sinds het begin van de evolutie huist er een gevoel voor hoeveelheden in mens en dier. Hoe deze aanleg zich ontwikkelt tot de performance bij rekenen blijft ongewis evenals de vraag of de verstoring in het gevoel voor hoeveelheden verband houdt met de ontwikkeling van rekenproblemen. Door de ontwikkeling naar rekenperformance te duiden, is het in de toekomst mogelijk om adequaat te interveniëren. Om te testen hoe het gevoel voor hoeveelheden samenhangt met rekenprestaties werd op een aantal scholen een correlationeel onderzoek uitgevoerd bij kleuters, kinderen uit groep zes, acht en brugklassers. De reactie tijden en accuratesse op een getalgevoeligheidstest vormden indicatoren voor het gevoel voor hoeveelheden. De andere uitkomstmaten werden weergegeven met de Weberfractie (w). De w is verkregen door het contrast uit te zetten tegen de reactietijd (RT) ofwel de accuratesse (Acc). Een rekentest onderscheidde kinderen met rekenproblemen van kinderen zonder rekenproblemen. Uit dit onderzoek blijkt dat kinderen met rekenproblemen en kinderen zonder rekenproblemen niet significant verschilden in hun algehele gevoel voor hoeveelheden en in hun getalgevoeligheid. Dit gold voor de prestaties op de rekentaken gemiddelde reactietijden (p = .06, d = 0.50, 1-β = .46) en de gemiddelde accuratesse (p =.07, d = 0.47, 1-β = .23), maar ook voor de Weber reactietijd (p = .20, d = 0.27, 1-β = .20) die met de laptoptaak gemeten is. Dit onderzoek biedt geen reden om aan te nemen dat een verstoring van het gevoel voor hoeveelheden voorspeller is van latere rekenproblemen. De waarneming van contrasten speelt wellicht een geringere rol dan werd verondersteld.","['rekenproblemen', 'gevoel voor hoeveelheden', 'symbolische rekenvaardigheden']"
Burgers en Billboards,"Mooren, Caro","['Bähre, Erik']",2014,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,nl,,
Ontrafeling van afval,"Schippers, Bastiaan","['Minter, Tessa']",2014,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,nl,,"['Waste', 'Afval', 'Community Based Waste management', 'Indonesie', 'Scavenging', 'Informele afvalverwerking', 'Formele afvalverwerking', 'Pangandaran', 'West-Java']"
Connecting through the seed: Alternative Agriculture and Peasant Resistance in the Colombian Coffee Axis,"Perasso, Paolo","['Pels, Peter']",2014,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,en,,
Motivaties van leerkrachten in het primair onderwijs voor professionaliseringsactiviteiten over leerachterstanden en hoogbegaafdheid.,"Antheunisse, Milou","['Glastra, Folke']",2014,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,"In this research, teachers' motivation for professionalization activities about learning delays and giftedness was explored by interviewing twenty-eight primary school teachers in the Netherlands. With this information an attempt was made to answer the following question: To which extent do differences exist in the affective valences, cognitive valences and sense of competence among teachers with regard to professionalization activities about learning delays and giftedness and how can differences be explained? Results show that teachers feel that pupils with learning delays need emotional as well as cognitive help. However, there's a limit to what these pupils can achieve cognitively, so teachers aim for their emotional well being. Teachers do not mention a cognitive limit for the gifted pupils, but do mention the emotional well being of these pupils as one of the conditions that needs to be met to help them excel, alongside testing the giftedness of the pupil and knowing how to help these pupils. Furthermore, teachers with a preference for professionalization activities about learning delays mainly build upon non-personal cognitive valences, like wanting to renew their knowledge to connect to the needs of these students and wanting to help the large number of pupils with learning delays, for their motivation. In contrast, teachers with a preference for professionalization activities about giftedness mainly build upon positive personal cognitive valences, like feeling the need to gain new knowledge to develop themselves, for their motivation. The number of years a teachers has been working in education explained most of the differences in their motivation, like the decreasing will to gain new knowledge and to renew old knowledge. The outcomes of this research should be explored further, but can already be to used to improve professionalization activities by building upon the motivational aspects that play a role in teachers' motivation for these activities.","['Motivation', 'Professionalization', 'Teachers', 'Primary education', 'Learning delays', 'Giftedness']"
