title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Drawing God: A Correlational Study to the Personalization of the God Image in Adolescents,"Romijn, L.J.","['Boelens, H.', 'Boer, E. de']",2012,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De sociaal-emotionele ontwikkeling van kinderen met Autisme Spectrum Stoornis,"Marx, Kainah Lotte","['Bedem, Neeltje van den']",2012,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Opportunity versus responsibility: The impact of conceptualization of power on confidence and competitiveness and advice taking,"Soer, Maaike","['Wit, Frank de']",2012,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Are chronic cannabis users more creative than non-users?,"Stolwijk, Michel","['Kowal, Mikael']",2012,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
"Inflow of students in the MSc Psychology at Leiden University Analysis of numbers and exploration of students’ image of, and commitment to the Institute of Psychology","Feberwee, Tanja","['Wit, Arjaan']",2012,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Chronische ziekte en werk: De invloed van de persoonlijke houding en de sociale norm ten opzichte van arbeidsverzuim op de mate van presenteeisme bij chronisch zieke werknemers,"Vis, Carmen van de","['Doef, Margot van der']",2012,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
"When yours is mine: The impact of the feeling of closeness, trust and attractiveness of the romantic partner on cognitive task representation.","Uijterlinde, Ingrid","['Colzato, Lorenza S.']",2012,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Days of Rage: A Study on the Effects of Regulatory Focus and the Effectiveness of Benevolent Collective Action on Support for Hostile Forms of Collective Action.,"Bolderdijk, Björn V.","['Zaal, Maarten P.']",2012,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Meer serotonine: eerlijk of oneeerlijk? : Onderzoek van de effecnten naaer tryptofaan op sociale besluitvorming in gezonde vrouwen,"Meiracker, Joëlle van der","['Jans, Linda']",2012,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Power during negotiations: the role of anticipatory threat versus challenge,"Martens, Aletta","['Wit, Frank de']",2012,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
