title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Do Our Lessons Need an Upgrade? Students' Preferences Regarding Learning Strategies,"Roelofs, Vera","['Smakman, Dick']",2018,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,"Teachers are expected to provide students with instructional and informational lessons, but students want to enjoy their time spent in a classroom as well. With the use of technology gaining ground in schools a new realm of classroom activities opens up which are able to combine both qualities demanded of lesson plans. As a teacher myself I think that these digital developments could be a valuable asset in the classroom and to prove that I analyzed in this study whether my own students, who range between the age of 11 and 14 and attend pre-university education, experience the use of digital technology in the classroom as both efficient and/or enjoyable and if that experience is influenced by their preferred learning styles. The respondents filled out a VARK questionnaire to determine their learning style preferences and subsequently wrote down how they valued the use of digital technology as a learning tool. Most respondents turned out to favor a Kinesthetic learning style, but the other three learning styles or combinations of them were also ascribed to respondents. Furthermore a majority of the respondents, regardless of learning style preference, considered the use of digital technology both enjoyable and an efficient. Overall the results of this research indicate that digital technology is considered a valuable and fun learning tool by most students, but further research is required to expand on these first conclusions. Variables such as age, level of education and chosen learning style model all need to be taken into more careful consideration, because these aspects create different populations and therefore also possible different results.","['Teaching', 'Learning Strategies', 'Education']"
Counterinsurgency Theory and the Second Boer War,"Simons, Richard","['Brocades Zaalberg, Thijs']",2018,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,en,,
An Anti-Kipple Aerosol Spray Can: Philip K. Dick’s Fictionalisation of Carl Jung’s Concept of Individuation in Ubik,"Criado Clegg, David Eduardo","['Leeuwen, Evert Jan van']",2018,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,,"['Philip K. Dick', 'Carl Jung', 'Fictionalisation of Philosophy', 'Science Fiction', 'Herbert Marcuse', 'Frankfurt School', 'Horkheimer', 'Adorno']"
Forfeited Selves? Disidentification in Nella Larsen's Passing and Jessie Redmon Fauset's Plum Bun,"Woltering, Wouter","['Polak, Sara']",2018,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,,"['racial passing', 'disidentification', 'nella larsen', 'jessie fauset', 'sexual passing', 'plum bun', 'passing', 'gender', 'race']"
"Slavery, Trauma, and Identity in Toni Morrison's The Bluest Eye and Beloved","Stirler, Rebecca","['Kardux, J.C.']",2018,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,,
Civilian Participation in Genocide and Politicide in the 20th Century,"Harris, André","['Aloyo, Eamon']",2018,Faculty of Humanities,International Relations (MA),Master thesis,en,,"['genocide', 'mass killing', 'politicide', 'atrocities', 'popular violence']"
Big Daddy Dada: Idi Amin Dada’s Paradoxical Self-Representation as a Pan-African and Anti-Colonial ‘Big Man’,"Janyszek, Florian","['Petrollino, Sara']",2018,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,
From Hermaphroditic Humanoids to Female Cyborgs: Feminism and Gender in Late Twentieth-Century Science Fiction Literature,"Philippy, Jana","['Leeuwen, Evert Jan van']",2018,Faculty of Humanities,Literary Studies (MA),Master thesis,en,,"['Feminism', 'Science Fiction', 'Gender', 'Androgyny']"
De sleutel tot de macht. Franz von Papen en het einde van de Weimar Republiek (januari 1932 - maart 1933),"Donselaar, Ivo van","['Dassen, P.G.C.']",2018,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['Hitler', 'Papen', 'Germany', 'Weimar Republic', 'Nazi-Germany']"
Between Master and Muse: Analysing Gender in N.I. Petrovskaia’s Sanctus Amor,"Bastemeijer, Laurie","['Boele, Otto']",2018,Faculty of Humanities,Russische Studies (BA),Bachelor thesis,en,,"['Symbolism', 'Petrovskaia, Nina', 'Femininity']"
"'Ik zal zien gedaan te krijgen, dat wij Vondel gaan lezen. Het gesprek draait dan niet meer alleen om het eten.' Een onderzoek naar de mate van maatschappelijke desintegratie tijdens de Hongerwinter in Nederland van 1944 tot 1945, aan de hand van twaalf dagboeken.","Vroege, Corry","['Boom, B.E. van der']",2018,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['hongerwinter', 'dagboeken', 'desintegratie']"
Livia als ideale Romeinse Matrona,"Hoogenboom, Hilke","['Beerden, Kim']",2018,Faculty of Humanities,Griekse en Latijnse taal en cultuur (BA),Bachelor thesis,nl,,"['Livia', 'Augustus', 'keizerlijke propaganda']"
DS'70 en het charisma van Drees jr.,"Beers, Daan","['Velde, Henk te']",2018,Faculty of Humanities,History (MA),Master thesis,nl,,"[""DS'70"", 'Drees', 'Charisma', 'Political Culture', 'Drees jr.', 'PvdA', '1971', 'Electoral Strategy', 'Verkiezingen 1971']"
"Trump’s World: Pathos, Twitter, and the Role of Social Media in a Post-truth Society","Kwakernaat, Erik","['Foster, A.']",2018,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,"The traditional hierarchy within the study of rhetoric changed with the introduction of the digital age. The Internet, and social media services such as Twitter in particular, have become so deeply integrated with our daily lives that we unconsciously have started to adapt to the very principle that characterizes the digital world: less is more. This paper investigates the theory that emotions now outweigh the importance of facts, and uses the recent victory of Donald Trump in the 2016 US Presidential Elections to illustrate this. It analyses 52 of Trump’s tweets, collected from both his campaign period and the first year of his presidency to support the claim that pathos has become the leading force in today’s rhetoric. Simultaneously, this paper suggests that that the reason why 140-character messages were able to dethrone years’ worth of studies is embedded in the concept of post-truth, and comments on the extent to which the Internet and social media are already capable of both influencing and giving shape to our thoughts.","['Rhetoric', 'Pathos', 'Donald Trump', 'Post-truth', 'Internet', 'Twitter', 'Tweets', 'Social Media']"
The Dutch Republic: a great power? Modern objectivist perspectives and new contemporary social-constructivist angles.,"Boelen, Jos","['Ebben, Maurits']",2018,Faculty of Humanities,History (MA),Master thesis,en,,"['balance of power', 'dutch republic', 'great power', 'dutch decline', 'contemporary perspective']"
"'Forse aanpak van een zeer urgent probleem"": Emigratiestimuleringsbeleid van Indische Nederlanders naar Brazilië 1953-1958","Wijk, Lydia van","['Schrover, M.L.J.C.']",2018,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['migration', 'Brazil', 'Indonesia', 'Dutch Indonesians']"
"De uitzondering van de Kaukasus: Islam, cultuur, veiligheid, en ideologie in de Republiek Adygea","Mostert, Jan","['Bader, Max']",2018,Faculty of Humanities,Russische Studies (BA),Bachelor thesis,nl,,"['Adygea', 'Terrorism', 'Jihadism']"
Het vertrek van de VOC uit Cambodja,"Leijh, Hans","['Bes, Lennart']",2018,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['Global History', 'Cambodia', 'VOC', 'Dutch East India Company']"
"Is kennis macht? De politieke rol van inlichtingenorgaan NEFIS in Nederlands-Indië, 1946-1947","Wit, Matthijs de","['Luttikhuis, Bart']",2018,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['koloniaal', 'Zuid-Celebes', 'Jungschläger', 'NEFIS', 'CMI', 'policy', 'beleid', 'Spoor', 'inlichtingendienst', 'Westerling']"
Huis Kneuterdijk. Het Haagse stadspaleis van Carel George van Wassenaer Obdam en Jacoba Elisabeth van Strijen nader bekeken.,"Splinter, Debbie","['Baarsen, R.J.']",2018,Faculty of Humanities,Arts and Culture (MA),Master thesis,nl,,"['Kneuterdijk', 'Daniel Marot', 'interieur', 'architectuur', 'Den Haag', 'Van Wassenaer Obdam', 'Van Strijen', 'Twickel', '1816', 'stadspaleis']"
Cultural Heritage in Cambodja,"Oudenes, Josca","['Stolte, Carolien M.']",2018,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['Cultural Heritage', 'Cambodja', 'Heritage Formation']"
An Analysis of Hitchcock’s Psycho and Marnie: The Dichotomy Between Femininity and Masculinity Through Jacques Lacan’s ‘Register’ Theory,"Ibrahimovic, Denisa","['Newton, M.S.']",2018,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,,"['Hitchcock', 'Lacan', 'Femininity', 'Masculinity']"
The Power of the Edge,"Krijger, Thomas","['Hoppenbrouwers, P.C.M.']",2018,Faculty of Humanities,History (MA),Master thesis,en,,"['Welsh Marches', 'Marcher lords', 'Medieval English nobility and politics']"
Displaying Japan: The Establishment of Museums in support of the Process of Japanese Nation-building in the Meiji Period (1868 - 1912),"Gammino, Francesca","['Damme, Wilfred van']",2018,Faculty of Humanities,Arts and Culture (MA),Master thesis,en,,"['Museums', 'Japan', 'Meiji', 'Nation-building', 'National Identity']"
'Ik schrijf voor mezelf en de leeftijdsaanduiding komt van de uitgever.' Een comparatieve analyse van de impliciete lezer in Blote handen en Graz van Bart Moeyaert.,"Fase, Lieke","['Beek, Esther op de']",2018,Faculty of Humanities,Nederlandse taal en cultuur (BA),Bachelor thesis,nl,,"['Young adultliteratuur', 'Impliciete lezer', 'Bart Moeyaert', 'Roman']"
The Influence of Gender and Swearswords on the Perceived Offensiveness of English Swearwords by Dutch Speakers of English,"Merceij, Joyce","['Merceij, Joyce', 'Horslund, Camilla']",2018,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,"This thesis examines whether there is a difference in how English swearwords are perceived by Dutch L1 speaking men and women and whether the swearwords are also ranked differently per gender. In order to collect data to answer the research questions, an online survey was created. The participants were 60 Dutch L1 speakers with a near-native or advanced language proficiency in English. The data was then analyzed with two independent T-tests, a Mann-Whitney test, and a two-way repeated measures ANOVA test in IBM SPSS statistics. The results suggest that gender, as well as swearwords, have an effect on the perceived offensiveness of English swearwords. In general, male participants perceived English swearwords as less offensive than female participants. It was also found that the swearwords were not all perceived as equally offensive. Finally, it was found that the overall scale of offense as well as the scale of offense per gender differed from the native-speakers scale of offense (McEnery, 2006) suggesting that Dutch L1 speakers of English perceive English swearwords differently from native English speakers.","['Swearing', 'swearwords', 'perceived offensiveness', 'gender', 'English as second/forneign language']"
Gallo-Brits of Eiland-Keltisch? Een bespreking van twee concurrerende hypotheses over de genetische onderverdeling binnen de Keltische taalfamilie,"Warries, Abel","['Pronk, T.C.']",2018,Faculty of Humanities,Taalwetenschap (BA),Bachelor thesis,nl,,"['Celtic', 'Historical linguistics', 'Subgrouping', 'Gaulish', 'Goidelic', 'Gallo-Brythonic', 'Insular Celtic', 'Brythonic']"
