title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Translating swear words: a fucking difficult task. An analysis of Sam Garrett's American English translation of Turks Fruit,"Bruin, Margriet de","['Bovelander, Maud']",2018,Faculty of Humanities,Linguistics (MA),Master thesis,en,"Jan Wolkers’ Turks Fruit (1969) was and remains a sensational novel, famous for its explicit sex scenes and use of crude language. March 2017 saw the publication of the first American English translation of the novel, titled Turkish Delight. So far, no scholar has analysed this new translation by Sam Garrett and even though many articles have been written about swearing in translation, e.g. Crisafulli (1997) and Santaemilia (2008 and 2013), little to no research has been done into the Dutch and English language pair. The main question that I have addressed in this thesis is this: “What was Sam Garrett’s translation strategy while translating Turks Fruit (1969) with regard to taboo language and swearing?” In answer to this question, taboo language in the ST and the TT has been analysed in this research using Pinker’s (2008) pragmatic categories of swear words and the translation procedures used in the TT, Turkish Delight, have been analysed using Vinay & Darbelnet’s (1958) theory on translation strategies. Greenall’s (2008) theory has been used to determine a difference in swearing constraint between the Dutch and American cultures. The analysis ascertains three main points. Firstly, Garrett stays fairly faithful to the ST; he has mostly used a direct translation strategy (66%) and never changes the type of swearing used in the ST. Secondly, the most striking exception to this direct translation strategy is that he has added taboo language and swear words to the TT that were not present in the ST. Thirdly, this irregularity can be explained by a difference in strength of the swearing constraint between the ST readership and the TT readership. Sam Garrett’s translation strategy with regard to taboo language and swearing in Turks Fruit (1969) seems to have been to create a translation with an equivalent attention-getting effect.","['Translation', 'Swearing', 'Turks Fruit', 'Taboo language', 'Sam Garrett', 'Jan Wolkers', 'Turkish Delight', 'Greenall', 'Pinker']"
Verre van thuis: collectieve identiteit in romans van drie groepen repatrianten uit Nederlands-Indiie,"Spek, Eva Charlotte van der","['Schrover, Marlou L.J.C.']",2018,Faculty of Humanities,History (MA),Master thesis,nl,,"['repatrianten', 'Nederlands-Indië', 'collectieve identiteit', 'romananalyse']"
The institution of the pr-HD in the Early Dynastic State,"Fritschy, Joanna","['Haring, B.J.J.']",2018,Faculty of Humanities,Classics and Ancient Civilizations (MA),Master thesis,en,,
Translating the Information-to-Persuasion Ratio,"Best, Irene de","['Bovelander, Maud']",2018,Faculty of Humanities,Linguistics (MA),Master thesis,en,"The effectiveness of advertising texts largely depends on the way they are written. Torresi’s information-to-persuasion ratio is a way of defining the stylistic traits of advertising texts in terms of their informativeness and persuasiveness. This ratio can be used to determine the way an advertising text should be translated, so that the translated advertising text is effective. The purpose of this thesis was to experiment with Torresi’s theory by examining the effects different information-to-persuasion ratios have on readers, and to determine the potential this ratio holds for sales optimisation, using three translations of one English advertising text that have different information-to-persuasion ratios. One translation had the same ratio as the source text, one translation was more informative, and one was more persuasive. The results, gathered through a survey, did not always concur with Torresi’s theory. The results showed that translating texts in a more informative or persuasive manner may have a few benefits. For instance, it may provide readers with a better understanding of the product being sold. In addition, the general information about the product was considered more credible in the informative TT compared to the neutral TT. However, it appeared that changing the ratio may also have several negative effects that override the benefits. For example, it may lengthen the text to such an extent that the reader finds it more difficult to focus on the text. Moreover, the readers of the neutral TT found the product the most relevant for them. Overall, the neutral translation was the most effective translation. In other words, experimenting with the information-to-persuasion ratio did not improve advertising effectiveness in this case, and may therefore hold little to no potential for sales optimisation.","['Translation', 'Persuasion', 'Toressi', 'Commercial', 'Advertising']"
Het volkslied: Betekenis voor de integratie van Cubanen in Miami,"Jansen, Soraya Apollonia Monavar","['Churampi-Ramirez, Adriana I.']",2018,Faculty of Humanities,Latijns-Amerikastudies (BA),Bachelor thesis,nl,,
Het ritme van het leven: een onderzoek naar de betekenis van ritme voor het leven aan de hand van de filosoof Ludwig Klages,"Kasteleyn, P.A.","['Sneller, Rico']",2018,Faculty of Humanities,Wijsbegeerte (BA),Bachelor thesis,nl,,"['Ritme', 'Klages', 'Wijsbegeerte']"
De perceptie van de Romeinse elite op de toenemende militaire macht van de keizers in de eerste eeuw na Christus,"Everdingen, Gijsbert van","['Claes, Liesbeth']",2018,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['Romeinse elite', 'Stratagemata', 'Militaire macht van keizer', 'Legitimiteit Romeinse keizers', 'Flavius Josephus']"
Motivations for Mass Violence: A Case Study of 1965-1966 Anti-Communist Killings in Indonesia,"Valakche, Anahita","['Maat, Eelco van der']",2018,Faculty of Humanities,International Relations (MA),Master thesis,en,,"['Genocidal Consolidation', 'Mass Violence', 'Indonesia', 'Genocide', 'Intra-elite rivalry', 'Suharto', 'Sukarno']"
The Fluctuating Turkey - Kurdish Regional Government Relationship,"Lakhbir, Halima","['Yildirim, M.E.']",2018,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,
Inequidad en el acceso a la educación superior: Análisis del Programa Propedéutico en la Universidad de Santiago de Chile,"Blok, Lieneke","['Silva, Patricio']",2018,Faculty of Humanities,Latin American Studies (MA),Master thesis,es,"En Chile, el sistema actual de acceso a la educación superior es determinado principalmente por los resultados de la PSU, lo cual es un sistema calificado por muchos como segregador y ya que reproduciría las desigualdades sociales. Por esta razón la USACH empezó a implementar el Programa Propedéutico que pretende que los estudiantes en contextos vulnerables que se destacan por sus méritos académicos (5%-10% superior en ranking durante la educación media) ingresen a la universidad sin considerar el puntaje de la PSU. Los objetivos de este estudio son visibilizar la situación actual, analizar la capacidad y la durabilidad del Propedéutico para reducir brechas sociales en el acceso a la educación superior y conocer la percepción al respecto de los participantes del programa. La investigación es de carácter cualitativo y analítico y se hizo a través de encuestas: por un lado a un grupo de estudiantes que recién ingresó al Propedéutico y y por otro lado un grupo que recién egresó del programa. Además, se realizaron entrevistas con individuos de dichos grupos y con varios académicos a cargo del programa. Los resultados indican que el programa es exitoso en mejorar la equidad en el acceso, en una escala moderada, para aquellos alumnos académicamente talentosos, independientemente de su condición socioeconómica.","['Inclusión social', 'Inequidad educacional', 'Acceso inclusivo', 'Educación superior', 'Programa Propedéutico']"
Smelten op de oceaan. De opkomst en ondergang van de firma Fredrik Smelt & Zonen (1839-1891),"Helsdingen, Maurits L.A. van","['Dissel, Anita van']",2018,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['Amsterdam', 'Scheepvaart', 'Cuba', 'Zeilvaart', 'Suikerhandel', 'Tabakshandel']"
"Socks, Socks, Socks: The Influence of Variety and Lexical Knowledge on Visual Rule Learning by 12- to 14-Month-Old Infants","Wijnmalen, Joyce","['Levelt, Claartje']",2018,Faculty of Humanities,Linguistics (research) (MA),Research master thesis,en,"This thesis explores the abstract rule learning mechanism as proposed by Marcus et al. (1999). While Marcus et al. (1999) indicated that 7-month-old infants can recognize and generalize rule-like patterns (i.e., ABA or ABB patterns) in linguistic input, Saffran et al. (2007) showed that infants can also learn rules from visual input. This thesis aims to investigate whether visual rule learning is still connected to language in the form of lexical knowledge, as rule learning could be facilitated by familiarity with the label pertaining to a visual object. To explore this notion, Saffran et al. (2007) is replicated with 12- to 14-month-old infants, using socks with different colour schemes as the stimuli, since the word sock should be familiar to the participants. Furthermore, the role of within-stimulus variety between A and B items is explored by comparing the results from the current study to Van Leeuwen (2016), who used entirely different objects as A and B items in a similar experiment.","['abstract rule learning', 'visual rule learning', 'lexical knowledge', 'infants']"
Bridging the Gap: On Humanity and Divinity in the Poetry of John Donne and George Herbert,"Starre, Elijne van der","['Dijkhuizen, Jan Frans van']",2018,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,,"['Renaissance religious poetry', 'John Donne', 'George Herbert']"
De staat van de lokale waakhond,"Montijn, Cato","['Koetsenruijter, Willem']",2018,Faculty of Humanities,Media Studies (MA),Master thesis,nl,"De lokale journalistiek is van belang voor het informeren van burgers over hun leefomgeving en om hen betrokken te houden bij hun gemeenschap. Ook heeft de journalistiek een waakhondfunctie, ze is een controlerende macht ten opzichte van de overheid. Door digitalisering en marktwerking lijkt de democratische waarde van de journalistiek, vooral op lokaal niveau, echter in het nauw te raken. Eerder onderzoek van het Stimuleringsfonds voor de Journalistiek wees uit dat de lokale politiek in kleine Nederlandse gemeenten nauwelijks op journalistieke aandacht kan rekenen. Ook de diepgang van nieuwsberichten in lokale media blijkt te wensen over te laten. In 2016 start het Stimuleringsfonds een nieuw onderzoek, ditmaal naar de nieuwsecologie in grotere gemeenten, te weten Amsterdam, Utrecht, Den Haag en Rotterdam. Doel van dit onderzoek is het in kaart brengen van de belangrijkste nieuwsmedia en de manier waarop een nieuwsgebeurtenis zich in die media manifesteert. Dit scriptieonderzoek bouwt voort op het onderzoek van het Stimuleringsfonds. Op grond van de datasets van nieuwsberichten die in de week van 12 tot en met 18 september verschenen in de lokale media van Amsterdam, Utrecht en Den Haag kan de kwaliteit van de berichtgeving worden geanalyseerd. De vraag die in dit onderzoek centraal staat, luidt: Hoe vervult de lokale journalistiek in Amsterdam, Utrecht en Den Haag zijn democratische functies, hoe kan de kwaliteit hiervan worden beoordeeld en hoe is die beoordeling te vergelijken met de democratische kwaliteit van lokale journalistiek in Zweden? Om het begrip ‘kwaliteit’ te operationaliseren, is eerst een kwaliteitsbegrip opgesteld en is vervolgens een instrument ontwikkeld waarmee de kwaliteit van berichten kan worden vastgesteld. Het kwaliteitsbegrip richt zich op de vraag of de lokale journalistiek zijn democratische functies vervult. De criteria, aan de hand waarvan de minimaal beoogde kwaliteit van de berichtgeving in de drie grote steden kan worden geanalyseerd, zijn: - Berichten moeten over lokaal beleid gaan. - Berichten moeten origineel zijn. - Berichten moeten lang genoeg zijn om voldoende diepgang te kunnen bieden en voldoende neutraal zijn. - Berichten moeten twee of meer bronnen bevatten. Gemiddeld ging in de onderzochte week in september bijna een kwart van de berichtgeving over lokaal beleid. Na het toepassen van alle kwaliteitscriteria blijven van de 3.464 geanalyseerde berichten echter slechts 202 berichten over die aan alle eisen voldoen. Dat is 5,8% van de berichtgeving. De lokale journalistiek in de steden Amsterdam, Utrecht en Den Haag vervult zijn democratische functie dus maar minimaal. Om een benchmark voor het onderzoek in Nederland te creëren, zijn de resultaten afgezet tegen soortgelijk onderzoek uit Zweden. Uit die vergelijking blijkt dat de Zweedse lokale journalistiek zijn democratische functies beter vervult dan die in Nederland – in Zweden gaan meer berichten over lokaal beleid. Ook op het gebied van originele berichtgeving en brongebruik lopen Zweedse gemeenten op Nederland voor. De lokale journalistiek in Nederland verdient aandacht. Het zou goed zijn om in vervolgonderzoek de kwaliteit van de berichtgeving ook inhoudelijk te analyseren en te zoeken naar oplossingen waarmee de democratische waarde van de journalistiek kan worden verbeterd.","['Lokale nieuwsmedia', 'Democratische waarde', 'Kwaliteit', 'Kwaliteitsinstrument']"
"De uitdrukkingen voor already, still, not yet en no longer in het Kinyarwanda en andere talen","Veltman, Roos","['Mous, Maarten']",2018,Faculty of Humanities,Taalwetenschap (BA),Bachelor thesis,nl,,
Onder ogen: een queeste naar allegorie en allegorese in José Saramago's 'De stad der blinden',"Fajgenblat, Olivier","['Kasten, Madeleine']",2018,Faculty of Humanities,Film- en literatuurwetenschap (BA),Bachelor thesis,nl,,"['Allegorie', 'Saramago', 'Allegorese']"
Shadowing as a teaching technique for Dutch low proficiency ESL learners,"Baan, Erik","['Smakman, Dirk']",2018,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,,"['shadowing', 'listening comprehension', 'ESL']"
La place de l'Islam dans la politique coloniale nationale de la France et des Pays-Bas,"Ellens, Floortje","['Sanchez, K.M.J.']",2018,Faculty of Humanities,Franse taal en cultuur (BA),Bachelor thesis,fr,,"['Islam', 'Politique', 'Coloniale', 'Nationale', 'Renan', 'Snouck Hurgronje']"
The figurability of theory. The philosophical significance of circularity in Parmenides,"Luijn, Nathasja van","['Iribarren, Leopoldo']",2018,Faculty of Humanities,Classics and Ancient Civilizations (research) (MA),Research master thesis,en,,"['Parmenides', 'Presocratic philosophy', 'Circularity', 'Figurability', 'Ancient Philosophy', 'Ancient Greek poetry', 'Philosophical significance']"
Het modehuis Hirsch,"Leeuw, C.G.M.R.","['Roding, J.']",2018,Faculty of Humanities,Kunstgeschiedenis (BA),Bachelor thesis,nl,,['architect Jacot meesterwerk Hirschgebouw']
"Burial, Ceremony or Marriage: A study on the function of the 'Naked Goddess' and 'Anasyrma' terracotta figurines","Monteban, Marlijn","['Kaper, O.E.']",2018,Faculty of Humanities,Classics and Ancient Civilizations (MA),Master thesis,en,,
Un eterno reflejo: el mesianismo político y la preservación de la figura del general Augusto Pinochet Ugarte en el Chile actual,"Muller, Merlijn F.P.","['Isla Monsalve, Pablo']",2018,Faculty of Humanities,Latin American Studies (MA),Master thesis,es,,"['pinochetismo', 'mesianismo político', 'personalismo', 'autoritarismo', 'Augusto Pinochet Ugarte']"
