title,author,supervisors,date,faculty,program,type,language,abstract,keywords
The Restoration of a Golden Age,"Kralt, Joost","['Wakefield, Bryce']",2015,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,,"['Populism', 'Restorationism', 'Wilders', 'Ishihara', 'Nationalism', 'History', 'Rhetoric', 'Discourse Analysis']"
European Economic Integration and Countries in Transition: Lessons from Portugal,"Chráska, Filip","['Rood, Jan']",2015,Faculty of Humanities,International Relations (MA),Master thesis,en,"Portugal was the least developed country to join the European Communities before the Eastern enlargement. Its economy was characterized by weak commercial ties to Europe, a large agricultural sector employing more than one fourth of the labor force, lacking infrastructure and capital-intensive industries, and having a high illiteracy rate. Integration into the Communities influenced the transformation of Portugal into a modern market economy through three different channels. Firstly, the liberalization brought about by the common market attracted important foreign investments, induced domestic investment activity, promoted the competitiveness of light industries, and consolidated trade relations with Spain. Secondly, the modernization of sectors governed by the specific national or European policies (agriculture, fisheries, banking), was largely affected by the capabilities of the Portuguese administration. Thirdly, the EC Cohesion Policy contributed largely to the convergence with other Member States, but did not eliminate the regional disparities inside of Portugal. Most of the findings regarding the effects of the European economic integration prove to be applicable also in case of the Czech Republic and Hungary, undergoing their transformation and Europeanization two decades later.","['Portugal', 'Czech Republic', 'Hungary', 'European integration', 'economic transformations', 'Europeanization', 'EU enlargement.']"
"“Oppa”; My Brother, or My Boyfriend?: A research on the Development of the use of Kinship Terms of Address in Modern Korean Language","Francisco, Juenevive","['Park, Jinhee']",2015,Faculty of Humanities,Koreastudies (BA),Bachelor thesis,en,"Since the 1970's Korea's deep rooted system of kinship terminology has reportedly started being used inappropriately by the youngest generations in the country. Not only are these terms being used inappropriately within the familial context but people have also started using these terms when addressing non-kin. The current thesis endeavors to offer an explanation based on social development, as to why this development has taken place. Looking at speech patterns used by students in 10 popular webtoons it was able to establish the patterns in which kinship terms were applied. These results where then linked to social developments in Korea. Results showed that due to the vast amount of urbanization and industrialization the Korean nuclear family has come under a considerable amount of strain and as a result people have been looking for that bond and closeness outside of their primary homes. As Korea is a country in which hierarchy is strongly valued, the most logical way of forming close bonds while still maintaining strong hierarchical connotations within the daily interactions, was using kinship terminology.",['korean kinship terms of address']
Investigating the learnability of the perfective auxiliary,"Ruiten-Toye, Wendy van","['Caspers, Johanneke']",2015,Faculty of Humanities,Linguistics (MA),Master thesis,en,"This paper examines the phenomenon of unaccusativity on the basis of the learnability of the perfective auxiliary by English native speakers of Dutch as a second language. The unaccusative/unergative divide between intransitive verbs has been shown to apply across languages and is widely considered to be innate, although the syntactic manifestations differ between languages. One of the most salient distinctions between unaccusative and unergative verbs is the choice of either HAVE or BE as the perfective auxiliary, and Dutch is one language that makes such a distinction. In a series of papers Sorace (1993, 2000, 2004) suggests that the divide is more complex than a two-way split and that auxiliary selection is gradient, with verbs that fall into certain categories being more consistent in their auxiliary choice both within and across languages, and also more easily learnable. This gradience is summarised in the Auxiliary Selection Hierarchy. This paper describes an experiment investigating the interlanguage of Dutch L2 speakers. The findings show a strong tendency for the selection of BE for unaccusative verbs, and also a slight gradient effect in accordance with the ASH.","['Second language acquisition', 'Unaccusativity', 'Perfective auxiliary']"
The psychological behavior of states as acting structures: Readjusting the parameters of structure and agency through social psychology and neuroscience,"Brouwer, I.W.F.","['Bader, M.']",2015,Faculty of Humanities,International Relations (MA),Master thesis,en,"This project is a fundamentally interdisciplinary approach toward obtaining a better understanding of psychological actorhood of the institution of the state, also known as ‘state personhood’ through the incorporation of neurological insights in the conceptualization of agents and structures. First, the ongoing debate on state personhood and its inconclusive aspects are outlined. Second, human actorhood is reconceptualized using insights rendered by neuropsychology. The constituent agent of social theory, the human individual, is shown to behave both like a structure and an agent. Third, implications for the structure-agency debate are analyzed and situated in the context of the dispute on state personhood, wherein the human individual and the state are treated as the primary agent/structures under scrutiny. The strict dichotomization of agents and structures is rejected in favor of a Hegelian dialectic approach in which at a given point in time an entity may display both the properties of an agent and of a structure. Fourth, the ethical and normative dimensions of the reconceptualization of state personhood are briefly commented on. In conclusion, it is argued that the conflation of ‘state’ and ‘personhood’ can be justified through an approach in which both are endowed with similar properties of agency and structure. Reconceptualization of the state as a psychological actor renders new approaches to the analysis of international relations and foreign policy.","['International Relations Theory', 'Structure-Agency Debate', 'Neuroscience', 'State actorhood', 'Interdisciplinary']"
The Politics of National Celebrations in post-revolutionary Iran,"Intini, Dario","['Seyed-Gohrab, Asghar']",2015,Faculty of Humanities,Middle Eastern Studies (research) (MA),Research master thesis,en,,"['Iran', 'Politics', 'national celebrations', 'Islamic Revolution', 'festivals in Iran']"
"Understanding the Gezi Movement in Istanbul, artist perspectives","Eroglu, Cansu","['Berger, Maurits']",2015,Faculty of Humanities,Theology and Religious Studies (Master),Master thesis,en,,"['Gezi', 'Social Movement', 'Artists', 'neoliberalism', 'Religious Policy']"
The Intonation of Confidence: The Influence of Gender Roles on the High Rising Terminal,"Wijnmalen, Joyce","['Smakman, Dick']",2015,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,"This thesis explores the correlation between gender roles and the use of the high rise pattern in declarative sentences, and whether the High Rising Terminal is an indicator of insecurity, as Lakoff (1973) suggests. The Introduction gives an overview of the field and the relevant issues and literature and the concepts of gender roles (particularly the phenomenon of the ‘power woman’) and the High Rise are explained. The Methodology for the research consists of two tests. First, five minutes of speech of twenty women in Dutch media were analysed for frequencies of the End Rise. The two women who displayed the highest and lowest frequencies were then subjected to further research (with transcribed speech samples consisting of ten minutes) to investigate the nature and context of their End Rises and whether these End Rises constitute occurrences of the High Rise. The results for both tests, which show that there is little correlation between the High Rise and assumed insecurity, are presented in the Results chapter. In the Conclusion, the results are discussed in relation to the research questions and the implications of the research and its results are also discussed.","['intonation', 'high rising terminal', 'gender', 'gender roles', 'media']"
Keeping Our Nation Safe: Sacrificing Civil Liberties in the Counter-Terrorism Effort,"Greenman, Alixandra","['Oster, Jan']",2015,Faculty of Humanities,International Relations (MA),Master thesis,en,"Throughout American history, there has been tension between the fundamental liberties granted by the United States Constitution and the need for government to protect its citizens. Many scholars have written about this conflict and have compared the pressures that exist today—post September 11—with those that existed previously. Much of this earlier work looks at counter-terrorism legislation and the response of courts worldwide to the infringement of civil liberties. Others have reviewed the literature and legal discourse in an effort to determine whether civil liberties have been infringed upon to a dangerous extent. What is missing is research gauging public opinion about whether a loss of rights is being experienced and if so, whether it is justified in the federal government’s effort to ensure the safety of its citizens. Accordingly, this paper asks: What is the opinion of American political science students regarding the possible loss of free speech rights as a consequence of fighting the “war on terror”? Although only a starting point for measuring public opinion on a broader scale, this study has tangible implications for increasing awareness among policymakers.","['public opinion', 'war on terror', 'public policy', 'national security', 'international security', 'freedom of speech', 'civil liberties', 'terrorism', 'counter-terrorism', 'free speech rights']"
Language Attitudes: Investigating Language Attitudes towards English Loanwords in Dutch Advertisements,"Koç, Esra Gizem","['Gabrovsek, Ljudmila']",2015,Faculty of Humanities,Linguistics (MA),Master thesis,en,,"['Language Attitudes', 'Age', 'Catachresis', 'Motivation for Language Borrowing', 'Language Borrowing', 'Proficiency']"
