title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Dubieuze Dubbelslachtigheid. Intersekse in de Romeinse samenleving.,"Breukel, Elise","['Beerden, Kim']",2016,Faculty of Humanities,History (MA),Master thesis,nl,,"['Intersekse', 'Romeinen', 'Romeinse samenleving', 'Hermaphroditos', 'Seksualiteit']"
El Reino de este Mundo: Una reescritura de la 'Historia Oficial',"Ignacius, Liane","['Timmer, N.']",2016,Faculty of Humanities,Latijns-Amerikastudies (BA),Bachelor thesis,es,,['El Reino de este Mundo']
Het kernpunt in off-shore wind: the successful failure,"Getreuer, Reinout","['Touwen, J.']",2016,Faculty of Humanities,History (MA),Master thesis,en,,['Het kernpunt in off-shore']
"Continental Drift: Rethinking the Analytic-Continental Divide and Britisch Philosophy, 1900-1960","Brink, Nik van","['Paul, H.J.']",2016,Faculty of Humanities,History (MA),Master thesis,en,,['Continental Drift']
Email Management in the US Federal Executive Departments and Agencies,"Kavanaugh, Karla","['Jeurgens, K.J.P.F.M.']",2016,Faculty of Humanities,History (MA),Master thesis,en,,"['email', 'executive department', 'Capstone', 'archives', 'managing government records directive', 'national archives']"
In search for an identity - The processes of identity formation of South Sudanese in two post-independence internal conflicts analyzed via electronic sources,"Klerx, Kevin","['Soares, Benjamin', 'Sijpesteijn, Petra']",2016,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,en,,"['South Sudan', 'national identity', 'identity formation']"
Iraanse Identiteit in de Films van Bahram Beyzaie,"Scheepers, Martijn","['Seyed Gohrab, A.A.']",2016,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,nl,,
Die Vermittlung zwischen Deutschen und Tschechen in der Vertreibungsliteratur Josef Mühlbergers,"Veen, Annelieke van","['Müller, J.M.']",2016,Faculty of Humanities,Literary Studies (MA),Master thesis,de,,
Grensbewaking: De islam als instrument van macht in het negende-eeuwse Córdoba,"Weel, Josi van der","['Bruning, Jelle']",2016,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,nl,,"['religieuze tolerantie', 'martelaren van Cordoba', 'islam']"
Darwinistische Sympathien im Oeuvre Otto Seeck,"Hameren, Karst van","['Paul, H.J.']",2016,Faculty of Humanities,History (MA),Master thesis,en,,['Darwinistische Sympathien']
Dissidentie op 35 millimeter: Sociale kritiek in postrevolutionaire Iraanse cinema,"Zoutendijk, Reinier","['Seyed-Gohrab, Asghar']",2016,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,nl,,"['Iran', 'Cinema', 'Criticism', 'Humanism', 'postrevolutionary']"
The Russian Leadership’s Construction of Ethnic Identities: the Interventions into South Ossetia and Crimea,"Pavert, Michiel van de","['Frear, M.J. (Matthew)']",2016,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['Russia', 'Politics', 'South Ossetia', 'Speeches', 'Crimea', 'Ethnic Identity']"
Neutrality in Islamic law: The case of Abyssinia between 750 AD and 1200 AD,"Werk, Eef van der","['Bruning, Jelle']",2016,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,en,,"['Neutrality', 'Islamic Law', 'Abyssinia']"
Assessing China's International Financial Power: How did the Crisis of 2008 Affect China's Position in the International Financial System?,"Declercq, Lore","['Wang, Jue']",2016,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,,"['Crisis', 'China', 'Power Analysis', 'Institutional financial power', 'Structural financial power', 'Relational financial power']"
The Country of Gold: Arab Observers on the Ghāna Empire Reconsidered,"Sanderse, Daan","['Bruning, Jelle', 'Al-Jallad, Ahmad']",2016,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,en,,"['West Africa', 'Medieval Arabic geographers', 'ancient Ghana', 'Jan Jansen', 'Structural Anthropology', 'History', 'Younger Brother', 'Mande', 'Political structure', 'West African History']"
De beeldstatistiek van Otto Neurath: een analytische benadering in het licht van Wittgensteins beeldtheorie,"Heuw, Suzan ten","['Sundholm, Göran']",2016,Faculty of Humanities,Wijsbegeerte (BA),Bachelor thesis,nl,,"['Neurath', 'Wittgenstein', 'Beeldstatistiek', 'Logisch atomisme', 'Isotype', 'Tractatus Logico-Philosophicus', 'Beeldtheorie', 'Epistemologie', 'Pictoriale waarneming', 'Beeldtaal']"
Religious Conversion Compared,"Kok, Naomi","['Boer, Elpine de']",2016,Faculty of Humanities,Theology and Religious Studies (Master),Master thesis,en,,"['Religious Conversion', 'Psychology of Religion']"
De protesten van Saoedische vrouwen,"Mayar, Aziza","['Bruning, Jelle']",2016,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,nl,,['De protesten van Saoedische vrouwen']
A Snail's Pace Revolution: A State Strength Analysis on the Introduction of Anti-Corruption Reform,"Whitaker, Adam","['Bader, Max']",2016,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['Corruption', 'Ukraine', 'Reform']"
"State of the Art: EU Cultural Policy, Researching the value of cultural policy in achieving the EU 2020 targets","Quaedflieg, Sarah","['David, Maxine']",2016,Faculty of Humanities,International Relations (MA),Master thesis,en,"This thesis presents the study of cultural policy and its value for achieving the EU 2020 goals. The research question is twofold: can cultural policy provide a useful addition to strict economic policy? And is cultural policy valuable for achieving the EU 2020 targets? Underlying the research question is the assumption that cultural policy is marginalized in the EU policy domain and underestimated in what it is able to achieve. The methodology consists of document analysis and semi-structured interviews. Document analysis is conducted on EU, national and civil society level, accompanied by academic literature. The outcome of this study is that cultural policy is actually a very useful addition to narrow economic policy because it is vital to creative thinking and general wellbeing. With regard to the value of culture in achieving the EU 2020 targets, it is clear that creativity, innovation, and social inclusion lie at the basis of successfully achieving the smart, sustainable and inclusive targets. The use of cultural policy in achieving the EU 2020 targets can thus be considered highly valuable. Another outcome of this study is the need to apply a more holistic approach to EU policy objectives. The central objective of the EU should be the wellbeing of its citizens, not narrow economic growth. This also includes further integration of cultural policy within the EU. Suggestions for future research are better integration through the OMC, maybe even with introducing country-specific recommendation in cultural policy. Further research should be done on how to increase the financial funds for the Creative Europe programme, the cultural and creative spillover effects and inclusion of civil society in the cultural field.","['European Union', 'Cultural Policy', 'EU 2020 targets', 'culture and society']"
Aloha Deconstructed: Neocolonialism in Hawaii under the Discourse of Aloha,"Castro, Amparo Amaranta de","['Verver, Michiel']",2016,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,
Joseph en Aseneth over het fenomeen bekering in de Joods-Hellenistische wereld,"Velden, Esther van der","['Zangenberg, Jürgen K.']",2016,Faculty of Humanities,Oude culturen van de mediterrane wereld (Bachelor),Bachelor thesis,nl,,"['joseph', 'aseneth', 'hellenism', 'judaism', 'conversion', 'bekering', 'hellenistisch jodendom']"
Reconstructing Chinese National Identity through Education: the effects of the Patriotic Education Campaign on contemporary Chinese citizenship,"Chen, Cathy","['Veen, Adriejan van']",2016,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,
On the Gaulish influence on Breton,"Doorn, Adriaan van","['Kerkhof, Peter Alexander']",2016,Faculty of Humanities,Taalwetenschap (BA),Bachelor thesis,en,,"['Gaulish', 'Breton', ""Falc'hun""]"
Transhumanisme en de kunstmatige natuur van de mens,"Meer, Bram van der","['Sleutels, Jan']",2016,Faculty of Humanities,Wijsbegeerte (BA),Bachelor thesis,nl,,"['Transhumanisme', 'mens', 'technologie']"
The use of force in Germany and Japan,"Linssen, Nathalie Y.G.","['Wakefield, Bryce A.']",2016,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['politics', 'use of force', 'world war II', 'antimilitarism', 'law', 'germany', 'japan', 'post-war history']"
The Depiction of Bilingual Education of Tibetan students in Chinese News Reports and Blogs,"Heer, Daphne Huguette de","['Schneider, Florian']",2016,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,,"['Bilingual education', 'Blogs', 'Tibet', 'News Reports']"
“Poo-tee-weet?”: Narrative and Morality in Slaughterhouse-Five,"Helden, Maaike van","['Kasten, Madeleine']",2016,Faculty of Humanities,Film- en literatuurwetenschap (BA),Bachelor thesis,en,,"['kurt vonnegut', 'slaughterhouse-five', 'ethics of narrative', 'ethics of reading', 'ethics of writing']"
La adquisición de L3/Ln: un análisis crítico de las tres teorías generativas más destacadas,"Meer, Angela van der","['Child, M.W.']",2016,Faculty of Humanities,Latijns-Amerikastudies (BA),Bachelor thesis,es,,"['linguistics', 'L3 acquisition', 'L3']"
"Religion, Business and Politics in Indonesia: A Case Study of the Growing Islamic Banking Sector","Koert, Michelle van","['Verver, M.J.']",2016,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['business', 'politics', 'religion', 'Indonesia', 'Islamic banking', 'quran']"
Enhancing Soft Power. The Olympic Venues of Beijing 2008 and Sochi 2014.,"Nuñez Zurita, Daniela","['Bader, Max']",2016,Faculty of Humanities,International Relations (MA),Master thesis,en,,"['soft power', 'BRICs', 'Public diplomacy', 'Olympic Games', 'opening ceremonies', 'Semiotic analysis']"
Magische Rituelen en de Essentie van Structuur: Een cognitieve kijk op de veronderstelde werkzaamheid van magische rituelen,"Rijn, Bas van","['Davidsen, Markus Altena']",2016,Faculty of Humanities,Religiewetenschappen (BA),Bachelor thesis,nl,,"['Cognitive Science of Religion', 'Ritueel', 'Magisch Ritueel', 'Cognitieve Linguïstiek', 'Image Schema', 'Volkstheorie']"
Assessing the problems within the Chinese urban housing market,"Liakopoulos, Petros","['Wang, Jue']",2016,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['China', 'Real Estate', 'Urbanization', 'Housing market']"
The Role of Cyberspace in Interstate Tensions and Conflicts,"Trueba de Buen, Ana Martha","['Duijvesteijn, Isabelle']",2016,Faculty of Humanities,International Relations (MA),Master thesis,en,"There are few inventions whose impact on political, economic and social life is comparable to that of the Internet, as an increasing number of functions are conducted online. As the report Cybersecurity Policy Making at a Turning Point highlights: “Cybersecurity strategies recognize that the economy, society and governments now rely on the Internet for many essential functions and that cyber-threats have been increasing and evolving at a fast pace” (OECD,9). Increased reliance on the Internet presents significant security challenges, as the more services that are conducted online, the greater the risks associated with cyber-attacks. This risk is intensified by cyberspace’s disregard for national borders allows cyber-threats to move rapidly across the globe and in that manner cause harm to civilians and governments (Green and Rossini, 4). Therefore, this thesis aims to develop a deeper understanding of cyberspace’s effects on global affairs, especially in regards to situations of interstate tension or conflict. Central to this study, is the question of how inter-state tensions and conflicts are being shaped by developments in cyberspace.","['Cybersecurity', 'conflict', 'tensions', 'interstate', 'cyberspace']"
"Measuring Bisexuality: Historical Methodology, Common Attributes, and a Case Study on Common Claims","Leslie, Helen","['Fynn, Jennifer']",2016,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,"As research on sexual orientation progresses to new frontiers, the problem of bisexuality as a multifaceted sexual orientation, and difficulties in terms of measuring it, has become a greater issue in pop culture, research communities and political dialogue (Badgett, iv). Sexual psychologists and researchers have struggled to measure multi-sex and/or -gender attractions as they are variable in a way heterosexuality and homosexuality are not. Heterosexuality and homosexuality imply attraction to only one sex and/or gender, and so multi-sex and/or gender attractions have created a discourse on how to measure their variability. Given that sexual orientation is treated as a matter of demographics, it is important to be consistent when discussing sexual orientation; this entails being critical of conceptualizations of sexual orientation and measures used operationally, in order to determine the strengths and weaknesses of various measures in practice (Sell, 355). A central problem in measures of bisexuality in research is two-fold; first, there is literature suggesting that “researchers are often confused as to what they are studying when they assess sexual orientation” (Sell, 355). The second issue follows this claim in that researchers make generalized and thereby essentialist assumptions about bisexuality. They tend to assume that bisexuality as a concept is understood the same way by all research and civilian populations (Tannenbaum, ii). As it happens, researchers tend to make two assumptions: that their methods of measuring bisexuality are valid, and that their definitions are applicable in all social contexts (Tannenbaum, 6). In practice there is no method of measuring bisexuality that is universally applicable in research, which has created problems in terms of lack of continuity across research. Because of this, results are not necessarily comparable because of these often drastic differences. Tannenbaum has reviewed the problem of various terms’ connotations across disciplines; this includes terms such as fantasy, social preference, sex role identity, etc. (ii-iii). Tannenbaum also found that only self-identified sexual orientation label, emotional preference and time (in the context of sexual orientation surveys) maintained their meaning between sexual orientation researchers and laypeople (ii-iii). Due to the lack of continuous measures and meanings of terminology across sexual orientation research, results from these studies are currently not comparable. This paper seeks to address the absence of a universal form of measurement by reviewing the history of measuring bisexuality. It will then examine the core dimensions presented in previous research, and present a case study using a revised Klein Sexual Orientation Grid (KSOG). The case study will be used to demonstrate certain core dimensions used in research and their application in the sexual orientation research community. This paper aims to show, through the use of a case study, that a KSOG can be revised to remove the heterosexual/homosexual binary. This could then be used to measure and display differences in notions of multi-sex and/or -gender attractions, as well as show the variability of different components common in measuring sexual orientation. By creating a grid as opposed to a continuum, the multi-dimensional aspects of the KSOG avoid the dichotomy of bisexuality being somewhere between homosexual and heterosexual. The data used in the case study was collected in previous research entitled “Structural Changes Organizations Can Implement to Provide Bisexuals with Visibility and Social Comfort” (Leslie, 2016). This paper will then address the various core dimensions in sexual orientation research, discussing the positive and negative aspects of each; by doing this, the application of various dimensions in the context of sexual orientation research will be addressed. Following this, suggestions for future applications in measuring multi-sex and/or gender attractions will be discussed. The next section will survey previous literature and the history of measuring bisexuality, in order to review the methods already used, and to discuss the applicability of these measures.","['Bisexuality', 'LGBT']"
