title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Gedragsproblemen bij kinderen en ouderlijke stress,"Roosenbrand, Mariette","['Pijper, Jarla']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,"Een kind opvoeden met gedragsproblemen kan voor ouders een hele opgave zijn. Er zijn verschillende type gedragsproblemen zoals onder andere autisme kenmerken, internaliserend en externaliserend probleemgedrag. Volgens ‘the proposed model’ van Abidin kan het beeld dat ouders van zichzelf hebben als opvoeder beïnvloed worden door verschillende factoren waaronder kindfactoren zoals gedragsproblemen. Als de ouder een negatief beeld van zichzelf vormt naar aanleiding van die verschillende factoren zorgt dit voor stress. Om hier meer inzicht in te krijgen is er met dit onderzoek gekeken naar het verband tussen probleemgedrag bij een kind en ouderlijke stress. In dit onderzoek is gekeken naar de invloed van gedragsproblemen bij kinderen op ouderlijke stress en welk type probleemgedrag de meest voorspellende waarde heeft voor ouderlijke stress. Er is onderscheid gemaakt tussen autisme kenmerken, internaliserend probleemgedrag en externaliserend probleemgedrag. De steekproef van dit onderzoek bestond uit 47 kinderen tussen de 3,5 en 7 jaar oud. De ouders van deze kinderen hebben vragenlijsten ingevuld over de stress die zij ervaren in de opvoeding en over het (probleem)gedrag van hun kind. De verwachtingen waren dat externaliserende gedragsproblemen de grootste invloed zouden hebben op ouderlijke stress. Het onderzoek toont aan dat er een sterk verband is tussen gedragsproblemen bij kinderen en ouderlijke stress. Voornamelijk autisme kenmerken en externaliserend gedrag hebben een voorspellende waarde voor probleemgedrag en dan met name agressief gedrag.","['gedragsproblemen', 'ouderlijke stress', 'internaliserend', 'autisme kenmerken']"
Uitbreiding van de Europese Unie: Een zaak van de Europese burgers?,"Loon, Olivia van","['Oversloot, J.']",2016,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
Persoonlijke opvattingen bij beslissingen omtrent uithuisplaatsing: Een onderzoek naar persoonlijke opvattingen van professionals bij beslissingen over de noodzakelijkheid van uithuisplaatsing,"Tuijl, Tirza van","['Haan, W.D. de', 'Alink, L.R.A.']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Children's functioning in foster care versus other caregiving settings; A series of meta-analyses,"Beem, Merel van","['Geel, M. van', 'Vedder, P.H.']",2016,Faculty of Social & Behavioural Sciences,Developmental Psychopathology in Education and Child Studies (research) (MSc),Research master thesis,en,,
The neural basis of social support following exposure to childhood adversities,"Fritz, Jessica","['Elzinga, B.M.', 'Spinhoven, P.']",2016,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,"['Child maltreatment', 'social support', 'rejection', 'brain functioning']"
De effectiviteit van LHBT-voorlichtingen bij hoger opgeleiden: Hoe ongeremdheid leidt tot minder vooroordelen,"Rolink, Eva","['Cramwinckel, F.M.', 'Scheepers, D.T.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
De invloed van de impliciete intelligentietheorie van de leerling en leerkracht op de competentiegevoelens van de leerling,"Vlijmen, Febe van","['Bakker-van den Berg, Alissa', 'Stroet, K.F.A.']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
De invloed van cultuurvrije intelligentie op het executief functioneren,"Vlist, Melissa van der","['Ziermans, T.B.', 'Platje, E.']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Depression and intelligence: A study on the relationship between depression in adolescence, school performance and intelligence","Mallee, Milou M.","['Zedlitz, A.M.E.E.', 'Habers, G.E.A.', 'Bouter, D.C.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
To buy or not to buy: How the recession influences consumer attitudes.,"Veira, S.N.","['Blaker, N.M.', 'Marguc, Janina']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The truth lies in the eyes: Intra-individual variability of eye movements during repeated solving of analogies,"Holt, Lyenne ten","['Alberto, R.A.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
De relatie tussen inhibitoire controle en pijn gevoeligheid,"Steeman, Marissa","['Veldhuijzen, D.S.', 'Leusden, J.W.R. van']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Wat is de relatie tussen eHealth literacy en gezondheid?,"Buurman, Nikki","['Vaart, R. van der', 'Manaï, M.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Psychometric properties of the avoidant personality disorder severity index: Measuring current severity of avoidant personality disorder symptoms,"Kullberg, Marie-Louise","['Greeven, J.F.', 'Burger, A.M.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Avoidant personality disorder', 'AVPOS']"
De rol van valenties en externe ondersteuning bij het ondernemen van leeractiviteiten: Een onderzoek onder leraren en teammanagers in het Hoger Beroeps Onderwijs,"Wagensveld, Robert","['Glastra, F.J.']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Affect and task performance: The effect of anger and happiness on reaction times during a lexical decision task,"Soehardjito, Anggita Sari Dewi","['Ploeg, M.M. van der', 'Doef, M.P. van der']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Curiosity and its resolution: What effect does it have on affect and evaluations of target stimulus?,"Placzek, Ewa","['Noordewier, M.K.', 'Lelieveld, G.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Curiosity', 'teasers', 'evaluation', 'affect']"
Evaluatie van monetaire compensatie bij de realisatie van windmolenparken op land: De invloed van vrijwillige versus wettelijk bepaalde compensatie,"Tempelaars, Amber","['Mors, E. ter', 'Shafa, S.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Erkenning en acceptatie van doodgeborenen in Nederland,"Versteeg, Esther","['Jansen, J.A.M.M.', 'Maaker, E. de']",2016,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,nl,,
De invloed van gezinspositie op de relatie tussen zelfvertrouwen en prosociaal gedrag,"Elzelingen, Jesse van","['Cruijsen, L.W.P. van der', 'Peper, J.S.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Het effect van videotraining aan leerkrachten met als doel het verbeteren van de vaardigheid in grafiekinterpretatie bij continue voortgangsmonitoring,"Vries, Manouk de","['Bosch, R.M. van den', 'Ton, M.G.']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
"Clarifying individual differences in navigational ability: The role of spatial anxiety, verbal and visuospatial working memory","Swadi, Gada","['Ham, C.J.M. van der', 'Habers, G.E.A.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Hoe sneller hoe beter?,"Mineur, Veerle","['Danel, M.S.', 'Koornneef, A.W.']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Effects of t-VNS during the Inhibition of Return Task in individuals with high levels of worry,"Alkozei, Alexander","['Burger, A.M.', 'Beurs, E. de']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Vagus nerve stimulation', 'worry']"
The relationship of maternal depression and executive functioning in the offspring: A longitudinal study on the influence of maternal depression symptoms during and after pregnancy on the development of the executive functions of the child,"Bavel, Arianne van","['Vreeker, A.', 'Schaefer, R.S.', 'Noten, M.M.P.G.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
"Chronotype, slaap en gedragsproblemen bij kinderen met ADHD en normale controles","Varekamp, Nadia","['Heijden, K.B. van der', 'Noten, M.M.P.G.']",2016,Faculty of Social & Behavioural Sciences,Education and Child Studies (MSc),Master thesis,nl,,
Near and far transfer effects of inhibitory control training on inhibitory tasks in healthy participants,"Uljee, Natasja","['Veldhuijzen, D.S.', 'Leusden, J.W.R. van']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Conspicuous consumption in times of recession: An investigation of the influence of resource scarcity on men’s mating strategies,"Felske, Lara","['Blaker, N.M.', 'Hendriks, H.']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Disconnectie: De sociale en culturele constructie van eenzaamheid onder ouderen: Een etnografische studie van eenzaamheid onder ouderen in Friesland,"Geus, Dewi de","['Mepschen, P.J.H.', 'Jansen, J.']",2016,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (MSc),Master thesis,nl,,
De relatie tussen CU traits en gedragsproblemen bij jonge kinderen,"Snijders, Manouk","['Platje, E.', 'Ziermans, T.B.']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Handhaving van coöperatienormen in sociale dilemma's: De invloed van groepslidmaatschap en type sociaal dilemma op 'Third Party Punishment' van non-coöperatief gedrag binnen sociale dilemma's,"Eijndhoven, Fleur van","['Molenmaker, W.E.', 'Dillen, L.F. van']",2016,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
The meaning of uncertainty lies in the eye of the beholder: How regulatory focus influences uncertainty,"Hain, Margit Barbara","['Marguc, J.', 'Noordewier, M.K.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['Uncertainty', 'psychological distance', 'existential thoughts']"
Role of catastrophizing in perceived pain and automatic attention to pain: By experimentally induced pain in healthy individuals,"Radstake, C.","['Laarhoven, A.I.M. van', 'Schakel, L.']",2016,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,"['pain', 'attentional processing', 'catastrophizing']"
Facilitation- and interference effects in children’s colour naming,"Koning, Iris de","['Boelens, H.H.', 'Heij, W. la']",2016,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,en,,"['Children', 'colour naming', 'interference', 'facilitation']"
Politiek en instituties? De spanning tussen lokaal maatwerk en uniformiteit in de Wmo 2015,"Kraaijenoord, Sarah","['Zwart, F. de', 'Vollaard, J.P.']",2016,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,nl,,
