title,author,supervisors,date,faculty,program,type,language,abstract,keywords
The Artist's Gray. An Analysis of The Picture of Dorian Gray and The Symbolism of its Art in The Victorian Age,"Chander, R.","['Leeuwen, E.J. van']",2014,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,,"['The Picture of Dorian Gray', 'Victorian Age', 'Oscar Wilde', 'Art', 'Social masks']"
Karbalāʾ: Het Makka voor de sjiieten,"Bom, Joey","['Bruning, Jelle']",2014,Faculty of Humanities,Midden-Oostenstudies (BA),Bachelor thesis,nl,,"['Karbala', 'Sjiisme', 'Pelgrimage', 'Ashura', 'Husayn', 'Islam', 'Irak', 'Najaf', 'Baath']"
Semantische eigenschappen van reduplicatie in Wolof,"Jordanoska, Izabela","['Mous, Maarten']",2014,Faculty of Humanities,Taalwetenschap (BA),Bachelor thesis,nl,"Een van de vragen die actueel is in reduplicatie studies is niet hoe reduplicatie fonologisch werkt, maar wat de betekenis van reduplicatie is. Heeft het een universele betekenis? Ik heb de verschillende betekenissen die reduplicatie kan hebben in het Wolof, een Niger-Congo taal, bestudeerd en gekeken hoe ze kunnen passen binnen bestaande theorieën over de semantiek van reduplicatie. Ik heb zes betekenissen gevonden die een geredupliceerde vorm in Wolof kan hebben: gevolg of abstractie, iteratief, ideofonisch, locatief, 'doen alsof' en intensivering. Ondanks dat reduplicatie niet meer productief is in die taal heb ik gekeken of er bepaalde beperkingen zijn in wanneer het wel en niet kan plaatsvinden. Morfologisch gezien is reduplicatie in het Wolof vaak nominaliserend, maar het lijkt niet noodzakelijk te zijn om een zelfstandig naamwoord te vormen. Wanneer het niet plaatsvindt, nemen de zelfstandige naamwoorden dezelfde vorm aan als de werkwoorden en ik zal ook kort ingaan op de betekenis van werkwoorden en zelfstandige naamwoorden.",
Uitvaart en herdenkingsrituelen in het moderne Japan,"Buma, Michiel","['Veere, H. van der']",2014,Faculty of Humanities,Japanstudies (BA),Bachelor thesis,nl,,"['herdenkingsrituelen', 'grafmonumenten', 'wereldvoorstellingen', 'asverstrooiing', 'rituele functies']"
Domestic Actors in Chinese Foreign Exchange Policy,"Winkler, Stephanie","['Black, Lindsay']",2014,Faculty of Humanities,International Relations (MA),Master thesis,en,,"['China', 'Foreign Policy', 'Actors', 'Exchange Rate']"
Conversaciones de paz entre gobierno y guerrilla en Colombia,"Ostendorf, Ingrid","['Silva, Patricio']",2014,Faculty of Humanities,Latijns-Amerikastudies (BA),Bachelor thesis,es,,"['Conversaciones de paz', 'Colombia', 'legitimidad', 'justicia', 'actores internacionales']"
Het eeuwige leven van Caesar; Onderzoek naar de memoria van Caesar in De Bello Gallico,"Owelle, Camille","['Pieper, Christoph']",2014,Faculty of Humanities,Classics and Ancient Civilizations (MA),Master thesis,nl,,"['Caesar', 'memoria', 'herinnering', 'geheugen', 'De Bello Gallico']"
"The Evolving Phases of the Arthurian Legend: Geoffrey of Monmouth, Thomas Malory, Lord Tennyson and Mark Twain","Singh, Annamika","['Cole, Marcelle']",2014,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,"Throughout time, the legend of King Arthur has been adapted and exploited to meet the needs of each era; each era has its own King Arthur. In this thesis the focus will be on how the legend lends itself to such manipulation and adaptation and in what ways the legend has been adapted to suit changing political times. From the start of the Early Middle Ages, the legend of King Arthur was firmly established in society and many medieval writers embellished the legend. Authors like Chretien de Troyes and Thomas Mallory enriched the legend, subtly imposing the conflicts of their time onto the legend. After falling from popularity in the Early Modern era the legend was to experience a revival of interest in the 19th and 20th centuries. The portrayal of Arthur throughout each era differs spectacularly and sheds light on contemporary political issues, as the outside world feeds into the view. This in turn calls attention to my research question; how does the portrayal of Arthur in different eras relate to the outside political world and concerns of the time? My provisional thesis statement is that the legend of Arthur has been adapted throughout time to express and relate the needs and concerns of different eras. In order to answer my research question I will make use of several primary texts from the Middle Ages, Geoffrey of Monmouth’s Chronicle Historia Regum Britanniae, Thomas Mallory’s Le Morte D’Arthur and the poem the Wedding of Sir Gawain and Dame Ragnelle and compare them with texts from the 19th and 20th century. In particular, Mark Twain’s A Connecticut Yankee in King Arthur’s Court, Tennyson’s Idylls of the King and T.H. White’s The Once and Future King. I will carry out a historically and culturally contextualised analysis of the portrayal of Arthur and his knights in each era that will explain the differing ways in which they are presented.","['Philology', 'King Arthur', 'Tennyson', 'Malory', 'Twain']"
Fast Cars and Red Tape: Categories and Contracts of Corruption in Southeast Asia,"Straszynski, Stephanie","['Lindblad, Thomas']",2014,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,,"['Corruption', 'Southeast Asia']"
"Eene reijs over reviren, paeden en berghen. De reis, taalkenmerken en transcriptie van ‘Journael Van mijne reijse door Duijtslant, ende Jtalien, naer Vranckrijck'","Boers, Natalie","['Rutten, Gijsbert']",2014,Faculty of Humanities,Neerlandistiek (MA),Master thesis,nl,,"['Egodocument', 'Reisverslag', 'Zeventiende eeuw', 'Transcriptie', 'Grand tour', 'Linguïstiek', '1666']"
