title,author,supervisors,date,faculty,program,type,language,abstract,keywords
"Greater Involvement of Women in Paramilitary Organisations, Greater Inclusion of Women’s Issues in Politics? The Case of Republicanism and Loyalism in Northern Ireland During the Troubles","Mathijssen, Milou","['Augusteijn, Joost']",2020,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,"The Troubles in Northern Ireland from 1968 until 1998 meant changing situations for women in Northern Irish society. Nonetheless, for many women the extent of change depended on which community they were part of. Women in nationalist/republican communities were more involved in all levels of society than their unionist/loyalist counterparts. This also manifested itself in the paramilitaries. The republican paramilitaries included more women and these women were active in a greater variety of roles than the women active in loyalist paramilitaries. The main reason given for this in academia is that republicanism is a more inclusive ideology with wider social goals than loyalism. This thesis analysed, using discourse analysis, party manifestos and conferences of the main unionist/loyalist and nationalist/republican parties in Northern Ireland during the Troubles to investigate whether this argument also extends to politics. In short, to analyse whether the republican/nationalist parties were more inclusive of women's issues than unionist/loyalist parties. The research found that unionist/loyalist parties generally tended to be less inclusive of women's issues than nationalist/republican ones, but there was one outlier: the loyalist Progressive Unionist Party, which included a wide variety of women's issues, more so than all nationalist/republican parties. Thus, this thesis concludes that the argument of republicanism as a more inclusive ideology extends to politics to some extent.","['Northern Ireland', ""Women's Issues"", 'Poltical Parties', 'Paramilitaries']"
ITALIAN MUSEUMS AND THE CHALLENGE OF ENGAGING A YOUNGER AUDIENCE THROUGH SOCIAL MEDIA: A CASE-STUDY OF MUSEI CIVICI VENEZIANI,"Notarpietro, Giulia","['Lammes, Sybille']",2020,Faculty of Humanities,Arts and Culture (MA),Master thesis,en,"Social media holds promise for museums to enhance visitor participation, engagement with potential visitors via participatory communication and in building an online community to which to refer to. However, the integration of social media within museums practices, particularly in Italy, has been a rather cautious transition as museums are concerned with the ways social media may deteriorate traditional organizational forms of authority that cultural institutions have held. The aim of the present paper is to investigate the extent to which Italian museums can use social media to engage with a younger audience. In doing so, this study has conducted a case study analysis of Musei Civici Veneziani, by interviewing the web-content manager of the institution. Findings demonstrate that Musei Civici Veneziani continues to use a one-to-one communication model, whereby social media platforms are used solely to inform users about practical matters. The use of a one-to-one communication model, rather than a many-to-many one by Musei Civici Veneziani is due to fear of jeopardizing their role as a cultural authority. However, the present paper aims to showcase the opportunities of adopting a peer-to-peer participatory communication model as a way to effectively engage with younger audiences which allows them to become active members within the museum.","['Museums', 'Museum Studies', 'Social Media', 'Communication']"
Let Immortals Govern: the Power Structure in the Construction of Daoist Sacred Geography,"Xu, Yunlong","['Felbur, Rafal']",2020,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,"The word Xian仙, by its graphic form recorded in Shuowen Jiezi (说文解字, the earliest Chinese Dictionary), is glossed as “man in mountain”. Another form of this word in Shuowen Jiezi is 僊, which is glossed as “long-lived and ascended”. It implicitly signifies a picture on which a recluse is meditating by a mountain cave. In the theory of religious Daoism, such transcendental recluses are often named as “True-man”(Zhenren真人) or “Immortal” (Xian Ren仙人), who are Daoist practitioners having attained the Dao. Mountains, as the places where immortals attain the Dao and achieve their transcendence, are one of the most significant natural beings for Daoists and are positioned in the core of Daoist practices. It is through the practices of Daoists in mountain caves that Daoists gradually constructed their sacred geography centering on mountains. As Daoist sacred mountains are the locus of transcendence and sanctity for Daoists, the Daoist sacred geography--- in other words, the narrative of the way to perceive their sacred landscapes, can shed light on the contour of the Daoist history in early medieval China. In this regard, a theory explaining the historical process of the construction of the Daoist sacred geography has been put forward by Ge Zhaoguang葛兆光, to generalize the Daoist history as a history of Daoist surrendering to the imperial power. In his book A History of Surrender: A Study on the Thoughts of Religious Daoism in the Six Dynasties and Sui-Tang period (222-907 AD), he proposed that the Daoist thoughts, knowledge, and rituals were “purified” by a long-term self-reform to attain the orthodoxy approval from the state regimes; Daoist lineages were denigrated to be “the others” by the official ideology (mostly Confucianism); the legitimacy of Daoist narratives is constructed by the discourse of power. From the sense of Michel Foucault, the history of religious Daoism is a fabulous illustration of the theory of power structure. It is mainly from the three aspects that Ge Zhaoguang argues his theory. The first one is that the socio-militarized structure of twenty-four dioceses was transformed as imagined geography of cavern heavens and blessed lands, which means Daoists lost their socio-military power in the secular world. The second one is that many significant rites and ceremonies, such as “the rites of passage”(Guodu Yi過度儀) and “charcoal-painting ceremonies” (Tutan Zhai塗炭齋), were removed by Daoists themselves to get away from the moral criticism from Confucianists and Buddhists. In addition, the ritualistic knowledge and magics of Daoism were shadowed by the prevailed metaphysical teachings and mysterious philosophies in order to cater to the tastes of Confucian intellectuals and other imperial cultural elites. Ge Zhaoguang concludes that religious Daoism acknowledged its allegiance to the imperial power by castrating some of its most featured knowledge and skills. Although there have been commentary articles on his theory, no one has ever responded to it by a study on the construction of the Daoist sacred geography. In this thesis, I will examine his theory by responding to the three aspects.","['Daoism', 'Sacred Mountains', 'Power Structure']"
The Online Battlefield: Subconscious Persuasion on Social Media during the 2016 US Presidential Election,"Blok, Daan","['Heere, Cees']",2020,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['social media', 'persuasion', 'subconscious', 'Cambridge Analytica']"
To Starve a Brave Man: Historical Origin and Semantic Development of False Friends in Dutch and English,"Bonder, Ivar","['Elenbaas, M.B.']",2020,Faculty of Humanities,Engelse taal en cultuur (BA),Bachelor thesis,en,,"['False friends', 'Linguistics', 'Semantic change', 'Semantic development', 'Dutch-English']"
Vietnamese refugees from Czechoslovakia in the Netherlands in the 1990s,"Torreman, Freek","['Glynn, Irial']",2020,Faculty of Humanities,History (MA),Master thesis,en,,"['Vietnamese', 'Vietnam', 'Refugees', 'Migration', 'Gap hypothesis', 'Czechoslovakia', 'Aad Kosto', 'Court cases']"
Taking-off Together: How aircraft construction contributes to European integration,"Udol, Indh","['Broad, Matthew']",2020,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['Aviation', 'Eurofighter', 'Airbus', 'Europe']"
"Informatie en negotiatie, het gezantschap van Hiëronymus van Beverningk naar Spanje, 1670-1671. Een bronstudie naar de diplomatieke praktijken van de Republiek","Langerak, Jonas","['Ebben, M.A.']",2020,Faculty of Humanities,History (MA),Master thesis,nl,"This thesis investigates the modus operandi of an early modern Dutch ambassador from the perspectives of New Diplomatic History. The States-General appointed Hiëronymus van Beverningk (1614-1690) as their ambassador to the Spanish court between 1670 and 1671. Van Beverningk had a difficult task: he was instructed to persuade the Spanish to accept the humiliating stipulations of the Treaty of Aachen (1668), but avoid overtures to negotiate a defensive alliance. That would antagonize France and spark a war under disadvantageous circumstances for the Dutch Republic. How did the ambassador conduct negotiations and represent the Dutch state? Where did he obtain information and what language and discourse did he use in communication with the Spanish ministers? Analysis of the correspondence between Van Beverningk and the home front reveals that the ambassador – formally the envoy of the States-General – served a variety of masters: notably John de Witt, but also the Burgemeesters of Amsterdam. The latter were involved because of the significant Dutch commercial interests in the Spanish Empire and their ties to the extensive consular network in Spain. During his stay in Madrid Van Beverningk served as the focal point of this network: the consuls provided him with information and complaints of Dutch merchants, which the ambassador structured and presented to the Spanish authorities.","['Hiëronymus van Beverningk (1614-1690)', 'Spanish-Dutch relations', 'New Diplomatic History', 'Seventeenth century', 'Dutch diplomatic service']"
The European Union as a mediator: Effectiveness of peace-making conditionality,"Della Maggiore, Marco","['Cusumano, Eugenio']",2020,Faculty of Humanities,International Relations (MA),Master thesis,en,,"['European Union', 'Mediation', 'conditionality']"
Demarcating the Omani Yemeni Border: A Border Perspective on Shifting State-Society Relations in the Sultanate of Oman,"Bruijne, Emma de","['Strava, Christiana']",2020,Faculty of Humanities,Middle Eastern Studies (MA),Master thesis,en,"This thesis explores from a theoretical border studies perspective the political dynamics of the construction of a fence along the Omani Yemeni border initiated in 2013. Drawing on the concept of the nation as an imagined community, I argue that the construction of a border fence reveals the increased identity politics the Omani state, embodied by Sultan Qabus, engages in since the uprisings in 2011-2012 that marked a shift in Omani state-society relations. These relations are unpacked through exploring Qabus’ pre-2011 state- and nationbuilding efforts and two Omanization channels characterizing the post-2011 period. Through reinforcing the symbolic and physical boundaries of the nation and the territory it is associated with, Qabus enforces a fixed set of characteristics on his subjects, promoted in a national identity narrative, in order to instill loyalty to his authority. This thesis thus sheds light on the issue of increased oppression within the Sultanate, which has gone largely unnoticed among academics and the international community due to the strongly promoted Omani reputation of a stable beacon within a volatile region. This research is conducted from a political-anthropological angle, exploring the political dynamics embedded in the sociocultural context of Oman. It draws on existing literature from political science, history and the anthropological discipline, popular media reports and official government websites, documents and NGO reports.","['Identity politics', 'identity narrative', 'Omanization', 'state-society relations']"
