title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Integration of the Chinese-Dutch Second Generation in the Netherlands,"Lyu, Jiayu","['Bouras, Nadia']",2019,Faculty of Humanities,History (MA),Master thesis,en,"For a long time, the second-generation Chinese immigrants have been perceived as the “shining model” of what immigrant families should be like by many western countries, with the highest education backgrounds and economic well-being. Do they know they are perceived as the model for ethnic minority groups in this country? Do they agree with this comment? In this paper, I am going to explore the answer to the question: how does the second generation Dutch Chinese perceive themselves in relation to the shining example myth. My thesis statement is that misunderstood the meaning of ‘integration’, this discourse creates a problematic illusion of the Chinese immigrants as being a ‘shining model’ solely based on their public stereotypes and achievements in terms of socio-economic status. The myth contributes to the ignorance of their social exclusion and to the confusion encountered during the acculturation process. It rationalises establishing an assimilationist migration policy of omitting the issues of providing assistance with regards to developing their own ethnic culture while adapting to mainstream society. It alienates the second generation Chinese-Dutch as an ethnic minority group by unrecognising their demands for further integrating to both cultures since they are regarded as already ‘perfectly integrated’ by the public.","['Second-generation Chinese Dutch', 'Model Minority Myth']"
To what extent do Japanese and Chinese foreign investment policies increase their political influence in South East Asia?,"Massot, Alexis","['Wang, Jue']",2019,Faculty of Humanities,International Relations (MA),Master thesis,en,,['Infrastructure investment ASEAN']
Flexible vs Mandatory Solidarity and the 2015 Refugee Relocation Mechanism,"Francisco, Ines","['Steen, Bart van der']",2019,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,"Whilst the principle of European solidarity has been promoted as one of the key parts of European identity, it remains a debated topic, due to the implications it has for Member States, for example in terms of giving up sovereignty. The prospect of European integration at different speeds has been seen in a negative light by the European Union, despite there being significant historical and structural differences amongst the Member States, which have not been resolved through EU membership. During the 2015 refugee crisis, solidarity became a hot topic once again, due to the overburden experienced in the arrival Member States of Greece and Italy. However, despite being a frequently evoked term, only the mandatory aspect of solidarity has been defined by the EU, who shuns the idea of a flexible solidarity. Whilst refusing the xenophobic ideals of the countries behind this new perception of solidarity, this thesis engages in a critique of the concept of mandatory solidarity, in light of different historical pasts, and experience with migration across Member States.","['solidarity', 'Poland', 'Hungary', 'refugee crisis', 'refugee relocation mechanism', 'variable geometry Europe']"
Counterhegemonic Forms of Justice: The Potential of Permanent Peoples Tribunal in the Context of Resource - based Conflicts and Human Rights Violations in Guatemala,"Reiß, Mia Katharina","['Alves Vieira, Eduardo']",2019,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,"This thesis is about the confrontation between two forms of justice. One institutionalized as law, and the other, depending on situational embodied forms of doing justice. Further, it is about the confrontation between sources of law. One source relates to sovereign nation states as top down mechanism, and the other, to indigenous peoples as bottom-up process. The analysis applies a bottom-up approach, as suggested by decolonial critical thought, that questions elemental assumptions about dominant neoliberal institutional frameworks. This thesis cannot solve these tensions. It tries to investigate their dynamics on the basis of a specific case, which is, the ethical tribunal, established by Maya Mam indigenous peoples in 2012, that accuses the Canadian mining company Goldcorp for committing human rights violations through its extractive activities in the area of San Marcus Ixtahuacán, Guatemala. Instead of coming up with a solution, the thesis wants to question dominant legal frameworks that permit human rights violations and reveal the capacity of informal legal compositions to install grounds of justice. It was identified that the ethical tribunal contributed to unfold the seemingly uncontested nature of neoliberal extractive activities through its potential to challenge impunity and establish access to cognitive, and epistemic forms of justice.","['Globalization', 'Resource - Based Conflicts', 'Ethical Tribunals', 'Law', 'Bottom - Up Approach', 'Maya Mam Community', 'Guatemala', 'Human Rights.']"
Kazakh Language Revitalization: The Future of the Kazakh Language in Kazakhstan,"Szalas, Oliwia","['Roberts, Flora']",2019,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['Kazakhstan', 'Kazakh', 'language revitalization', 'sociolinguistics', 'Nazarbayev', 'language policy', 'linguistics', 'Russian', 'Soviet policy']"
Reader Engagement in the Chinese Online Literature Community: The Comment Phenomenon,"Verlee, Sara","['Crevel, Maghiel van']",2019,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,,"['online literature', 'China', 'comment', 'Bourdieu', 'qidian']"
Contextualizing sexual harassment in contemporary South Korea,"Coquette, Nina","['Ceuster, K. de']",2019,Faculty of Humanities,Koreastudies (BA),Bachelor thesis,en,,"['sexual harassment', 'South Korea', 'perceptions']"
The Resurgence of Religion in 'New' Terrorism: A Comparative Analysis of the IRA and Al-Qaeda,"Dekker, Rachel","['Bruijn, Petra De']",2019,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,"There has been a substantial shift in recent decades towards the ‘new’ terrorism paradigm, and with it a shift by academics, policymakers and counter-terrorism experts on the conception of the modern threat that terrorist organizations pose and the ways to counter them.1 The new terrorism paradigm suggests that we have seen the rise of radical religious terrorist organizations, such as Al-Qaeda, from the 1990s onward, and that somehow these organizations pose a greater threat to our security than previous terrorist organizations, as they have no clear objective and merely wish for destruction in the name of religion. Through the analysis of two case studies, that of the IRA and Al-Qaeda, and the focus on national vs. transnational natures, as well as secular and religious motivations, the research will be able to suggest whether we are indeed seeing a ‘new wave’ of terrorism in modern times, and may lead to a more sound base for the ‘new’ terrorism claim as well as shift conceptions of policy makers and academics on counter-terrorism strategies and conceptions of the modern day threat of terrorism. The IRA has been chosen as a famous example of a nationalist terrorist organization from the 1970s, and will thus be used to test the old terrorism category, whereas Al-Qaeda has been selected as the first transnational religious terrorist organization which emerged in the 1990s as a test of the ‘new’ terrorism category. The comparative analysis of the two case studies will ultimately prove whether or not ‘new wave’ terrorism and its emphasis on religion as a main feature is justified and will then push forward a new way of conceiving of terrorism. Firstly, it is important to understand the different paradigms of terrorism (i.e. old vs. new), these will be discussed in the state of the art. Chapter 1 and 2 will focus on the case studies of the IRA and Al-Qaeda, after which chapter 3 will contrast and compare the outcomes of these case studies and will make a preliminary categorization of the organizations. Chapter 4 will delve into the issue of religion in ‘new’ terrorism and will explain how Islam has become a prominent religious motivation and justification in recent years for radical Islamist groups such as Al-Qaeda. Finally, a conclusion will be made on the justification of the theory proposed by Rapoport, and the categorizations of the IRA and Al-Qaeda.","['Terrorism studies', 'new terrorism theory', 'new wave theory', 'religion', 'IRA', 'Al-Qaeda']"
A Story of Disappointment: Political Legitimacy and the Rise of the #YoSoy132 Movement in Mexico under the Peña Nieto Administration,"Noten, Isadora","['Valdivia Rivera, Soledad']",2019,Faculty of Humanities,International Studies (BA),Bachelor thesis,es,,"['Political legitimacy', 'Distrust', 'social movements', 'party system']"
Políticas Públicas en la Gestión Ambiental Peruana de los Residuos Sólidos Domiciliarios: Efectos del Proceso de Descentralización,"Pita Mejía, Ninoshka Fabiola","['Valdivia, Soledad']",2019,Faculty of Humanities,Latijns-Amerikastudies (BA),Master thesis,es,,"['Descentralización', 'gestión ambiental peruana', 'políticas públicas intersectoriales', 'residuos sólidos domiciliarios', 'participación ciudadana', 'sociedad civil', 'interaccion entre el nivel central y municipal', 'neoliberalismo']"
