title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Deterring the odd: On the deterrence of De Facto States,"Murray, Thomas","['Blarel, N.R.J.B.']",2015,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Chaining the Russian bear: EU member states and their support for the 2014 economic sanctions against Russia,"Mulder, Freek","['Blarel, N.R.J.B.']",2015,Faculty of Social & Behavioural Sciences,Political Science (MSc),Master thesis,en,,
Bespreken van seksualiteit binnen de huisartsenpraktijk: De intenties van huisartsen verklaard aan de hand van de Theory of Planned Behaviour,"Dormolen, Willemijn van","['Atema, Vera']",2015,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Discussing sexual health with the general practitioner: Teenagers' intention explained on the basis of the Theory of Planned Behaviour,"Lourens, Ghïsainy","['Atema, Vera']",2015,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Looking from the outside in: The relationship between body experience and alexithymia,"Neville, Annabel","['Noordenbos, G.']",2015,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Direct and indirect effects of emotional abuse and neglect on posttraumatic stress symptoms,"Graumann, L.","['Elzinga, B.M.']",2015,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
The power of repetition and visual working memory: The relation between visual working memory and the number of repetitive eye movements made during a correctly answered analogical reasoning task in adults,"Thiel, Merel Margaretha van der","['Alberto, Rosa']",2015,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,en,,
Moderating effects of stress level and coping skills on school functioning in children of chronically ill parents,"Stavel, Chantal van","['Sieh, D.S.']",2015,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
De Communistische Partij van Nederland tijdens de dageraad van de Koude Oorlog: Een onderzoek naar de CPN en de manipulatie van de publieke opinie door politieke partijen,"Leijn, Kevin","['Maat, J. van de']",2015,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
"The association between attentional bias, interpretation bias and parental overprotection in clinically anxious youths","Tigges, Eline C.J.","['Boelens, H.H.', 'Lijster, J.M. de']",2015,Faculty of Social & Behavioural Sciences,Psychology (MSc),Master thesis,en,,
Predictors of neurofeedback efficacy: An exploratory study to the influence of personality and cognitive charac-teristics on the efficacy of theta and beta neurofeedback training,"Kikkert, Anneke","['Band, G.P.H.', 'Colzato, Lorenza Serena']",2015,Faculty of Social & Behavioural Sciences,Psychology (research) (MSc),Research master thesis,en,,
Het effect van inhibitiecontrole op analogie redeneren met duplicaten bij kinderen,"Veerdonk, Esmeh van de","['Alberto, Rosa']",2015,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
Een opleidingsscheidslijn op politiek niveau? Over attitudes en stemgedrag in Nederland op basis van opleidingsniveau,"Crom, Maarten de","['Holsteyn, J.J.M. van']",2015,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,
"Onderzoek naar de invloed van ICT-houding van leerkrachten, ICT-cultuur in een school en deelname aan scholing, op Onderwijskundig ICT gebruik in Nederlandse basisscholen","Post, Hieke","['Arnout, Koornneef']",2015,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,"This study has focused on factors that affect the educational use of ICT (Information and Communication Technology) by teachers in primary education. In total, 232 teachers participated in the study, of which twelve teachers were interviewed for a qualitative analysis. Analysis of the data shows that the attitude towards ICT and the ICT culture that prevails at a school has influence on the degree of educational use of ICT by teachers. Schools that are in favor of the use of ICT are associated with more frequent use of ICT by teachers. Also a positive attitude towards ICT is accompanied by an increase in educational ICT use. Additionally there is a connection between the degree of professional development and teachers' attitudes towards ICT. All teachers use ICT in some way during their lessons. There is a distinction between teachers that use ICT as a tool and teachers who have changed their way of teaching through the use of ICT in the classroom. The extent to which the teachers use ICT is dependent on their attitude towards ICT, the ICT culture within a school and their professional development in educational ICT use.","['ICT houding', 'ICT cultuur', 'ICT gebruik', 'Primair onderwijs', 'Onderwijskundig ICT gebruik', 'scholing', 'Leerkracht', 'ICT']"
"Empathy unveiled: Een onderzoek naar de effecten van moraliteit,","Tabibi, Shah","['Nunspeet, F. van']",2015,Faculty of Social & Behavioural Sciences,Psychologie (BSc),Bachelor thesis,nl,,
