title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Grensstad in roerige tijden: Een nieuwe diplomatieke geschiedenis van de stad Nijmegen tijdens de laatste jaren van de Gelderse Oorlogen (1528-1543),"Velden, Marlene van der","['Sicking, L.H.J.']",2023,Faculty of Humanities,History (MA),Master thesis,nl,,"['Nijmegen', 'New Diplomatic History', 'diplomatie', 'Gelre']"
Femonationalism in the AfD,"Smith, Emilia","['van Tilgt, P.']",2023,Faculty of Humanities,History (MA),Master thesis,en,,
Prototypische argumentatieve patronen in dieetboek 'De voedselzandloper',"Nieuwenhuizen, Mila van",['dr. H. Jansen'],2023,Faculty of Humanities,Neerlandistiek (MA),Master thesis,nl,,"['strategisch manoeuvreren', 'uitgebreide pragma-dialectiek', 'prototypische argumentatieve patronen', 'dieetboeken', 'De voedselzandloper', 'communicatief activiteitstype', 'argumentatieve karakterisering', 'expertiseargumentatie', 'argument of expert opinion', 'probleemoplossende argumentatie', 'argument by example', 'clean eating', 'ethos']"
The Guides: Examining the Curent Views on the Images of Marabouts in Senegal,"Samatar, Idil Husein",['Mayke Kag'],2023,Faculty of Humanities,African Studies (MA),Master thesis,en,,"['Senegal, Marabouts, Islam, Visual Arts']"
"Challenges to community land registration A case study of the minority Turkana community in Isiolo, Kenya","Hulsebosch, Dian","['Wels, H.']",2023,Faculty of Humanities,African Studies (MA),Master thesis,en,,"['Kenya', 'community', 'Isiolo : minority']"
Using the pen as a sword: Analysis of political cartoons about Sino-Japanese relations from the Japanese perspective since the rise of Xi Jinping,"Altena, Dave van","['Black, L.O.']",2023,Faculty of Humanities,Japanstudies (BA),Bachelor thesis,en,,
“Gezagh” en een dansende schelp: interacties met kennisnetwerken in Rumphius’ D’Amboinsche Rariteitkamer,"Vlaming, Rutger de","['Keblusek, M.']",2023,Faculty of Humanities,Kunstgeschiedenis (BA),Bachelor thesis,nl,,"['Rumphius, kennisnetwerken, D’Amboinsche Rariteitkamer, VOC, Ambon']"
"Kleurrijke dromen, witte kijk(er) Een onderzoek naar diversiteit en inclusie op redacties bij de NPO","Philippi, Lynn","['Pleijter, A.R.J.']",2023,Faculty of Humanities,Media Studies (MA),Master thesis,nl,,
Looking East: The Role of East Africa in China’s and India’s Great Power Ambitions,"Willekens, Sophie","['Thakur, V.']",2023,Faculty of Humanities,International Relations (MA),Master thesis,en,,
Changing perspectives through visualisations of interconnectedness: Reflections on how Life in Naturalis and the Groote Museum function as cinematic spaces.,"Lodewijks, Evelien",['J.A. Ross'],2023,Faculty of Humanities,Media Studies (MA),Master thesis,en,,
The Disturbing Child in Cinema: A Discussion of Agency and Ambiguity,"Dekker, Thijs","['Ross, J.A.']",2023,Faculty of Humanities,Media Studies (MA),Master thesis,en,,
Medicinal Warning Conditionals: A study of the language and structure of contraindication information in medicine packaging,"Davis, Alan","['Reuneker, A,']",2023,Faculty of Humanities,Linguistics (MA),Master thesis,en,,"['Conditionals', 'negation', 'medicine packaging', 'patient information leaflet', 'warnings', 'contraindications.']"
In de marge van vijandschap: Continuïteit en verandering in Oost-Pakistan (1947-1971),"Kloppenborg, Douwe","['Stolte, C.M.']",2023,Faculty of Humanities,History (MA),Master thesis,nl,,"['Oost-Pakistan', 'Bangladesh', 'Mujibur Rahman', 'Awami League', 'Partition']"
‘Victim or Survivor: Narratives of Trauma’: A Critical Discourse Analysis on NGO approaches to conflict-related sexual violence in the former Yugoslavia,"Hoeij, Laura van","['Rodríguez Iddáraga, N.']",2023,Faculty of Humanities,International Relations (MA),Master thesis,en,,"['Trauma, Survivorship, Victimhood, NGOs, Bosnia, Yugoslavia, Gender']"
