title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Rudolf Arnheim en de kunst,"Zwart, Juliette van der","['Zijlmans, C.J.M']",2016,Faculty of Humanities,Kunstgeschiedenis (BA),Bachelor thesis,nl,,['Rudolf Arnheim']
De Toon van het Verhaal,"Veldhuizen, Rick van","['Dijk, Yra van']",2016,Faculty of Humanities,Nederlandse taal en cultuur (BA),Bachelor thesis,nl,,"['narrative', 'musicology', 'musical aesthetics', 'medium', 'language', 'interpretation']"
The Five Senses in Medieval Art,"Oppermann, Tessy","['Grasman, Edward']",2016,Faculty of Humanities,Arts and Culture (MA),Master thesis,en,,
The Representation of the Hokusai Style in Ehon Saishiki Tsū,"Schilling, Christiaan","['Smits, I.B.']",2016,Faculty of Humanities,Asian Studies (60 EC) (MA),Master thesis,en,"Katsushika Hokusai (1760–1849) or 'Hokusai' for short, ukiyo-e or Japanese woodblock artist renowned for the print 'The Great Wave' (1830-32), published a year before his death the painting manual 'Ehon Saishiki Tsū' or 'On the Use of Colouring' (1848). In this study I will pose the question of how Hokusai represented his drawing style in Ehon Saishiki Tsū, focussing on how Hokusai explained his use of lines. Ehon Saishiki Tsū has not yet been studied from this perspective. Most studies have focused on the usage of color or pigments in his paintings, which Hokusai gives instructions about in this manual. This study is relevant to art historians and connoisseurs of Japanese art as it puts emphasis on Hokusai's style and how he has represented it through Ehon Saishiki Tsū. In it I have found that Hokusai's explanation on how to draw waterfalls is an example of his realistic style of drawing we see in his middle and late period. Hokusai's way of presenting his explanations exemplify how he has positioned himself as an experienced artist who uses the medium of painting manuals to transmit his experience to his audience: the inexperienced student of art.","['Hokusai', 'Ukiyo-e', 'Style', 'Painting Manuals', 'Ehon Saishiki Tsū', 'Painting', 'Drawing', 'Use of Line']"
A work in progress: on artistic research,"Spaendonk, Allison van","['Horsman, Yasco']",2016,Faculty of Humanities,Media Studies (MA),Master thesis,en,,"['artistic research', 'dance', 'dance studies', 'literary studies', 'roland barthes', 'young research']"
Baudelaire and Delacroix’s Art of Ambiguity,"Lai, Lingyun","['Minnaard, Liesbeth', 'Nordholt, A.E. Schulte']",2016,Faculty of Humanities,Media Studies (MA),Master thesis,en,,"['Ambiguity', 'Baudelaire', 'cross-media', 'Delacroix']"
Goede raad is goud waard: De sociale relaties tussen Nederlanders en de Afrikaanse bevolking op de Goudkust in de 17e en 18e eeuw,"Zeijl, Ward van","['Gommans, Jos']",2016,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,nl,,"['Goudkust', 'West-Afrika', 'sociale interactie', 'WIC', 'Willem Bosman', 'Pieter de Marees', 'Landkaarten', 'Ars Apodemica']"
"Between King, Phrakhlang and Company","Linde, Sebastiaan","['Gommans, Jos']",2016,Faculty of Humanities,Geschiedenis (BA),Bachelor thesis,en,,"['Gerrit Fek', 'Nicolaas Bang', 'Dutch East India Company (VOC)', 'Ayutthaya', 'Ban Phlu Luang dynasty', 'Phrakhlang', 'Borommakot', 'Cultural incommensurability', 'Private trade', 'early modern cultural interaction', 'early modern Southeast Asia', 'Thailand', '1741-1747', 'VOC withdrawal', 'early modern corruption', 'Siam']"
Het neopopulisme van José Mujica: een retorische analyse,"Ueckert, David Alexander","['Valdivia Rivera, Soledad']",2016,Faculty of Humanities,Latijns-Amerikastudies (BA),Bachelor thesis,nl,,"['populism', 'neopopulism', 'medialogic', 'rhetoric']"
A representação indígena através da lente de Corumbiara (2009),"leersum, Sara van","['Brandellero, Sara']",2016,Faculty of Humanities,Latijns-Amerikastudies (BA),Bachelor thesis,pt,"O presente trabalho se propõe analisar a função da câmera do vídeo documentário Corumbiara (2009) de Vincent Carelli, e o relacionamento com a formação da imagem indígena, dentro do contexto do projeto audiovisual Vídeo nas Aldeias (VNA). No projeto Vídeo nas Aldeias o artefato expõe um papel fundamental enquanto à representação do índio, pois além de entender a câmera como um espelho que reflete o ponto de vista dos nativos, de mesmo modo serve como uma arma política que pretende desconstruir a visão negativa e estereotipada dos indígenas no Brasil. Contudo, em Corumbiara a câmera expõe outros papeis: primeiramente observa-se o artefato como uma arma de documentação e de denúncia, sem embargo a câmera se entende também como uma arma de invasão e de exploração. Enquanto a metodologia desta tese, para analisar a utilidade da câmera se estudaram dois trechos do longa-metragem. Em primeiro lugar se analisará a cena onde o narrador Vincent Carelli e sua equipe depara com os índios Kanoê, e finalmente a cena onde o grupo estabelece contato com a enigmática figura do “índio do buraco”. Enquanto a aproximação deste trabalho do ponto de vista teórico, o cerne da dissertação aponta para o tema da representação do “Outro”, como o sujeito é “tipificado” antes de ser “estereotipado” por outro sujeito (Hall, The Spectacle of the Other, 257). A teoria da representação que alude Stuart Hall em seu livro Representation: Cultural Representations and Signifying Practices (1997) considera-se uns dos fundamentos desta dissertação, visto que sua abordagem multifacetada sobre o tema da identidade e representação facilita o aprofundamento de outras teorias cujo foco é expor a identidade –ou a representação– dos índios. Por outro lado, Robert Stam, revela em seu livro Tropical Multiculturalism (1997) o surgimento da mídia indígena no Brasil, fenômeno que nas últimas décadas tem-se popularizado dentro do âmbito antropológico, mas também cinematográfico.","['Função da câmera', 'identidade', 'indígenas', 'Vídeo nas Aldeias', 'Corumbiara']"
South Korea’s Suicide Crisis among the Youth and Elderly in the 21st century: the shame of a nation in the light of current social phenomena and trends in society,"Kreij, A.C.M. van","['Breuker, R.E.']",2016,Faculty of Humanities,Koreastudies (BA),Bachelor thesis,en,,"['suicide', 'suicidal ideation', 'durkheim', 'social phenomena', 'contemporary Korea', 'seniors', 'adolescents', 'high school students', 'suicide rate']"
Framed Beyond History: the curatorial practices of the exhibition Crisis of History #3 as alternative approach to framing contemporary visual art from Iran and beyond,"Wegman, Simone","['Zijlmans, C.J.M.']",2016,Faculty of Humanities,Arts and Culture (research) (MA),Research master thesis,en,"This thesis explores the exhibition-tryptic Crisis of History held at the gallery space Framer Framed in Amsterdam in 2014-2015. It investigates how its practices can be regarded as innovative in shaping discourses on contemporary art. The exhibition looks critically at how ‘non-Western’ art has been dealt with in exhibition practices as well as in academic discourses and aims to present alternative visions. I have used the notions minor curating by Cotter and histoire croisée by Werner and Zimmermann, as well as Keshmirshekan’s critical history of contemporary art of Iran to conceptualise the exhibition practices of Crisis of History’s curators Robert Kluijver and Elham Puriyamehr. I have particularly zoomed-in on part #3 of the triptych as the layering of perspectives is most clearly visible here. The exhibition practices include strategies of self-representation, intellectual artistic positioning and open-endedness due to the equal importance of exhibition display and public programming. The use of the artworks, the offering of multiple and layered voices deployed in the exhibition practice shows how the interaction between theory, curatorial visions and artistic imagining of alternative pasts and futures brings the field of contemporary art forward in articulating visions towards the development of an inclusive art history.","['Global art', 'Contemporary art', 'Exhibition practices', 'Institutional critique', 'World Art Studies', 'Iran', 'Framer Framed']"
