title,author,supervisors,date,faculty,program,type,language,abstract,keywords
Turkey & Poverty: An Islamic Solution? Exploring the Possibilities and Implications,"Teijlingen, Noah Miguel van",['H.H.M. Taha'],2021,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,"In a speech about Islamic Economics, the Turkish President Recep Tayyip Erdoğan has exclaimed his intentions to turn Istanbul into the centre of Islamic economics in order to tackle injustice and poverty. This article examines poverty in Turkey and the opportunities and limitations of the implementation of an Islamic economic system. It is based on academic literature written on a variety of topics, such as the zekat and microcredit, unemployment and neoliberalism. Based on this literature, the thesis discusses the potential affects of a transition from the current neoliberal system into an Islamic system. The thesis finds that Islamic economics offers possibilities for the alleviation of poverty, but that there are several obstructions as well as limitations. A form of Islamic economics, usually being divided in Islamic taxation (mainly zekat) and Islamic financing (banking), if applied correctly, could contribute to the decreasing poverty and inequality, but issues such as corruption and the undeclared sector, as well as opposition from the Turkish Armed Forces, can form potential obstacles to the President’s alternative system. The thesis found that Islamic banking currently much more resembles a ‘guise’ of the conventional banking system, and raises the question as to which extent it is possible to speak of ‘Islamic Economics’. More research should be done on Islamic Economics as to what it means, what it consists of and how it could be implemented in a modern, globalized and interconnected world.",
Internet-based Art through the Lens of Mongolian Nomadic Condition,"Ayurzana, Gegee","['Fedorova, K.']",2021,Faculty of Humanities,Kunstgeschiedenis (BA),Bachelor thesis,en,,"['nomadic', 'art', 'internet-based art', 'bronze age', 'Mongolia', 'contemporary art']"
Using Silence to Amplify Protests: Flower Demo's and #MeToo in Japan,"Linden, Anne van der","['Giolai, A.']",2021,Faculty of Humanities,Japanstudies (BA),Bachelor thesis,en,,"['#MeToo', 'Japan', 'Flower Demo', 'Sexual Assault', 'Protests', 'Shiori Ito', 'Listening']"
Jewish Heritage in Central Asia: Material Culture and Architecture,"Kaye, Maira","['Paskaleva, E. E.']",2021,Faculty of Humanities,Middle Eastern Studies (research) (MA),Research master thesis,en,,
Revenge and Retribution: Global onryō,"Debard, Clara","['Crandol, M.E.']",2021,Faculty of Humanities,Japanstudies (BA),Bachelor thesis,en,,"['onryō', 'J-horror', 'The Haunting of Hill House', 'The Haunting of Bly Manor']"
Disputed reunification: The forgotten voices of the German Democratic Republic,"Pauc, Louis-Adrien",['M. Broad'],2021,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,
"Revolution, renaissance and rebranding: Temurid figures in Uzbekistani nation-building","Evans, Cameron",['Dr J.H.C Kern'],2021,Faculty of Humanities,Russian and Eurasian Studies (MA),Master thesis,en,"This thesis analyses the forms, content, networks and function of Uzbekistani representations of Temurid figures, namely Amir Temur and Alisher Navoiy, across the Soviet and post-Soviet (Karimovian and Mirziyoyevian) eras in order to assess the degree of change and continuity in these components across time and the reasons for said change and continuity. After an introduction, an explanation of the methodology and a literature review related to the state of affairs in Central Asian Studies, and English and Russian scholarship on Uzbekistani nation-building and Temurid figures, there are three chapters. Chapter 1 provides an overview of the early Soviet nation-building project in Uzbekistan (1920s-1940s) and the relationship of Alisher Navoiy and Amir Temur to this in the context of Soviet ethnogenesis and historiography. It also analyses the failed attempt at the rehabilitation of Temur in the 1960s due to said historiography and analysing the late Soviet context which laid the foundation for post-independence nation-building in which Temur and Navoiy have played an integral role. Chapter 2 examines the context of Uzbekistan’s newfound independence from 1991 onwards before taking a case study of the 1996 celebrations linked to Amir Temur’s 660th anniversary in 1996, analysing decrees, speeches, the use of public space, and a literary publication related to this anniversary and the relationship of a rehabilitated Amir Temur in particular to state legitimisation and nation-building in the Karimovian era. It finds that an Uzbekified and ""Universalised"" Temur was a key image in the domestic and international legitimisation of early post-Soviet rule. Chapter 3 turns to Shavkat Mirziyoyev’s presidency (2016-present), examining the context of this political and historical crossroads in post-independence Uzbekistan before turning to a case study of the 2021 celebrations of Alisher Navoiy’s 580th anniversary, looking at decrees and associated actions as well as an online forum from the British-Uzbek Society. It is argued that cultural diplomacy is seen as a way of domestically and internationally rebranding Uzbekistan in the post-Karimovian era, though the structure of the cultural diplomacy betrays deeper tendencies toward continuity.","['nation-building', 'amir timur', 'alisher navoi', 'amir temur', 'alisher navoiy', 'uzbekistan', 'state-building', 'karimov', 'mirziyoyev', 'soviet', 'post-soviet', 'cultural diplomacy', 'legitimisation', 'timurid', 'temurid']"
Seeing Politics Through Cinema: How Japan-Korea relations are reflected in Korean box-office rankings of Japanese popular movies,"Haar, Meike ter","['Jang, S.Y.']",2021,Faculty of Humanities,Koreanstudies (BA),Bachelor thesis,en,,
Conformity to Democratize: Electoral Reform in Post-Revolution Armenia,"Smits, Pelle Paulus","['Bader, M.']",2021,Faculty of Humanities,International Studies (BA),Bachelor thesis,en,,"['Armenia', 'democratization', 'electoral reform']"
Analysing contemporary acts of destruction against historic artistic artefacts in relation to Walter Benjamin’s theory of authenticity,"Curtis, Sophie",['S.P.M Bussels'],2021,Faculty of Humanities,Arts and Culture (MA),Master thesis,en,,
