title,author,supervisors,date,faculty,program,type,language,abstract,keywords
To what extent do integrationist versus state-centric regional responses to refugee issues promote the protection of refugees and responsibility-sharing in the respective regions?,"Hennepe, Sibel te","['Kinacioglu, M']",2023,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,"International refugee flows require an effective response to uphold refugee rights. Regional responses are becoming increasingly relevant in promoting refugee protection through immediate assistance, promoting responsibility-sharing, and the development of suitable frameworks and agreements within the region. In this research, the European Union and Latin America are compared through the lens of the English school. The European Union is highly integrated and the closest example of a solidarist society. Latin America has more characteristics of a pluralistic, state-centric, society regarding refugee protection. The findings suggest that the ideas behind the established refugee framework in the EU resemble solidarism. Nevertheless, controversies between the state undermine burden-sharing and responsibilities towards refugees. In Latin America, the pluralist society appears to be more successful in promoting refugee protection, with states voluntarily implementing improvements. Nonetheless, external actors like the UNCHR play a crucial role in the initiation of cooperation. Ultimately, despite variations in the level of integration and unity feeling within regions, regional responses to refugee flows play a crucial role in promoting refugee rights and enhancing their implementation.","['Refugee protection, pluralism, solidarism, regional response, EU, Latin America']"
"The Global South and the Normative Standing of Humanitarian Interventions and R2P: A comparative case study of India, China and Brazil","Bussetti, Alessandro","['Kinacioglu, M.']",2023,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
To what extent have international norms and legislation promoted policy change for the protection of human trafficking victims in Romania?,"Mirea, Andreea Cristina","['Kinacioglu, M.']",2023,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,"['human trafficking', 'international law', 'Europeanisation', 'Romania', 'norm diffusion']"
The power of defiance: Uniting communities against land grabbing in the Democratic Republic of Congo,"Bennett, Liz",['Rutger Hagen'],2023,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
The impact of regime type on FDI inflows. A close look on Southeast Asia and Central America,"Tancredi, Luca Omar","['Sampson, M.']",2023,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,en,,
Politiek in de microkosmos: burgerberaden democratisch gewogen: Waarom burgerberaden de democratie kunnen schaden,"Stift, Ruben","['Oversloot, J.']",2023,Faculty of Social & Behavioural Sciences,Politicologie (BSc),Bachelor thesis,nl,,"['Burgerberaden', 'Democratie', 'Mouffe']"
Leren in de klas: Adviesrapport & individueel discussiestuk,"Boxtel, Jilke van","['Schlatter, E.']",2023,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
"Scandal and Power: Discrimination, Narrative, Confession and Testimony of Transgender Women in Amazonian Peru","Sun, Xiangjun","['Moretti, I']",2023,Faculty of Social & Behavioural Sciences,Cultural Anthropology and Development Sociology (BSc),Bachelor thesis,en,,
Leren in de klas: Een adviesrapport over het toepassen van klassikale effectieve geheugenstrategieën binnen het Fundamenteel Leermodel van De Noordwijkse Methode.,"Gijben, Anouk","['Schlatter, E.']",2023,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,,
Leren in de klas: Een adviesrapport over het toepassen van klassikale effectieve geheugenstrategieën binnen het Fundamenteel Leermodel van De Noordwijkse Methode.,"Bos, Nienke van den","['Schlatter, E.']",2023,Faculty of Social & Behavioural Sciences,Pedagogische wetenschappen (BSc),Bachelor thesis,nl,"Het doel van dit onderzoek is om te inventariseren in hoeverre leerkrachten van groep 6, 7 en/of 8, die werken volgens De Noordwijkse Methode, effectieve geheugenstrategieën in de klas implementeren. Hiervoor is een literatuuronderzoek verricht naar klassikale effectieve geheugenstrategieën, waarbij een koppeling gemaakt is tussen de geheugenstrategieën en de stappen van het Fundamenteel Leermodel (FLM). Verder is een vragenlijst afgenomen om te bepalen in hoeverre leerkrachten gebruik maken van deze geheugenstrategieën. In de literatuur zijn zeven klassikale effectieve geheugenstrategieën gevonden: actief leren, begripvol leren, betekenisvol leren, herhalen en oefenen, multimediaal werken, kennis organiseren, en voorkennis ophalen. Uit de vragenlijst is gebleken dat de genoemde geheugenstrategieën voldoende worden toegepast, afgezien van multimediaal werken. Een advies aan opdrachtgevers is om inzichtelijk te maken op welke manier klassikale effectieve geheugenstrategieën toegepast kunnen worden binnen de stappen van het FLM, door bijvoorbeeld een poster of checklist te maken. Hierbij kan gebruik worden gemaakt van de tabel ‘Praktische suggesties voor toepassing van effectieve klassikale geheugenstrategieën binnen het Fundamenteel Leermodel’.",
