title,author,date,supervisor,faculty,abstract,keywords
"Waar is het vertrouwen in tijden van een wereldepidemie? Een kwalitatief onderzoek naar het vertrouwen in de aanpak van het coronabeleid van de overheid, het RIVM en de GGD onder Nederlanders tijdens de tweede coronagolf.","van Looij, N.",2021-06-19,"['Godfried Engbersen', 'Arjen Leerkes']",Erasmus School of Social and Behavioural Sciences,"In dit kwalitatieve onderzoek zijn de achterliggende redenen voor vertrouwen en verlies van vertrouwen in het overheidsbeleid tegen COVID-19 onderzocht. Hierbij zijn in totaal 1000 antwoorden van Amsterdamse Kiespanelleden geanalyseerd en gecodeerd. De bevindingen van de studie laten zien dat positieve en negatieve geluiden over het overheidsbeleid gaan over de kwaliteit van bestuur, de kwaliteit van uitvoering en de gevolgen voor de economie en het sociale leven. Verder is onderzocht of deze redenen van vertrouwen verschillen tussen sociale groepen. De verwachting was dat gevoelens van economische onzekerheid en niet gehoord voelen vooral voorkomen bij maatschappelijk kwetsbare groepen, ZZP’ers en jongeren. Positieve geluiden werden voornamelijk bij maatschappelijke sterke groepen verwacht. Uit de analyse is gebleken dat zowel kwetsbare als niet-kwetsbare groepen positief, maar vooral negatief zijn over het overheidsbeleid. Tegen de verwachtingen in zijn jongeren overwegend positief. Wel hebben zij het gevoel niet gehoord te worden over de sociale en mentale gevolgen van het beleid. Tot slot is in deze studie aangetoond dat binnen maatschappelijk sterke groepen grote verschillen bestaan in redenen voor verlies van vertrouwen.","['COVID-19', 'overheidsbeleid', '(institutioneel) vertrouwen', 'verlies van vertrouwen']"
White Apologies – Apologies for Racism as Expressions and Enactments of Whiteness in Finland,"Kanerva, O.",2021-06-19,"['Willem Schinkel', 'Bonnie French']",Erasmus School of Social and Behavioural Sciences,"In this thesis three apologies for racism, which have taken place in the Finnish cultural field between 2019 and 2021, are analysed from a critical whiteness perspective. Apologies for racism and the following media discourse are seen as meaningful sources to analyse how whiteness is expressed and enacted in Finland. The data is collected from public Finnish media sources, and is analysed through critical discourse analysis. Whiteness is seen as a global power structure that normalises and privileges white people, while marginalizing and excluding non-white people. This thesis argues that whiteness in Finnish apologies for racism, is expressed and enacted through for an example, white melancholia, white innocence, white entitlement and white supremacy. When discussing racism in the Finnish cultural field, white supremacy is enacted by displacing the conversation, through discourse on intentionality, freedom of artistic expression and racism as a lower-class phenomenon.","['apologies', 'critical discourse analysis', 'racism', 'whiteness']"
Where do I belong? Sense of belonging in LGBTQ+ second-generation youths.,"Jesus, S. de",2021-06-19,"['Samira van Bohemen', 'Maja Hertoghs']",Erasmus School of Social and Behavioural Sciences,"While many migration literatures have considered how race and sexual identity comes into play in sense of belonging, little studies have explored how LGBTQ+ second-generation immigrants experience belonging. Second-generation immigrants from the Netherlands were specifically selected as the country self-identifies as free thinkers when it comes to LGBTQ+ freedoms. This in turn can contrast with many migrant minority’s values and ideologies which are often anti-LGBTQ+ sovereignties, causing tensions in belonging amongst these youths. This paper then aims to investigate how identifying as LGBTQ+ may affect belonging. In order to do this, a qualitative semi-structured interview was conducted with seven participants. The interviews were analysed through qualitative thematic analysis in an attempt to provide a comprehensive representation of how these youths experience and navigate their various attachments. After analyses of the interviews, the results revealed that belonging is multi-faceted and varies per individual. It appeared that everyone experienced multiple belongings as they identified with their Dutch, country of origin and sexual identity. As a result of these multiple belongings, these youths also experienced tensions in belonging. This was particularly the case for those who come from conservative family backgrounds because their sexual identity is not deemed acceptable in their religious family homes. These youths therefore navigate their various identities by means of engaging in transnational practices and other coping strategies, such as, social media, communities and music. A conclusion was therefore drawn from the findings that belonging and identity in LGBTQ+ second-generation youths is a complex and fluid sentiment, established and negotiated through communication and different contexts.","['sense of belonging', 'LGBTQ+', 'second-generation immigrants', 'Dutch society', 'country of origin']"
Nationaal beleid en werk-privé balans in Europa,"de Vos, L.",2021-06-18,"['Ferry Koster', 'Peter Mascini']",Erasmus School of Social and Behavioural Sciences,"Deze studie onderzocht het verband tussen nationaal beleid en verschillen in werk-privé balans (WPB) in 22 Europese landen. Nationale beleidskenmerken werden geselecteerd op basis van de resource drain theory (RDT). Deze gaat ervan uit dat mensen over beperkte hulpbronnen beschikken (waaronder tijd, geld en energie) en dat middelen besteed in het ene levensdomein (bijv. werk), niet kunnen worden besteed in een ander domein (bijv. gezin). Wanneer deze bronnen uitgeput raken, kan er een verstoorde WPB ontstaan. Het onderzoek is een aanvulling op de bestaande literatuur, vanwege het grote aantal landen dat is vergeleken en aangezien het privédomein zeer breed is opgevat. Bestaande literatuur focuste zich grotendeels slechts op de werk-familie balans. Op basis van de RDT werden de volgende beleidskenmerken geselecteerd: het maximale aantal toegestane werkuren, het minimale aantal verplichte vakantiedagen en de hoogte van sociale- en gezinsuitgaven. Er werd een negatief verband tussen het maximale aantal toegestane werkuren en de WPB verwacht en een positief verband tussen de overige beleidskenmerken en de WPB. Er is gebruik gemaakt van data van het European Working Conditions Survey 2015. Het onderzoek liet geen verband zien tussen de nationale beleidskenmerken en de WPB. Er was slechts zeer weinig variantie op landniveau (ICC < .025). Wel werden er een aantal individuele kenmerken geïdentificeerd die van belang zijn voor het verklaren van de WPB: onder andere vrouwen en ouders hebben meer kans op een verstoorde WPB.","['Europa', 'Nationaal beleid', 'Resource Drain Theory', 'Werk-privé balans']"
At the Heart of Smart; On sociotechnical imaginaries about smart cities and the ways in which these shape data practices and knowledge production in Rotterdam Knowledge Labs,"van Eck, L.",2021-06-18,"['Maja Hertoghs', 'Samira van Bohemen']",Erasmus School of Social and Behavioural Sciences,"Lampposts that serve as CCTV devices, infra-red sensors measuring the current occupancy level of public spaces, hybrid offices; digitization and implementation of smart city technology are on the rise, with covid-19 giving an impulse to both. The dominant discourse about these developments is usually tech-driven, aimed at efficiency and improving the lives of the urban citizen. However, critical accounts of the smart city originating in feminist standpoint theory and feminist Science and Technology Studies highlight the potential harms and dangers when it comes to urban life, whether that be the construction of a new urban morality or a surveillance-city. To bring these meta discourses closer to practice, this thesis is aimed at reconstructing the sociotechnical imaginaries about smart city and smart citizens held by those involved in producing knowledge thereof on a daily basis. By means of an ethnography amongst data practitioners in Rotterdam Knowledge Labs, this thesis shows that with a topic as pressing as smart cities, it is crucial not to forget about the personal and sociocultural elements in an otherwise technocratic discussion. (Re)constructing sociotechnical imaginaries is a helpful tool to understand the political and material aspects of a public issue.","['Sociotechnical imaginaries', 'Smart city', 'Digitization', 'Knowledge production', 'STS']"
The Art of Censorship: The censoring of jazz in the Netherlands during the Second World War,Abel Snel,2021-06-18,['dr. Jeroen Euwe'],"Erasmus School of History, Culture and Communication","If there is one thing that never seems to leave the world, it is censorship. For centuries, both
formal and informal forms of censorship have been applied to all forms of art and other
expressions. For instance, lists of prohibited and approved music have been established by the
catholic church (more specifically, the Society of Jesus, or Jesuits) in Europe in the sixteenth
century. Desiderius Erasmus, whom the Erasmus University Rotterdam was named after,
railed against the “obscene love songs” fit only for the dances of “harlots and minstrels” that
had made their way into the House of God.2 Since 1900, governments are able to monitor people
more closely than ever before due to improved technology. An example of such close
monitorization can be seen under the regime of the German Reich, from 1933 to 1943, and the
Greater German Reich, from 1943 to 1945. In these years, the popular music genre of jazz was
censored and branded as “Entartete Musik”, under the umbrella term of “Entartete Kunst”.","['global history', 'international relations']"
BEYOND THE HUMAN: UNSTABLE MEDIA ART CONSTRUCTING NEW SOCIAL REALITIES,Katažyna Jankovska,2021-06-18,['Emily Hansell Clark'],"Erasmus School of History, Culture and Communication","In times of current social and ecological crises, there is a need for urgent action. Many argue that the major cause of climate change is that our dominant paradigms are deeply rooted in traditional Western human-centred ideology and anthropocentric attitudes towards nature. The need to envision a completely new ontology, which redefines toxic human-nonhuman relationship, places artists in a unique position. Although the role of arts in (re)shaping social realities is recognized, it often remains unclear how exactly it is done. Drawing widely on posthuman theory, this study argues for the potential of art to social change, illustrating specific ways through which art engages with the critique of anthropocentrism and creates new social imagination, which includes both human and nonhuman perspectives and realities.
This research is situated in the frames of so-called “new sociology of arts”. Focusing specifically on the works of art, this study looks for their relation to broader sociocultural contexts of the ongoing posthuman turn. Drawing on “Manifesto for the Unstable Media” (1987) published by V2_ Lab for Unstable Media, this research analyses the selection of artistic projects that fall under the category of “Unstable Media”. The unique characteristics of unstable media art, in particular its technological nature, participatory and interactive aspects, and instability are seen as an intrinsic factor to social change.
Through utilizing a qualitative content analysis method, this research analyses the selection of artworks from the digital V2_Archive. The findings identified three major categories that form the basis of this study and are presented through the more extensive analysis of twenty three the most illustrative examples of artworks. Results of the analysis show that unstable media art is particularly effective in taking a more inclusive approach and recognizing the realities of nonhuman biological agents, positioning the human among the myriad of conscious and sentient nonhuman forms of life. Another inference drawn from this study is that unstable media art becomes a platform to rethink human relationship with technological others. Finally, unstable media art takes a non-anthropocentric view on the environment, constructing an environmentally aware society, suggesting sustainable solutions and imagining non-hierarchical interspecies relations.","['New Sociology of Arts', 'Unstable Media Art', 'Ecological Crisis', 'Posthumanism', 'Nonhuman Others']"
Public art: Attracting tourists or challenging one's perception? A qualitative research on the value of top-down and bottom-up realized art in the public space,Isa Leijdekkers,2021-06-18,['Hanka Otte'],"Erasmus School of History, Culture and Communication","Artworks in the public space exist in many different forms and are commissioned or initiated for various purposes. They may be commissioned by municipalities to, for example, put the city on the map worldwide and attract tourists or to promote social cohesion, often existing within the regulations of the public space and the imposed governmental frameworks, characterized by a top-down approach and a hierarchical organization structure. Public artworks can also arise from a local problem or situation, outside of the regulations and rules imposed by authorities with a more horizontal organization structure, which can be considered as realized bottom-up. Within such projects, there is often more room for a more autonomous or critical attitude of the artist, and it offers the opportunity to articulate civil concerns and question existing policy and power structures that exist in the public space. In this thesis, a qualitative research on the value of top-down and bottom-up realized art in the public space is conducted, based on a multiple-case study of the top-down realized artwork Ling Zhi Helicopters and the bottom-up project Zandpoort, providing an answer to the following research question: To what extent and how is a top-down realized work of public art valued differently from a bottom-up realized work of public art? The analysis of the two selected public works of art consists of three different parts, including the initial goals of the work and the motivation for its realization, the goals and intentions of the artist, and the way the artwork is experienced and valued by individual residents, examining what predetermined extrinsic and intrinsic values of art are reflected in each of the stages. For the data collection of the first two parts, a multimethod research approach is employed, including semi-structured interviews with stakeholders and document analysis. To find out how residents experience and value Zandpoort and the Ling Zhi Helicopters, nine respondents for each artwork were interviewed. As this research shows, there seems to be little to no room for sustainable art in the public space with a pure bottom-up approach that evokes discussion and debate in the Netherlands, leading to the selection of a semi bottom-up project. Both artists have implemented the assignment as expected of them and adapted their designs to the imposed goals and rules. In the valuation of both artworks, mainly extrinsic values were reflected, but also various intrinsic values were expressed. Only Zandpoort seemed to be able to change the perception of the audience, as one of the important intrinsic values of public art, however, this did not happen from a critical attitude of the artist in which the local situation or policy was questioned, but in a way that it suited the municipality.","['Public space', 'Public art', 'Top-down and bottom-up', 'Intrinsic and extrinsic values', 'Ling Zhi Helicopters', 'Zandpoort']"
The Political Infographic on Instagram: A Comparative Study of Left and Right Aesthetics in the United States,Julia Pompilius,2021-06-18,['Julia Peters'],"Erasmus School of History, Culture and Communication","Amidst the rise and fall of former US President Donald Trump and the strong cultural and political backlash that ensued, a new form of political messaging flourished in the digital landscape of the social-networking application Instagram: the infographic. The infographic, a blended textual-visual format which presents concise bits of information, emerged with the birth of the modern-day newspaper. Today, however, during a period of high political polarization in the US, the political infographic has flourished on Instagram. In our digital age, the infographic is well-suited to the needs of an image-hungry, fast-moving public. They are widely created and shared by Instagram users and, in the event of a political scandal, they proliferate overnight. In text, the infographic offers information in the form of facts and figures, quotations from public figures, or simply moralistic statements. An infographic is nothing, however, without its visual dimension. It can therefore be considered as an aesthetic medium, one which pairs text and image in order to quickly and sensationally convey a political message. In the context of US politics, Instagram infographics typically fall into one of two broad groups: the left and the right. This research determines if and to what extent Instagram infographics from each group differ in aesthetics. Moreover, this study explores what this says about the aesthetic preferences of each group. Using qualitative visual content analysis, this research analyzed 100 infographics from the political left and right respectively for a total of 200 infographics. It found that the two political camps differ in three broad ways: in their color schemes, their usage of photographed persons, and in their use of the multi-slide feature, a function which allows several images to be posted as part of one infographic. While the left uses largely light color palettes, black & white photographs of people, and makes heavy use of the multi-slide feature, the right generally uses dark color palettes, colored portraits of people, and mostly uses the single-slide format. Further, analysis produced twenty aesthetic categories into which the aesthetic categories can be grouped. While the left was found to favor categories Light & Bright, Minimalist, and New Age, the right showed a preference for categories Straightforward & Personal, Patriotic, and Enemy. The preferences of each group not only reveal the proclivities and values of each, but also offer useful knowledge for successful visual campaigning techniques going forward.","['Instagram infographic', 'aesthetics', 'visual culture', 'US politics', 'taste distinctions']"
"DISCOURSES ON CONTEMPORARY AFRICAN ART. AN EXPLORATION OF DISCOURSES ON CONTEMPORARY ART CREATED BY ARTISTS
FROM THE AFRICAN CONTINENT IN DUTCH MUSEUM PUBLICATIONS OF THE PAST TEN
YEARS",Heleen Dijkhuizen,2021-06-18,['dr. E. Clark'],"Erasmus School of History, Culture and Communication","This thesis explores the discourses surrounding contemporary art created by artists from the African continent. As we now live in a society in which on the one hand there is still an institutional legacy of colonialism, while on the other hand there are active processes of decolonisation. In these public debates, museums have power over the dominant discourse in society and are thus not neutral institutions. This research answers the question of which themes emerge in ethnographic and art museum discourses about contemporary art created by artists from the African continent as found in Dutch museum publications of the last ten years, and what this might indicate regarding changing meanings and interpretations of this art in Dutch society. Critical Discourse Analysis was used to analyse museum publications of the past ten years to uncover power dynamics and structural inequalities in the language that is used to describe, frame and perceive African art. In order to gain a second layer of understanding, five conversations were held with (ex) museum practitioners and scholars with expertise on the topic.
The main findings of the thesis are threefold. Firstly, the importance of which perspective is used when talking about the topic at hand, what is erased from the narrative or described in unclear language, and who has been given the power to speak about what. Secondly, the presence of lingering problematic language such as generalisations about Africa, Othering discourses and the casual use of dichotomies. Thirdly, the use of reflective language and discourse on decolonisation by museums. Museums have taken some 
important steps in the past ten years, as Othering discourses and other instances of problematic language were rarely found in the data. Decolonisation is concerned with researching the foundations of the production of knowledge and questioning and rejecting colonial histories and discourses. This is an active process that needs constant attention. The findings suggest that these changes are happening, but that decolonisation is far from complete. Although language plays a crucial role in this, as it can be a tool for inclusion and exclusion, the foundations of how Dutch museums think about contemporary African art have to be changed for structural
power inequalities to be dismantled.","['Contemporary African art', 'Critical Discourse Analysis', 'museums', 'Othering', 'decolonisation']"
