title,author,date,supervisor,faculty,abstract,keywords
‘Van onze correspondent’. Een onderzoek naar de Nederlandse buitenlandcorrespondent,"Verduijn, S.",2005-08-31,,"Erasmus School of History, Culture and Communication",Master Thesis Opleiding Media en Journalistiek,"['buitenlandcorrespondent', 'gatekeeping', 'journalistiek', 'nieuwsselectie', 'buitenlands nieuws', 'correspondent']"
Kleurrijke beelden. Fotoberichtgeving over de multiculturele samenleving in HP/De Tijd en Vrij Nederland,"Theeuwes, Q.",2005-08-31,['Zweers L.'],"Erasmus School of History, Culture and Communication",Wat zijn de verschillen en overeenkomsten in de fotoberichtgeving van HP/De Tijd en Vrij Nederland in het laatste half jaar van 1994 en 2004 over de multiculturele samenleving en welke verandering is waar te nemen in onderwerpskeuze waarbij deze foto’s zijn geplaatst? De bovengenoemde vragen worden aan de hand van zowel een kwantitatief als een kwalitatief onderzoek van HP/De Tijd en Vrij Nederland beantwoord.,"['fotojournalistiek', 'multiculturaliteit', 'berichtgeving', 'Nederland', 'beeldvorming', 'allochtonen', 'stereotypering']"
‘NOS Headlines’: erop of eronder,"Montanus, F.
     and 
    
  


Wensink, M.",2005-08-31,,"Erasmus School of History, Culture and Communication","Nieuws en jongeren lijkt een lastige combinatie, want jongeren kijken nauwelijks naar traditionele nieuws- en informatieprogramma’s op de publieke netten. Om toch jongeren aan zich te binden en om ‘leegloop’ bij de publieke omroep te voorkomen, heeft de NOS een proefaflevering van ‘NOS Headlines’ ontwikkeld; een nieuwsprogramma speciaal voor jongeren. 
Dit onderzoek gaat in op de interesse van jongeren in een dergelijk programma en bekijkt de mogelijkheden- en onmogelijkheden voor realisatie ervan.
516 vmbo-, havo-, en vwo-leerlingen is gevraagd de proefaflevering te beoordelen. De uitkomsten hiervan laten zien dat er een toekomst is voor ‘NOS Headlines’.","['NOS', 'NOS headlines', 'jongerennieuws', ""nieuwsprogramma's"", 'jongeren', 'piloot project', 'proefaflevering', 'televisie']"
Blik op de terugblik. Het onderzoek naar het selectieproces van drie jaarboeken van 2004,"Bruin, E. de",2005-08-31,['Roholl Drs. M.'],"Erasmus School of History, Culture and Communication","Een jaarboek is een apart journalistiek product. Het is geen nieuws, maar een terugblik op het nieuws. Jaarboeken leggen het nieuws van het afgelopen jaar vast. Daarmee verschilt uiteraard de werkwijze met die van ‘samenstellers’ van het dagelijks nieuws. Er is dus geen sprake meer van nieuws. Bovendien zijn jaarboeken een terugblik op het afgelopen jaar. Nieuwsgebeurtenissen kunnen daardoor in een bredere context worden geplaatst. De samensteller van een jaarboek heeft dan ook andere keuzemogelijkheden. Sommige kwesties zullen afgerond zijn, andere processen lopen nog door. Centraal in dit onderzoek staat de volgende vraagstelling: Hoe komt de samenstelling van een jaarboek tot stand en wat zijn de verschillen en overeenkomsten in de onderwerpkeuze en de wijze waarop de gebeurtenissen (in beeld en tekst) gepresenteerd worden tussen drie jaarboeken van 2004? Hoe zijn deze overeenkomsten en verschillen te verklaren?","['nieuws', 'jaarboek', 'journalistiek', 'jaaroverzicht', '2004', 'nieuwsselectie']"
Vertrouwen in het op overeenstemming gericht overleg: een goed contact of een goed contract? een onderzoek naar het functioneren van het op overeenstemming gericht overleg vanuit institutioneel perspectief,"Visser, A.R.",2005-06-21,,Erasmus School of Social and Behavioural Sciences,,"['Overeenstemming Gericht Overleg', 'institutioneel perspectief']"
School omgeving sociale competenties : it takes a whole village to raise a child,"Hieralal, R.",2005-06-02,,Erasmus School of Social and Behavioural Sciences,,"['intergenerationele projecten', 'intergenerationeel beleid', 'brede school', 'netwerken in het onderwijs', 'samenwerkingsverbanden in het onderwijs', 'buitenschoolse activiteiten', 'lokaal sociaalbeleid', 'sociale cohesie']"
Control in gemeenten: ontlasten of stimuleren? Een onderzoek naar het functioneren en de ontwikkeling van de controlfunctie inde gemeente Losser vanuit een managementcontrolperspectief,"Boerrigter, H.",2005-05-31,,Erasmus School of Social and Behavioural Sciences,,"['controlfunctie', 'gemeenten', 'gemeente Losser', 'managementcontrolperspectief']"
"Onderwijsachterstandenbeleid: toen, nu en straks. Een onderzoek in de gemeente Schiedam","Korkmaz, D.",2005-05-31,,Erasmus School of Social and Behavioural Sciences,,"['onderwijs', 'achterstanden', 'onderwijsachterstandenbeleid', 'beleid', 'regie', 'netwerkbenadering']"
Publiek leiderschap en de burgemeester : een vergelijkende analyse naar de valkuilen en uitdagingen van de Engelse en Nederlandse burgemeester,"Verheul, W.",2005-05-25,,Erasmus School of Social and Behavioural Sciences,,"['Leiderschap', 'Burgemeester', 'Landenvergelijking', 'lokaal bestuur', 'media', 'verantwoording']"
De baas de baas? : over de kaderstellende rol van de gemeenteraad,"Bolten, S.",2005-05-25,,Erasmus School of Social and Behavioural Sciences,,"['Gemeenteraad', 'Dualisme']"
