title,author,date,supervisor,faculty,abstract,keywords
Student of patiënt?,"Groothuis, E.",2020-06-19,"['Samira van Bohemen', 'Renske Keizer']",Erasmus School of Social and Behavioural Sciences,"Met oog op het hedendaagse zorgtekort is het belangrijk om de mentale veerkracht van toekomstige artsen te koesteren. Toch kampen geneeskundestudenten vaak met burn-outklachten. Deze masterscriptie richt zich op het verduidelijken van burn-outklachten als lived experience door de belevingswereld van de studenten zelf centraal te stellen. Dit is gedaan met 12 diepte-interviews met coassistenten en bachelorstudenten. Omwille van praktische en theoretische overwegingen beperkt het onderzoek zich tot de Rotterdamse geneeskundeopleiding. Uit het onderzoek is gebleken dat de belevingswereld van de studenten sterk samenhangt met de neoliberale cultuur waarin de geneeskundeopleiding is ingebed. Deze cultuur gaat gepaard met een hevige competitiesfeer die voortvloeit uit de norm van zelfregulatie en het streven naar perfectie. De bevindingen tonen aan dat de geneeskundeopleiding verschillende elementen bevat die de neoliberale cultuur versterken. De voornaamste voorbeelden hiervan zijn de vele selectieprocedures, individuele werkwijzen en onrealistische academische doelstellingen. De studie biedt dus verduidelijking van de betekenis die de geneeskundestudenten zelf aan de burn-outproblematiek geven. Dit is de eerste stap naar een passende oplossing; de eerste stap van patiënt naar student.","['Burn-outklachten', 'geneeskundestudenten', 'geneeskundeopleiding', 'lived experience', 'neoliberalisme']"
De ondersteuning van lijnmanagers bij de ontwikkeling van medewerkers,Lotta Mazer,2020-06-16,"['Dr. N. Cannaerts', 'Dr. B. Vermeeren']",Erasmus School of Social and Behavioural Sciences,"De afgelopen decennia hebben lijnmanagers in de publieke sector steeds meer
verantwoordelijkheden gekregen op het gebied van personeelsontwikkeling, waarbij van hen wordt
verwacht dat zij de ontwikkeling van hun medewerkers ondersteunen. Ondanks het belang van de
ondersteunende rol van lijnmanagers blijkt dat zij deze rol lang niet altijd op zich nemen. Om meer
inzicht te verkrijgen in de factoren die bepalend zijn voor de ondersteuning die lijnmanagers bieden
bij de ontwikkeling van medewerkers is op basis van het AMO model de volgende onderzoeksvraag
opgesteld.
Welke factoren verklaren de competenties, de motivatie en de gelegenheid waarover lijnmanagers in
de publieke sector beschikken om medewerkers te ondersteunen bij hun ontwikkeling?
Om de onderzoeksvraag te beantwoorden, is aan de hand van semigestructureerde interviews data
verzameld onder 18 lijnmanagers werkzaam bij de kerndepartementen van drie ministeries. De
theoretisch veronderstelde relaties konden deels worden bevestigd en daarnaast worden aangevuld
met een aantal nieuwe inzichten. Uit de data is naar voren gekomen dat de competenties van
lijnmanagers om medewerkers bij hun ontwikkeling te ondersteunen worden bepaald door de
ervaring die zij hebben op het gebied van personeelsontwikkeling, de training die zij op dit vlak
krijgen en het voorbeeld dat zij hierin krijgen van andere lijnmanagers. Daarnaast is een viertal
factoren bepalend gebleken voor de motivatie waarover lijnmanagers beschikken om hun taken op
het gebied van personeelsontwikkeling uit te voeren, namelijk de waardering van medewerkers, de
organisatienormen, de gepercipieerde betekenisvolheid van de ondersteuning en de persoonlijke
normen en waarden van de lijnmanager, waarbij de relatie tussen de gepercipieerde
betekenisvolheid van de ondersteuning en de motivatie van lijnmanagers wordt beïnvloed door de
houding van medewerkers aangaande hun eigen ontwikkeling. Tot slot is gebleken dat de druk op het
behalen van resultaten op de korte termijn, de steun van de HRM functie, het HRM beleid en de
spanwijdte bepalend zijn voor de gelegenheid die lijnmanagers ervaren. Hierbij is voornamelijk
opvallend dat de motivatie en de gelegenheid van lijnmanagers om hun medewerkers bij hun
ontwikkeling te ondersteunen elkaar onderling beïnvloeden. Dit vormt een belangrijk nieuw inzicht
ten behoeve van de huidige AMO literatuur, waarin de precieze richting van de causale onderlinge
verbanden tussen competenties, motivatie en gelegenheid nog weinig onderbouwd zijn.
V
Op basis van de resultaten van het onderzoek zijn een aantal aanbevelingen geformuleerd om het
ministerie van BZK handvatten bieden om de ondersteunende rol van lijnmanagers bij de
Rijksoverheid te verbeteren.
1. Zet organisatiebreed intervisiegroepen op waarin lijnmanagers elkaar kunnen helpen om hun
ondersteunende rol bij de ontwikkeling van medewerkers te verbeteren.
2. Maak lijnmanagers bewust van de formele verwachtingen aangaande hun rol bij de
ontwikkeling van medewerkers.
3. Creëer organisatiebreed een grotere focus op langetermijndoelen.",
We don't want to miss the boat,Brechtje Brantjes,2020-06-16,"['Prof.dr. J. Koppenjan', 'Dr. H. Geerlings']",Erasmus School of Social and Behavioural Sciences,,
Waarom migreren na het afstuderen?,"van der Avoort, T.",2020-06-16,"['Jack Burgers', 'Sjaak Braster']",Erasmus School of Social and Behavioural Sciences,"In dit onderzoek is gekeken naar de migratieredenen van hogeropgeleiden na hun afstuderen en of deze tussen de afgelopen drie generaties verschillen. De theoretische verkenning heeft een driedeling van migratieredenen naar voren gebracht die gebruikt zijn als basis voor de deelvragen. De deelvragen zijn de basis geweest voor de interviews. Er zijn 27 hogeropgeleiden geïnterviewd die na hun afstuderen in de periferie, verhuisd zijn naar de Randstad. De belangrijkste uitkomst van dit onderzoek is tweeledig; (1) de pullfactor van de lucratieve arbeidsmarkt in de Randstad blijkt genuanceerder te zijn dan dat de theorie doet voorschrijven. (2) Ook pushfactors van de periferie blijken reden te zijn om te migreren, met in het bijzonder de culturele intolerantie van de periferie. Daarbij blijken deze resultaten op enkele punten te verschillen voor de drie onderzochte generaties. Deze verschillen bieden kansen voor krimpgemeentes om toekomstige generaties minder snel te laten immigreren. De lucratieve arbeidsmarkt wordt niet als migratiereden opgevoerd door de hogeropgeleiden wanneer het alleen financiële voordelen betreft; het is echter de meer spannendere en uitdagendere arbeidsmarkt die de hogeropgeleiden naar de stad trekt. De arbeidsmarkt in de periferie werd door alle generaties als minder attractief ervaren. De uiterst opmerkelijke hoge mate van ervaren culturele intolerantie van de periferie tijdens de studententijd van de hogeropgeleiden speelde een grote rol om te vertrekken. Deze culturele intolerantie was bij de oudste en middelste generatie de pushfactor om niet in de periferie te blijven. De jongste generatie ervaarde dit minder en zag dit niet als reden om te vertrekken. Daarbij werd de aanwezigheid van (culturele) voorzieningen in de Randstad door de oudste en middelste generatie op prijs gesteld wanneer deze op korte afstand aanwezig waren. De jongste generatie stemde zich tevreden met (culturele) voorzieningen op reisafstand.","['afstuderen', 'generaties', 'hogeropgeleiden', 'migratie', 'mobilisatie']"
"“...And She Looked Nothing Like Her Profile”:
Understanding the Navigation of Awkwardness Within
Online Dating","Indjeian Diaz, Maria",2020-06-16,['Berkers P.'],"Erasmus School of History, Culture and Communication","This study explores awkwardness within an online dating context. Despite the pervasiveness of
awkwardness in everyday life, scholar attention on the topic has remained limited. While attempting to
expand to the academic research of awkwardness, the analysis of awkwardness within online dating
spotlights its interactivity with offline and online settings. It is concerned with highlighting the underlying
difficulties of building and establishing new relationships through an untraditional dating dynamic.
Therefore, the navigation of awkwardness in online dating is addressed by investigating its
conceptualisation, how it is dealt with among individuals. This study consists of a qualitative textual
analysis of 15 semi-structured interviews. The results showed a strong presence of awkwardness
throughout the stages of online dating. Participants were clearly driven by the desire to both conceal,
and overcome an awkward situations for the sake of interaction as well as for the protection of the self.
Differently to accounts of awkwardness as being a social experience, evidence inner-directed
awkwardness showed how awkwardness was able to manifest itself through social interaction, or without
it. With the collection of awkward online dating experiences, a typology of awkward social interactions
from the connection of social mechanisms such as inauthenticity, uncertainty, blurring of gender roles,
mismatches and rejection is suggested to also prevail in a wide range of social contexts.","['sociology of culture', 'sociology of media', 'sociology of the arts', 'awkwardness', 'online dating', 'online communication', 'interaction', 'typology']"
"#MeToo in de Media
Een onderzoek naar de berichtgeving in Nederlandse media over #MeToo","Wijma, Nica",2020-06-15,['Ruigrok N.'],"Erasmus School of History, Culture and Communication","In oktober 2017 publiceerde The New York Times een dossier over het vermeende wangedrag van
Harvey Weinstein. Alyssa Milano reageerde daarop met de hashtag MeToo via Twitter en zo
ontstond een globale beweging tegen seksueel misbruik. Hoewel Tarana Burke de beweging in
2006 al opzette, zorgde de tweet van Milano voor internationale aandacht. Het duurde niet lang
voordat ook in Nederland aandacht kwam voor #MeToo. Het bekendste verhaal is mogelijk dat
van Jelle Brandt Corstius. Opmerkelijk is dat op het moment dat mondiale en landelijke
traditionele kranten publiceerden over #MeToo, er door de maatschappij ook meer aandacht
besteed werd aan de beweging.
Daarom wordt in dit onderzoek geanalyseerd in hoeverre populaire en kwaliteitskranten
in Nederland verschillen in hun berichtgeving rondom #MeToo. Door te onderzoeken welke
nieuwswaarden de berichtgeving vertoont en op welke manier de berichtgeving geframed wordt,
krijgen we inzicht in de nieuwswaardigheid van de beweging en de diverse frames die de media
hebben toegepast. Aan de hand van een automatische en handmatige inhoudsanalyse zijn de
verschillen tussen populaire en kwaliteitskranten in kaart gebracht. Op het gebied van
nieuwswaarden zijn er weinig verschillen te herkennen tussen de type kranten. Alleen op het
gebied van de harde nieuwswaarde elite is er sprake van een significant verschil waarbij in
kwaliteitskranten deze nieuwswaarde vaker te herkennen valt. Verder geven beide soorten
kranten een voorkeur aan zachte nieuwswaarden. Daarentegen is er wel sprake van verschil op
het gebied van framing. Kwaliteitskranten framen de berichtgeving vaker thematisch dan
populaire kranten en kijken vaker naar #MeToo vanuit het conflict frame. Populaire kranten
geven in tegenstelling tot kwaliteitskranten de voorkeur aan het human interest frame waardoor
de nadruk meer op de persoonlijke kant van de beweging komt te liggen.
Tot slot, de berichtgeving in de Nederlandse dagbladen suggereert aan de ene kant dat er
meer ruimte is voor het debat rondom seksueel misbruik. Aan de andere kant is in beide type
kranten weinig aandacht voor het responsibility frame waardoor er niet op maatschappelijk
niveau gekeken wordt wie verantwoordelijk is en hoe dit probleem verder aangepakt kan worden.
Tevens doet de voorkeur voor opiniestukken in beide type kranten de vraag oproepen of op deze
manier niet alleen de stem van de elite gehoord wordt in plaats van de diversiteit aan meningen
binnen de samenleving.","['media', 'journalistiek', '#MeToo', 'Framing', 'Nieuwswaarden', 'Media', 'Kwantitatieve Inhoudsanalyse']"
"BREWING
CONNECTIONS - 
Understanding Place Attachment
in Brewery Tourism","Hayes, M",2020-06-12,['Martini A.'],"Erasmus School of History, Culture and Communication","In an increasingly globalizing world, cities, regions and brands are recognizing the
importance of creating a unique identity to sustain their relevance and escape
homogenization. Many humans are also feeling threats of losing their ability to define and
express their self-identities and often look towards travel as a way of (re)discovering the
essence of their true selves (Wang, 1999). Often these travelers are seeking authentic
interaction (MacCannell, 1976), a place for self-expression (Wang, 1999), and, at times, the
ability to positively impact their host community (Schnell, 2013). Since drinking spaces
have often been seen as a frame of reference for the set of practices that constitutes a beer
culture-rituals, traditions, social interactions, specific aesthetics, and a sense of community
and are vehicles to express shared values, meanings and interests (Gammelgaard &
Dörrenbächer, 2013), it is possible that visitors to a brewery experience can achieve their
travel goals. This thesis researches the question, How can visiting a brewery experience
affect a visitor’s formation of place attachment to the location? And the sub-question How
can perceived authenticity increase this feeling of place attachment?
Theoretical background research on place attachment, authenticity, neolocalism,
sociality and sharing, heritage and storytelling, and how breweries shape their
communities compared relevant investigations to create a framework for my study.
Qualitative research including interviews and participant observations discovered themes
including: (1) breweries ability to create atmospheres that feel authentic, (2) the ability for
visitors to express their self-identity through breweries, connecting them to place identity,
(3) breweries’ common practices of creating personalized, interactive environments that
create a level of involvement in visitors, (4) the unique experience provided by breweries,
often aiding the search for neolocalism, (5) the ability to share experiences and have social
interactions that feel authentic, (6) the connection between breweries and local businesses,
local community and local environment, (7) breweries’ dedication to their original location
and other ways they display their heritage and culture, and (8) the perceived quality and
visitor satisfaction achieved during brewery experiences. These themes analyzed against
the theoretical background found a combination unique to breweries that are able to create
place identity and place dependence, the two components of place attachment (Kyle, Graefe
& Manning, 2005), as well as perceived authenticity which further constructs place
attachment (Wang, 1999). Furthermore, the successful formation of place attachment at
breweries can also lead to the success of the community since most, including each
brewery that was studied, participate in economically and environmentally sustainable
practices.","['culture', 'tourism', 'Place Attachment', 'Authenticity', 'Neolocalism', 'Place-Based Brands', 'Brewery Tourism']"
"A route to roots:
The negotiation of identity, sense of home and
belonging throughout second-generation Iranian
immigrants’ homecoming trips and ethnic returns","Ajami, P",2020-06-12,['Es N. van'],"Erasmus School of History, Culture and Communication","The purpose of this study is to understand the narratives of identity, home, and sense of
belonging of second-generation Iranian immigrants. Despite the current economic and
political situation in Iran, second-generation Iranian immigrants yearn for moving to Iran.
Hence, their migration decision is associated with more than solely economic drives and is
best explained by their narratives of identity and self. Relying on narratives of identity, my
aim is to explore the extent to which their homecoming trips could influence their identity,
sense of home and belonging and find its link to ethnic return decisions, which so far has
been studied implicitly rather than explicitly. Using a qualitative research design, 14 secondgeneration Iranian immigrants were interviewed. Out of the 14, some actually migrated to
Iran and others were considered potential returnees. Five themes were identified from
semi-structured interviews: VFR experiences, socio-cultural and political differences,
language, life stages and transnational ways of being and belonging, and dichotomy of
ethnic return. VFR experiences were found to be the main influence in creating a feeling of
being at home in Iran, at the same time a feeling of being an outsider in Iran. Besides,
traveling back to parental homeland (Iran) also encompassed experiencing unfamiliar sociocultural and political encounters, whereby the pre-existing sense of belonging to Iran was
either dampened or created curiosity to exploring this unfamiliarity as second-generation
immigrants. Proficiency in their Persian language was found to be one of the main causes of
feeling as an outsider in Iran, yet also as a source of attachment and identity. Meanwhile,
second-generation Iranian immigrants’ sense of belonging and home towards Iran was not
only derived from their homecoming trips, but they also (re)constructed emotional
attachments to Iran by engaging in activities that helped them (re)connect to their roots.
Finally, the ethnic return decisions are a multi-layered phenomenon caused by feelings of
having hybrid homes and identities. Therefore, they are not necessarily a temporary
decision and they indirectly relate to homecoming trips, as homecoming trips contribute to
building hybrid senses of home and belonging.","['culture', 'tourism', 'Return mobilities', 'ethnic return', 'homecoming trips', 'second generation', 'Transnationalism', 'identity', 'sense of belonging', 'home']"
"The perpetual chase of banality:
Performing long-term new urban tourism in Rotterdam","Sebus, P.
     and 
    
  


Mannheimer, E.",2020-06-12,,"Erasmus School of History, Culture and Communication","As an emergent way of doing tourism that is rapidly changing urban spaces, the phenomenon of new
urban tourism has not been clearly demarcated before in academia. Whereas previous research has
set the base for new urban tourists’ characteristics and behaviour, this study aims to further define
the notion of new urban tourism and way in which places are constructed by its tourists through their
performances. The main research question provides the structure for this thesis and is as follows:
‘How is place image mutually constructed through long-term new urban tourists’ performances and
tourism structures created by professionals in the field?‘. Through use of a qualitative case study of
Rotterdam involving twelve semi-structured interviews with new urban tourists and three with
professionals familiar with the city’s tourism policies, supplemented by content analysis of three
policy documents, thematic analysis of the data resulted in four main themes. Firstly, Rotterdam’s
policies show how frontrunners and long-term new urban tourists share common ground yet slightly
deviate from new urban tourism. The second theme shows how this long-term tourist group fits in
with the new urban tourist typology. Yet, they are more likely to construct place image built on
constructive authenticity and are heavily influenced by liminality. Thirdly, the activities through which
long-term new urban tourists construct authenticity show how they continuously search to live like a
local and explore, perform reflexive behaviour and show first signs of a reaction to new urban tourism
through pomposity, but mostly highly value immersing and connecting with a place and its people.
This connection starts with encounters, comparable to Urry and Larsen’s (2011) Tourist Gaze 3.0, but
then further solidifies through understanding a place, establishing emotional- and most prominently
personal connection, calling for a possible Tourist Gaze 4.0. Fourthly, it is portrayed whereas shortterm visitors form a place image based on front stage behaviour, long-term new urban tourists
engage in immersion with the back stages, which allow for creation of a lasting sense of authenticity.
While place branding in its traditional, direct form – being the use of a marketing slogan – is still
engaged with by institutions, new urban tourists indicate to prefer branding through an indirect and
interpersonal approach like word-of-mouth branding. This supports the main argument that while
there can be mutual awareness in the construction of place image, a new urban tourism experience
and place image is mostly constructed through new urban tourists’ own activities and construction of
authenticity, which is strengthened and added to in the case of long-term tourism","['culture', 'tourism', 'New urban tourism', 'Liminality', 'Place image', 'Place branding', 'Performance']"
"NATURAL HISTORY MUSEUMS, NONHUMANS & THE
ANTHROPOCENE: EXPLORING HUMAN-NONHUMAN
RELATIONSHIPS IN THE ANTHROPOCENE",,2020-06-12,,"Erasmus School of History, Culture and Communication","Since the emergence of natural history museums during the Enlightenment they have studied and
displayed the biodiversity of the Earth system. Today, this biodiversity and life on Earth are threatened
by the destructive agency of humankind that caused numerous environmental challenges, as well as
habitat loss and extinction of many creatures. The recognition of the irreversible impact of humanity
on its environment has given rise to the term Anthropocene as naming for the current geological epoch
but also as a conceptional term that gathers challenging implications of scientific, social, and cultural
relevance. The related discourse is drawing attention to the importance of a profound re-thinking of
human-nonhuman relationships and questions the wholeness and adequacy of modernist dualistic
perspectives to tackle current environmental issues.
This master thesis explores how this new discourse has entered natural history museums, by analyzing
the way museum professionals reflect on humans, nonhumans, and their mutual relationship in the
context of the main concepts of the Anthropocene discourse. In-depth insights of curators, directors
and public engagement managers of thirteen natural history museums have been gathered through
semi-structured interviews
The findings of the research show that the Anthropocene discourse noticeably shapes the current
presentation of and reflection on human-nonhuman relationships in natural history museums.
Museum professionals increasingly start to consider social, political, and ethical questions where
previously natural history display waslimited to the field of natural science research. At the same time,
the study has found that there are inherent characteristics of natural history museums and the way
they approach human-nonhuman relationships – such as the notion of conceptual equity of all
creatures - that hold a great potential to contribute to the Anthropocene discourse themselves. Even
more, their position at the intersection of science and the broader public makes natural history
museums important advocates for a mutual and respectful relationship between human and
nonhuman beings.","['culture', 'tourism', 'Anthropocene', 'Natural History Museums', 'Museum Practice', 'Human-Nonhuman', 'Relationships', 'Indigenous Knowledge']"
