title,author,date,supervisor,faculty,abstract,keywords
The impact of new media on international contemporary art fairs (ICAFs),"Admirant, Lisanne den",2014-07-22,['Arora Payal'],"Erasmus School of History, Culture and Communication","Over the past decade the influence of the Web 2.0 has dramatically changed the way in which organizations communicate with their consumers. This shift has not only paved its way into becoming an essential element of the corporate communication mix. The cultural sector too, has been increasingly engaging users through social media. Ranging from popular music events to high-cultural institutions, empirical research has established the benefits its use has in engaging and expanding audiences. However, as of yet, almost no research has defined the role of social media within the high-cultural event. This thesis will explore the impact of new media on high-cultural events by researching its role within the international contemporary art fair (ICAF). The objective of this thesis is to outline the viewpoints and usage of social media, in order to create a deeper understanding on its current role within ICAFs. Five European ICAFs will be explored from different angles and analysed comparatively in order to determine until what extent the ICAFs are becoming more popular and global through the use of new media.","['media', 'business', 'art fairs', 'social media', 'popular and high culture', 'globalization', 'audience engagement', 'city branding', 'networking', 'culture']"
De grens tussen satire en journalistiek,"Habib, Iqrab",2014-07-22,['Aalberts Chris'],"Erasmus School of History, Culture and Communication","Today’s society is the midst of a crisis in journalism. Research has shown that an increasing number of people distrust the mainstream news media. The amount of trust citizens have in their government has decreased as well. Interestingly enough, a satirist seems to be gaining the trust of the public through a comedy show. The Daily Show with Jon Stewart is a political comedy show that uses satire to critique the mainstream news media as well as politicians. To many people, it seems as though Jon Stewart is performing the role of a journalist better than actual journalists. This brings up the question of what the actual role of Jon Stewart and The Daily Show is. Is it merely to entertain or could it be more? Could it be maybe even be journalism? The purpose of this study is to answer that question and to attempt to define the role of The Daily Show. With this goal in mind, qualitative research on the production, content and reception of The Daily Show was executed. The three most important journalistic values: truth, watchdog and independence – were used to analyze the extent to which The Daily Show could be considered a news program. Results show that all three journalistic values are present in the production, content and reception aspect of The Daily Show. The watchdog value is most frequently and most abundantly visible of the three values. Based on these results, it’s safe to say that The Daily Show is more than an entertainment program. The debate on whether The Daily Show is journalism is more complicated. It doesn’t fit the mold of a traditional news program, but it could certainty be viewed as a form of alternative journalism. On the whole, in a time of crisis in journalism, where mainstream news media are failing in their democratic responsibility of informing the public and a satirists in taking on their role and seems to be doing a better job at it, we should take satire and The Daily Show serious as a means of informing citizens.","['media', 'cultuur', 'The Daily Show with Jon Stewart', 'satire', 'crisis journalism', 'mainstream news media', 'alternative journalism', 'traditional journalism', 'political comedy']"
De mate van innovatie van Nederlandse filmfestivals,"Hul, Bianca van den",2014-07-22,['Hitters Erik'],"Erasmus School of History, Culture and Communication","Wereldwijd worden jaarlijks vele filmfestivals georganiseerd. In dit onderzoek wordt de mate van innovatie van vier Nederlandse filmfestivals onderzocht. De vier filmfestivals zijn het International Film Festival Rotterdam, het Nederlands Film Festival, Film by the Sea en Amsterdam Film Week. De invalshoeken zijn de inhoud, het business model en de samenwerkingsverbanden. Uit de analyse blijkt dat drama het meest vertoonde filmgenre op filmfestivals is en dat films geproduceerd door onafhankelijke productiemaatschappijen het meest geprogrammeerd worden. Er zijn geen nieuwe genres ontdekt in de programmering van de filmfestivals. Alle vier de filmfestivals maken gebruik van sociale media en elk filmfestival heeft diverse samenwerkingsverbanden. Elk filmfestival is op zijn eigen manier innovatief, maar het grootste filmfestival, het International Film Festival Rotterdam, is het filmfestival dat het meest innovatief is van de vier Nederlandse filmfestivals.","['media', 'cultuur', 'filmfestival', 'innovatie', 'programmering', 'business model', 'sociale media', 'samenwerkingsverbanden']"
City brand- and artistic community assemblage,"Littooij, Rosanna",2014-07-22,['Pridmore Jason'],"Erasmus School of History, Culture and Communication","This paper draws on Actor-Network (ANT) theory to research the relationship between the official city branding and local artistic practices of Rotterdam. ANT holds the view that the empirical world exists of all interaction between human or non-human actors that together create a network that is the assemblage of the social. The mixed method approach of qualitative document analysis, participant observations and interviews led to the following findings. Rotterdam’s branding practices exist of networks that that construct society through elements of branding theory, brand constructs, brand audiences with a specific role for citizen as a stakeholder in the city. Though more than that this leads to an integration of the worldviews of the city as a brand and the city as assembled by the local arts and culture community, the business oriented and economy focused approach of the city as a brand is perpetuated. Contrastingly, the arts and culture community of Rotterdam assemble the city through artistic endeavours and social networks that lead to the reinforcement of emotive relations to place in the form of place attachment and place identity. This paper concludes by stating that the two assemblages overlap only in limited ways in which they understand and produce the city, but they come together with a similar sense of place of Rotterdam.  By shedding light on the way city branders and artistic communities interpret and ‘produce’ the city, these groups of people are better understood. The value here lies in bringing the different groups of citizens closer together for the benefit of the city as a whole.","['media', 'business', 'city branding', 'arts', 'community', 'arts', 'Rotterdam', 'assemblage', 'Actor-Network theory']"
Alternative female portrayals in movies: The impact of strong animated women on the viewing audience.,"Alblas, Suzanne",2014-07-18,['Kneer Julia'],"Erasmus School of History, Culture and Communication","There has been an observable increase of alternative female leading characters that possess non-stereotypical attributes in animation. It has been shown in previous research that stereotypical female portrayals are capable of influencing notions and perceptions held on women by viewers (Calvert & Huston, 1987). Considering this societal impact, it is important to investigate these portrayals as well as developments thereof. 
Research on this topic, has been considerably lacking in respect of the most current alternative female portrayals and audience effects, especially regarding animation. Most studies that have touched upon this particular subject have been performed more than a decade ago and were geared towards the effects of stereotypes rather than those of non-stereotypical characters. 
This study was hence affiliated with uncovering audience effects of alternative animated female characters. An experimental study was performed in which two separate research groups were subjected to animated videos that contained stereotypical or non-stereotypical female characters. After viewing, the respondents had to fill out survey questions enquiring about their prejudice towards women, mood and levels of self-objectification. 
Results showed no effects regarding the displayed female character and prejudice against women, nor were there effects concerning self-objectification. Respondents who viewed non-stereotypical content, however, did show a significant increase in positive mood, whereas those who viewed stereotypical content showed a decrease. Male respondents also showed significantly more prejudice towards women and a significantly larger decline in positive mood than female respondents. 
This study managed to add some updated knowledge to the current field that could inspire further study into the effects of media content on mood and the effects of gender on prejudice.","['media', 'journalistiek', 'stereotypical female portrayals', 'alternative female portrayals', 'animated female characters', 'prejudice', 'self-objectification', 'effects', 'audience']"
The Netflix revolution,"Veen, Jurre",2014-07-18,['Land Sarah van der'],"Erasmus School of History, Culture and Communication","As a result of technological innovation, video content has gradually migrated to the Internet. This migration has allowed users to consume content increasingly through their computers and mobile devices in video on demand services. A dominant video on demand service is Netflix. This study provides a qualitative in-depth investigation, in the key gratifications and behavioural effects obtained by users in Netflix. Our results indicate users tend to obtain a high attitude towards video on demand services as a result of a high content and process gratification. As a result of this obtained process and content gratification, users also show a tendency towards a higher satisfaction and usage of the video on demand service. Moreover, as a result of specific media capabilities, the viewing experience seems to become more socially distorted. For this reason this study therefore assumes users obtain low social gratification in video on demand services.","['media', 'business', 'Netflix', 'video on demand', 'consumer behaviour', 'process gratification', 'content gratification', 'social gratification']"
(Hyper)Connectivity: Does it have any real effects?,"Vaskovicova, Maria",2014-07-16,['Land Sarah van der'],"Erasmus School of History, Culture and Communication","This thesis tries to explore the connection between (hyper)connectivity and its tendencies
towards university student’s wellbeing and academic performance. Facebook was used as
a case study in this research because it is the most popular social networking site in the
world. Focus group interviews were conducted with a sample consisting of 19 master and
pre-master university students following management, finance or law programmes. The
results showed no strong relationship between hyperconnectivity via Facebook use,
wellbeing and academic performance. This lack of relationship could be due to an
unsuitable conceptual model which oversimplified the reality. While there is evidence of
both positive and negative tendencies of Facebook use and connectivity towards
students’ study habits and academic preparation, no conclusive statements can be made.
The issue of students feeling addicted to Facebook and to their mobile phones arose,
however, it could not be fully explored within the scope of this research. In conclusion it
can be argued that students are aware of having a choice when it comes to staying
connected or not and that they exercise this decision-making power accordingly. They are
not victims of technology and connectivity as some academics would argue, they form
and reform technology and their habits of using it. This makes it a rather difficult issue to
study, as it is constantly changing and evolving. Several possibilities for future research
would include using a more complex conceptual model that is more representative of the
real world interactions between the variables as well as focusing on possible age and
status comparisons between bachelor and master students or exploring similarities and
differences between mobile phone and Facebook addiction.","['media', 'business', 'connectivity', 'hyperconnectivity', 'Facebook', 'wellbeing', 'academic performance']"
"Marketing, New Media and Consumer Segmentation","Hämäläinen, Lalu",2014-07-16,['Pridmore Jason'],"Erasmus School of History, Culture and Communication","This Master Thesis analyzes the practices of marketing and segmentation from an Actor-network theory (ANT) perspective seeing the world as constructed and performed rather than given. The study contributes to the discussion around consumption and the creation or pre-existence of consumer ‘needs’. Interest is in developments within consumer segmentation practices and how new media has provided new possibilities for consumer data collection. A total of 11 interviews were conducted for understanding the practices of marketing and segmentation. Results show that marketers’ own ‘needs’ aiming for profitability are highly considered in segmentation studies working towards maximum commercial effectiveness. This research also demonstrates that surprisingly there is a great division between marketers and market researchers as these two groups can be considered highly diverse. Further, the limited role of new media technologies in segmentation practices was an unexpected research finding.","['media', 'business', 'Market Research', 'Segmentation', 'Actor-Network Theory', 'New Media', 'Consumer ‘Needs’', 'Data Collection']"
The Hero in You,"Kuijten, Diede",2014-07-16,['Slot M.'],"Erasmus School of History, Culture and Communication","Het internet heeft een tal van ontwikkelingen omtrent interactie met zich meegebracht. Dit maakt het
voor bedrijven en merken mogelijk om de gebruiker in productcampagnes een centrale rol te geven.
Bedrijven beschikken over de middelen om de gebruiker meer te betrekken bij hun product. In een
tijdperk waarin veel content beschikbaar is op het internet en er continu op zoek wordt gegaan naar de
aandacht van de gebruiker is de inzet van interactie in productcampagnes enorm van belang. Deze
masterthesis verricht een verkennende studie naar de wijze waarop bedrijven dit doen. Concepten als
digitalisering, convergentie en transmedialiteit zijn hierbij van belang.
Niet het merk, noch het product, maar de gebruiker lijkt een hoofdrol aan te nemen in
transmedia productcampagnes. De hoofdrol van de gebruiker is te vergelijken met de rol als
heldenfiguur in verhalen. Deze verandering is in deze thesis omschreven als participatory transmedia
storytelling. De vraag die hierbij tot stand komt is: Op welke wijze krijgt de participatieve gebruiker
een rol als heldenfiguur in transmedia productcampagnes? Met behulp van een kwalitatieve
narratieve analyse zijn een vijftal casestudies bestudeerd.
Uit de analyses is naar voren gekomen dat participatory transmedia storytelling de gebruiker
de mogelijkheid biedt binnen te treden in de transmediale narratieve wereld van de productcampagnes.
De gebruiker wordt onderdeel van het verhaal en krijgt een hoofdrol, doordat deze een zekere invloed
uitoefent op de narratieve structuur van een productcampagne. Dit heeft te maken met de
aanwezigheid van thema’s als transmedialiteit, interactie en participatie. Daarnaast is te zien hoe de
gebruiker een rol als heldenfiguur krijgt, omdat in iedere casus de gebruiker een zekere reis, ook wel
een avontuur, aangaat. Het avontuur van een heldenfiguur is door een telkens terugkerend patroon van
roeping, beproeving en terugkeer te herkennen in de rol van de participatieve gebruiker. De
productcampagnes laten dus zien hoe de afstand tussen de gebruiker en de narratieve structuur
verdwijnt.
Dit onderzoek levert een wetenschappelijke bijdrage, omdat het een uitbreiding biedt op de
theorieën omtrent transmedia storytelling en de participatiecultuur. Door gericht onderzoek te doen
naar de invloed van de participatieve gebruiker op de narratieve structuur van een transmedia
productcampagne, is meer te zeggen over de inzet van transmedia storytelling als marketingstrategie.
Deze thesis biedt, met studies naar de rol van de gebruiker als centrale figuur, tevens een uitbreiding
op de verschillende aan te nemen rollen van de internetgebruiker.","['media', 'cultuur', 'transmedialiteit', 'narratief', 'nieuwe media', 'convergentie', 'participatie', 'heldenfiguur', 'transmedia productcampagnes', 'user-generated content', 'advergames']"
THE INFLUENCE OF AWARDS ON THE DEMAND FOR RECORDED MUSIC,"Jurkovicova, Zuzana",2014-07-16,['Handke C.'],"Erasmus School of History, Culture and Communication","The role of expert opinion is well established in the cultural economics literature.  It seems that the role of experts and critics are indeed multifaceted and inherent in the sole characteristics and nature of creative content. Essentially, critical reviews, expert opinions as well as awards serve as key informants to reduce consumers’ uncertainty. Even though literature on the role and effect of expert opinion has been researched on mostly in the field of cinema, studies related to awards are rather limited. There have even been fewer studies carried out to evaluate the effect of awards and prizes in the popular music industry. As such, this paper analyses the effect of music awards and nomination on subsequent chart performance using a dataset of music albums and singles that were nominated for awards between 2008 and 2013 in the United States. Furthermore it empirically investigates the impact of three different music awards on demand for music recordings. This study distinguishes between two types of awards based on jury formation.  
In order to arrive at a conclusion, the thesis incorporates an interrupted time series analysis; a segmented regression in particular. The analysis indicates, that a nomination or winning a prize has a weak positive effect on successive chart performance. The precise effect differs depending on the particular prize. The effect of nomination or winning of awards decided by a jury of experts generally outweighs the effect of awards decided by a general public. Thus these results are consistent with the word-of-mouth effect theories.","['Cultural Economics', 'Cultural Entrepeneurship', 'awards', 'expert opinion', 'consumer choice', 'the recorded music industry']"
