title,author,date,supervisor,faculty,abstract,keywords
Mobiliteit heeft prioriteit!?,"Holt, N. van",2008-08-01,"['Jetten L.F.J.', 'Peper B.']",Erasmus School of Social and Behavioural Sciences,,"['Mobiliteit', 'mobiliteitsbeleid', 'Bibliotheek Rotterdam']"
De publieke manager voor de publieke zaak,"Klerk, S. de",2008-08-01,"['Kuipers B.', 'Steijn A.']",Erasmus School of Social and Behavioural Sciences,"De overheid heeft de laatste jaren veel veranderingen doorgevoerd waarbij getracht werd een kleinere, efficiëntere en effectievere overheid te creëren. Hierbij worden veel instrumenten en middelen overgenomen die in de private sector worden gebruikt. Dit heeft consequenties voor het functioneren van publieke managers. De veranderde publieke organisaties stellen nieuwe eisen aan de publieke managers en ze krijgen te maken met een andere invulling van hun takenpakket. De vraag is echter hoe al deze veranderingen zich uiten in de praktijk.
Voor dit onderzoek zijn tien publieke managers geïnterviewd en hun betreffende HRM-afdelingen om hun functioneren eens onder de loep te nemen. Zij werden gevraagd welke veranderingen er binnen hun organisatie hebben plaatsgevonden en wat voor effecten deze veranderingen hadden op hun functioneren. Voorts werd gevraagd in hoeverre zij maatschappelijke betrokkenheid hebben en andere facetten die behoren tot de aanwezigheid van Public Service Motivation en of dit noodzakelijk is voor het goed functioneren van een publieke manager. De resultaten van de interviews tonen grote overeenstemming. Alle betrokken organisaties hebben de laatste jaren grote veranderingen doorgevoerd waar de publieke managers ook consequenties aan ondervonden hebben. Daarnaast bleken bijna alle respondenten een bepaalde mate van Public Service Motivation te hebben en vonden zij tevens dat de aanwezigheid van dit ook noodzakelijk is voor het goed functioneren, maar dat hier minder ruimte voor is door alle veranderingen die zijn doorgevoerd om de publieke organisaties te ‘verzakelijken’. Zodoende is er een bepaalde misfit tussen de nieuwe vraag en het beschikbare aanbod.
De aanbevelingen die voortvloeien uit de resultaten van dit onderzoek hebben enerzijds betrekking op de erkenning van de complexiteit van het publieke domein, waardoor bepaalde geïmplementeerde middelen en meetinstrumenten als gevolg van een ‘verzakelijkte’ overheid slechts ten dele goed kunnen functioneren. Anderzijds dient de aanwezigheid van Public Service Motivation ook bij publieke managers erkend te worden en zelfs gebruikt te worden als kracht. De erkenning van het unieke karakter van publieke organisaties enerzijds en de aanwezigheid van Public Service Motivation bij publieke managers anderzijds, kunnen tot een betere aansluiting zorgen tussen vraag en aanbod.","['publieke manager', 'publieke zaak']"
Bestuur naar behoefte,"Gool, J. van",2008-08-01,"['Marks P.K.', 'Gerrits L.']",Erasmus School of Social and Behavioural Sciences,"Onderzoek in Stadsgewest Haaglanden naar beleidsvorming door intergemeentelijke samenwerking, als oplossing voor gemeentegrensoverschrijdende maatschappelijke vraagstukken. Beleidsvormingtraject van het Regionaal Structuurplan Haaglanden.","['Beleidsvorming', 'Samenwerkingsverbanden', 'Maatschappelijke vraagstukken', 'Probleemoplossing', 'Belangen', 'Bestuurlijke organisatie']"
Doorwerking van beleid in beeld,"Weerd, M.J. van de
     and 
    
  


Yedema, B.",2008-08-01,"['Cachet A.', 'Sluis A. van']",Erasmus School of Social and Behavioural Sciences,"De politie speelt een belangrijke rol bij het waarborgen en bevorderen van veiligheid in een
samenleving die sterk aan verandering onderhevig is. Maatstaven en kennis over het
oplossen van veiligheidsproblemen zijn hierdoor onzeker: gesproken kan daarom worden
over ongetemde, politieke problemen. Vanwege deze onzekerheden en complexiteit is het
creëren van veiligheid slechts beperkt maakbaar en dus rationeel. Veelal is veiligheidsbeleid
gestoeld op consensus tussen stakeholders, maar ook op symboliek.
De vele maatschappelijke veranderingen (zoals de opkomst van Fortuyn en terroristische
aanslagen) hebben tot een grote maatschappelijke belangstelling voor veiligheid geleid.
Hiermee is veiligheid ook nadrukkelijk op de agenda van politiek en bestuur gekomen, zowel
op lokaal als op nationaal niveau.
De maatschappelijke ontwikkelingen hebben onder andere geleid tot steeds hogere eisen
aan de politie. Om aan deze eisen te kunnen voldoen vond al in 1994 een reorganisatie
plaats die leidde tot het politiebestel dat thans in Nederland van kracht is. Deze laatste
toevoeging is belangrijk om op te merken, omdat het politiebestel de laatste jaren (wederom)
ter discussie staat. De discussie hieromtrent is gericht op de nationale aansturing van de
politie.
Dat er geen nieuw politiebestel is gekomen, betekent niet dat de nationale overheid (het Rijk)
geen manier heeft gevonden om haar sturingsinvloed te vergroten. In 2003 hebben de
ministers van Binnenlandse Zaken en Koninkrijksrelaties (BZK), Justitie en de korpsbeheerders
van de politiekorpsen namelijk afspraken gemaakt over de prestaties van de
politie voor de jaren 2003-2006. Deze afspraken zijn vastgelegd in het Landelijk Kader
Nederlandse Politie 2003-2006 (hierna: Landelijk Kader). Dit Landelijk Kader heeft als doel
de hoofddoelstellingen uit het kabinetsplan “Naar een veiliger samenleving” te vertalen naar
eenduidige, meetbare afspraken en zodoende bij te dragen aan een veiligere samenleving.
Op basis van dit kader is vervolgens per regio een prestatieconvenant afgesproken, waarin
de landelijke targets zijn vertaald naar korpsspecifieke targets. Hiermee kan het Landelijk
Kader worden opgevat als een vorm van prestatiesturing.
Ten aanzien van de politie doet zich een aantal bijzonderheden voor, waardoor doorwerking
van het Landelijk Kader geen automatisme is. Zo heeft de politie niet alleen te maken met
sturing vanuit de Rijksoverheid, maar ook met aansturing vanuit de lokale overheid.
Daarnaast is de politie niet de enige organisatie die bijdraagt aan een veiligere samenleving,
en is zij meer dan alleen een simpele uitvoeringsorganisatie. De uitvoering vindt plaats in de
frontlinie, hetgeen zaken als tact en doortastend optreden vereist. Het is de reden waarom
op uitvoerend niveau een zekere mate van beleidsvrijheid bestaat. Daarnaast bestaat er ook
nog een wereld achter het (voor burgers) zichtbare werk op straat. Dit maakt de politie tot
een organisatie met diverse functies en culturen.
Voorgaande schetst de context waarbinnen aan het Landelijk Kader invulling is gegeven.
Binnen een dergelijke context is het de vraag of beleid, in dit geval het Landelijk Kader,
doorwerkt. Dit roept de vraag op wat in een dergelijke context nodig is om doorwerking te
stimuleren. De vraag die in dit onderzoek centraal staat, is daarom de volgende:
“ Wat zijn de kritieke succesfactoren voor de doorwerking van beleid en wat is de rol van
deze factoren geweest in de doorwerking van het beleid uit Landelijk Kader Nederlandse
Politie 2003-2006?”","['doorwerking', 'beleid', 'politie', 'succesfactoren']"
Gebiedsgericht werken in Rotterdam,"Beek, E. van
     and 
    
  


Bijl-Rodenburg, I.",2008-08-01,"['Teisman G.R.', 'Edelenbos J.']",Erasmus School of Social and Behavioural Sciences,,"['Gebiedsgericht werken', 'Rotterdam', 'organiserend vermogen']"
Samenwerking werkgroep 'Verzuip jij je toekomst?!',"Smit, A.M.",2008-08-01,"['Edelenbos J.', 'Thiel S. van']",Erasmus School of Social and Behavioural Sciences,,['netwerkbenadering']
Gemeentelijke Deconcentratie en Decentralisatie,"Bihari, M.",2008-08-01,"['Schaap L.', 'Thiel S. van']",Erasmus School of Social and Behavioural Sciences,"Aanleiding onderzoek
De Nederlandse overheid is vandaag de dag steeds bewuster bezig met het betrekken van burgers bij
het ontwikkelen en uitvoeren van beleid. Zo ook op gemeentelijk niveau, waar de overheden gebruik
maken van decentralisatie of deconcentratie van de centrale gemeente, bedoelt om de drempel voor
beleidsparticipatie verder te verlagen. Dit fenomeen is ook bekend als wijkgericht werken. De keuze
voor deconcentratie of decentralisatie binnen de gemeente is niet altijd even voor de hand liggend.
Hiervoor is de juiste informatie nodig. Dit onderzoek houdt zich bezig met de verschillen en
overeenkomsten tussen gemeenten die voor een deconcentratie- of een decentralisatiebeleid
hebben gekozen en het effect hiervan op de beleidsparticipatie van burgers.
Doel en onderzoeksmethode
Het doel van dit onderzoek is het geven van een antwoord op de vraag welk van de twee
verschillende vormen van organisatorische vormgeving van een gemeente het grootste positieve
effect voor de burgerparticipatie heeft. Deze vergelijking wordt gerealiseerd door een tweetal
gemeenten te selecteren die beiden een andere organisatorische vormgeving benutten. Door inzicht
te verkrijgen in twee verschillende organisatorische vormen die een gemeente kan benutten,
deconcentratie en decentralisatie, kan er bepaald worden welk van deze twee vormen het meest
positief is voor de beleidsparticipatie.
Theoretisch kader
Burgers en beleidsparticipatie kennen vele verschillende vormen, dit blijkt onder meer uit de
literatuur die bestaat omtrent burgerparticipatie. Deze bestaande literatuur is benut bij het
onderzoek, dit onder meer in de vorm van het opstellen van instrumenten ten behoeve van het
bepalen van de organisatorische vormgeving, de bestuursstijl en de bijbehorende burgerrol van de
betreffende gemeente. Deze statistieken, verkregen via een enquête, komen later aan bod bij het
bepalen van de mate van beleidsparticipatie.
Resultaten
De resultaten van het onderzoek creëren een beeld dat geen eenduidig antwoord geeft. Zo blijkt dat
het verschil in de mate van burgerparticipatie en de rol van de burger, niet volledig te verklaren is
vanuit de verschillen in organisatorische vormgeving. Naast decentraal bestuur of een
gedeconcentreerd bestuur, zijn er nog vele andere factoren die van invloed zijn op de participatie
van burgers en de bijbehorende rol die zij hierbij toebedeeld krijgen.
Conclusies
De conclusie die gemaakt kan worden; het decentrale bestuur komt voordeliger uit de vergelijking
naar voren, voor wat betreft de burgerparticipatie, dan de gedeconcentreerde variant. Alhoewel er
geen directe verklaringen gegeven kunnen worden, zijn deze verschillen wellicht het gevolg van meer
autonomie. Dit dient aannemelijk gemaakt te worden in een vervolgonderzoek","['Gemeentelijke Deconcentratie', 'Gemeentelijke Decentralisatie', 'burgerparticipatie', 'gemeentelijke overheden']"
Geluk is de realiteit min de verwachting,"Voet, J. van der",2008-08-01,"['Groeneveld S.', 'Steijn A.']",Erasmus School of Social and Behavioural Sciences,"Probleemstellende aanleiding
Het personeelsbeleid van het Ministerie van Buitenlandse Zaken (BZ) is in de afgelopen jaren op een aantal punten veranderd. Deze veranderingen zijn samen te vatten als een verzakelijking van het personeelsbeleid. De veronderstelling van de Hoofddirectie Personeel en Organisatie (HDPO) is dat de verwachtingen van oudere medewerkers, als gevolg van de verzakelijking van het personeelsbeleid, minder worden vervuld dan de verwachtingen van jongere medewerkers. Dit zou tot gevolg hebben dat oudere medewerkers minder bijdragen aan de doeleinden van de organisatie dan hun jongere collega’s. De implementatie van leeftijdsbewust personeelsbeleid is binnen BZ op de agenda geplaatst om deze veronderstelde neveneffecten van de verzakelijking van het personeelsbeleid te herstellen.
Doelstelling van het onderzoek
Dit onderzoek heeft twee doelstellingen. De eerste doelstelling is het in kaart brengen van (de vervulling van) de verwachtingen van oudere medewerkers over het personeelsbeleid. De benadering van het psychologisch contract ligt hieraan ten grondslag.
De tweede doelstelling is onderzoeken in hoeverre leeftijdsbewust personeelsbeleid van invloed kan zijn op dit psychologisch contract van medewerkers. De veronderstelling die ten grondslag ligt aan de agendering van leeftijdsbewust personeelsbeleid wordt daarmee getoetst. Wanneer blijkt dat leeftijd geen invloed heeft op het psychologisch contract en de prestaties van medewerkers, is de implementatie van leeftijdsbewust personeelsbeleid ongegrond.
Deze onderzoeksdoelstellingen hebben geresulteerd in de volgende centrale onderzoeksvraag:
Wat is de status van het psychologisch contract van oudere medewerkers binnen BZ, en hoe kan leeftijdsbewust personeelsbeleid dit psychologisch contract beïnvloeden?
Het psychologisch contract
Als onderzoeksbenadering is gekozen voor de theorie van het psychologisch contract, omdat deze benadering het begrip verwachtingen operationaliseert en koppelt aan de prestaties van medewerkers.
De benadering van het psychologisch contract stelt dat iedere medewerker een set verwachtingen heeft van de organisatie. Deze verwachtingen zijn onder te verdelen in transactionele, ‘harde’ verwachtingen en relationele, ‘zachte’ verwachtingen. De mate waarin de organisatie erin slaagt deze verwachtingen te vervullen, heeft gevolgen voor het gedrag en dus de prestaties van medewerkers. Wanneer de verwachtingen van medewerkers onvoldoende worden vervuld, is er sprake van een schending van het psychologisch contract. Een schending van het psychologisch contract heeft negatieve gevolgen voor het gedrag van medewerkers. Wanneer de verwachtingen van medewerkers voldoende worden vervuld is er sprake van contractvervulling, en zijn de gevolgen voor het gedrag van medewerkers positief.
3
Het psychologisch contract van medewerkers is te verdelen in drie afzonderlijke delen. De inhoud van het psychologisch contract geeft weer welke verwachtingen medewerkers hebben van de organisatie en welk gewicht daaraan wordt toegekend. De vervulling van het psychologisch contract geeft de mate weer waarin verwachtingen van medewerkers worden vervuld. Door zowel de inhoud als de vervulling van het psychologisch contract in beschouwing te nemen, kan worden bepaald of de verwachtingen van medewerkers voldoende of onvoldoende worden vervuld. Dit levert een beeld op van de status van het psychologisch contract.
Aanpak
Met behulp van een online-vragenlijst zijn het psychologisch contract, de motivatie, het voornemen de organisatie te verlaten en de arbeidssatisfactie van 1072 medewerkers van 45 jaar en ouder gemeten. Vervolgens is door middel van 15 diepte-interviews gevraagd naar het verhaal achter de cijfers en de beeldvorming van oudere medewerkers over leeftijdsbewust personeelsbeleid.
Conclusies
Het psychologisch contract van de gehele onderzoeksgroep wordt op alle onderzochte aspecten geschonden. Opvallend is dat de grootste schendingen van het psychologisch contract allemaal te maken hebben met de overplaatsingsronde. De vier grootste contractschendingen betreffen de interesse van HDPO in het welzijn van medewerkers, perspectieven op bevordering en carrière, een wenselijke plaatsing in de overplaatsingsronde en betrokken worden in de besluitvorming over de eigen werksituatie. Deze grootste contractschendingen zijn zowel transactioneel als relationeel.
De veronderstelling die ten grondslag ligt aan de agendering van leeftijdsbewust personeelsbeleid binnen BZ blijkt niet te kloppen. Leeftijd is binnen de onderzoeksgroep geen geschikte indicator voor de (vervulling van) verwachtingen en het gedrag van medewerkers. Het psychologisch contract van oudere medewerkers wordt niet in grotere mate geschonden dan dat van hun jongere collega’s. Ook dragen zij niet minder bij aan de doelstellingen van de organisatie. Bovendien hebben oudere medewerkers van BZ zelf geen behoefte aan een doelgroepenbeleid. De implementatie van leeftijdsbewust personeelsbeleid is daarom vooralsnog niet gerechtvaardigd. Een beperking van dit onderzoek is echter dat de medewerkers van 44 jaar en jonger op verzoek van de organisatie buiten beschouwing zijn gebleven. Het is daarom voorbarig om de implementatie van leeftijdsbewust personeelsbeleid binnen BZ op basis van dit onderzoek te ontraden.
Aanbevelingen
De eerste aanbeveling aan HDPO is daarom om vooralsnog geen leeftijdsbewust personeelsbeleid te implementeren. Om de schending van het psychologisch contract te herstellen en het gedrag van medewerkers positief te beïnvloeden is het voor HDPO daarnaast raadzaam om zich vooral te richten op het vervullen van de relationele verwachtingen van medewerkers. Deze verwachtingen hebben de grootste invloed op de outcomes van het personeelsbeleid en zijn minder schaars dan transactionele verwachtingen. Niet alle medewerkers van BZ kunnen immers ambassadeur worden, maar er is wel ruimte voor meer participatie in besluitvorming over de eigen werksituatie en meer transparantie in de overplaatsingsronde.
Een derde aanbeveling is het zorgvuldig behandelen van de verwachtingen van medewerkers. Verwachtingen van medewerkers zijn in de overplaatsingrondes inzet van het onderhandelingsproces, wat mogelijk negatieve gevolgen kan hebben voor het gedrag van medewerkers. Ten slotte raad ik HDPO aan om ook onderzoek te doen naar het psychologisch contract van de medewerkers van 44 jaar en jonger. Deze jongere helft van het personeelsbestand is in dit onderzoek noodgedwongen buiten beschouwing gebleven. Voor de besluitvorming over de implementatie van leeftijdsbewust personeelsbeleid is ook informatie over deze medewerkers van belang.","['Leeftijdsbewust personeelsbeleid', 'oudere medewerkers', 'psychologisch contract']"
Netwerken als oplossing voor lokale beleidsproblemen in de horeca,"Meershoek, M.A.
     and 
    
  


Gowricharn, R.",2008-08-01,"['Edwards A.', 'Sluis A. van']",Erasmus School of Social and Behavioural Sciences,"Vraag een horecaondernemer naar zijn/haar beleving bij de wet- en regelgeving en je hoort weinig positieve verhalen. Daarbij gaat het dan met name om de hoeveelheid regelgeving en tegenstrijdige aanwijzingen van handhavers. Het was voor ons, de auteurs van deze scriptie, aanleiding tot nader onderzoek. 

Allereerst hebben we ons verdiept in de wet- en regelgeving. Het werd al snel duidelijk dat een horecaondernemer met heel veel regelgeving vanuit verschillende disciplines geconfronteerd wordt. 
Hoe zit het met dat conflicterende beleid? Het was bijzonder verrassend dat strijdige regels maar zeer sporadisch voorkomen. Wat als strijdig wordt genoemd blijkt in de praktijk veroorzaakt door interpretatieverschillen. De beleidsvrijheid van de handhaver heeft als negatief neveneffect het risico tot conflicteren. 
Het streven was het gezamenlijk oplossen van het probleem. Er was duidelijk sprake van coördinatie, integratie en samenwerking. De leden uit de verschillende netwerken hebben deze manier van samenwerken als zeer geschikt ervaren om dit soort problemen op te lossen. 

De gekozen werkwijze lijkt algemeen toepasbaar waar het gaat om de relatie tussen overheid en ondernemers. Het is, zo blijkt, juist de communicatie zoals vormgegeven is in de werkgroepen die leidt tot inleving, draagvlak en afstemming.","['Netwerken', 'lokale beleidsproblemen', 'horeca']"
De dempende golfbeweging van lokaal rekenkameronderzoek,"Morlog, M.",2008-08-01,"['Klaassen H.L.', 'Meer F.B. van der']",Erasmus School of Social and Behavioural Sciences,"Lokale rekenkamers zijn momenteel een hot item in de Bestuurskunde en mede door
haar relevantie en minimaal tweejarig bestaan, is onderzoek naar de doorwerking van
lokale rekenkameraanbevelingen een zeer geschikt onderwerp om het
afstudeeronderzoek naar te verrichten.","['lokale rekenkamers', 'doorwerking', 'lerende gemeenten', 'rekenkameraanbevelingen', 'rekenkameronderzoek']"
