title,author,date,supervisor,faculty,abstract,keywords
Negotiating reintegration: the formerly abducted in Uganda,"Paaskesen, Lise",2010-12-17,['Hintjens Helen'],International Institute of Social Studies,"Drawing on qualitative data from Uganda, this research paper investigates formerly abductees’ experiences in reintegration processes and the construction of the self. These experiences consciously take into consideration social relationships with peer(s) and the community. Spurred by a psychological need to belong and to create a sense of ‘home’ these relationships are built on the attempt to secure the best possible futures for themselves. Inherently interdependent in time and dependent on other social actors in the community, social relations depend on meanings given to spaces and its effect on the formerly abductees’ ability to negotiate reintegration. Four external factors are understood to positively influence the negotiation process. Negative meanings are often given to those returned from the bush. Returnees are discriminated against, abused and gossiped about. They may be socially excluded, which leads to the need to devise a coping mechanism. Though the Declaration of Amnesty of 1999 has led to diminished abuse, it is widely known by the formerly abducted that it is done: Keeping silent arose as the most common coping mechanism. Chapter 5 offers a reflection on the role of religion in coping in post-conflict ‘cosmology’.",
Analyzing the outcomes of skills for employment project (SEP) in Nepal:  the case of Kaski district,"Paudel, Anil",2010-12-17,['Haan  Arjan de'],International Institute of Social Studies,"This paper tries to analyze the outcomes and effects of an intervention aimed at contributing to reducing poverty in one of the world’s most poverty-stricken countries, Nepal. Nepal initiated the Skill for Employment Project (SEP) in the year 2006 with the objective of providing market oriented short-term training for 80,000 people from the disadvantaged groups, particularly women and Dalits (lower caste), within the period of five years. The training is expected to enhance the employability of the training participants and facilitate them in obtaining employment. The engagement in employment is then supposed to help them increase their income, sustain their livelihoods and ultimately bring them out of the poverty trap. The study tries to examine the outcomes of the training, mainly the employment and earning outcomes. The study is based on primary data collected from 41 selected training participants who were trained at least a year prior to the field work. Besides, relevant information was also collected from the training providers, employers and professionals in Technical Education and Vocational Training. Although more than half of the participants were employed, only around one-third were employed in occupations they were trained in. The average monthly earnings of the employed look reasonable. However, a majority of the employed were earning less than the government defined minimum salary. The overall finding, therefore, does not portray a favourable picture. The study also makes an attempt to analyze the potential factors behind this unfavourable picture of the ambitious project. -- Relevance to Development Studies -- Poverty has been a much discussed agenda at all levels of the development debates, from local to global. These discussions have often resulted in several strategies to reduce poverty from the world. In recent times, investment in health, education and the skills development of people has been a top priority among the governments in most of the countries. The relevance of this study lies in its attempt to analyze the outcomes of one of such efforts to reduce poverty in one of the least developed countries in the world.","['skill development', 'skill/vocational training', 'employment', 'livelihood development', 'poverty reduction', 'disadvantaged groups', 'Nepal']"
Agricultural extension services and farmer groups in Uganda: case study of Mukono district,"Asemenye, Susan",2010-12-17,['Lehmbruch  Barbara'],International Institute of Social Studies,"The study focuses on agricultural extension services and farmer groups in Uganda. The purpose of the study was to analyse how the agricultural extension services have enabled the farmer groups improve on their productivity (yields).  Specifically looked at how advice on farmers needs was related FID activities in farmer groups. How gender equality had been promoted in farmer groups. And how participation had been enhanced in farmer groups. As findings revealed ,  Farmer Institutional Development  activities in Mukono district were related to the farmer needs, however the adoption of skills was low. The other challenge faced by the farmers was price instability, food insecurity, market linkage, gender issues such as limited access to ownership and control of land thus limiting the agricultural production. The gender roles were not shared equally by the men and women.  Participation had been enhanced through the decision making process, information sharing consultation between farmer groups and policy implementers has been practised. In conclusion, farmers’ needs can be addressed through farmers forming higher level institutions that will engage the farmers in broader production, marketing and collective action. NAADS Gender strategy needs to be improved to include an affirmative action for issues such as land ownership, use and control, shared gender roles.  To evaluate Participation, yard sticks and performance indicators should be formulated to measure the involvement of the farmer groups in information sharing, decision making process and consultation with the policy implementers. -- Relevance to Development Studies -- Literature provides information on the importance of agricultural extension services, how they can be reconsidered in developing Countries to be able to increase on the productivity nationally. However the current study is relevant in that it focuses on how agricultural extension services have enabled farmer groups improve on their agricultural productivity in the rural setting. Through the farmers needs, gender equality and participation.","['agricultural extension services', 'farmer Institutional development', 'gender equality', 'participation', 'Uganda']"
Teenage pregnancy and motherhood in Merkato slums in Ethiopia: perspectives of teenagers and implications for sexual and reproductive health polices and services,"Tiruneh, Yalemzewud Simachew",2010-12-17,['Haan  Arjan de'],International Institute of Social Studies,"Researches that have been conducted on teenage pregnancy in Ethiopia are not only limited in number but also lacks concern to look the views and perspectives of teen girls/teen mothers. This research examined the life experience of teen girls by exploring factors that contribute to their pregnancy, life options and the available policy interventions to address the needs of teen pregnant/mothers. 
I used two theoretical streams called Ecological and Social exclusion theories to better explain and understand the issue of teenage pregnancy/motherhood in Addisketma specifically Merkato Neighborhood. I also used a qualitative methodological approach; in-depth interview with teen mothers/pregnant and key informant interview with other different actors. 
The main theme of this research is to illustrate problematic pregnancy/motherhood, which I believe has related with their socio cultural setting and views held about their pregnancy by the society as an intersection of the existing perception of gender and class. 
This study showed that teen girls become pregnant as a result of rape, lack of good relationship with family or guardians, limited knowledge on reproductive health issues and lack of interest in education. Teen mothers experience different problems, not only because of their age but because of values, norms and beliefs of the community towards them and are excluded not only from economic resources but also from social matters. They are not allowed to participate in the society and lack opportunity to make friends and other contacts outside their household. 
It is evident from this study that teen mothers/pregnant girls have their own needs that must be understood and recognized by policy makers and implementers.","['teenage', 'unwanted pregnancy', 'teenage pregnancy', 'teen motherhood', 'slums', 'Ethiopia']"
How do Young People in Rwanda seek Self-Employment  in a Tight Labour Market:  A Case Study  of GASABO District in Kigali-City,"BISERUKA, David",2010-12-17,['Cameron John'],International Institute of Social Studies,"Self-employment is claimed to be a viable option for young graduates of vocational education and training  in Rwanda. It has been recognised that self-employment involves complex journeys for those who seek it. Those who seek self-employment can influence their economic journeys to be quicker or relatively shorter and it involves many forms of informal orientation and self-directed learning experiences. Workforce development authority as a government agency responsible for VET, takes the forefront initiative to regulate the setting of curriculum standards to match the labour market with the desired competences. VET programmes provides significant inputs for young people to become self-reliant, it opens the opportunities for young people to discover a job which fits their choices and competencies, it ensures decent work for the participants with a fair income, it provides participants with skills to make to make a living. 
 This research is an attempt to assess how young VET graduates seek self-employment in a tight labour market taking Gasabo District as case study.
     The primary data collected is purely qualitative. The data was collected from thirty five (35) respondents with the help of interview guide. Desk study was also applied in collecting second-ary data. The study findings indicated that young people seeks self-employments through, per-sonal initiatives, family support, support networks. The research findings indicated that the better access one has to social networks the higher chances to become self-employed in a shorter period. Findings also indicated that young people praise Vocational education and training (VET) programmes for developing various competences such as risk taking, wide social networks, problem solving, self-organisation in their daily life. Research results on the challenges young people encounter when seeking self-employment are; limited confidence and experience in the labour market,  lack of motivation, lack of recognition of their qualification, lack of financial support into their journeys to self-employment.
    To improve the steps and journeys young people make to start self-employment. I would argue that, there is a need for a special recognition of young VET graduates who enters the la-bour market. The research finding shows that, the young VET graduates are not recognised in the labour market. It clearly indicated from the findings that young people hardly make it to start  self-employment. thus, there is also a need to introduce the active labour market policies in the current labour market of Rwanda. This could also help to smooth the economic journeys of young people  to self-employment in a country.","['Skills', 'Employment', 'Self-employment', 'Labour market', 'Competencies', 'Gasabo-District', 'Rwanda']"
The meanings of “freedom”: The Change from Liberation Theology to Market Liberalization in El Salvador,"Urquilla, José David",2010-12-17,['Truong ThanhDam'],International Institute of Social Studies,"The concept of “governance” has been criticised as reductionist, i.e., making the person nothing more than a rational, economic being.  Governance studies have undermined the role of religions in society’s perception on their knowledge of government, its attributes, and duties.  This paper explores the role of Catholic Social Teachings and how they affect an individual’s governmental epistemological positions.  Focusing on religious agents, particularly the Catholic Church in El Salvador, the research shows how these agents have continuously shaped a society’s knowledge of “the self,” “community” and “govern-ment,” and how religious institutions and discourses have produced different views of the citizens’ own development to the point of violence.  Between 1977 and 1992, the Catholic Church and the government of El Salvador have fought against each other and within their own ranks in the name of “freedom.”  In fact, they were advancing specific ideologies.  The understanding of “freedom” moved beyond the political realm to become integrated in the branch of the Catholic Church dealing with the moral doctrine of how Catholics must carry their lives in their socio-economic relations.  The Church continues to maintain a privileged status in Latin America’s societies both in recognition and influence despite El Salvador’s removal of Catholicism from its constitution and its government claim of maintaining a secular state.  Given these contradicting ideologies of freedom the relationship between religion and politics cannot be ignored. Questions arise concerning the extent to which the meanings of ‘freedom’ established by the Catholic Church influence the language of governance in El Salvador, and how this language has been used to encompass an understanding of the individual self and of community, and an understanding of how the government should function.
-- Relevance to Development Studies --
This paper addresses the politics of Religion and Development.  In the name of “freedom,” the Catholic Church and the government of El Salvador have fought against each other and within their own ranks in order to advance specific ideologies about “freedom,” “development,” and “governance.”","['Liberation Theology', 'Governmentality', 'Pastoral power', 'Foucault', 'Religion', 'El Salvador']"
"The Functioning of the Public Anti Corruption Institutions: A case of Inspectorate of Govern-ment (IG) in Arua District, Uganda","Ababo,  Simon",2010-12-17,['Lumbrunch Barbara'],International Institute of Social Studies,"This paper explores the effectiveness of Anti corruption public institution, Inspectorate of Government (IG) in enforcing its mandates. Besides several anti corruption institutions established in Uganda in 1990s to combat corruption, the 1995 Constitution of Republic of Uganda provides more enforcement constitutional mandates to the independent agency IG to combat corruption in the country.
Though the institution has enforcement powers, the study findings reveal the infectiveness of the institution in enforcement of its legal mandates in investigation of corruption complaints, enforcement of the leadership code of con-duct and prosecution of investigated corruption cases in Arua district. More so the findings of the study reveal weak institutional capacity in terms of finance, personnel and logistics that hampers the effectiveness of the IG in achieving its targeted goals in combating public sector corruption. The paper further argues that weak policies and lack of political will in support of the institution hinders effective enforcement strategies of anti corruption institution of IG in Uganda. It therefore argues that improvements in the effective performance of anti corruption institution to make it meet its set targets in the struggle of combating corruption can only be possible if there is strong civil society and political will of top leaders who are committed to collectively ensure effective performance of the institution in combating corruption.  It conclude by arguing that ineffective anti corruption institution will create dominant space for corruption in the public sector in Uganda.  

Relevance to Development Studies
This paper is relevant to development studies due to its focus on government institutional strategies to fight corruption which is one of the major development challenges in developing countries. By focusing on the role played by established public institution in combating corruption, this paper hopes to add knowledge on the practice of governments in promoting Good Governance in the public sector.","['corruption', 'leadership code of conduct', 'investigation', 'prosecution', 'Uganda']"
"Circular migration and social differentiation in Thai Binh province, Vietnam",Nguyen Thi Minh Khue,2010-12-17,['Spoor  Max'],International Institute of Social Studies,,
Trading Coffee Through the Ethiopia Commodity Exchange:,"Molina Fernández, Celeste Aida",2010-12-17,['Spoor Max'],International Institute of Social Studies,"This research paper intends to study the Ethiopian coffee value chain in light of the recent creation –in 2008– of the Ethiopia Commodity Exchange (ECX). The ECX is Ethiopia’s latest attempt to enhance the performance of agricultural markets. Conceived as a meeting point for buyers and sellers of grains (sesame, haricot beans, maize, wheat) and coffee, the ECX seeks to organise efficient and transparent market operations. The study attempts to examine whether the creation of the ECX, and particularly the Government’s decision to make coffee trade through this mechanism mandatory for private traders, has resulted in significant modifications in the way Ethiopian actors in the coffee value chain interact and in their specific functions. A global value chain approach reveals the inner workings of chain and non-chain actor coordination, with its implications both at the domestic and international level. A new economic sociology approach takes the analysis beyond the logistical bottlenecks to reveal the motivations and interests of particular chain actors and their influence in allowing for change or maintaining the status quo.","['Coffee', 'commodities', 'commodity exchanges', 'Global Value Chains', 'new economic sociology', 'new institutional economics', 'performativity of markets']"
"Land Deals, Joint Investments and Peasants in Mindanao, Philippines","Salerno, Tania",2010-12-17,['White Ben'],International Institute of Social Studies,,
