title,author,date,supervisor,faculty,abstract,keywords
Gemeentelijke regie binnen netwerken: Een onderzoek naar de gemeentelijke regierol binnen jeugd- en veiligheidsnetwerken in Zoetermeer en Den Haag.,"Goede, X. de",2004-12-31,,Erasmus School of Social and Behavioural Sciences,,"['gemeentelijke regierol', 'regisseur', 'netwerken', 'jeugd en veiligheid', 'samenwerking']"
Minder baat bij een hoge opleiding : Een onderzoek naar de arbeidsparticipatie van hogeropgeleide allochtonen.,"Jitbahadoer, R.S.",2004-12-31,,Erasmus School of Social and Behavioural Sciences,,"['hoge opleiding', 'arbeidsparticipatie', 'hogeropgeleide allochtonen']"
Waterbeheer in de 21e eeuw en sturing door de provincie : het verbinden van belangen en waarden in het landelijk gebied.,"Finnema, J.M.",2004-12-31,,Erasmus School of Social and Behavioural Sciences,,"['Waterbeheer 21e eeuw', 'Deelstroomgebiedsvisies', 'Netwerksturing', 'Interactie', 'Sturing provincie', 'Landelijk gebied']"
GSB : Hoe situationeel is lokaal,"Bouman, M.",2004-12-31,,Erasmus School of Social and Behavioural Sciences,,"['grotestedenbeleid', 'mondialisering', 'Dordrecht', 'Breda', 'Rotterdam']"
"Marokkaan in Nederland, Nederlander in Marokko : een onderzoek naar de sociale identiteiten van de tweede generatie Marokkanen in Nederland","Kuik, J.",2004-12-31,,Erasmus School of Social and Behavioural Sciences,,"['Nederland', 'Marokko', 'culturen', 'sociale identiteit']"
"The struggle against mining
in Oriental Mindoro, Philippines:
a social movement for sustainable development","Sayson, Jiah Labajo",2004-12-17,['Salih Mohamed'],International Institute of Social Studies,"The concept of sustainable development permits the construction of various
responsible range of futures. However, development interventions such as those found
in the colonial and postcolonial Oriental Mindoro obstruct these possibilities.
The non-committal stance of the Philippine government towards sustainable
development, the moribund economy of Oriental Mindoro resulting from colonial and
postcolonial development interventions, and the entry of the multinational mining
company that displaced communities, triggered the formation of a social movement that
pursued protest actions with a militant and transformative mode while providing
autonomous spaces for different identities and interests. The struggle against mining
sharpened the contradictory vision of development of the national government and
foreign interests' neoliberal agenda and the sustainable development agenda of the
people of Oriental Mindoro articulated through the social movement. Most importantly,
the struggle in Oriental Mindoro re-introduced, sharpened, and legitimated the local
conceptualization and practice of development that is sustainable and people-centered.","['mining', 'social movement', 'sustainable development', 'Oriental Mindoro', 'Philippines']"
"Indra's Power : Participatory Irrigation, Farm Productivity and Poverty in Rural Orissa",Ashok Kumar Nayak,2004-12-17,['Dr. A. Haroon Akram-Lodhi'],International Institute of Social Studies,"In recent years Participatory Irrigation Management as a concept has attracted widespread attention. It has been accepted as state policy in a number of countries. In India, Andhra Pradesh was a pioneering state in implementing the concept Orissa was a late starter but by 2002 had already brought out a suitable legislation. This paper draws on findings of an empirical study of participatory irrigation management in the coastal part of Orissa to argue that the newly adopted management practice could lead to a rise in productivity among the small farmers. This paper also argues on the basis of a rapid rural appraisal that rises in productivity does not necessarily translate to reduction in poverty.",
"Micro credit as a tool for Women's Empowerment and Poverty Alleviation in Uganda: The case of Uganda Women's Finance Trust Limited (UWFTL) and Micro Enterprise Development Network (MED-Net), Kampala, Uganda","Mukuye, Ronard",2004-12-15,['Kurian Rachel'],International Institute of Social Studies,,
Forging a strategy partnership to boost productivity and employability: the changing role of the government and the private sector in providing vocational education and training in Zimbabwe,"Ziyera, Joseph",2004-12-10,['Schiphorst Freek'],International Institute of Social Studies,,
Unequal Actors in Conservation.,"Quang Tu, Pham",2004-12-01,['Buchy Marlene'],International Institute of Social Studies,,"['Conservation', 'Actor-Network', 'Bavi National Park of Vietnam']"
