title,author,date,supervisor,faculty,abstract,keywords
INCOME AND EMPOWERMENT: (HOW) DOES IT WORK?,"Schoof, C.",2016-08-25,"['prof.dr. A.G. Dijkstra', 'prof.dr. H.J.M. Fenger']",Erasmus School of Social and Behavioural Sciences,,
Sanctions and al-Qaeda,"Nunen, W. van",2016-08-25,['dr. M. Onderco'],Erasmus School of Social and Behavioural Sciences,,
The Right to Food in Latin America and the Caribbean,"Ozbun, W.S.",2016-08-25,"['dr. M. Onderco', 'dr. A. Jungen']",Erasmus School of Social and Behavioural Sciences,,
A case study on the influence of boundary-spanning activities on the effectiveness of governance networks,"Bosma, J.",2016-08-25,"['dr.ir. J. Eshuis', 'dr. I.F. van Meerkerk']",Erasmus School of Social and Behavioural Sciences,,
Interest groups and information framing at the European Parliament,"Menne, B.",2016-08-25,"['prof.dr. M. Haverland', 'prof.dr. S. van der Walle']",Erasmus School of Social and Behavioural Sciences,,
What are the controversies between actors around the Água Espraiada Consortia Urban Operation social dimension and how effective is the municipality of São Paulo strategies to address these asymmetries?,"Gheneim de Camargo, R.",2016-08-25,['prof.dr. E.H. Klijn'],Erasmus School of Social and Behavioural Sciences,,
Success struggles and steering,"Lindeboom, I.F.",2016-08-25,['prof.dr. J. Edelenbos'],Erasmus School of Social and Behavioural Sciences,,
Democratische Economie,Eduard van Scheltinga,2016-08-24,"['dr. G.H. van Oenen', 'dr. H.A. Krop']",Erasmus School of Philosophy,"In deze scriptie bespreek ik democratische economie. De mogelijkheid hiervoor zijn de scheuren in de verbinding van democratische politiek en kapitalistische economie. De samenlevingen met democratische politiek en kapitalistische economie zijn na de Tweede Wereldoorlog tot stand gekomen met de sociaal-democratische consensus. Democratie werd in het politieke domein getolereerd en in de economie werd kapitalisme getolereerd. In de zestiger jaren werd met de afbraak van autoriteit ook democratie in het privé domein getolereerd. De sociaal-democratische consensus was een bijzondere onderneming: niet eerder gingen democratische politiek en kapitalistische economie op deze schaal samen. Maar deze consensus heeft aantoonbare problemen en het is lastig denkbaar dat deze in de huidige vorm nog lang blijft bestaan. In het eerste hoofdstuk bespreek ik de achtergrond om onderzoek te doen naar democratische economie. De afgelopen dertig jaar wordt democratische politiek steeds meer ingeperkt door kapitalistische economie. Daarmee lijkt het erop dat democratische politiek niet voldoende is om een samenleving democratisch te organiseren. Een mogelijke oplossing daarvoor is het democratiseren van de economie. Maar aan democratische economie is tot nu toe weinig theoretische invulling gegeven. In deze scriptie verken ik daarom democratische economie. Ik beargumenteer in hoofdstuk twee en drie dat werkers en betrokkenen tot de demos van een democratisch bedrijf kunnen behoren. In hoofdstuk vier bespreek ik een opvatting van democratie die in bedrijven bruikbaar is. Ik bespreek dat democratie opgevat kan worden als voor allen een gelijkwaardig aandeel in de oorzakelijkheid. Vervolgens bespreek ik in hoofdstuk vijf bestaande exemplaren van democratische bedrijven. Daarbij ga ik in op hoe democratie in deze bedrijven functioneert en wat er nodig is voor een democratisch bedrijf. In hoofdstuk zes bespreek ik dat een economie democratisch kan worden georganiseerd door democratie in de economie te verspreiden. Zo kan democratie universaliseren in de economie. Aangezien deze scriptie over democratische economie gaat, bespreek ik met name de economie. Alleen in hoofdstuk een en zes komt de bestaande democratische politiek aan de orde. Hoewel er veel in de democratische politiek kan veranderen, heb ik ervoor gekozen om me te richten op de economie. De reden daarvoor is dat er sinds de jaren 1970 weinig aandacht is voor democratische economie, terwijl het een rol kan spelen in het democratisch gehalte van de samenleving. Democratische economie is in deze scriptie geen vervanging voor democratische politiek, maar een aanvulling op de bestaande situatie.",
Finding a New Way to Guarantee Human Dignity: an Analysis of Arendt's Notion of the Right to Have Rights,Luuk van Rij,2016-08-23,,Erasmus School of Philosophy,,
Competentiegericht onderwijs in het hoger beroepsonderwijs,Muhammed Emin Akbas,2016-08-22,"['prof. dr. L.M. Huijer', 'dr. T.K.A.M. de Mey']",Erasmus School of Philosophy,"In deze masterscriptie wordt competentiegericht onderwijs geanalyseerd op basis van het raamwerk dat door onderwijsfilosoof Gert Biesta is ontwikkeld. Binnen dit raamwerk wordt onderscheid gemaakt tussen drie functies van onderwijs, namelijk kwalificatie, socialisatie en persoonsvorming. Geanalyseerd is in hoeverre en op welke wijze competentiegericht onderwijs invulling geeft aan deze drie functies van onderwijs. Uit de analyse komt naar voren dat deze onderwijsvorm doorschiet in het kwalificeren en socialiseren van studenten, en tekortschiet in de persoonsvorming. Dit betekent dat studenten gedisciplineerd en genormaliseerd worden om succesvol een beroep uit te voeren en onderdeel te zijn van een sociale sfeer en gemeenschap, maar dat ze geen ruimte krijgen om zich op een eigenstandige, unieke wijze te vormen. Geadviseerd wordt om competenties, de bouwstenen van deze onderwijsvorm, vanuit meerdere uitgangspunten en op een andere wijze te organiseren.",
Joods leven op Curaçao: Jossy Maduro,G. Hauck,2016-08-22,"['A.A. van Stipriaan Luiscius', 'G. Oonk']","Erasmus School of History, Culture and Communication","Vierhonderd jaar terug migreerden Sefardische joden via Nederland naar noordoost Brazilië en wat later ook naar Suriname en Curaçao. Tot op de dag van vandaag bestaan joodse gemeenschappen in deze gebieden. De blanke bevolking op Curaçao bestond voor een derde tot de helft uit Sefardische joden en zij hebben een grote bijdrage geleverd aan de bloeiende economie op het eiland. De moedergemeente in Amsterdam had een grote religieuze invloed op de joodse gemeente op Curaçao. De joodse gemeente werd georganiseerd volgens de reglementen van Portugees-Israëlitische moedergemeente uit Amsterdam en de rabbijnen werden opgeleid in Bets Haim te Amsterdam. Vanaf 1880 begon de groepsidentiteit binnen de Sefardische gemeenschap op Curaçao af te nemen als gevolgd van externe factoren, zoals de komst van de olieraffinaderij, de Tweede Wereldoorlog en versnelde communicatiemiddelen. Op Curaçao bestaat de joodse gemeenschap nog steeds voornamelijk uit een blanke elite. Uit recente onderzoeken is gebleken dat Sefardische joden zich bovenal Curaçaos voelen. Echter, hoe de Sefardische-Curaçaose identiteit in de periode tussen 1880 en 1950 eruitzag, is vooralsnog niet bekend.  In dit onderzoek wordt ingezoomd op een Sefardisch-Curaçaose identiteit in de eerste helft van de twintigste eeuw, namelijk van Jossy Maduro (1891-1964). Aan de hand van zo’n 700 brieven in de Collectie Maduro (CBG) wordt onderzocht hoe het leven van Sefardische joden op Curaçao in de tussenliggende tijd eruit heeft kunnen zien.","['Sefardisch-Curaçaose geschiedenis / joods-Caribische geschiedenis / Jewish Studies / Sephardic history / Caribbean Studies', 'Curaçao', 'Joodse diaspora', 'Micro-analyse / micro-analysis', 'Identiteitsstudie', 'Brievenonderzoek / Reading against the grain / Kwalitatieve inhoudsanalyse', 'Maduro-familie']"
Online Privacy Management,S.E. Comba,2016-08-17,"['H.J.C.J. Hitters', 'M.N.M. Verboord']","Erasmus School of History, Culture and Communication","Social media have become incredibly popular among youngsters all over the world.
Social media platforms have grown continually and have become parts of our daily
lives. Each of these social media platforms has their own guidelines, rules, goals and
purposes. For this research, the focus will be on the most popular social media
platform Facebook. Because of its popularity, it has been studied multiple times. This
study will only focus on one group of Facebook-users, namely youngsters, and more
specifically, Dutch youngsters. Dutch youngsters are using Facebook, but no study
yet has focused on this specific group. The aim of this research is to find out what
Dutch youngsters are exposing on their Facebook profile, why they choose to share
this information, and why they decide to not share other information. Moreover, this
research will gain knowledge on how Dutch youngsters protect themselves from
privacy issues, and how they build their own online privacy protection strategies. To
gain knowledge about the actual behavior of the Dutch youngsters, 10 in depth
interviews were held with boys and girls, between the ages of 13-18, born and raised
in the Netherlands. The results derived from the in depth interviews were very
interesting. The sample of Dutch youngsters seemed to be quite generous in sharing
their personal information online, while doing little to no adjustments to their standard
privacy settings on Facebook. However, while the standard settings were left
untouched, other privacy protection strategies were actively used. While the
participants did not completely understand the meaning and opportunities of the
standard Facebook settings, they did not feel that they needed to learn anything new
about privacy issues and privacy protection strategies.","['Social media', 'Facebook', 'information disclosure', 'privacy management', 'youngsters']"
Surfin’ U.S.A. or Surfin’ California?,M.B. Punt,2016-08-15,"['L.E. Braden', 'M.S.S.E. Janssen']","Erasmus School of History, Culture and Communication","This paper suggests and tests a ‘place-based aesthetics model’ in order to show the importance of place in the process of retrospective cultural consecration. By studying place as a social construct, two important dimensions of place are distinguished: ‘sense of location’ and ‘sense of locale’. In contrast to the more practical approach towards these dimensions of prior research, this study treats these dimensions in a ‘symbolic’ manner, in the sense that it makes the shift towards the social meanings and values attached to locale or location. In order to study this, a surf music dataset of 2.548 surf tracks was used. While taking into account the effects of more general predictors of retrospective consecration, the paper includes both dimensions of place in one model. The results suggest the existence of a ‘California-aesthetic’ in the genre of surf music, while associations with locale, or the material setting of social interaction, seem to be unimportant. By controlling for different forms of concurrent success, the paper concludes that this importance of ‘location’ cannot only be credited to the economical and production side advantages of the vibrant music scene of California but should partly be ascribed to certain symbolical effects of ‘place-based aesthetics’ in surf music.","['place-based aesthetics', 'retrospective consecration', 'surf music', 'location', 'locale', 'sense of place']"
