title,author,date,supervisor,faculty,abstract,keywords
“The hand (out) that rocks the cradle”: Enabling or disabling the rural shift from ill-being to well-being? - The case of the South African Child Support Grant.,"Silo, Zanele",2014-12-12,['Messkoub Mahmood'],International Institute of Social Studies,"This study aims to focus on the Child Social Grant (CSG) program in South Africa which has been categorised as one of the social grant pillars that represent recordable success in terms of its high uptake. It ventures into propelling that a reliance on this social cushion (in isolation from other income generating mechanisms) to enhance the economic position of the caregiver ‘the hand’ is self-defeating. The caregiver as the recipient holds the decision making power that determines how resources are cascaded at the level of the household therefore in implementation of social protection interventions of this nature, the policy focus should not exclusively be directed at the children but also at those who are responsible for the care of the children. In predominant situations of vast unemployment and lack of sources of income and provision, the CSG becomes a source of sustenance for the entire household, to all intents and purposes it meets only the most basic needs. It then becomes hardly surprising that even though there is a high take up of Child Support Grants, the majority of South African children continue to experience poverty in the form of both income and material deprivation.
The findings of this study will allow concerned stakeholders including government and civil society to critically assess and adjust polices on how to best maximise the benefits of social assistance within the South African historical and current context. It is envisioned that some recommendations that have emerged will contribute to the debate ensuing around the structural and institutional mechanisms that should shape social protection in South Africa. It would be of utmost relevance to assess how the system of social protection drives or influences vulnerability of benefactors and care givers.","['Child Support Grant', 'social protection', 'social exclusion', 'rural poverty', 'out of poverty graduation', 'child well-being', 'dependency theory', 'empowerment']"
Debunking the myth of the voluntary privatized defined contribution pension model: A case study of the old age savings strategies and the new pension system for informal workers in Ghana,"Wong, Wo Ping",2014-12-12,['Fischer Andrew'],International Institute of Social Studies,"This paper is an analysis of the new pension system for the informal workers in Ghana. Since 2005, Ghana has started to implement a public voluntary defined contribution pension system in Ghana which turned to a fully privatized scheme in 2010. According to the logic of the international financial institutions, this pension model is believed to be a suitable pension solution for developing countries. However, the take up rate of the system is just about 1% of the informal workers population after more than 9 years of implementation.
This research finds that because of the institutional constraints, this system cannot be accessed by most of the informal workers and it is the direct cause of the low take up rate. This research further argues that there is system failure in the new pension system. On one hand, the system overlooked the fact that the existing old age saving strategy of the informal workers has already provided them an effective high-risk high-return investment opportunity. On the other hands, with low institutional capacity, the privatized defined contribution model cannot provide a low risk pension with basic pension. These findings can be considered as a counter argument to the privatized defined contribution pension model recommended by the international financial insti-tutions and suggests that a tax finance public pension maybe a more feasible pension solution in developing countries with similar socio economic background with Ghana.","['Ghana', 'pension', 'Three Pillar Model', 'privatization', 'defined contribution', 'institutional capacity', 'international financial institutions', 'policy diffusion']"
A Clash of Civilisations in Kenya: National Security and the Somali Question,"Ciugu, Michelle W.",2014-12-12,['Hintjens Helen'],International Institute of Social Studies,,
The Impact of Trade Liberalization on Nutritional Status in Bangladesh,"Afrin, Sabiha",2014-12-12,['Pellegrini Lorenzo'],International Institute of Social Studies,"The present study examines the relationship of nutritional status with trade liberalization in the context of Bangladesh using time series data from 1990 to 2010.Average tariff rate is used as the key variable to measure the openness of the economy. Other than key variable of trade liberalization, the study employs four variables namely real GDP, agricultural land, value of imported food and reserve of foreign exchange to assess the availability and accessibility to food that improve the dietary energy intake.
Many empirical studies have addressed the consequences of malnutrition with relation to international trade. However, this study pays attention to some new variables to investigate the relationship between nutrition and trade liber-alization in the context of Bangladesh. The empirical result shows that trade openness has positive and significant impact on per capita daily energy supply. The key variables that significantly influence the nutritional status of the coun-try are real GDP and value of imported food. Real GDP shows robust and positive association with nutritional status since with rising GDP people are able to diversify their food consumption to fulfil their nutritional requirement. The study finds the value of imported food is significant and the impact is ac-cording to our expectation.","['Nutrition', 'Malnutrition', 'Food security', 'Hunger', 'Trade liberalization', 'Calorie intake', 'Bangladesh', 'Time series']"
"Understanding the impact of societal stigmatization on the survival of street children: Creating a pathway for effective intervention of addressing the plight of street children in Kampala city, Uganda.","Najjuma, Annet",2014-12-12,['Cheney Kristen'],International Institute of Social Studies,"Over the years, various scholars have produced relevant literatures that critically discuss street children, with recommendations on various types of intervention programs that can be used to remove them from the street. Rather than joining the dominant discourse of casual factors that led to children being on the street, this study brings stigmatization to the forefront of discussions about street children in order to help create more effective interventions that could either reduce their being on the street and/or improve their living conditions. Therefore, this study highlights how stigmatization – particularly categorization and labeling, and discrimination – negatively impacts street children’s wellbeing. It does this in relation to the extensively stated opinions of street children, adults in the communities, government officials and non-state actors in Kampala city of Uganda. Stigmatization, labeling, discrimination and prejudice encountered by street children in many ways will hinder the success of intervention programs if the actors did not critically assess the impact it has on the children they are planning to help. I argue that the lens through which the government or NGOs and CSOs view street children to a large extent influences the types of intervention they design to address the plight of the children. Most essentially, the intervention approaches of the government and NGOs are poles apart. While the government focuses on sanitation of the city, the NGO’s approach follows the rescue model. I recommend that government and non-state actors should initiate public awareness campaigns to address the negative perceptions of street children, by appreciating the realities of street children’s lives and considering the reasons why they engage in survival tactic.","['street children', 'stigmatization', 'categorization', 'stereotypes', 'prejudice', 'Ugandan government', 'NGOs']"
Doorwerking van Stadsvisie Vlaardingen 2020,"Don, W.A. (Adriaan)",2014-12-11,"['Marks Dr. P.K. (Peter)', 'Bekkers Prof.dr. V.J.J.M. (Victor)']",Erasmus School of Social and Behavioural Sciences,In deze scriptie worden de resultaten van een evaluatieve case studie naar de doorwerking van het document Stadsvisie Vlaardingen 2020 gepresenteerd. In het onderzoek zijn achttien persoonlijke interviews afgenomen met bestuurders en topambtenaren bij de gemeente Vlaardingen. Daarnaast zijn 57 enquêtes afgenomen onder raadsleden en beleidsmedewerkers. Ten slotte zijn 73 beleidsdocumenten geanalyseerd die verschenen zijn in de periode 2000-2014. Geanalyseerd is hoe de inzichten uit de deze data zich verhouden tot de theoretische veronderstellingen die tevens in dit onderzoeksrapport zijn gepresenteerd.,"['stadsvisie', 'sturing', 'gemeente']"
Een rationeel geloof in de Ene!?,A. Hazenoot,2014-12-11,['Prof.dr. L. van Bunge'],Erasmus School of Philosophy,"De rationele verdediging van een geloof in God vormt al eeuwen een steeds weer terug kerende discussie. In deze scriptie wordt in het eerste deel de these van Leibniz dat deze wereld de beste van alle mogelijke werelden is besproken in relatie tot de discussie die hij voerde met twee tijdgenoten. Zijn rationele verdediging werd ook toen al hevig bekritiseerd. 
In het tweede deel worden de tegengestelde posities die J.L. Mackie en A.C. Plantinga innemen op grond van een zelfde uitgangspunt van de vrije wil besproken. Dit leidt tot een afwijzing van de claim van Plantinga dat zijn zogenaamde Free Will Defense het probleem van het lijden en het kwaad voor altijd de wereld heeft
uitgeholpen, waarmee hij tevens probeerde te betogen dat een geloof in God niet irrationeel zou zijn. Tot slot wordt een aanzet tot een mogelijk verder doordenken gegeven.","['rationaliteit', 'irrationaliteit', 'vrije wil']"
"Dichtbij, maar toch ver weg?","Bouts, R. (Remco)",2014-12-05,"['Edelenbos Prof.dr. J. (Jurian)', 'Eshuis Dr.ir. J. (Jasper)']",Erasmus School of Social and Behavioural Sciences,"Onderzoek naar percepties van bestuurders en ambtenaren op de afstemming rond de integratie van de Gemeenschappelijke Regeling Drechtwerk in de Gemeenschappelijke Regeling Drechtsteden in het kader van de Participatiewet. Vertrouwen, meta-governance en compatibele structuren blijken van invloed op het verloop van de afstemming. Bijzondere aandacht is gegaan naar het zogenaamde 'Robbeneiland': een informeel netwerk van lokale ambtenaren die invloed proberen uit te oefenen.","['stedelijke netwerken', 'complexiteit', 'vertrouwen', 'meta-governance', 'structuren', 'afstemming']"
Verbetervermogen van teams,"Beusekom, M.G.P. van (Pieter)",2014-12-05,"['Kuipers Dr. B.S. (Ben)', 'Buuren Dr. M.W. van (Arwin)']",Erasmus School of Social and Behavioural Sciences,"Organisaties zijn continu blootgesteld aan een omgeving die in ontwikkeling is, zo is er altijd sprake van innovatie, de globalisering neemt toe en de economische mondialisering schrijdt voort. Om als organisatie mee te kunnen gaan met deze ontwikkelingen is het wenselijk dat er continu veranderingen plaatsvinden en dat deze leiden tot verbeteringen (De Waal, 2013). Uit diverse onderzoeken, waarvan Kotter (2008) de grondlegger is, is gebleken dat  organisatieveranderingen vaak niet (volledig) slagen, dit komt veelal voort uit het gedrag van mensen. Om ervoor te zorgen dat er veranderingen plaatsvinden zal hierop ingespeeld moeten worden; de verandering begint bij het individu en heeft invloed op gehele teams (Katzenbach & Smith, 1993). Teams worden om die reden in een organisatie als belangrijk ervaren, niet alleen de organisatie en de werkzame individuen veranderen maar bij gevolg ook de teams. De vraag is nu welk vermogen een team heeft om te kunnen verbeteren, anders gezegd welke elementen zijn essentieel om als team verbetervermogen te bezitten?
Om het verbetervermogen van teams te definiëren en meetbaar te maken is de volgende wetenschappelijke onderzoeksvraag geformuleerd: ‘Wat is het verbetervermogen van teams?’","['Teams', 'Verbeteren', 'Veranderen', 'Verbetervermogen', 'Verandervermogen', 'Teamprocessen']"
"De Poolse Kwestie en de zoektocht naar eenheid, 1863-1939",J.M.M. van der Spelt,2014-12-04,"['L.J. Altena', 'F.M.M. de Goey']","Erasmus School of History, Culture and Communication","Hoewel Pools nationalisme een lange geschiedenis heeft, vormt de tweede wedergeboorte van de Poolse staat de bron van modern (etnisch) Pools nationalisme, waar dit onderzoek op gericht is. Met de wedergeboorte van Polen kreeg het etnisch nationalisme langzamerhand de overhand boven het conservatief loyalisme. Het idee was dat niet alleen een gemeenschappelijk verleden Polen tot één natie maakte; de natie was tevens verbonden op basis van etniciteit en  cultuur. Het is echter een interessante vraag in hoeverre gesproken kan worden van etnisch nationalisme aangezien sommige onderzoeken aantonen dat etnisch nationalisme in Polen tijdens de eerste helft van de twintigste eeuw niet overdreven moet worden. Dit onderzoek toont aan hoe het etnisch nationalisme zich ontwikkelde in Polen in de periode 1863-1939. Werd bijvoorbeeld met de wedergeboorte van Polen etnisch nationalisme aangescherpt?  Uit de conclusie zal blijken dat daar zeker sprake van was. 
Tevens staat vast dat bij de bestudering van Pools nationalisme niet voorbijgegaan kan worden aan de politieke tweestrijd tussen Roman Dmowski en Jozef Pilsudski.  Zonder enige twijfel bleken beide Poolse politici van groot belang voor de politieke ontwikkeling van Polen in de periode 1863-1939.",
