title,authors,supervisors,date,language,keywords,program,abstract
"Flow in relatie tot vermoeidheid, recovery en de persoonlijkheidstrek extraversie.","['Kesharie, J.']","['Demerouti, Eva']",2009-09-21T17:00:46Z,nl,[],Klinische psychologie,"Dit onderzoek ging voornamelijk over het ervaren van flow op het werk, vermoeidheid thuis/werk, recovery thuis en de persoonlijkheidstrek extraversie. De volgende hypotheses zijn hierbij getoetst; a) mensen die flow ervaren op het werk minder vermoeid zullen zijn thuis, b) mensen die flow ervaren meer recovery (herstel) opdoen na het werk, c) persoonlijkheidstrek extraversie een moderende rol speelt in de relatie tussen flow op het werk en vermoeidheid thuis, d) persoonlijkheidstrek extraversie een moderende rol speelt in de relatie tussen flow op het werk en vermoeidheid op het werk. De hypotheses zijn onder 83 werkenden in de verschillende beroepssectoren getoetst met een dagboek wat 4 dagen 2 keer per dag ingevuld werd en een vragenlijst wat 1 keer ingevuld werd. Uit de resultaten is gebleken dat er een samenhang bestaat tussen flow en vermoeidheid thuis/werk en recovery. De persoonlijkheidstrek extraversie was een moderator in de relatie tussen flow en minder vermoeidheid op het werk. Het maatschappelijk belang van dit onderzoek is om flow te bevorderen op de werkvloer zodat werknemers een balans ervaren in de activiteiten op het werk en thuis en hierdoor beter gepresteerd kan worden op het werk. Verder gaat het om het verhelderen van de theoretische constructen zoals flow op het werk, vermoeidheid thuis/werk, recovery thuis en de persoonlijkheidstrek extraversie."
Lambek–Grishin Calculus Extended to Connectives of Arbitrary Arity,"['Melissen, M.']","['Moortgat, M.']",2009-09-18T17:03:59Z,nl,"['Formal grammar, Categorial grammar, Lambek-Grishin calculus, Lambek calculus, Non-commutative logic']",Cognitive Artificial Intelligence,"In my thesis, I introduce the generalized Lambek–Grishin calculus and study its properties. The second part of this thesis studies the Lambek calculus and the Lambek–Grishin calculus from the perspective of formal language theory. The main result is a new lower-bound on the generative complexity of the Lambek–Grishin calculus."
Practice that you reach: Explaining limited outreach of Micro Finance Institutions in the Netherlands,"['Kasbergen, P.H.A.']","['Paridon, C.W.A.M. van', 'Walle, S. van de']",2009-10-06T17:00:11Z,en,"['microfinance, MFI, microcredit, Netherlands, outreach, entrepreneur, entrepreneurship, microfinanciering, nederland, bereik, MFI, ondernemer, ondernemerschap']",Research in Public Administration and Organizational Science,"Abstract

This is a thesis about microfinance in the Netherlands. Microfinance is the practice of lending small amounts of money (microcredits) – often in combination with other financial services like Business Development Services (BDS) – to entrepreneurs who are otherwise financially excluded from access to credits, and who use that money to start or continue a small business. A significant number of small Dutch entrepreneurs are indeed financially excluded, because Regular Financial Institutions (RFI’s) find it too costly and risky to lend them money.

The phenomenon of microfinance transferred from developing to developed countries, but not without problems. The outreach of Dutch Micro Finance Institutions (MFI’s) – organizations specialized in disbursing microcredits – is limited: only 98 microcredits were disbursed by six MFI’s in 2007. It is limited both in comparison to the potential demand for microcredits that Dutch market research finds, and in comparison to the number of microcredits disbursed in other Western-European countries. Although microfinance in the Netherlands is a relatively new phenomenon and Dutch MFI’s experience arrears in comparison to MFI’s in other countries, the finding of limited outreach presents a clear puzzle and is thereby the direct cause for this thesis. The main research question is: ‘Why is the outreach of Micro Finance Institutions in the Netherlands limited?’

While outreach is a key concept in the literature on microfinance, outreach of Dutch MFI’s was never before a topic of academic research. In a practical sense, creating substantial outreach is crucial to the viability of microfinance in the Netherlands. The Dutch government has a significant stake in that viability, because the expected direct and indirect (spill-over) benefits of microfinance-driven entrepreneurship has evoked its interest in microfinance as the newest instrument to stimulate entrepreneurship. That interest translates into policy that involves maintaining a microfinance network, granting subsidies to MFI’s and even running a number of MFI’s.

Governmental subsidies are an example of the credit market interventions needed to help MFI’s to disburse microcredits to financially excluded entrepreneurs. On the other hand innovative practices are needed. What mix of those two options should be applied by MFI’s is part of a normative debate about microfinance. Other parts of that debate are questions about the goals of MFI, which groups MFI’s should target and whether MFI’s should be financially self-sufficient. Exploratory research performed for this thesis shows that none of the Dutch MFI’s is financially self-sufficient, while their innovative practices consist in BDS, client targeting and client selection. It also shows that while outreach is about demand (from potential borrowers) and supply (from MFI’s), a strong demand-side explanations for limited outreach is that Dutch MFI’s have difficulties marketing their products and services – partly because they lack knowledge about the size, nature, needs and location of their target group(s).

In order to find supply-side explanations for limited outreach, qualitative interviews were conducted with a non-random theoretical sample of 19 entrepreneurs. Data from interviews with entrepreneurs that successfully applied for a microcredit (contacted via MFI’s) were compared with data from interviews with entrepreneurs that refrained from applying (contacted via intermediary organizations). Analysis shows that a clear profile, contrasted with the profile of RFI’s, increases outreach MFI’s; and that MFI’s generally disburse microcredits to the ‘right’ people – financially excluded entrepreneurs belonging to the target groups. Potential borrowers highly value the flexible attitude of MFI’s, the specific products and services they offer, and how they offer them. They value them so much that they do not mind the low probability of approval of their application. On the other hand compulsory Business Development Services and slow and long application procedures can be motives to refrain from applying.

This thesis claims that none of the individual explanations for limited outreach of Dutch MFI’s is decisive, but rather all explanations together constitute a comprehensive understanding. At this point the number of Dutch MFI’s is still small, they have a narrow geographical focus and they are young and inexperienced organizations. If they want to increase outreach they will have to refine their strategy about which entrepreneurs they want to reach, and how they plan on reaching them. They consequently have to engage in more focused marketing efforts, helped by findings from this thesis about what attracts borrowers. In addition they should think about the measurement of the impact of their activities, because the Dutch government will want to know whether the resources and efforts allocated to microfinance eventually result in its viability. With regard to the microfinance debate, MFI’s, the Dutch government and Dutch politicians will have to make a range of choices about issues summed up in the conclusion of this thesis. Clear and explicit choices would greatly help microfinance in the Netherlands, and it is the only way to be able to evaluate the viability of MFI’s and of microfinance (policy) in the future.

The task for academics is to continue researching what happens. This thesis has laid the foundation for such research. Three suggestions for future research are: first, to experiment with ways to find more respondents – which proved difficult for this thesis – to conduct both qualitative and quantitative research into microfinance; second, to perform a comparative case study between Dutch MFI’s and to perform a quantitative survey research among small entrepreneurs; third, to perform comparative research on MFI’s in the Netherlands and other Western-European countries – and possibly also the USA. Such comparative research also has value for microfinance in other Western-European countries, since MFI’s in those countries deal with similar problems."
"Het lange termijn effect van Active Support op het uitvoeren van activiteiten, de zelfstandigheid, sociale redzaamheid en probleem gedrag van mensen met een verstandelijke beperking","['Meer, E.J.M. van der']","['Wijnroks, L']",2009-10-05T17:00:47Z,nl,[],Orthopedagogiek,"Probleemstelling: Het onderzoek richtte zich op de lange termijn effecten van de methodiek Active Support. Het onderzoek evalueerde de deelname aan geplande activiteiten, de zelfstandigheid, sociale redzaamheid en probleemgedrag één jaar na implementatie van de methodiek binnen een instelling voor gehandicapten. Methoden: Het onderzoeksdesign bestond uit: een voormeting in 2007 vond plaats voor de implementatie en training van Active Support; de eerste nameting was in 2008, in de fase kort na de training en implementatie van de methodiek en de nameting was in 2009, één jaar na implementatie van de methodiek. Tijdens deze meetmomenten werd gedurende acht weken voor zeven cliënten activiteitenlijsten ingevuld door medewerkers. Verder werden de Abberant Behavior Checklist (ABC) en de Vineland- Z eenmalig ingevuld om het probleemgedrag en de sociale redzaamheid van de cliënten te meten. Resultaten: Eén jaar na implementatie van Active Support is er nog altijd een significante toename in de deelname aan geplande activiteiten en zelfstandigheid van de cliënten in vergelijking met voor de implementatie. Het effect is echter op bovenstaande gebieden wel afgenomen in vergelijking met kort na de implementatie. Tevens is er één jaar na implementatie een significante toename van ongepaste spraak vastgesteld, in vergelijking met kort na de implementatie. Daarnaast werd er een significante toename in het stereotype gedrag vastgesteld, in vergelijking met voor en kort na de implementatie. Conclusie: Er is nog altijd een lang termijn effect van de methodiek Active Support zichtbaar op het aantal activiteiten en de mate van zelfstandigheid van mensen met een verstandelijke beperking."
"Zelfstandig, als dat kan","['Slump, E.G.']","['Jongmans, M', 'Moonen, X.M.H.']",2009-10-06T17:00:27Z,nl,"['Jongeren', 'LVB', 'LVG', 'intramuraal', 'toekomstperspectieven en emotionele problematiek', 'gedragsproblemen']",Orthopedagogiek,"Achtergrond: Het aantal jongeren met een licht verstandelijke beperking (LVB) dat behoefte heeft aan een behandeling in een orthopedagogisch handelingscentrum voor jeugdigen met een licht verstandelijke beperking (OBC) neemt toe. Bij deze jongeren is sprake van complexe problematiek, waarbij reguliere ambulante of andere lichte vormen van behandeling en begeleiding niet (meer) tot de mogelijkheden behoren. Tijdens de volwassenheid lijken mensen met een LVB, die eertijds als jeugdige behandeld werden, uit de hulpverleningscircuits te verdwijnen waardoor ze niet meer traceerbaar zijn. Dit terwijl het niet zo is dat de behoefte aan hulp is afgenomen. In tegendeel. In de zorg en in onderzoek hebben mensen met een verstandelijke beperking geen gelijkwaardige rol. Om een meer gelijkwaardige rol te creëren zijn zelfstandigheid, zelfbepaling, zelfontwikkeling en adequaat op de behoefte afgestemde ondersteuning belangrijke sleutelconcepten voor mensen met een LVB.
Vraagstelling: Hoe denken jongeren met een LVB en emotionele problematiek en/of gedragsproblemen over hun toekomst?
Methode van onderzoek: kwalitatief onderzoek waarbij gebruik is gemaakt van de elicitatietechniek photo-elicitation om het interview te structureren en te verdiepen, bij tien (N=10) 16 en 17 jarige jongeren met een LVB, verblijvend in een OBC. 
Resultaten: Alle geïnterviewde jongeren deden uitspraken over een ‘gewenst toekomstbeeld’. In het ‘gewenst toekomstbeeld’ wonen acht van de tien jongeren zelfstandig. Zes jongeren gaven aan samen te willen wonen en te trouwen, vier hiervan met kinderen. Tevens gaven alle jongeren aan dat delen van het ‘gewenst toekomstbeeld’ nog in te vullen zijn met onderwerpen zoals werk en kinderen.
Conclusies: De jongeren lieten zien bezig te zijn met de vormgeving van het eigen leven. Het gewenste toekomstbeeld lijkt over het algemeen realistisch. De jongeren hebben de wens zich te ontwikkelen tot zelfstandige volwassenen. De jongeren willen zelfstandig wonen en werken, een relatie hebben met eventueel kinderen en sociale contacten onderhouden. De jongeren beschrijven voor zich een weg die ze moeten afleggen om deze gewenste toekomst te bereiken en laten hierbij zelfkennis en inzicht in de situatie zien. Deze resultaten komen overeen met eerder onderzoek."
De invloed van propedeusetoetsen Social Work op de motivatie van tweedejaars studenten.,"['Hoefeijzers, M.P.G.', 'Cornielje, A.']","['Stokking, K.M.', 'Kloppenburg, R.T.H.M.']",2009-10-05T17:00:31Z,nl,[],Onderwijskundig ontwerp en advisering,"In dit onderzoek werd de invloed van de propedeusetoetsen Social Work op de motivatie van tweedejaars studenten onderzocht. Gemotiveerd zijn betekent te worden bewogen om iets te doen. Motivatie kan opgesplitst worden in extrinsieke motivatie en intrinsieke motivatie. Intrinsieke motivatie is de wil of de drang in iemand om bepaalde handelingen te verrichten waarmee tot een zeker doel wordt gekomen. De motivatie kan gevonden worden in de taak zelf omdat door het uitvoeren daarvan plezier en tevredenheid ervaren wordt. Extrinsieke motivatie staat voor het verrichten van een taak omdat omgevingsfactoren buiten de studenten hen hiertoe aanzetten. Om een antwoord te vinden op de hoofdvraag werd gebruik gemaakt van een semi-gestructureerd interview waarin gevraagd werd naar de percepties van studenten van een selectie van propedeusetoetsen en de tweedeling binnen motivatie, te weten extrinsieke motivatie en intrinsieke motivatie. De toetsselectie bevatte verschillende toetsmethodes, onder andere presentaties, verslaglegging en casustoetsen. Gebruik makend van deze selectie werden de percepties van studenten van de toetsinhoud en het toetsproces onderzocht. Uit de resultaten bleek dat de toets P1, het vraagverhelderend cliëntgesprek en de reflectie, als meest positief ervaren wordt door de studenten. De beloning die studenten kunnen krijgen door het voldoende afronden van de toetsen heeft een belangrijke rol gespeeld in de extrinsieke motivatie van studenten. Als de studenten de beloning belangrijk vonden, waren zij meer gemotiveerd om de toetsen te behalen. Binnen de intrinsieke motivatie worden de omgeving en de eigen percepties van de studenten als belangrijk ervaren. De studenten vonden dat zowel de docent als de medestudenten de motivatie beïnvloedden. Een positieve perceptie van de toets bevordert de motivatie van de studenten. Geconcludeerd kan worden dat de propedeusetoetsen de intrinsieke motivatie van studenten meer beïnvloedt dan de extrinsieke motivatie."
De invloed van propedeusetoetsen Social Work op de zelfregulatie van tweedejaars studenten,"['Cornielje, A.', 'Hoefeijzers, M.P.G.']","['Stokking, K.M.', 'Kloppenburg, R.T.H.M.']",2009-10-05T17:00:25Z,nl,[],Onderwijskundig ontwerp en advisering,"In dit onderzoek is onderzocht wat de invloed is van de propedeusetoetsen Social Work op de zelfregulatie van tweedejaars studenten. Zelfregulatie is een cyclisch proces waarbij studenten hun eigen leren plannen, aanpassen en evalueren. Het wordt gezien als een actief en constructief proces waarin de studenten verantwoordelijk gesteld worden voor hun eigen leren. Om een antwoord te vinden op de hoofdvraag is gebruik gemaakt van een semi-gestructureerd interview waarin gevraagd werd naar de percepties van studenten van een selectie van propedeusetoetsen en het proces van zelfregulatie dat op te delen is in de voorbereidingsfase, de uitvoerende fase en de afrondingsfase. De toetsselectie bevatte verschillende toetsmethodes, onder andere presentaties, verslaglegging en casustoetsen. Gebruik makend van deze selectie werden de percepties van studenten van de toetsinhoud en het toetsproces onderzocht. Uit de resultaten blijkt dat de toets P1, het vraagverhelderend cliëntgesprek en de reflectie, als meest positief ervaren wordt door de studenten. De invloed van de propedeusetoetsen op de zelfregulatie van studenten is vooral zichtbaar bij de fasen, vaardigheden en aspecten waar studenten bewust mee bezig zijn. De studenten oriënteren zich in de voorbereidingsfase van het zelfregulatieproces vooral op de taakaspecten en confronteren de uitkomsten van de voorbereidingsfase met elkaar. In de uitvoeringsfase zijn de studenten vooral bezig met het monitoren van de persoonlijke- en omgevingsaspecten. In de afrondingsfase evalueren bijna alle studenten de taak- en persoonlijke aspecten. Geconcludeerd kan worden dat de propedeusetoetsen invloed hebben op de zelfregulatie van studenten."
Interactie in de reken-wiskundeles; een video-analyse.,"['Lange, S.M. de']","['Erkens, G.']",2009-10-05T17:00:43Z,nl,"['Interactie', 'realistisch rekenen-wiskunde', 'video-analyse', 'case-study']",Onderwijskundig ontwerp en advisering,"In dit onderzoek is de interactie van leraren en leerlingen tijdens de nabespreking van de oplossingen van een opdracht in een les realistisch rekenen-wiskunde geanalyseerd. Onderzocht is of de vormen van interactie in de loop van de lessen van een leraar verandert. Uit de literatuur blijkt dat het op de juiste manier onderwijzen van realistisch rekenen-wiskunde een complexe aangelegenheid is waarbij veel van de vaardigheden van leraren wordt gevraagd. Er zijn elf lessen van drie leraren uit het primair- en voortgezetonderwijs gebruikt die op video waren opgenomen door het Freudenthal Instituut. Van elke leraar zijn er minimaal drie lessen geanalyseerd met behulp van een codeerschema, waarna de frequenties van de verschillende codes zijn bepaald. De analyse van de interactie laat zien dat de leraren in de loop van een jaar veranderen in de soorten vragen die ze stellen en de tijd die ze besteden aan de nabespreking. Opvallend is dat alle drie de leraren de reflectiefase van de nabespreking weinig hebben ontwikkeld. Terwijl dit de belangrijkste fase is in het realistisch rekenen-wiskunde omdat daar mathematiseren en niveauverhoging zou moeten plaatsvinden."
De invloed van een authentieke context in gesitueerd leren,"['Verkuil, D.']","['Erkens, G']",2009-10-06T17:00:22Z,nl,"['Authentiek', 'gesitueerd leren', 'motivatie', 'begrip', 'leerresultaten']",Onderwijskundig ontwerp en advisering,"In een groep van 55 vmbo-leerlingen heeft op basis van random toewijzing een groep onderwijs ontvangen met een authentieke context en een groep heeft hetzelfde onderwijs ontvangen zonder authentieke context. De verwachting was dat de interventie authentieke context van invloed zou zijn op de motivatie van leerlingen, op de perceptie van het begrip van de taak en op de leerresultaten. Om dit te meten is een vragenlijst ontwikkeld waarin posttest de motivatie en de perceptie van het taakbegrip zijn gemeten. De resultaten bevestigden de verwachtingen: de authentieke context heeft een significant positieve invloed op beide aspecten. Na analyse van de leerresultaten bleek de interventie in tegenstelling tot de verwachtingen, niet van invloed te zijn op de directe leerresultaten."
"Verwachtingen van leerkrachten ten opzichte van 
autochtone achterstandskinderen in Oost-Groningen","['Grunsven, M. van']","['Erkens, G.']",2009-10-05T17:00:35Z,nl,[],Onderwijskundig ontwerp en advisering,
