title,authors,supervisors,date,language,keywords,program,abstract
Invloed van motoriek op exploratiegedrag in tweede levensjaar,"['Hemert, S. van']","[""Noordende, J. van 't""]",2015-05-01T17:01:57Z,nl,['grove motoriek; fijne motoriek; exploratiegedrag; cognitieve ontwikkeling'],Orthopedagogiek,Het doel van dit onderzoek was om te bepalen of de grove en fijne motorische vaardigheden van invloed zijn op het exploratiegedrag van kinderen. Aan dit onderzoek namen 54 kinderen deel in de leeftijd van 15 maanden. De scores van de participanten op de ‘Ages and Stages Questionnaire-3’ zijn gebruikt om de fijne en grove motorische vaardigheden te meten. Daarnaast is onderzocht wat de invloed was van het eerder bereiken van de motorische mijlpaal ‘langdurig lopen zonder ondersteuning’ op de exploratie van de ruimte. Het exploratiegedrag van kinderen is onderverdeeld in het exploreren van objecten en het exploreren van de ruimte. Zoals verwacht waren de grove motorische vaardigheden significant van invloed op de exploratie van de ruimte. De fijne motorische vaardigheden daarentegen waren niet van invloed op de exploratie van ruimte. Wel werden relevante effecten gevonden tussen de exploratie van objecten en de grove en fijne motorische vaardigheden. Daarnaast werd een klein tot medium effect gevonden voor het eerder bereiken van de motorische mijlpaal ‘langdurig lopen zonder ondersteuning’ en de exploratie van de ruimte. Dit onderzoek benadrukt het belang van de motorische vaardigheden voor een kind om in staat te zijn om objecten en ruimtes te exploreren en zodoende de cognitieve ontwikkeling te stimuleren.
The Role of Implementation: Happy Class in The Hague,"['Verhagen, A.M.']","['Londen-Barentsen, M. van']",2015-05-01T17:02:12Z,en,"['Happyles, e-mental health, depression, prevention programme, implementation evaluation, responsiveness, satisfaction, positive psychology']",Maatschappelijke Opvoedingsvraagstukken,"Objective. Happy Class is an online universal depression prevention given in class for students with VMBO education school track in The Hague. This study aimed to understand whether differences in implementation aspects between two Happy Class implementations (HC1 and HC2) influenced the quality of implementation (outcome scores).
Method. A pre-test post-test design was used with a sample of 740 Dutch students from four schools in The Hague. HC1 had programme developer involvement, HC2 did not. Online questionnaires which are part of the Happy Class programme were analysed, which allowed us to collect complete data from the real world setting. Responsiveness could only be measured as satisfaction.
Results. HC1 students were more satisfied and its sub-clinical depression group decreased significantly in depression. In HC2, the clinical group increased significantly in well-being as the only group in both HC1 and HC2. Implementation differed in gender-ratio, schools, programme staff and dosage, and these factors predicted well-being, depression and satisfaction scores.
Conclusion. Factors impacted the implementation quality, but should be further explored. We recommend planning implementation-evaluation beforehand, a randomised controlled trial to assess effectiveness, clarification of the mechanisms of change within Happy Class and its target group, and exploring the role of responsiveness in Happy Class."
"Correlation between parenting and school readiness of Roma children.
The importance of involving parents","['Verdel, M.']","['Rood, R.A. van ´t', 'Sieckelinck, S.']",2015-05-01T17:02:13Z,en,"['Roma, children, parenting, school readiness, Early Childhood Development centre, FYROM, Skopje, Bitola, gender']",Maatschappelijke Opvoedingsvraagstukken,"This study examined the relation between parenting and the school readiness of Roma children in FYROM in cooperation with UNICEF Skopje. Differences between gender and location were taken into account. Method: A mixed design was used. A total of 62 persons were involved, 14 children, 14 mothers, and 3 educators of the Early Childhood Development (ECD) centre SUMNAL in Skopje, and 14 children, 14 mothers, and 3 educator of the ECD centre Life Start in Bitola. Parenting was investigated with a composite questionnaire for mothers and children, and semi-structured interviews with the educators. School readiness was measured with the Early Learning and Development Standards (ELDS). Results: While no significant relations between parenting and school readiness were found in Skopje, strong significant relations between parenting and school readiness were found in Bitola. Comparison of children who attended an ECD centre for more than two years, showed strong correlations between parenting domains and school readiness domains as well. Furthermore, a difference in school readiness was found between boys and girls. Not all domains of parenting were related with domains of school readiness and vice versa. Conclusion: Parenting seems to be associated with children’s level of school readiness. Children who receive a more authoritative parenting style - more nurturance, less harsh discipline, more stimulating language and teaching techniques, more books at home, and more variation in toys - have a higher level of school readiness. Further research is needed to generalise these findings."
"De relatie tussen niet-symbolische-, symbolische- en mappingvaardigheden en de rekenvaardigheid van zwakke rekenaars in groep 4.","['Verstegen, R.G.E.']","['Luit, H. van', 'Toll, S.']",2015-05-01T17:02:12Z,nl,['numerieke vaardigheden; niet-symbolische vaardigheid; symbolische vaardigheid; mappingvaardigheid; rekenvaardigheid; zwakke rekenaars.'],Orthopedagogiek,"Doel: Het doel van deze studie is te onderzoeken of niet-symbolische vaardigheid, symbolische vaardigheid en/of mappingvaardigheid bij jonge kinderen significante voorspellers zijn voor de rekenvaardigheid van zwakke rekenaars in groep 4. Methode: 150 zwakke rekenaars zijn geselecteerd op grond van hun resultaat op een gestandaardiseerde rekenvaardigheidstest, afgenomen eind groep 3. De deelnemers zijn eind groep 2 getoetst op numerieke vaardigheden. De rekenvaardigheid van deze leerlingen is gemeten aan de hand van een gestandaardiseerde rekenvaardigheidstest, afgenomen in midden groep 4. Resultaten: Uit regressieanalyses blijkt dat geen enkele voorspeller een significante invloed heeft. Conclusie: Geconcludeerd kan worden dat zowel niet-symbolische vaardigheden, symbolische vaardigheden als mappingvaardigheden geen significante voorspellers zijn voor de rekenvaardigheid van zwakke rekenaars in midden groep 4. Een belangrijke aanbeveling is om meer longitudinaal onderzoek uit te voeren naar de voorspellende waarde van deze numerieke vaardigheden."
Samenhang van empowerment met zelfwaardering en zelfregie bij mensen met een matig of licht verstandelijke beperking,"['Vor, A. de', 'Bruijn, S. de']","['Bult, M.']",2015-05-01T17:02:11Z,nl,"['matig of licht verstandelijke beperking, empowerment, zelfwaardering, zelfregie, geslacht.']",Orthopedagogiek,"ACHTERGROND: Empowerment is een speerpunt binnen de hulpverlening aan mensen met een matig of licht verstandelijke beperking. Doel van het onderzoek was om de kennis over empowerment te vergroten zodat de kwaliteit van begeleiding kan worden verbeterd. Onderzocht is of er een samenhang is van empowerment met zelfwaardering en zelfregie. Ook is onderzocht wat de modererende rol van geslacht is. METHODE: Bij 41 mensen met een matig of licht verstandelijke beperking, wonende binnen een AWBZ-organisatie, zijn vragenlijsten afgenomen om de mate van empowerment, zelfwaardering en zelfregie te meten. RESULTATEN: Er is een positieve, sterke samenhang gevonden tussen empowerment en zelfwaardering. De samenhang tussen empowerment en zelfregie is negatief en redelijk sterk. Zelfwaardering en zelfregie zijn geen significante voorspellers voor empowerment. Geslacht heeft geen significante invloed op de samenhang van empowerment met zelfwaardering en zelfregie. CONCLUSIE: Om empowerment van mensen met een verstandelijke beperking te vergroten is het van belang om zelfwaardering te versterken. Daarnaast kan worden aanbevolen om (gevalideerde) meetinstrumenten voor onderzoeksdoeleinden te ontwikkelen die afgestemd zijn op het intelligentieniveau van de participanten. Verder en grootschaliger onderzoek naar empowerment bij mensen met een verstandelijke beperking, kan de kennis en kwaliteit van zorg verder vergroten."
Het circadiaan ritme bij volwassenen met een verstandelijke beperking en depressieve symptomen,"['Wirken, M.E.', 'Wouters, J.J.M.']","['Bult, M.', 'Douma, J.']",2015-05-01T17:02:10Z,nl,['Verstandelijke beperking; volwassenen; circadiaan ritme; depressie'],Orthopedagogiek,"Achtergrond: Het circadiaan ritme en depressie blijken met elkaar in verband te staan. Onderzoek naar dit verband bij personen met verstandelijke beperking (VB) is echter onbekend. In deze studie is onderzocht of het circadiaan ritme verschilt tussen twee groepen: de groep personen met een zwakke begaafdheid (ZB) en personen met een licht verstandelijke beperking (LVB) ten op zichte van de groep met een matige verstandelijke beperking (MVB) en een ernstige verstandelijke beperking (EVB). Daarnaast werd onderzocht of er verschillen zijn in het circadiaan ritme tussen volwassenen met en zonder depressie.  
Methoden: De steekproef bevatte 40 volwassenen, waarvan 7 personen met een ZB,  14 personen met een LVB, 8 personen met een MVB en 11 personen met een EVB. Onder deze personen waren 19 personen met depressie en 21 personen zonder depressie. De aanwezigheid van depressie werd beoordeeld met behulp van screeningslijsten en een diagnostisch interview. Het circadiaan ritme werd in kaart gebracht met behulp van een actiwatch. 
Resultaten: Er was een significant verschil op circadiaan ritme tussen volwassenen met een ZB/LVB ten opzichte van volwassenen met een MVB/EVB. Er werden geen significante verschillen gevonden tussen personen met depressie en zonder depressie.
Conclusies: Het circadiaan ritme is anders bij personen met een ZB/LVB dan bij personen met een EVB. Echter, het circadiaan ritme geeft geen indicaties voor de aanwezigheid of afwezigheid van depressie."
Echtscheiding & Delinquentie,"['Wieringen, F. van', 'Ruijter, A.J.M. de']","['Valk, I. van der', 'Frijns, T.']",2015-05-01T17:02:10Z,nl,"['adolescents, parental divorce, ethnicity, gender, delinquent behavior.']",Orthopedagogiek,"Background: Previous studies have shown a linkage between parental divorce and adolescents' delinquent behavior. However, it remains unclear whether adolescents’ ethnicity and gender are moderating factors in this correlation. Purpose: To examine the differences in delinquent behavior between adolescents from divorced and intact families, as well as to investigate the role of ethnicity and gender in explaining these differences. Method: Quantitative research has been completed by collecting cross-sequential data in the years 2006 and 2013. These data have been combined and generated a sample of 4177 selectively recruited high school students. The results are based on the students who answered questions about parental divorce and delinquent behavior. Results: Adolescents from divorced families show significantly higher levels of delinquent behavior compared to adolescents from intact families. Furthermore, a significant difference has been found in mean delinquent behavior between adolescents from different ethnic groups. Compared to western adolescents from divorced families, non-western adolescents from divorced families showed significantly higher levels of delinquent behavior. Although boys from intact and divorced families showed higher levels of delinquent behavior compared to girls from intact and divorced families, gender did not play a significant role. Conclusion: Adolescents from divorced families report considerably more frequent delinquent behavior than adolescents from intact families. In the linkage between parental divorce and delinquent behavior ethnicity plays a significant role. Even though results show that boys are more delinquent compared to girls after parental divorce, gender does not play a significant role in explaining the link between parental divorce and delinquent behavior. The overall impact of parental divorce in the development of any child should be taken seriously, in the field of social work as well as in future research."
"Inhoud, ontwikkeling en gebruik van een wijkgezondheidsprofiel.","['Bakx, Y.']","['Londen-Barentsen, M. van']",2015-05-01T17:02:13Z,nl,"['Gemeentelijke Gezondheidsdienst, wijkgezondheidsprofiel, onderzoek, beleid, praktijk, jeugd.']",Maatschappelijke Opvoedingsvraagstukken,"Aanleiding: De GGD A kreeg in 2013 opdracht van de Gemeente D. om een wijkgezondheidsprofiel jeugd te ontwikkelen. Eerder zijn door onder meer de GGD B en GGD C wijkgezondheidsprofielen ontwikkeld. Deze thesis richt zich op de inhoud, de ontwikkeling en het gebruik van wijkgezondheidsprofielen.
Methode: Door middel van documentanalyse zijn de ontwikkeling en uitkomsten van de wijkgezondheidsprofielen van de GGD A onderzocht. Ook zijn er semigestructureerde interviews met acht (gezondheids-)professionals en een bewoner gehouden. Daarnaast zijn er twee semigestructureerde interviews met onderzoekers van de GGD B en GGD C gehouden over de inhoud, ontwikkeling en het gebruik van wijkgezondheidsprofielen.
Resultaten: De inhoud van een wijkgezondheidsprofiel is verschillend, afhankelijk van beschikbaarheid en informatiebehoeften bij potentiële gebruikers. Een wijkgezondheidsprofiel wordt gebruikt om inzicht te krijgen in de omvang van problematiek, om het gesprek aan te gaan en prioriteiten voor aanpak en beleid te stellen. Conclusie: Interactie tussen onderzoekers en beleidsmedewerkers, maar ook met gezondheidsprofessionals, potentiële gebruikers en overige stakeholders is belangrijk voor de ontwikkeling van een wijkgezondheidsprofiel en het gebruik van de onderzoeksresultaten."
"Characterizing male adult convicts through psychophysiological measures: HR, HRV and PEP.","['Heikoop, D.D.']","['Donker, S.', 'Heitland, I.']",2015-05-01T17:02:31Z,en,['Psychophysiology; adult; male; convicts; VU-AMS; heart rate; heart rate variability; SDNN; RMSSD; pre-ejection period; respiratory sinus arrhythmia; aggression; proactive; reactive; psychopathy; RPQ; Tri-PM; D2'],Toegepaste cognitieve psychologie,"Psychophysiological measures are used in a variety of fields, one of which is criminology. Attempts to correlate such measures with aggression and psychopathy have shown promising results in children. This research tried to correlate heart rate, heart rate variability and pre-ejection period with aggression and psychopathy in adults. In an attempt to characterize a group of 19 male adult convicts, values significantly different from literature were found, which raised several questions. The various confounders which are known to influence heart rate variability were assessed and closely monitored. No significant correlations were found in this research, nevertheless raising several points of discussion. Concluding that heart rate variability is difficult to compare with other researches, this research focused on closely monitoring all methods and measures used and all variables present, to give a clear picture of this research, in order to be able to compare this with future researches."
The Representation of Tactical Information as an Abstraction Hierarchy: Is the Abstraction Level of Knowledge Representation Related to the Situational Awareness and the Abstraction Level of Team Communication?,"['Nederhoff, T.']","['van der Smagt, M.', 'Donker, S.']",2015-05-01T17:02:33Z,en,['Abstraction hierarchy; ecological interface design; communication'],Toegepaste cognitieve psychologie,"The main goal of a military operational team is to assess the tactical situation in order to act and react to the situation timely and accurately. Over the years, tactical situations have become more complex, including more actors and asymmetric threads. Additionally, military operations have become more comprehensive (i.e., operations require more than just fighting an opponent but also contain activities such as re-constructive work, counterinsurgency, and politics). An important role in achieving situational awareness is extracting knowledge from the system’s interface. By applying concepts of ecological interface design, environmental information can be presented in a system more effectively. By using an abstraction hierarchy in the information representation, a better fit to the operator’s mental representation can be realized. This paper describes an experiment where the knowledge representation in a command and control interface is modeled according to the abstraction hierarchy by Rasmussen (1985). Measures of situation awareness and communication were analyzed to assess the effect of the implication of abstraction hierarchy in information representation. Results showed no significant difference when hierarchical knowledge representation was compared to conventional knowledge representation. However, trends were directly showing that higher abstraction levels in communication and situation awareness of the tactical situation increases with the application of abstraction hierarchy."
