title,authors,supervisors,date,language,keywords,program,abstract
When heat becomes hot business - An innovation system perspective on barriers to BioGrid and District Heating development in the Netherlands,"['Goijen, G.L.H.']","['Heimeriks, G.J.', 'Negro, S.O.']",2013-07-23T17:02:14Z,en,"['Technological Innovation System, TIS, functions of technological innovation system, Systemic problems, District Heating, BioGrid, Event History Analysis, Social Network Analysis, Barriers to TIS development']",Science and Innovation Management,"The current energy system is not sustainable and changes are needed. However, these changes are hampered because of various reasons. This research investigates the barriers specific to the development of the Dutch BioGrid and District Heating innovation systems. The adopted research methods comprise of a literature review, expert interviews, social network analysis, and event history analysis; with according empirical data. For the Event History Analysis the addition of a cumulative graph of the results provides deeper understanding of the Technological Innovation Systems (TIS) functions over time. The assessment of the phase of development, the structure, and functioning of the innovation system in combination with the systemic problems framework provides a solid ground for the identification of barriers to innovation system development. The in the overarching analysis identified barriers are discussed and linked to their respective sources. This thesis moves further by providing recommendations for fostering the development of both technological innovation systems."
Techno-moral vignettes: A useful tool to introduce synthetic biology related socio-scientific issues?,"['Ruijter, C. de']","['Knippels, Dr. M.C.P.J.']",2013-07-23T17:02:29Z,en,"['synthetic biology', 'techno-moral vignettes', 'future scenarios', 'socio-scientific issues', 'citizenship education', 'educational potential']",Science Education and Communication,"Synthetic biology is a new high-profile area of research in biology that develops rapidly and entails both promises and perils. At the moment, we are therefore on the threshold of social discussions about synthetic biology related socio-scientific issues (SSIs). To be able to form opinions and make informed decisions about SSIs generated by new developments in biological research, i.e. synthetic biology, students need to be prepared. A possible way of introducing those issues is by use of future scenarios. The present study investigated the educational potential of techno-moral vignettes, which are future scenarios, for introducing synthetic biology related SSIs. Ten Dutch upper secondary school students (five males and five females) from the fifth grade of pre-university level with an average age of 16.3 years, were interviewed in individual face-to-face interviews and subsequently in two heterogeneous focus groups. The students were asked to read a vignette and react upon the story described. Five vignettes were used in total. The results demonstrate that techno-moral vignettes have educational potential because they evoked some emotions and a broad range of questions, values and reasoning types in the students. Those aspects are important to develop knowledge on synthetic biology and to work on citizenship education. The vignettes used covered different parts of the broad range of questions, values and reasoning types. Therefore it is advised to use two or more vignettes for the development of a teaching and learning strategy and to test this strategy in a larger setting."
Soluble Mediators in Cartilage Regeneration,"['Rijswijk, J.W. van']","['Creemers, L.B.']",2013-07-23T17:02:41Z,en,"['Articular cartilage', 'Osteoarthritis', 'Regeneration', 'Cartilage repair', 'Cartilage biology', 'Soluble mediators', 'Stem cells']",Biology of Disease,"Osteoarthritis (OA) is an increasing problem in orthopedics. Many factors may contribute to its development, including mechanically induced impact trauma, normal wear and tear, joint instability, but also complex age related changes and obesity. Lesions often start as a focal defect, and due to changes in homeostasis and the progressive degradation of cartilage matrix often progresses into OA. Cartilage damage causes changes in chondrocyte expression pattern that lead to increased catabolic- and decreased anabolic-processes. A lot is known about disease pathogenesis, but this has not yet resulted in an effective clinical therapy to halt OA progression and induce regeneration. Over the last years, cartilage regeneration has gained increasing attention and this has led to the identification of soluble mediators and CPCs with chondrogenic capacities in native cartilage. The combination of anabolic growth factors and stem cells has demonstrated great regenerative potential in vivo and in vitro. These observations might prove crucial in the development of new, improved OA therapies. Several challenges however remain to be solved. The underlying cause of OA can be one of many and disease progression is also dependent on many different factors including the patient’s age and lifestyle. An effective therapy will have to take into account patient specific expression profiles (‘OA phenotype’) of affected joints like e.g. relevant receptors and other anabolic and anti-catabolic factors. Based on these results, a therapy can be designed for specific subgroups or individual patients. A regenerative response to OA damage is closer than ever in this era of tissue engineering and rapid technological innovations. However, further understanding of the complex pathways that initiate and lead to progression of OA, separated by spatial and temporal expression, is necessary to improve clinically relevant OA models."
"All roads lead to Rome, but which one is the best? The direction of Autism Spectrum Disorder drug development.","['Witteman, L.']","['Burbach, Peter']",2013-07-23T17:02:38Z,en,"['Autism Spectrum Disorder, drug development, clinical trials, Fragile X syndrome, protein synthesis']",Neuroscience and Cognition,"Autism Spectrum Disorder (ASD) is a mental disorder that affects roughly 1% of the population. The main symptoms of ASD are poor communication, poor social interactions and abnormal behavior such as repetitive behavior.
Recently, research to drug development for ASD has received a great amount of interest, due to increasing knowledge about proteins and pathways involved in ASD. These pathways mainly include protein synthesis regulation systems, such as the mGluR5-pathway and the endocannabinoid system. Protein synthesis is highly important during brain development for cell migration and synaptogenesis, but also in the mature brain to maintain the balance between excitatory and inhibitory synapses and to make synaptic plasticity possible. These processes are all highly important for cell communication and thereby brain functioning.
The insight that processes in the mature brain also contribute to ASD provide the possibility to treat ASD at later ages, whereas the initial conception about ASD was that it is a developmental disorder that only could be treated at a very young age. This highly increased the interest of many researchers into ASD drug development.
Currently, there are clinical trials running with drugs that target the core pathways of ASD. Although the results are promising, one should take into account that many of these drugs also target peripheral cells and therefore may cause side effects on the long run. Therefore, the future of the direction of drug development remains uncertain. In addition, money issues, politics and sharing knowledge may be important issues to consider regarding to drug development."
How does Vaccinium vitis-idaea respond to the anthropogenic CO2 increase?,"['Munneke, M.W.']","['Hincke, A.J.C.', 'Wagner-Cremer, Friederike']",2013-07-23T17:02:26Z,en,"['Vaccinium vitis-ideae, anthropogenic CO2 increase, stomata, Finnish lapland, stomatal conductacne, stomatal frequency']",Science Education and Communication,"In order to determine whether Vaccinium vitis-idaea responds to the anthropogenic CO2 increase, stomatal conductance and stomatal frequency were analyzed of fossil material found in a peat core drilled near the North Cape (71° 10’ 21” N, 25° 47’40”E) in Finnish Lapland in 1996. First of all, cuticle morphological characteristics were analyzed and compared with modern material from the Kevo research station for species determination of the fossil material. Vaccinium vitis-idaea leaves have unidirectional oriented stomata, two well-defined polygonal subsidiary cells per stomata and trichomes of 150-200 µm in the alveoli. Stomata and epidermal cell sizes were measured as well. Secondly pore length, guard cell width and stomatal density were determined to determine stomatal conductance. Measurements of stomatal index were used to determine stomatal frequency. Stomatal conductance and stomatal frequency decreased when CO2 levels increased."
Verwachtingen en doeltreffendheid van het vak ‘science’,"['Smits, N.J.P.']","['Besselink, A.J.M.J.']",2013-07-23T17:02:28Z,nl,"['Science, O&O, effectiviteit']",Leraar Voorbereidend Hoger Onderwijs in Scheikunde,"In dit onderzoek is gekeken naar de verwachtingen en het beeld van de leerlingen van het vak ‘science’ en de doeltreffendheid van de door de docenten opgestelde leerdoelen voor het vak ‘science’. Uit het onderzoek blijkt dat leerlingen verwachtingen hadden bij en een beeld hadden van het vak die niet overeenkomen met wat ze uiteindelijk geleerd hebben na twee of drie jaar ‘science’. Het belangrijkste leerdoel in vakken als ‘science’ of ‘O&O’ is het ontwikkelen van een onderzoekende houding. Bij ongeveer 60% van de leerlingen in alle leerlagen is de onderzoekende houding ontwikkeld volgens de perceptie van de leerlingen.
De belangrijkste aanbeveling is in het 1e leerjaar te starten met probleem oplossend lesgeven, zodat leerlingen weten hoe ze ontwerpen en onderzoeken aan kunnen pakken. Daarna kan overgestapt worden op probleem gericht leren, zodat leerlingen de opgedane kennis over ontwerpen en onderzoeken leren toepassen. Daarnaast is ieder jaar kort herhalen van de ontwerp- en onderzoekcyclus aan te raden."
'A dive into Floods': assessment of factors influencing the implementation process of the EU Flood Directive in the Netherlands.,"['Eerd, M.C.J. van']","['Dieperink, Carel']",2013-07-23T17:02:12Z,en,"['Flood Directive, EU, implementation process, member states, flood risk management,']",Sustainable Development,"The effect of an EU Directive is determined by its implementation in each Member States individually, which makes it an important research objective to understand the progress of implementation processes. Besides, this research is important since it studies flood management, which becomes increasingly important due to rising flood risks in Europe and especially in the vulnerable Dutch Delta area. Therefore, this master research did analyze the implementation process of the EU Flood Directive in the Netherlands. Factors hindering and/or stimulating the implementation process are distinguished by a comparative case-study research in the Meuse and Rhine-west catchment area and by executing a survey research for the whole Netherlands. Finally, recommendations are made for the further implementation of the EU Flood Directive and other Directives."
"22,000 'little skeletons' in de Boerenoorlog","['Beck, S.N.']","['Bossenbroek, M.P.']",2013-07-25T17:01:12Z,nl,[],Geschiedenis,
"Kieskompas, een goede navigator naar uw positie?
Een kwalitatief onderzoek naar het gebruik van het stemadviesinstrument ‘Kieskompas 2012’","['Steenis, A.J. van']","['Holleman, Bregje']",2013-07-25T17:01:13Z,nl,"['stemadviesinstrument, Kieskompas']",Communicatie- en informatiewetenschappen,"Uit voorgaande literatuur bleek dat er vooral onderzoek beschikbaar is over stemadviesinstrumenten. Wat zijn de doelen, gevolgen, de methodes, rekenmechanismes? Er is echter weinig onderzoek naar hoe participanten een stemwijzer ervaren. Komen de intenties van de makers wel over bij de gebruikers zelf? Dit onderzoek heeft er naar gestreefd om dit op kleine schaal in beeld te brengen voor het Kieskompas 2012. Deze kwalitatieve analyse legt de nadruk op het inzichtelijk maken van hoe mensen het Kieskompas gebruiken en ervaren. Het laat zien waar ruimte is voor verbetering, met het oog op het realiseren van de gestelde doelen.
Deze studie bevat observaties en diepte-interviews met 22 gebruikers van Kieskompas. Deze data zijn geanalyseerd en in deze scriptie gerapporteerd aan de hand van citaten van de participanten. Uit deze analyse blijkt dat de gebruikers de mogelijkheden die Kieskompas hen biedt, erg waar- deren. Het doel dat Kieskompas hun gebruiker meer inzicht geeft in hun positie in het politieke landschap wordt behaald. Het tekstuele vlak en vormgeving kunnen echter een obstakel vormen voor het behalen van deze belangrijkste doelstelling van Kieskompas. Daarom worden in deze studie aanbevelingen gedaan hoe het Kieskompas de gebruikers meer kan motiveren en betrek- ken om alles uit dit waardevolle instrument te halen."
Genre can be a fickle thing - The differences in genre classification,"['Dupont, B.F.']","['Hurley, J.S.']",2013-07-25T17:01:10Z,en,"['genre, theory, IMDb, Wikipedia, neoformalism, superhero film, authority, classification, user generated content, encyclopaedia, anonimity, credibility, reliability']","Theater-, film- en televisiewetenschap","This thesis explores genre theory in the lights of sites such as Wikipedia and IMDb (Internet Movie Database). Genre classification has long been for the experts but with the coming of the digital age this has changed. Now, more than ever, more people have a say what genre entails and the creation of new genres such as the superhero film is but one example of this. In detail the differences between the ""old"" way of genre classification and the ""new"" way will be laid out in front of you. Furthermore, the workings behind these websites that claim authority on the subject of genre will be uncovered to get a better grasp at what happens before films are labelled as one genre or the other."
