title,authors,supervisors,date,language,keywords,program,abstract
A numerical study on the sub- and ultraharmonic response of an oscillating microbubble in a rigid tube,"['Meijer, R.F.']","['Graaf, J. de', 'Ries, M.']",2020-07-27T18:00:24Z,en,[],Natuur- en Sterrenkunde,"Recently, various research within ultrasound is done on the applications of sub- and ultraharmonics responses from microbubbles, for the use in therapeutic high-intensity focused ultrasound (HIFU) and diagnostic ultrasound. Even tough some results are promising, often these experiments are done in in vitro experiments that are not comparable to in vivo situations, or the in vivo data is compared to models that do not account for damping due to the capillary wall surrounding the oscillating microbubble (e.g the solution of the Rayleigh-Plesset equation in free water). In this thesis we investigated a model that includes the influence of a restricted oscillation in a capillary tube, and compared qualitatively the sub- and ultraharmonic response from this model to the solution of the Rayleigh-Plesset equation in free-water. In addition to this, we investigated the impact of the viscosity on the free-water oscillation of the microbubbles and the sub- and ultraharmonic responses. We found that that for high viscosities the sub- and ultraharmonic responses get highly dampened and eventually disappear. The treshold for full suppresion was thereby predicted by theory for a viscosity of 1.3 mPas for ultraharmonics and above 2.2 mPas for the subharmonic. Also, we found that the responses shift to smaller microbubble sizes when a tube is added around the oscillating microbubble."
Numerical Modelling of Indium Arsenide Chains and Lattices,"['Röell, A.J.O.']","['Broeke, J. van den', 'Morais Smith, C.']",2020-07-27T18:00:25Z,en,"['indium arsenide, numerical, muffin-tin, honeycomb, artificial lattice. graphene']",Natuur- en Sterrenkunde,
Berekenen van treedepth,"['Bruin, P. de']","['van Leeuwen, E.J. van']",2020-07-27T18:00:25Z,nl,['treedepth; exact algoritme; branch-and-bound; positive-instance driven'],Wiskunde,
Gereduceerde producten en schoven in de continue logica,"['Ma, E.Z.']","['Oosten, J. van']",2020-07-27T18:00:28Z,nl,[],Wiskunde,
"Impurities in Fibonacci Chains,
Local Symmetry and Topological
Order","['Moustaj, A.']","['Morais Smith, C. de']",2020-07-27T18:00:32Z,en,"['Fibonacci, Quasicrystals, Quasiperiodic, Renormalization, Tight-Binding, Topological Order, Topology,  Impurity, Local Symmetry']",Theoretical Physics,"Topological order in condensed matter physics has grown to become an important
concept in studying novel materials. It shows resilience of quantum properties (e.g.
quantized resistivity in quantum-hall systems) against perturbations and therefore
has many potential applications. Recently, some claims have been made that this
topological order also exists in one-dimensional quasicrystals, and that its effects
have been observed [1]. Due to the lack of periodicity in the lattice structure of
quasicrystals, it is hard to study topological properties in conventional ways. One
question that arises is how well protected topological phases are in this class of
materials. In order to start addressing this question, we chose to investigate the
effect of placing impurities in an otherwise quasiperiodic lattice.
To do so, we consider the tight-binding Fibonacci chain from the perspective of a
real-space renormalization procedure. Two implementations of the quasiperiodic
modulations are possible: the on-site potential or the hopping parameter. It is
however shown that they are equivalent under renormalization. The effect of impurities in the hopping model is then analyzed and it is found that the amount
by which quasiperiodic order is disturbed is highly dependent on what is called
the renormalization path of the site at which the impurity is placed. We point to
a link in the theory of local symmetry resonators in aperiodic binary chains and
finally, the topological properties of the chain are overviewed. These include the
appearance of a topological invariant, which is characterized by the presence of
edge states."
The effect of zinc as a nonmagnetic impurity onhigh-temperature superconducting cuprates,"['Schönecker, S.K.']","['Morais Smith, C. de']",2020-07-27T18:00:32Z,en,[],Theoretical Physics,"In this work, the influence of nonmagnetic impurities in the form of zinc ions on the superconducting state of lanthanum strontium copper oxide (LSCO) will be studied. The superconducting system is described by the spin-fermion Hubbard model and its superconductivity characterised by the critical temperature. The replacement of copper by zinc atoms changes the superconducting coupling and the kinetic energy of the itinerant holes. This dependence on the zinc concentrations is found from a fit to experimental results and explained in the picture of an excluded area around each zinc impurity.
Lanthanum copper oxide consists of layers of copper-oxygen planes and charge reservoirs. Superconductivity arises when sufficiently many lanthanum ions are replaced by strontium ions in the charge reservoirs, adding itinerant holes to the copper-oxygen planes. These itinerant holes on the oxygen ions and the original localized holes on the copper sites are described by the spin-fermion Hubbard model, which consists of a Hubbard Hamiltonian for the itinerant holes, an antiferromagnetic Heisenberg Hamiltonian for the localized holes and a Kondo interaction Hamiltonian between the two types of holes. As a result of the replacement of copper with zinc, the critical temperature of the superconducting phase is reduced until the superconducting state vanishes completely at the critical zinc concentration. The zinc dependence enters the critical temperature via the superconducting coupling, the critical coupling and the system’s typical energy scale, all of which depend in the same manner on the zinc doping and the critical zinc concentration."
Machine learning the enhancement chains arising by degenerating Calabi-Yau manifolds,"['Meijs, R.L.D.']","['Gil Cavalcanti, Thomas Grimm']",2020-07-27T18:00:33Z,en,[],Theoretical Physics,
"Flexible Charging, Energy Storage and Smart Energy Management for Renewable Mobility in a City","['Himst, T.T. van der']","['Sark, W. van']",2020-07-28T18:00:23Z,en,"['electric vehicle, EV, battery, energy storage system, BESS, energy management system, EMS, PV, photovoltaic, DSM, demand side management']",Sustainable Development,"Large increases in renewable electricity production and electrified mobility are straining the electricity infrastructure. To counter this, increased flexibility within the electricity system is added by adding energy storage systems and demand side management (DSM). The CleanMobilEnergy (CME) project in Arnhem is a solution put to practice, where flexible electric vehicle (EV) charging and cold ironing (shore-to-ship electricity) are supplied by a battery energy storage system (BESS) and a local solar park managed with an integrated energy management system (iEMS). The goal of this thesis is to find out the potential of Arnhem’s CME project for achieving optimal EV self-sufficiency and for reducing CO2 emissions and peak grid absorption. A multi-objective Mixed Integer Linear Programming (MILP) model is developed to simulate the CME project, using data from the CME stakeholders, and comprises 24 different scenarios. The different scenarios allow for the analysis of the added value of flexible EV charging and the BESS separately and together. Additionally, scenarios of a 2030 situation with increased EV charging are added to investigate how the situation changes as the CME project continues. Finally, different optimisation algorithms are used to show the different potentials of the project. The results show that the iEMS of the CME project can reduce CO2 emissions by 13% (89 tonnes), provide 89.6% self-sufficiency for electric vehicles and can reduce peak grid load by 14.7% from 1027 kW to 876 kW. When looking at the 2030 scenarios, the CME project can reduce CO2 emissions by 35.8% (924 tonnes), reach 56% EV self-sufficiency and reduce the peak load by 40% from 4107 kW to 2452 kW. However, the CME project cannot reach all these goals at the same time, because they require different optimisation algorithms. The CO2 emissions in practice cannot be reduced as far, due to the additional peak load the greenhouse gas (GHG) optimisation adds to the grid. However, the other optimisations also reduce CO2 emissions by 11.5% in the present-day and 25.7% in the 2030 scenario. As EV charging increases over the next decade, the BESS becomes less important in the CME system compared to flexible charging. This thesis demonstrates that the CME system as planned can currently reach a high degree of EV self-sufficiency, while reducing CO2 emissions and peak grid absorption. Future research can investigate whether a larger BESS or connecting planned wind turbines to the CME system can keep this going until 2030."
Enablers for economically viable agricultural cooperatives: a case study on Chile,"['Sivakumaran, R.']","['van Laerhoven, Dr. F. J.']",2020-07-28T18:00:22Z,en,['Cooperatives; Agriculture; Food System; Development; Smallholder Farmers'],Sustainable Business and Innovation,"The food system in its current form is increasingly creating negative environmental and social outcomes. Agricultural cooperatives can play an important role in rethinking the system, by increasing farmers’ economic power and producing sustainably. However, many smallholder cooperatives have shown to not be able to survive without support. Therefore, this thesis aims to provide an answer to the question “what are the prerequisites for economically viable agricultural cooperatives and how can these be enabled?” As a starting point, a theoretical framework was composed that combines a widespread variety of literature that is or could be related to the prerequisites for economic viability of agricultural cooperatives. The prerequisites range from organisational characteristics to financials, supply chain integration, and market adaptation. Also, the structural components of the Technological Innovation Systems approach were added to the framework with the intention to structure the enablers accordingly. Subsequently, members and managers of eighteen agricultural cooperatives in Chile – varying in size, location, and purpose – were consulted through semi-structured interviews to collect the data. These data were afterwards analysed using two different approaches: a deductive approach to test the relevance of earlier-identified prerequisites, and an inductive approach to newly discover enablers for those prerequisites. It was found that the prerequisites can be divided into four categories according to their relevance for economically viable cooperatives. The prerequisites belonging to the fourth category were found to clearly distinguish economically viable cooperatives from the unviable ones and include: experience in the field; member commitment; access to finance; supply chain integration; and market adaptation. When afterwards analysing the enablers, specific attention was paid to how these prerequisites can be facilitated. From the interviews it became clear that different existing initiatives are already being useful for cooperatives in meeting the prerequisites. Examples are government support programs, youth council meetings, and implementation of sustainability certifications. However, existing initiatives have proven not to be sufficient in turning cooperatives into vertically integrated, economically viable organisations that contribute to a sustainable food system. To reach that, this thesis concludes that a less incremental and more dramatic shift is needed in which science and technology such as Food Traceability Systems can lead to competitive advantage. Multi-Stakeholder Partnerships can make this possible – even for small cooperatives – by bringing together many different actors such as governmental organisations, businesses, innovative product holders, and cooperatives."
Research participation rates: the role of the social perception of psychological researchers and framing of expected research findings on people’s willingness to participate,"['Hendriks, R.A.']","['Nunspeet, F., van']",2020-07-28T18:00:15Z,en,"['Social perception, Social status, Willingness to participate, Framing, Source, Warmth and Competence']","Social, Health and Organisational Psychology","High participation rates to surveys are important to psychological research as they largely determine the power and objectivity of research findings. In the current study, we explored how the framing of a request to participate in a scientific study affects people’s willingness to participate in research and whether this is mediated by the social perception of the researchers conducting the study. Through an online questionnaire, we examined whether the specification of who conducts the research (i.e., the ‘source’: three psychological specializations, namely organizational psychologists, social psychologists and psychologists) and framing expected research findings in terms of warmth or competence, affect people’s willingness to participate. Furthermore, we examined whether this is mediated by the social perception of the sources in terms of warmth, competence and social status. Results showed this was not the case. Interestingly and relevant for future psychological (field) research, the findings indicate that ‘psychologists’ as well as ‘social’ and ‘organizational’ psychologists are perceived as relatively high in terms of warmth, competence and social status. Further findings included the researcher’s warmth and social status being related to willingness to participate and framing expected research findings did not yield significant differences in willingness to participate. However, further research is needed to properly address the relationship of warmth and social status with willingness to participate. Future researchers are also recommended to make use of pilot studies to test the social perception of the source and to focus on a single aspect of this study."
