title,authors,supervisors,date,language,keywords,program,abstract
Zelfstandig ondernemerschap onder immigranten,"['Brak, M.H.', 'Sarwary, S.S.']","['Kanas, Drs. Agnieszka', 'Martinovic, Drs. Borja']",2010-05-25T17:00:12Z,nl,"['Zelfstandig ondernemerschap', 'sociaal kapitaal', 'humaan kapitaal', 'immigranten']",Sociologie,"Dit onderzoek toetst de invloed van bepaalde verklarende factoren (sociaal- en humaan kapitaal) voor de kans om een zelfstandige ondernemer te worden onder immigranten in Nederland. De belangrijkste determinanten met betrekking tot sociaal kapitaal factoren zijn ‘ethnic enclave’ theorie en het hebben van een partner. Wat humaan kapitaal factoren betreft, is de onderscheid tussen onderwijsniveau, taalvaardigheid en arbeidsmarktervaring, die in herkomst- en bestemmingsland zijn verworven, van belang. De resultaten van onze regressie analyse bevestigen de meeste van onze verwachtingen echter niet."
Immune evasion in Staphylococcus aureus,"['Jong, O.G. de']","['Bestebroer, Dr. J.']",2010-05-20T17:00:15Z,en_US,['Immune evasion Staphylococcus aureus'],Infection and Immunity,Staphylococcus aureus expresses many proteins that are involved in evasion or downregulation of the human immune system. Proteins involved in evading the complement system and neutrophil defense is are studied by discussing primary data. A basic overview of the complement system and neutrophil defenses is given. The origin and reason for the vast number of proteins involved in immune evasion is discussed.
"Cognitieve flexibiliteit bij kinderen en jongeren met een autisme spectrum stoornis, gemeten aan de hand van de Amsterdamse Neuropsychologische Taken (ANT)","['Lugt, E.R. van der']","['Jan, Boom']",2010-05-12T17:00:26Z,nl,"['Autisme spectrum stoornis', 'executief functioneren']",Kinder- en jeugdpsychologie,"Meerdere studies vonden bewijs voor een executieve disfunctie bij individuen met een autisme spectrum stoornis (Kaland, Smith & Mortensen, 2008; Ozonoff & Jensen, 1999). Met betrekking tot het executief functioneren lijkt autisme voornamelijk een stoornis in de (cognitieve) flexibiliteit en planning te zijn (Ozonoff & Jensen, 1999; Hill, 2004). Onderzocht werd in hoeverre prestaties in cognitieve flexibiliteit bij kinderen en jongeren met een autisme spectrum stoornis (ASS) afweken van de prestaties van kinderen en jongeren zonder deze stoornis. Cognitieve flexibiliteit werd hierbij gemeten aan de hand van twee ‘setshifting’ taken, welke deel uitmaken van de Amsterdamse Neuropsychologische Taken (ANT). Er werd gebruik gemaakt van een auditieve taak (SSA) en een visuele taak (SSV). Bij beide taken werd cognitieve flexibiliteit vastgesteld aan de hand van reactietijden en foutenpercentages. Verwacht werd dat de onderzoeksgroep significant lager zou presteren wat betreft de cognitieve flexibiliteit dan de controlegroep. Daarnaast werd binnen de onderzoeksgroep gekeken in hoeverre de prestaties op de visuele taak afweken van de prestaties op de auditieve taak. Gezien eerder onderzoek naar de informatieverwerking van kinderen en jongeren met ASS werden betere prestaties verwacht op de visuele taak. Ook werd onderzocht of de ouders van de kinderen en jongeren met een autisme spectrum stoornis significant lager presteerden dan normgroepgegevens. Gezien een gesuggereerde erfelijke component van cognitieve flexibiliteit, werd een significant lagere prestatie verwacht bij de ouders van kinderen en jongeren met ASS. Geconcludeerd werd dat de onderzoeksgroep wat betreft de cognitieve flexibiliteit niet afwijkend presteerde van de controlegroep. Dit was voor beiden taken het geval. Verder bleken de prestaties op de visuele taak, zwakker dan die op de auditieve taak. De ouders presteerden gemiddeld en lieten geen zwakke cognitieve flexibiliteit zien. Beperkingen van het onderzoek zijn besproken, evenals suggesties voor vervolgonderzoek."
See For Yourself: A Rhetoric of Ambiguity in Gus van Sant's Death Trilogy,"['Cotterink, M.M.']","['Kessler, Prof. Dr. F.E.']",2010-04-28T17:00:31Z,en,"['rhetoric, film, postmodernity, liquid-modernity, Zygmunt Bauman, David Bordwell, Poetics of Cinema, Gus van Sant, Gerry, Elephant, Last Days, ambiguity, plurality, ambivalence, contingency']",Film- en Televisiewetenschap,"By analysing Gus van Sant’s ‘death trilogy’, which included the films GERRY (2003), ELEPHANT (2005) and LAST DAYS (2006), with regard to the rhetorical divisions of invention, style and arrangement, this study offers extensive insights into those filmic principles that govern the films’ construction of both meaning and truth. In utilizing David Bordwell’s precise method of analysis in conjunction with Zygmunt Bauman’s theory on ambiguous post-, or liquid-modern art and fiction, the analysis explains how ambiguity is constituted and regulated in all three of the films. Departing from the notion that docudramas offer a particular view or position upon the historical events they depict, it is made evident that the prevalence of this ambiguity in each of the three films constitutes the very 'end' of their rhetorical address. On this basis, each 'death trilogy' film can be seen to function as a rhetoric of ambiguity. As this study indicates, this rhetoric of ambiguity constitutes the core essence of the films’ unconventional take on the docudrama. While a conventional docudrama is out to suade its audience of particular answers and explanations with regard to the actuality it depicts, the ‘death trilogy’ films subtly propose that such answers will never be found, let alone be grasped within a medium as film."
De visie en verwachting van rundvee- en varkenshouders ten aanzien van een dierenarts op het gebied van dierenwelzijn.,"['Schreurs, W.J.W.G.']","['Endenburg, Dr. N.']",2010-04-29T17:00:26Z,nl,"['dierenwelzijn, dierenarts, veehouders, melkveehouders, rundveehouders, varkenshouders, rol dierenarts, visie, veehouderij']",Diergeneeskunde,"Momenteel bestaat er veel belangstelling voor dierenwelzijn in de veehouderij. De rol van de dierenarts is hierin onvoldoende zichtbaar. Dit onderzoek bespreekt aan de hand van enquêtes en literatuur de visie en verwachtingen van de varkens- en rundveehouders over dierenwelzijn en de rol van de dierenarts op het gebied van dierenwelzijn. Bij het merendeel van de veehouders stemt de visie overeen met het wettelijk kader van dierenwelzijn. Veehouders vinden dierenwelzijn belangrijk en met het welzijn van hun vee is het goed gesteld. Mits rendabel, bestaan inzicht en bereidheid om verbeteringen toe te passen.  
De verstandhouding tussen veehouder en hun dierenarts is goed en veehouders zijn in het algemeen tevreden over hun dierenarts. Gemiddeld worden volgens de veehouders de taken van de dierenarts op het gebied van dierenwelzijn uitgevoerd. Het uitvoeren van deze taken moet echter worden geperfectioneerd, zodat de rol van de dierenarts als welzijnsadviseur zichtbaarder wordt. Verbeteringen kunnen worden gerealiseerd als de dierenarts zelf meer initiatief neemt om de veehouder aan te spreken op dierenwelzijnproblemen en gericht advies te geven. Dit advies moet (financiële) argumenten bevatten en toepasbaar zijn bij de betreffende boer. Goede communicatie is hiervoor van belang. Het is cruciaal veehouders gemotiveerd houden en te stimuleren. Zo kan de dierenarts een sterkere positie verwerven op het gebied van dierenwelzijn, zonder het vertrouwen van veehouders en samenleving te verliezen."
Use of partial budget models to determine the economic impact of mastitis in dairy goats and the economic benefits of lactational treatment of subclinical mastitis,"['Oosterhuis, G.']","['Koop, G']",2010-05-12T17:00:48Z,en,"['goat, mastitis, dairy, partial budget model']",Diergeneeskunde,"Three partial budget models were developed to explore the costs of mastitis in dairy goats. The models were calculated at goat level and farm level. Input variables were deterministic data based on the literature, experts and dairy goat prices, all in Dutch circumstances. Sensitivity analyses were performed for the partial budget models to identify input parameters with strong impact on the net results. 
With the first model are the total costs of mastitis on an average dairy goat farm of 700 goats in Dutch circumstances calculated. The total costs at farm level were about €3500/year and at goat level about €5/ year. In spite of the low costs per goat, are the total costs of mastitis for an average dairy goat farm 69 percent of the costs of mastitis on an average dairy cow farm of 65 cows. Clinical mastitis is very expensive for dairy goat farmers in comparison of subclinical mastitis. The costs of clinical mastitis for a dairy goat farm of 700 goats exceed the costs of subclinical mastitis in case of nine clinical mastitis cases per year. Subclinical mastitis is accountable for 63% of the total economic losses of mastitis. Production loss is responsible for 33% of the economic losses of clinical mastitis, 100% of subclinical mastitis and 75% of the total economic losses of mastitis. Culling costs are accountable for 66% of the costs in clinical mastitis and 24% of the total costs of mastitis. Treatment and labour have a small influence on the total economic losses of mastitis at farm level (2%). 
With the second model are the direct and indirect costs of a goat with subclinical mastitis at goat level calculated for one year. The costs of goat with a subclinical mastitis are about €65/goat/year. Production loss is accountable for 68%, contagious transmission for 17% and the increased chance of clinical flare-up for 15% of the total costs of subclinical mastitis goat/year. Prominent parameters in this partial budget model were the degree of production loss, the reproduction ratio and the chance of clinical flare-up. 
With the last model we had calculated the benefits of diagnosing and treating subclinical mastitis during lactation. We can’t advise diagnosing and treating subclinical mastitis during lactation; the benefits are about -€ 5.900 per year for 700 goats. The profits of curing doesn’t compensate for the high costs of diagnosing and treating. The costs of withdrawal of milk are paradoxical more than the revenues of the increase milk production after treatment. The reasons are the relatively bad test characteristics of diagnosing in comparison with the relatively low prevalence of subclinical mastitis."
Lange termijn effecten van multidisciplinaire vroegtijdige behandeling van spraak-taalproblemen bij jonge kinderen,"['Krul, M.J.']","['Jan, Boom']",2010-05-12T17:00:34Z,nl,"['spraak-taalproblemen', 'Vroegbehandeling']",Kinder- en jeugdpsychologie,"The current study presents results of a follow-up study on a longitudinal research project concerning the effects of early multidisciplinary treatment of speech and language problems in young children. Now, a fourth wave of data on language comprehension, word production and sentence production (syntax) and a third wave of data on behavioural problems are presented. Previous analysis of the first three waves of data on language skills showed that this multidisciplinary intervention was more effective in improving children’s language comprehension and word production than monodisciplinary speech and language therapy. The effectiveness of both treatments was similar for sentence production. Differentiation based on type of problem showed that only children with an autism spectrum disorder differed from the others in the progress they made. This differs from findings in the limited available literature, which reports that children with expressive language disorders benefit more from treatment than children with both expressive and receptive language problems. It is known that children with language disorders often display both internalising and externalising behavioural problems. No literature is available on the effects of treatment of language problems on behavioural problems. In the analysis of previously gathered data no short-term effect of treatment on the display of behavioural problems was found. In the current study data of the fourth wave are included in analyses in order to evaluate long-term effects of the treatment after it has been ended. The effects on language comprehension and production that were found after 6 months of treatment are maintained after the treatment has ended. Comparing groups with different types of language problems shows that children with secondary language problems seem to benefit less from the intervention than children with primary language disorders. Long-term effects of the intervention on behavioural problems are not found on the short term, nor on the long term. There are some methodological issues, mainly to do with sample size, limiting the interpretability of some of the results, most notably those concerning behavioural problems. Because of the methodological issues, suggestions concerning future research include suggestions on improvements that should be made were this project to be repeated, as is strongly recommended."
Cognitieve flexibiliteit bij kinderen en jong volwassenen met een Autisme Spectrum Stoornis,"['Ginkel, I. van']","['Jan, Boom']",2010-05-12T17:00:22Z,nl,"['Autisme Spectrum Stoornis', 'Cognitieve flexibiliteit', 'neuropsychologie']",Kinder- en jeugdpsychologie,"Binnen de huidige onderzoeksliteratuur bestaat er een paradox op het gebied van cognitieve flexibiliteit bij personen met autisme. Het doel van deze studie is om te onderzoeken of er op het gebied van cognitieve flexibiliteit een verschil bestaat tussen kinderen en jong volwassenen met een autisme spectrum stoornis en kinderen en jong volwassenen zonder deze stoornis. De verwachting is dat kinderen en jong volwassenen met ASS minder cognitief flexibel zijn dan gezonde leeftijdgenoten. Tevens wordt onderzocht of de mate van cognitieve flexibiliteit, zoals vastgesteld met de neuropsychologische taken, gerelateerd is aan gerapporteerde autistische kenmerken op de AQ vragenlijst. De bijbehorende verwachting is dat een zwakke prestatie op de cognitieve flexibiliteitstaken sterk gerelateerd is aan gerapporteerde autistische kenmerken op de vragenlijst. Bij 35 kinderen en jong volwassenen in de leeftijdscategorie van 9 tot 26 jaar oud, zijn twee taken van de D-KEFS afgenomen voor het vaststellen van de mate van cognitieve flexibiliteit. De resultaten tonen aan dat kinderen en jong volwassenen met ASS significant slechter presteren op de Color-Word Interference Test, dan kinderen en jong volwassenen uit de controlegroep. Dit is echter niet het geval bij de Design Fluency Test. De mate van cognitieve flexibiliteit zoals vastgesteld met de CWIT, blijkt niet gerelateerd te zijn aan de mate van cognitieve flexibiliteit zoals vastgesteld met de DFT. Ook blijkt de mate van cognitieve flexibiliteit zoals vastgesteld met beide testen, niet gerelateerd te zijn aan gerapporteerde autistische kenmerken. De uitkomst op neuropsychologische taken lijkt daarom niet altijd een goede voorspeller te zijn van gedrag in de dagelijkse praktijk. Bij het interpreteren van dergelijke resultaten, dient rekening gehouden te worden met de beperkingen van het huidige onderzoek. Tevens lijken er aanwijzingen te zijn dat zowel de leeftijd als de sekse van de participanten, van invloed is op de mate van cognitieve flexibiliteit."
De invloed van intrinsieke- en extrinsieke motivatie op schoolprestaties,"['Goes, L.C.M.']","['Jan, Boom']",2010-05-12T17:00:41Z,nl,"['intrinsieke motivatie', 'extrinsieke motivatie', 'schoolprestaties']",Kinder- en jeugdpsychologie,"Achtergrond: Motivatie blijkt een belangrijke factor te zijn in het onderwijs. Wanneer leerlingen intrinsiek gemotiveerd zijn, behalen deze leerlingen doorgaans hogere cijfers dan leerlingen die meer extrinsiek gemotiveerd zijn. Dit onderzoek heeft een steekproef van 96 leerlingen uit de eerste en tweede klas van een Nederlandse VMBO school te Zeist, in de leeftijd van 12 t/m 15. Er is onderzocht wat de effecten zijn van intrinsieke/ extrinsieke motivatie op schoolprestaties. Of er verschil is hierin op gebied van etnische achtergrond en of etnische achtergrond een (modererende) invloed heeft op het verband tussen motivatie en schoolprestaties. Vervolgens is er gekeken in hoeverre leerlingen zich ondersteund voelen in hun zelfstandigheid en of dit positief samenhangt met intrinsieke motivatie. 
Methode: De drie gebruikte vragenlijsten zijn: de Self-Regulation Questionnaire-Academic (SRQ-A), de Learning Climate Questionnaire (LCQ) en de PrestatieMotivatie test voor Kinderen (PMT-K). Aan de hand van rapportcijfers is een GradePointAverage (GPA) berekend. 
Resultaten: Er is een positief verband gevonden tussen intrinsieke motivatie en schoolprestaties maar geen negatief verband tussen extrinsieke motivatie en schoolprestaties. Allochtonen en autochtonen verschillen op intrinsieke motivatie maar niet op extrinsieke motivatie en schoolprestaties. Er is geen modererend effect gevonden op de relatie tussen intrinsieke-, dan wel extrinsieke motivatie en schoolprestaties. Leerlingen voelen zich over het algemeen ondersteund in hun zelfstandigheid door hun leerkrachten en dit hangt positief samen met intrinsieke motivatie. 
Conclusie: Het heeft inderdaad een positief effect op schoolprestaties wanneer leerlingen intrinsiek gemotiveerd zijn. Aangezien autonomie een belangrijke factor is bij het hebben van intrinsieke motivatie, en dit ook in dit onderzoek wordt bevestigd, is het belangrijk dat leerlingen ondersteund worden in hun zelfstandigheid. Verder onderzoek is echter nodig om de rol van etnische achtergrond hierin nader te bestuderen."
Cognitieve flexibiliteit bij kinderen en jong volwassenen met een autisme spectrum stoornis en hun ouders,"['Snoeck, J.A.H.B.']","['Jan, Boom']",2010-05-12T17:00:30Z,nl,"['autisme spectrum stoornissen', 'genetische factoren', 'cognitieve flexibiliteit']",Kinder- en jeugdpsychologie,"Er is in toenemende mate aandacht voor de genetische factoren bij het ontstaan van autisme spectrum stoornissen. Een klein aantal onderzoeken waarbij biologische ouders en broertjes/zusjes van personen met een autisme spectrum stoornis werden onderzocht, stellen dat tekorten in de executieve functies planning en cognitieve flexibiliteit het breder cognitief fenotype omschrijven. Maar er zijn ook onderzoeken waarbij deze defecten in cognitieve flexibiliteit niet gevonden werden bij individuen met een autisme spectrum stoornis. In dit onderzoek wordt gekeken naar groepsverschillen op verschillende cognitieve flexibiliteitstaken, namelijk de D-KEFS Color Word Interference Test en de ANT – Shifting Attentional Set – Visual (SSV). Een groep met een autisme spectrum stoornis (ASS) bestaande uit 20 kinderen en jong volwassenen is vergeleken met een controlegroep (15 participanten). Een oudergroep (27 ouders van de kinderen en jong volwassen uit de ASS groep) is vergeleken met normgroepen. Tot slot zijn de verschillende cognitieve flexibiliteitstaken met elkaar vergeleken. Gebleken is dat de ASS groep significant trager is dan de controlegroep op de Color Word Interference Test; er was echter geen verschil op de SSV. De oudergroep bleek significant trager te zijn dan de normgroep op de Color Word Interference Test, maar er werden geen verschillen op de SSV gevonden. Tot slot is er geen correlatie gevonden tussen de cognitieve flexibiliteitstaken. Suggesties voor vervolgonderzoek zullen in het licht van de gevonden resultaten worden besproken."
