title,authors,supervisors,date,language,keywords,program,abstract
Pilot study: “Antimicrobial resistance in ornamental fish”,"['Waart, M.A. van']","['Mevius, D.', 'Haenen, O.']",2011-09-19T17:05:08Z,en,"['Antimicrobial resistance, ornamental fish, PMQR, QRDR, gyrA, parC']",Diergeneeskunde,"Summary
This pilotstudy is performed to investigate the presence and characteristics of antimicrobial resistance in ornamental fish. We focused on the presence of cephalosporin and quinolone resistance. 27 Isolates, selected out of 237 strains isolated in the past five years, where identified by classical and 16SrDNA typing. Antimicrobial disk susceptibility testing was performed using oxytetracylcline, cefotaxim, oxolinic acid and ampicilin, according to the CLSI protocol. These tests where used to select samples for ESBL confirmation testing and MIC determination. These selected samples were also screened using a micro-array and for the presence of mutations in the gyrA and parC region of the QRDR and by pcr for the presence of specific PMQR’s (qnrA, qnrB, qnrC, qnrD, qnrS, qepA, and aac (6’) 1b- cr). We found point mutations in the gyrA of Aeromonas and Citrobacter at locations corresponding with data found in recent literature. We also demonstrated the presence of a qnrB in the Citrobacter freundii. Overall, we found no real ESBL’s, but found transmissible quinolone resistance genes in Citrobacter. Taken the number of samples, this study indicates a broad presence of antimicrobial resistance in ornamental fish. Therefore, it is concluded that active surveillance of resistance genes of concern for public health like ESBL’s and plasmid mediated quinolone resistance genes should be conducted routinely. Also the free purchase by the public, of antimicrobials for ornamental fish, legalized by the five gram regulation should be restricted."
miRNAs in host–virus interactions,"['Freitag, C.M.']","['Emmanuel Wiertz, Prof.dr.']",2011-09-20T17:00:41Z,en,"['virus, cell, miRNAs,']",Infection and Immunity,"A new class of gene expression regulators has been identified, the so called microRNAs
(miRNAs). miRNAs are small RNA transcripts encoded in genomes of helminths, plants,
insects, etc. In mammals, their involvement has been suggested in many cell processes and
also in anti-viral defence. Viruses also encode miRNAs and these were shown to favour viral
replication. This interaction will be subject of this review, discussing positive and negative
aspects of both viral and host miRNAs in regard to virus-host interaction."
"Op Hoop van Zegen - Het Nederlandse naturalisme in theater en schilderkunst, bekeken vanuit het vissersgenre","['Dalen, L.E. van']","['de Bodt, Prof. dr. S.F.M.']",2011-09-19T17:04:47Z,nl,[],Taal- en cultuurstudies,
Hoeveel Stoeien En Knuffelen Koeien?,"['Jansen, M.']","['van Eerdenburgh, F.']",2011-09-22T17:08:44Z,nl,"['natural population, behaviour, welfare system, tactile communication, dairy cattle, ethogram,']",Diergeneeskunde,"Currently, intensive farming gets much attention, partly because of the growing criticism by consumers in the bio industry. This stimulates the development of welfare systems. The Welfare Quality ® system, developed in 2009 by parties from different countries of the European Union, is a good example that behaviour can be used as a parameter in a scoring system. However, in most cases only agonistic behavior is used. Little is known about the role tactile communication plays in cows. This study describes the various types, duration and frequency of tactile communication, in a population as close to natural as possible. Based on these findings, a comparison of tactile communication between the three different locations is made: ""the pasture,"" ""the waiting parlour"" and ""the exit parlour”. The logarithmic regression test shows that a 96.4 times less lick can be expected in the exit parlour than in the pasture. Remarkably, in particular the long liksessies are strongly reduced. These results seem to indicate licking as an indicator of a low amount of stress within a herd. Several interesting weak-moderate relationships were found between the three locations and tactile communication, which may lead to further investigation in the future."
Stoeien En Knuffelen Als Graadmeter Voor Koe-Welzijn,"['Moolenburgh, S.C.']","['van Eerdenburgh, F.']",2011-09-22T17:08:46Z,nl,"['dairy cattle, tactile communication, welfare system,scoring, behaviour, natural population']",Diergeneeskunde,"Currently, intensive farming gets much attention, partly because of the growing criticism by consumers in the bio industry. This stimulates the development of welfare systems. The Welfare Quality ® system, developed in 2009 by parties from different countries of the European Union, is a good example that behaviour can be used as a parameter in a scoring system. However, in most cases only agonistic behavior is used.
By developing an ethogram of tactile communication and recording how often these behaviors are shown in a most natural flock (Jansen, 2011), may be a step forward towards future implementation of behavior in the welfare scoring system of Eerdenburg et al (unpublished), abbreviated as WSS. Until this implementation, the observations are used in the WSS as it currently exists for validation purposes. This was done by comparing both affiliative and agonistic behavior of the cows with the scores for each element of the WSS. In this study several different areas were used: ‘pasture’, ‘waiting parlour’ and ‘exit parlour’. However, no connection has been found between WSS and the different areas, but there is a positive correlation between surface and behaviour."
Joint Attention Skills als voorspellers van receptieve taalontwikkeling en exploratie bij kinderen van 11 tot 13 maanden,"['Brussel, J.M. van', 'Vijfeijken, J.M. van de']","['Oudgenoeg-Paz, O.', 'Volman, M.']",2011-09-22T17:08:26Z,nl,"['joint attention skills', 'joint attention', 'exploratie', 'receptieve taal', 'sociale interactie']",Orthopedagogiek,"De huidige studie onderzocht de invloed van joint attention skills bij kinderen op hun receptieve taalontwikkeling en exploratie. Joint attention skills verwijzen naar de capaciteit om joint attention te initiëren en te beantwoorden en omvatten vele elementaire signalerende gedragingen, die worden gezien als de eerste sociale interactieve gedragingen. De focus van dit onderzoek lag op de hoeveelheid en de variatie in joint attention skills die kinderen, tussen de 11 en 13 maanden, gebruiken. Ook werd de relatie tussen exploratie en receptieve taalontwikkeling onderzocht. In de huidige studie werd een kleine steekproef (N = 12) van normaal ontwikkelende kinderen (M = 12.2 maanden) onderzocht op hun receptieve taalontwikkeling, joint attention, joint attention skills en exploratie. Assessment, middels codeerschema’s, van de joint attention skills was gebaseerd op de ‘Early Social and Communication Scales’. 
De variatie in joint attention skills, en niet de hoeveelheid, bleek de receptieve taalontwikkeling te voorspellen. Er werd geen samenhang gevonden tussen exploratie en joint attention skills of receptieve taalontwikkeling. Zoals verwacht werden joint attention skills waargenomen zowel binnen als ook buiten de joint attention episodes. Resultaten laten zien dat alle joint attention skills, geselecteerd voor dit onderzoek, minimaal éénmaal door de kinderen gehanteerd zijn. ‘Alterneren’ was de meest gebruikte vaardigheid. Ook kwam naar voren dat joint attention skills minder gebruikt werden tijdens momenten van geconcentreerde exploratie. Met name de descriptieve statistieken van dit onderzoek zullen bijdragen aan de relatief lage hoeveelheid literatuur beschikbaar over joint attention skills bij jonge kinderen."
De invloed van werkgeheugen op voorbereidende rekenvaardigheid,"['Dijk, D. van', 'Ridder, D. de']","['Luit, H. van', 'Toll, S.']",2011-09-22T17:08:28Z,nl,"['Vroege rekenvaardigheid, visueel-spatieel werkgeheugen, verbaal werkgeheugen, rekeninterventie “Ut KleuterREK”']",Orthopedagogiek,"In dit onderzoek is gekeken naar de invloed van het werkgeheugen op voorbereidende rekenvaardigheid. Hierbij is de invloed van het werkgeheugen op de effectiviteit van de rekeninterventie “Ut KleuterREK” bij kinderen tussen de 4 en 7 jaar onderzocht. Eerder onderzoek geeft aan dat vroege rekenvaardigheid een goede voorspeller is voor latere rekenvaardigheid. Bij voorbereidende rekenvaardigheden speelt het werkgeheugen een grote rol. Vroege interventies bij zwakke rekenaars zouden van grote invloed kunnen zijn op latere rekenvaardigheid en het werkgeheugen.
In een voor- en nameting werd de voorbereidende rekenvaardigheid (UGT-R) en het werkgeheugen (aan de hand van vier taken van de AWMA) van de kleuters gemeten. Daartussen vond 8 weken lang de rekeninterventie “Ut KleuterREK” plaats. Uit de resultaten van het onderzoek komt naar voren dat kleuters met een bovengemiddeld werkgeheugen beter presteren op voorbereidende rekenvaardigheidstaken dan kleuters met een benedengemiddeld werkgeheugen. Zwakke rekenaars in de interventiegroep lieten vooruitgang zien op rekenvaardigheid en werkgeheugen. Als de interventiegroep vergeleken wordt met de controlegroep was, na de interventie, geen significante verbetering te zien op de voorbereidende rekenvaardigheid of het werkgeheugen. Tot slot zijn bij een vergelijking tussen interventie- en controlegroep zowel het algeheel werkgeheugen als het visueel-spatieel werkgeheugen niet van invloed op het effect van de interventie. Deze bevindingen worden besproken in de discussie."
Evolutionary adaptation in the Spanish Anchitheriinae in relation to environmental and climatic changes,"['Heijnens, S.']","['Wessels, Wilma']",2011-09-22T17:08:36Z,en,"['Anchitherium, Hipparion, Hippotherium, Meso and Microwear, browsing, grazing, mixed feeding, Miocene']",Biogeology,"The Anchitheriinae are an extinct subfamily of Equidae that first appeared in North America near the base of the Miocene. The Anchitheriinae clade migrated via Asia to Europe and has its first occurrences in Europe during the middle Orleanian, MN 3. The entire genus became extinct in the Vallesian, MN 9.
Anchitheriinae have generally been considered to be browsing horses that occupied forested habitats because of their low crowned, lophodont teeth (Forsten 1991, Janis 1995). One of the classic examples of faunal turnover in the fossil record is the Late Miocene transition from faunas dominated by Anchitheriinae with low crowned molar teeth to faunas with Hipparion horses characterized by high-crowned teeth (Eronen et al. 2009, Strömberg 2005). This spread of Hipparion horses is often associated with the expansion of open habitats and also the increase of C4 grasses. It is generally accepted that Anchitheriine horses did not display an evolutionary increase in tooth crown height prior to their extinction (Eronen et al. 2009). “Lineages that remained as browsers in the Mid Miocene did not later transform into grazers, the general evolutionary pattern in the late Miocene is for browsing lineages to be replaced by ones adapted to more fibrous diets rather than the browsers themselves undergoing evolutionary change” (Janis 1994). Recent research on Anchitherium teeth as well as body size and isotopic composition of their dentition has shown however that adaptations to the overall changing environments in Europe as well as to a changing local climate and vegetation may have occurred in the Anchitheriine genus after all (Forsten 1991, Eronen et al. 2009, Kaiser 2009)."
Exploratieontwikkeling en sekse,"['Dijk, A.H. van', 'Ebbers, H.M.']","['Oudgenoeg-Paz, O.', 'Kolkman, M.E.']",2011-09-22T17:08:27Z,nl,"['sekseverschillen', 'exploratie', 'kinderen', 'motorische ontwikkeling', 'speelgoed']",Orthopedagogiek,"Doel: Het doel van dit longitudinale onderzoek was om vast te stellen of de exploratieontwikkeling verschillend is voor jongens en meisjes tussen 9 en 20 maanden. Het onderzoek had een exploratief karakter. Methode: De data zijn verzameld door 28 kinderen op de leeftijd van 9 en 20 maanden thuis te bezoeken, te observeren en te filmen tijdens speelmomenten. Op basis van 2x8 minuten filmmateriaal is het exploratiegedrag van de kinderen gecodeerd. Hierbij werd onderscheid gemaakt tussen breedte van exploratie, diepte van object exploratie en diepte van ruimtelijke exploratie. Het exploreren met groot en klein speelgoed werd apart bekeken. Resultaten: Op de leeftijd van 9 maanden zijn er geen significante verschillen gevonden tussen jongens en meisjes in de breedte of diepte van exploratie met groot en klein speelgoed. Ook de exploratieontwikkeling in de leeftijdsperiode van 9 tot 20 maanden verliep bij jongens en meisjes niet significant anders. Bij alle kinderen nam de breedte van exploratie met klein speelgoed toe. De diepte van object exploratie nam bij alle kinderen significant af in de genoemde periode. De diepte van ruimtelijke exploratie daarentegen liet bij jongens en meisjes een significante groei zien. Conclusie: Jongens en meisjes lieten geen significante beginverschillen zien als het gaat om hun exploratie op de leeftijd van 9 maanden. Er zijn ook geen significante verschillen gevonden in exploratiegroei tussen jongens en meisjes. Jongens en meisjes leken een min of meer gelijke exploratieontwikkeling door te maken tussen 9 en 20 maanden. Discussie: De resultaten en de bruikbaarheid ervan zijn vanuit diverse invalshoeken belicht. Daarnaast zijn sterke en zwakke punten van het onderzoek besproken en worden er suggesties gedaan voor vervolgonderzoek."
Meerstemmigheid in beladen verleden Gender en etniciteit bij de constructie van dynamisch erfgoed,"['Olijslager, K.H.M.']","['Henrichs, H.', 'Grever, M.']",2011-09-23T17:00:31Z,nl,"['Historische cultuur, dynamisch erfgoed, gender en etniciteit']",Cultureel Erfgoed,
