title,authors,supervisors,date,language,keywords,program,abstract
"Congo in Vlaanderen: Opvattingen over Congo en kolonisatie in de Vlaamse Beweging, 1885-1914","['Slotboom, Hidde']","['Buelens, Geert', 'Ham, Laurens']",2023-03-14T11:03:48Z,other,[],Nederlandse Literatuur en Cultuur,"Vanaf het begin van de kolonisatie van de Congo-Vrijstaat werd binnen de Vlaamse beweging nagedacht over de rol die Congo in het Vlaamsgezinde denken zou kunnen spelen. In deze scriptie worden de Vlaamsgezinde opvattingen over Congo onderzocht voor de vroege fase van de kolonisatie: de periode van de Congo-Vrijstaat (1885-1908) en de eerste jaren van Belgisch-Congo (1908-1914). Daarvoor is gebruikgemaakt van gedrukte bronnen: kranten en tijdschriften, maar ook boeken van Vlaamsgezinde intellectuelen. Kopstukken van de Vlaamse beweging als August Vermeylen, Lodewijk De Raet en Cyriel Verschaeve schreven al in deze periode over Congo; vele andere, minder bekende flaminganten deden hetzelfde."
Pieter Adams (1778-1846) : een zuinige wijze van bouwen in de traditie van het classicisme,"['Zondergeld, Sara']","['Ottenheym, Koen']",2007-09-14T11:41:44Z,nl,"['neoclassicisme', 'neo-classicisme', '19de eeuw', 'Nederlandse architectuur', 'stadsarchitect', 'Rotterdam', 'Durand', 'Brade', 'Pieter Adams', 'Philibert de l’Orme', 'Artillerie- en Genie-School']",Kunstgeschiedenis (doctoraal),"De scriptie is opgesplitst in twee delen. Deel I: ‘het leven en werk van Pieter Adams (1778-1846): een biografie’, is een chronologisch gestelde biografie van de tamelijk onbekende 19de eeuwse Nederlandse architect Pieter Adams. Deel II: ‘een zuinige wijze van bouwen in de traditie van het classicisme’, is een poging de neo-classicistische stijl, waarin Adams bouwde en zijn ideëen hierover, te duiden op een meer thematische wijze. Een aantal (niet) uitgevoerde ontwerpen van Adams worden in dit kader uitgebreid besproken. De scriptie is meer een monografische introductie in het leven en werk van Pieter Adams in vogelvlucht dan een compleet oeuvre-overzicht. Belangrijke momenten in Adams’ leven zijn hierbij extra uitgelicht in Deel I en deze chronologisch gestelde biografie dient als kader en basis voor Deel II, waarin niet  alle ontwerpen en gebouwen van Adams de revue passeren, maar er met name een karakterisering van zijn architectuur aan de hand van enkele case studies wordt gegeven."
"Interventie en non-interventie: Het Amerikaanse buitenlandse beleid ten opzichte van Guatemala en Argentinie, 1944-1955.","['Sitvast, Maarten']","['Graaff, Bob de']",2007-12-12T10:04:43Z,nl,"['Amerikaans buitenlands beleid', 'Guatemala', 'Argentinie', 'Monroe Doctrine', 'Operatie PBSUCCES', 'John Foster Dulles', 'Koude Oorlog', 'Juan Peron']",Internationale betrekkingen in historisch perspectief,De Monroe Doctrine en haar verschillende uitvloeisels hebben sinds de afkondiging van de doctrine in 1823 tot en met de jaren tachtig van de twintigste eeuw het buitenlandse beleid van de Verenigde Staten ten opzichte van het Westelijk halfrond bepaald. Na de Tweede Wereldoorlog werd de dreiging van het opkomende communisme gebruikt als legitimatie voor een Amerikaanse invloedssfeer. Zo intervenieerden de Amerikanen in 1954 in de binnenlandse aangelegenheden van Guatemala met als doel het communistische gevaar de kop in te drukken. Echter de 'derde weg' positie van de Argentijnse president Peron werd met rust gelaten. Hoe kan dit? In deze scriptie wordt getracht een antwoord te geven op de vraag welke factoren het Amerikaanse non-interventie beleid ten opzichte van Argentinie bepaald hebben.
Misconcepten in geneticaonderwijs,"['Beuker, Saskia', 'Linthout, Daniel', 'Boer, Christiaan de']","['Nijdeken, Doesjka']",2007-08-10T10:50:52Z,nl,"['misconcepten', 'genetica']",Lerarenopleiding Biologie,Leerlingen nemen vaak denkbeelden aan die een logische verklaring bieden voor verschijnselen in hun omgeving. Wanneer deze denkbeelden onjuist zijn worden ze misconcepten genoemd. Misconcepten zijn vanwege hun verklarende kracht hardnekkig aanwezig en laten zich moeilijk door onderwijs veranderen. Onjuist of onduidelijk onderwijs kan zelfs misconcepten versterken of veroorzaken. In dit onderzoek is gezocht naar strategieën om misconcepten met betrekking tot genetica bij leerlingen te ontdekken en op te lossen. Dit is gedaan door te bepalen welke misconcepten en strategieën in literatuur vermeld worden en in hoeverre dit overeenstemt met de ervaring van docenten. Is er overeenkomst tussen de literatuur en opvattingen van docenten? Er blijkt een duidelijke discrepantie aanwezig tussen theorie en praktijk. Uit dit onderzoek blijkt dat misconcepten te ontdekken zijn door leerlingen hun denkproces te laten verwoorden. Misconcepten zijn op te lossen door de leerling een situatie voor te leggen die niet te verklaren is met het misconcept. De leerling ziet in dat zijn denkbeeld niet in staat is de situatie te verklaren en verwerpt zijn denkbeeld om open te staan voor nieuwe kennis.
Cornelis Bloemaert en de Giustiniani,"['Degen, Ben']","['Kieft, Ghislain']",2007-10-11T06:52:07Z,nl,"['Cornelis Bloemaert', 'Giustiniani']",Beeldende kunst tot 1800,De thesis behandelt een aantal prenten die Bloemaert maakte naar de collectie antieke sculptuur en een zevental schilderijen in de collectie van de Romeinse verzamelaars Giustiniani.
Kritische reconstructie in Berlijn,"['Vastenholt, Eva']","['Denslagen, Wim']",2007-10-03T10:06:09Z,nl,"['kritische reconstructie', 'Berlijn']",Architectuurgeschiedenis en monumentenzorg,"In 1989, na de val van het communisme, werd de muur die Berlijn decennia lang in oost en west had gedeeld, afgebroken. De hierdoor ontstane lege ruimte moest worden hersteld om de ‘nieuwe’ hoofdstad van Duitsland als één geheel te laten functioneren op sociaal, economisch en stedenbouwkundig gebied. De kritische reconstructie werd als norm gesteld door de toenmalige stadsbouwmeester Hans Stimmann. De vragen die hierbij gesteld kunnen worden, zijn: wat is kritische reconstructie en waarom is deze ontstaan? Wat was de kritiek op deze bouwmethode? En is de kritische reconstructie een geslaagd project? In de thesis wordt op deze vragen antwoord gegeven.

(afbeeldingen ontbreken door grootte bestand)"
Onder Chinese Invloed,"['Beute, Rosa']","['Martis, Adi']",2007-05-30T09:40:29Z,nl,"['chinese hedendaagse kunst', 'invloed nederlandse kunstenaars']",Moderne kunst,"Deze scriptie doet verslag van een onderzoek naar de invloed die moderne en hedendaagse chinese kunst heeft op nederlandse kunstenaars en op de nederlandse kunstwereld. Ondere andere interviews met kunstenaars, aankopen verzamelaars en overzicht chinese hedendaagse kunst tentoonstellingen in west-europa met name in Nederland."
De doopvont in de Johanniskirche in Billerbeck : iconografie en toeschrijving,"['Kropff, Marieke']","['Klamt, Johann Christian', 'Stumpel, Jeroen']",2007-10-10T08:04:29Z,nl,"['doopvont', 'iconografie', 'Heinrich Brabender', 'Middeleeuwen', 'relief', 'Billerbeck']",Kunstgeschiedenis (doctoraal),"De doopvont heeft acht reliëfs, afwisselend uit het Oude als Nieuwe testament. Uitleg wat deze met de doop te maken hebben. Past het in de traditie van de doopvonten in Westfalen of van de beeldhouwkunst."
Going Europe or Going Dutch? Labour Migration Competence in the Netherlands,"['Bos, B.']","['Rood, J.']",2007-11-13T15:27:09Z,en,"['labour migration', 'Europe', 'Netherlands', 'subsidiarity']",Internationale betrekkingen in historisch perspectief,
Des Vetters Eckfenster,"['Steenhoven, Ton van der']","['Enklaar, Jattie']",2008-01-04T11:43:03Z,de,"['E.T.A. Hoffmann', 'Eckfenster']",Duitse taal en cultuur (doctoraal),"Der Ich-Erzähler besucht seinen Vetter in seiner Wohnung mit dem Eckfenster am Gendarmenmarkt in Berlin. Der Vetter ist ein einsamer, isolierter an sich selbst zweifelnder Schriftsteller, dazu noch teil-weise gelähmt und seine Lebenskraft versiegt; er ist todeskrank. Auch sein Geist ist desorganisiert, der Gedanke selbst war verstoben und verflogen, ehe sie auf dem Papier erscheinen konnte, sodass er nicht mehr schöpferisch tätig sein kann.
Anhand des Geschehens auf dem Markt versucht er dem Ich-Erzähler die Primizien der Kunst zu schauen beizubringen. Während dieser Lektion fügt er dem Begriff Schauen in drei Stufen eine neue Dimension zu. Dabei gebraucht er damals moderne Werkzeuge und Begriffe wie Panorama, Fernrohr und Physiognomie. 
Hoffmann hat in dieser Erzählung sein poetologisches Konzept, das Serapionistische Prinzip, weiter herausgearbeitet. Die Erzählung ist eine Kette von fast realistischen Wahrnehmungen der wirklichen Welt, wobei das wirkende schaffende Leben, welches zur äußeren Form gestaltet aus ihm selbst hinaus-tritt und sich mit der Welt befreunden kann.
In diesem Aufsatz wird versucht, Hoffmanns „neues Schauen“ mit der Beschreibung des großstädti-schen Lebens der Moderne zu verbinden. Die Autoren der Moderne, wie Joyce, Proust, Musil und Döblin, haben diese Sehensart bis im höchsten Grade verfeinert. Die Zeit, als man die gesellschaft-lichen Realitäten ignorierte, war vorbei. Hoffmann ist mit “Des Vetters Eckfenster“ deutlich ein Weg-bereiter der Moderne."
