title,authors,supervisors,date,language,keywords,program,abstract
Effects of magnons on spin transport in ferromagnetic metals,"['Cleton, A.']","['Duine, R. A.']",2015-08-12T17:00:34Z,en,"['spin-injection,spintronics,magnons,drift-diffusion theory,spin accumulation,Seebeck']",Natuur- en Sterrenkunde,"In this Thesis, spin-injection from a ferromagnetic to a non-ferromagnetic region is discussed using drift-diffusion theory. This is an important subject in spintronics nowadays where the spin of the electron is used instead of its charge. First, a simple system with a charge current density is presented. Then, spin-injection due to a constant temperature gradient is studied. Magnons are then brought into this system to see what effect they have. The contribution of the magnons is found to be substantial and results in injected spin accumulations that are around 10^2 higher than without magnons. We also study the temperature dependence to see in what temperature regimes magnons and electrons are important. At low temperatures, magnons seems to have the biggest contribution."
Empowering Media: Een affordance analyse van Google Docs,"['Leeftink, D.A.']","['Hoofd, I.M.']",2015-08-12T17:00:49Z,nl,"['Affordances, agency, empowering media, empowerment, power, Google Docs, collaboration technologies']",Communicatie- en informatiewetenschappen,"In dit onderzoek wordt op een media ecologische wijze de relatie tussen de affordances van de collaboration
technology (CT) Google Docs en empowerment/disempowerment verkend. Hierbij wordt de vraag gesteld: “Op welke
manier kunnen de affordances van Google Docs zorgen voor empowerment of disempowerment van mensen bij online
samenwerkingsverbanden?” CT’s zijn applicaties waarmee mensen online samenwerkingsverbanden kunnen aangaan.
Deze samenwerkingsverbanden berusten op interactionele en perceptuele processen tussen mensen, welke gevormd
kunnen worden door de affordances van media. Affordances zijn hierbij de eigenschappen van een medium die
bepaalde handelingen vermogen en andere handelingen kunnen beperken. Via deze weg kunnen affordances
handelingsvermogen van mensen uitbreiden of inperken. Affordances kunnen daarmee zowel empowering (“een
uitbreiding van handelingsvermogen”) als disempowering (“een verkleining van handelingsvermogen”) zijn. In dit
onderzoek worden de concepten ‘affordance’ en ‘empowerment/disempowerment’ ondergebracht in het “Media
Affordance-Empowerment analyse”-model. Hierin zijn een aantal veelvoorkomende affordances van
communicatiemedia opgenomen zoals beschreven door Kraut et al. (2002), evenals drie verschillende ‘power
dimensies’ (Rowlands, 1997) waarop empowerment en disempowerment kunnen voltrekken. Aan de hand van dit model
wordt een affordance-analyse gemaakt van Google Docs, wat zowel algemene als specifieke inzichten verschaft over de
relatie tussen de affordances van Google Docs en haar mogelijke empowering/disempowering kwaliteiten. Deze kennis
maakt de ‘tegenstrijdigheden’ van media zichtbaar die in dagelijks gebruik niet altijd opvallen, wat zowel inzichten kan
verschaffen voor toekomstig CT ontwerp als licht kan werpen op de relatie tussen ‘media omgevingen’ en de processen
die zich hierin kunnen voordoen. De opvallendste bevinding hierbij is dat mensen in de virtuele omgeving van Google
Docs grenzen van fysieke belichaming kunnen overstijgen, maar tegelijkertijd met nieuwe ‘virtuele grenzen’ te maken
krijgen."
Climate change and the media in the USA,"['Hartlief, V.M.']","['Barnes, C.A.']",2015-08-12T17:00:48Z,en,"['Climate change, global warming, framing, media, USA']",Liberal Arts and Sciences,"Research has shown that media is one of the major influences towards the public concern or national mood in a society, and this in turn can influence the policy output of the government of this society. The media influences the public concern in two ways, with the amount of publications and with the actual content of these publications. This research is focussed on the link between media and climate change, since less than 50 per cent of United States citizens believes in anthropogenic climate change. The Washington Post and the New York Times for the year 2014 are examined and a comparison is thereby made of two groups: those who acknowledge anthropogenic climate change and those who are sceptic.
The difference between the two groups on the amount of media appearances was 34%. Articles that acknowledge anthropogenic climate change appeared 186 times in both of the newspapers in 2014, while only 51 published articles were sceptic. The amount of publications is hereby not in line with the amount of Americans in doubt towards climate change, since the group of articles where anthropogenic climate change is acknowledged is a vast majority, and research showed that a greater coverage leads to a higher public concern and this is not the case.
On the content side, there were a lot of differences visible between the two groups in 2014; the cause of climate change is explained with scientific knowledge in the articles where anthropogenic climate change is acknowledged, whereas there was little use of scientific knowledge in the sceptic group. In line with this; the actors mentioned mainly in the ‘acknowledged group’ were scientists; while in the sceptic group, politicians and big companies were most often seen. Mentioning politicians and big companies seem to have more influence than the mentioning of scientists has on the public opinion. In the acknowledge group the cause of climate change was often mentioned quickly and implicitly; while in the sceptical articles there were often explicit and direct statements made towards the existence and cause of climate change, this could be an explanation of the lack of public concern as well. In the acknowledged group there was more often a negative tone present in the newspaper articles, while in the sceptic group the majority was written in a more neutral tone. There could hereby be said that the usage of a neutral tone seems to have a bigger influence than a negative tone on the public concern. There are five framing themes indicated since research showed these are of influence (Industrialized countries’ economic policies, Sustainability, Technological optimism, Emerging economies’ responsibility, Global understanding of ecology). These themes often appeared in the acknowledge group, while these rarely appeared in the sceptic group, hereby this way of framing seem less of an influence than expected.
 	Not all the findings are inline with the amount of doubt in the USA towards the existence of anthropogenic climate change. Consequently, further research is necessary, since this research only focuses on newspaper coverage. Nonetheless, this research has found some interesting possible explanations."
The EU's Roma 'Paradox',"['Nunen, E.M. van']","['van der Lecq, Dr. R']",2015-08-12T17:00:47Z,en,"['Roma, European Union, Gypsy, poverty, policy, identity, discrimination, institutional racism']",Liberal Arts and Sciences,"The Roma people are the largest, most marginalized, discriminated against and misunderstood
minority within the EU. Compared to non-Romani populations, they often live in marginal
conditions, have low levels of education, high levels of unemployment and lack basic access to
health-care. Over the past decades many EU policy measures have been implemented to address
these problems which are aimed at improving the socioeconomic status of Roma. To date these
have had only limited effect and the situation of many Roma remains precarious. This paper adopts
an interdisciplinary approach to investigate the reasons of this relative ineffectiveness of
implemented EU policy. Human geography is deployed to look at policies of both national- and
multinational governmental institutions as well as the main drivers of Roma migration. It
investigates Roma migration and an overview is given of the main factors contributing to policy
ineffectiveness. Cultural anthropology looks at Roma identity and analyzes their supposed cultural
unity in order to understand what implications this has for the integration of Roma in the EU. We
conclude that EU implemented policy is largely failing for a number of reasons. First of all, the
integration of both human geographical and cultural anthropological insights show us that policy
often targets Roma as a homogeneous unit, although the European Roma are mixed and diverse
group. Furthermore, there seem to be discrepancies between EU initiatives and the actions taken by
various individual member states and little attention is given to both institutional and non-
institutional discrimination. Finally we argue there is too little communication and -understanding
both between various levels of government, as well as between the people- and institutions that
implement policy and the Roma communities and -individuals they are working for."
"Na ons de horizon. De bijbel als literaire navertelling in het werk van Guus Kuijer, Maarten ’t Hart en Nico ter Linden: een literatuuranalyse bezien vanuit de hermeneutische theorie van Gadamer.","['Vogel, C.C.E.']","['Goud, J']",2015-08-12T17:00:47Z,nl,"[""Kuijer; 't Hart; Ter Linden; zondvloedverhaal; ark van Noach; navertelling; Gadamer; horizonversmelting;""]",Taal- en cultuurstudies,"Deze scriptie draait om literaire bewerkingen van bijbelverhalen in de Nederlandse literatuur. De basis van het onderzoek wordt gelegd door de theorie van Hans-Georg Gadamer over horizonversmelting. Deze hermeneutische methode wordt vervolgens toegepast op de literaire navertellingen van het zondvloedverhaal door Guus Kuijer, Maarten 't Hart en Nico ter Linden. In hun werk beschrijven de drie auteurs op geheel eigen wijze het verhaal van Noach en de ark, in meer of mindere mate beïnvloed door hun religieuze achtergrond, ofwel hun historische 'horizon'. Aan de hand van een literatuuranalyse wordt bekeken welke rol deze 'horizonten' speelt in de huidige visie op religie en de bijbel."
Presteer jij beter in het beroep van je voorkeur?,"['Bruin, F.C.H. de']","['Cavalini, Pierre', 'Ybema, Jan Fekke']",2015-08-12T17:00:55Z,nl,"['Beroepsinteresse, fit, werkprestatie, werknemers, RIASEC model.']",Arbeids- en organisatiepsychologie,"In het huidige onderzoek is de samenhang tussen fit, tussen beroepsinteresse en beroep, en werkprestatie onderzocht. Verwacht werd dat deze fit een positieve samenhang had met de werkprestatie van werknemers. Daarbij is onderzocht of geslacht, opleidingsniveau en leeftijd een modererende rol had op de samenhang. Tevens werd verwacht dat oudere werknemers beter inzicht hebben in hun beroepsinteresses dan jongere werknemers. Voor mannen en vrouwen en werknemers met een verschillend opleidingsniveau is onderzocht of zij, op basis van het RIASEC model, verschillende beroepsinteresse hadden. Voor dit onderzoek is een beroepskeuze vragenlijst ontwikkeld welke samen met een vragenlijst voor werkprestatie is afgenomen in een steekproef van 133 respondenten. De resultaten suggereren dat er geen samenhang is tussen fit en werkprestatie. Voor oudere werknemers is gevonden dat zij vaker een fit hadden dan jongere werknemers. Verder werd gevonden dat mannen en vrouwen verschillen in beroepsinteresse voor het interessetype praktisch. Tot slot zijn voor werknemers met een lager- of hoger opleidingsniveau geen verschillen gevonden in beroepsinteresses. De zelfbeoordelingsvragenlijst was een tekortkoming van dit onderzoek. De hoge gemiddelden van de variabelen en de lage spreiding kunnen een verklaring zijn voor het uitblijven van de samenhang tussen fit (tussen beroepsinteresse en beroep) en werkprestatie."
"Legal Form, Performance and Risk in the Microfinance Industry","['Morgan, Patrick']","['Galema, Rients']",2015-08-17T08:31:46Z,en,"['Microfinance, Firm Performance, Risk Management, Corporate Governance, Commercialisation']",International Economics and Business,"I examine whether a microfinance institution’s (MFI) legal form influences its financial performance and risk using a sample of 349 MFIs from a global dataset over the period of 2004-2012. Three main results emerge. First, after controlling for MFI, country and time- specific effects, an MFI’s commercialisation level has a negative impact on the institution’s financial performance and operating efficiency. Secondly, using a proxy for insolvency risk (LN(Z-score)), the study identifies that a legal form’s commercial orientation has a positive affect on an MFI’s insolvency risk. Finally, in relation to loan quality, I find no significant difference between various legal forms’ loan loss rates as they become more commercially orientated. These findings should prove useful for policy makers and investors involved in the microfinance industry in which there is no established ‘best set-up’."
Theatercollege,"['Aleksin, D.']","['Bruyn, A.', 'Bloothooft, G.', 'Everaert, M.B.H.']",2015-08-12T17:00:50Z,nl,"['theater, theatercollege, presentatievorm, beelddenker, beelddenken, begripsdenken, begripsdenker']",Liberal Arts and Sciences,"Niet iedereen leert op dezelfde manier. Zo zijn er beelddenkers en begripsdenkers, ook op de universiteit. Deze twee denkstijlen verschillen sterk van elkaar. In het onderwijs lijkt er vooral aandacht te zijn voor het begripsdenken. Hoe kan er meer rekening gehouden worden met de beelddenkers op de universiteit? 

Daarvoor is er een theatercollege opgesteld en georganiseerd om te kijken of deze presentatievorm daarvoor geschikt is."
Eigentijds of antiek voorbeeld ter inspiratie? De ‘Oude Dronkaard’ als inspiratiebron voor het oude vrouw type op het schilderij Vrolijk gezelschap met een luitspeler van Gerrit van Honthorst,"['Gradzka, M.']","['Keizer, J.']",2015-08-12T17:00:48Z,nl,[],Kunstgeschiedenis,
Marina Abramović als moderne martelares,"['Kistemaker, R.']","['Bavelaar, H.']",2015-08-12T17:00:51Z,nl,[],Kunstgeschiedenis,
