title,authors,supervisors,date,language,keywords,program,abstract
Predicted Unpredictability: Temporal Discounting as an Appropriate Response to Growing Up in Resource-scarce and Neglectful Environments - Unpredictability Schemas as a Potential Mediator,"['Tapper, Noah']","['Frankenhuis, W.E.']",2023-08-24T00:00:55Z,EN,['Contextually appropriate response perspective; CARP;  deprivation; childhood neglect; resource scarcity; unpredictability schemas; temporal discounting'],Clinical Child and Adolescent Psychology,"A growing body of literature suggests that adverse environments can produce a larger spectrum of outcomes than suggested by the traditional deficit approach. The present study investigated experiences of resource-scarce and neglectful environments, two aspects of deprivation, as predictors for temporal discounting in the decision-making of youth. Informed by the contextually appropriate response perspective (CARP), unpredictability schemas were investigated as a mediator between adverse experiences and temporal discounting. Regression and mediation analyses were conducted on questionnaire data of 534 youth from a middle school and five after-school clubs in Salt Lake City, USA. The 49% female sample had a mean age of 13.6 (range 12-18), it was socioeconomically and ethnically diverse but predominantly White and Hispanic. Results indicated evidence for childhood neglect and resource scarcity as predictors of unpredictability schemas. While childhood neglect predicted the use of temporal discounting, resource scarcity did not. There was no evidence for an unpredictability schema as a mediator, which was not aligned with predictions based on the CARP. Direct implications for the CARP are minor. Future studies should utilize the potential of the perspective and add to the evidence so that more impactful conclusions can be drawn. Several strengths, limitations, and recommendations for future research on the CARP are discussed. Investigating adversity exposure from multiple viewpoints is essential to find an adequate balance of impairment, strengths, and rationality in our view of adversity-exposed youth. Finding mechanisms of environmental adaptation is crucial to building policies and interventions that reduce socioeconomic gradients in adaptive developmental outcomes."
CONFLICTING FRAMES OF COMPLIANCE. A Frame Analysis of Compliance with the Recovery and Resilience Facility and the Housing Market in the Netherlands.,"['Oostvogel, Jinke']","['Externe beoordelaar - External assesor,']",2023-08-24T00:01:02Z,EN,[],Public Administration and Organisational Science,"This thesis conducts a frame analysis to systematically map the frames used in the political debate about compliance with the Recovery and Resilience Facility (RRF) in the Netherlands, using housing in the Netherlands as a case. The Netherlands lobbied for strict fiscal rules and compliance with the Country Specific Recommendations (CSRs) for other Member States, yet Dutch compliance is low. There is tension caused by the conflicting attitude the Netherlands had toward strict compliance with CSRs for other Member States while not wanting to be confronted with the same strict requirements themselves. Notably, for the housing crisis, the mortgage interest deductibility and the issue of private debt are not addressed in the Dutch Recovery and Resilience Plan (RRP). The frame analysis is conducted by abductively analyzing parliamentary plenary debates between January 1st and July 8th, 2022. This period was selected because it starts with the establishment of a new parliament and ends with the submittal of the RRP, thus being the period in which the RRP was created and debated. The current analysis integrates several frame elements from multiple academic disciplines and sources, namely frame type, (de)politicizing, the type of usage, and the type of logic. This thesis thereby creates a new, systematic method for frame analysis in public administration. The thesis finds that the debate can be divided into 1) frames employed by the coalition to justify their policies through depoliticizing, emphasis frames, legitimizing usage, and justification logic; and 2) frames employed by the opposition to criticize a) the coalition policies, and/or b) European economic governance and integration. The opposition parties use politicizing, emphasis frames, cognitive usage, and influence logic to this end. This thesis contributes an integrated and practical framework for frame analysis to public administration scholars and a systematic overview of the conflicting debate for practitioners."
(Burger)zoektocht naar vertrouwen,"['Geurts, Geanne']","['Schillemans, Thomas']",2023-08-24T00:00:58Z,NL,[],Bestuur en beleid,"Burgers zijn sinds enkele jaren steeds actiever betrokken bij de opsporing van een deel van deze personen. Er zijn inmiddels meerdere (semi)professionele vrijwilligersorganisaties die structureel deelnemen aan zoekacties naar een deel van de ongeveer 40.000 personen die jaarlijks vermist raken. Meerdere organisaties doen dit in samenwerking met de politie. Het opbouwen van vertrouwen is cruciaal voor het succes van deze relaties. Vertrouwen kan helpen bij het behalen van betere uitkomsten en hogere efficiëntie. Daarom beoogt dit onderzoek inzicht te verschaffen in de relatie tussen coproductie en vertrouwen van burgers in de politie bij zoekacties naar vermiste personen. 

In dit verkennende en beschrijvende onderzoek wordt de volgende onderzoeksvraag beantwoord: “Op welke wijze verhouden coproductie en vertrouwen zich tot elkaar onder burgers die deel uitmaken van vrijwilligersorganisaties die de politie helpen bij (het organiseren van) burgerzoekacties naar vermiste personen?” Om de onderzoeksvraag te beantwoorden is een casestudy uitgevoerd waarbij vrijwilligers binnen twee burgerorganisaties zijn vergeleken. De geselecteerde casussen verschillen op verschillende organisatiekenmerken, maar met dezelfde uitkomst: beide organisaties werken samen met de politie. Dit onderzoek is kwalitatief uitgevoerd door semigestructureerde interviews af te nemen bij vrijwilligers van beide organisaties. 

Uit het onderzoek blijkt dat respondenten om meerdere redenen betrokken zijn geraakt bij de opsporing van vermiste personen. Vrijwilligers van beide organisaties zijn aangetrokken door een gemeenschap die past bij hun omgeving of achtergrond. Daarnaast willen meerdere vrijwilligers families van vermisten helpen en een maatschappelijke bijdrage leveren. De hoogte van hun vertrouwen in de politie aan de start van hun participatie verschilt. Hieruit kan geconcludeerd worden, dat het hebben van veel initieel vertrouwen voor meerdere respondenten geen vereiste was voor burgerparticipatie. Over het algemeen spreken respondenten van de tweede organisatie positiever over hun initiële vertrouwen in de politie. Binnen de eerste organisatie geeft de helft van de respondenten (kernteamleden) aan dat hun vertrouwen in de politie is gegroeid vanwege meer inzicht in het werk van de politie en een soepelere samenwerking. De andere helft van de respondenten (vooral algemene vrijwilligers) beschrijft weinig verandering in vertrouwen. Binnen de tweede organisatie geeft een kleine meerderheid aan dat hun vertrouwen is gegroeid om vergelijkbare redenen als bij de eerste organisatie. Mogelijk hangt de rol die vrijwilligers spelen binnen de organisatie samen met het verschil in vertrouwenseffecten gedurende de participatie."
Effect of Biological Determinist Explanations of Transgender Identity and Inner Dialogue on Tolerance Towards Transgenders,"['Karkili, senanur karkili']","['Oosterwegel, Annerieke']",2023-08-24T00:00:56Z,EN,[],Clinical Child and Adolescent Psychology,"The term ""transgender"" refers to persons whose gender identity differs from their biological sex, which was assigned at birth. In Turkey, identifying as transgender or engaging in any other action that leads to deviating from heterosexual standards is viewed as evil, immoral, or abnormal, resulting in Turkey ranking 47th out of 49 European countries in the LGBT equality rating according to ILGA-Europe. This prejudice impacts many elements of transgender people's lives in Turkey, including their mental health, with %65 of Turkish transgender youth reporting poor mental health. This study investigates at how engaging in inner dialogue between opposing I-positions and knowledge on the biological basis of transgender identity affects tolerance towards transgenders. A pre-post-test design with control, biological determinism, and inner dialogue conditions was used on 224 Turkish youth aged 16 to 25. Before and after each condition, the ATTI scale was used to assess tolerance towards transgender people. In addition, after the inner dialogue condition, the Intolerance of Uncertainty Scale was employed to see if it influenced the tolerance increase in this group. The Kruskal-Wallis Test and then Dunn's Test was used to examine the level of tolerance increase between conditions. The analyses suggested that both biological determinism and inner dialogue condition resulted in tolerance increase with a significant effect. Furthermore, a greater tolerance for uncertainty was not significantly associated with higher tolerance increase in the inner dialogue condition."
The influence of self-esteem on emotional stability and regulation during language processing,"['Slors, Tycho']","['Klaus, Jana']",2023-08-24T00:01:08Z,EN,"['Self-esteem, emotional differentiation, language processing']",Applied Cognitive Psychology,"This paper aimed to see whether self-esteem positively influences emotional stability, regulation, and recovery and how this was manifested in language processing. To measure emotional stability, participants performed an intelligence task which was manipulated to create the perception of failure. The hypothesis was that lower self-esteem participants would feel more distress since self-esteem correlates positively with emotional stability. Following this disturbing experience, participants completed a lexical decision task (LDT). The second hypothesis, based on (Schuch et al. 2017 and Krone et al. 2002), predicted that participants with lower self-esteem would exhibit a more negative mood after failure due to less effective emotion regulation strategies. Due to the phenomenon of preferential responses to mood-congruent stimuli, it was anticipated that participants with lower self-esteem would exhibit faster reaction times on negative words, relative to neutral words, in the LDT.
The results of this experiment contradict the initial hypothesis. Self-esteem did not improve emotional stability after the disturbing experience of failure. Moreover, higher self-esteem was even correlated with faster reaction times on negative words, relative to neutral, in the LDT.
Other research (Kernis 1993, 2013; Baumeister 2003) suggests that individuals with higher self-esteem tend to exhibit more defensiveness and demonstrate lower levels of acceptance following a failure. The observed results of the conducted experiment show a closer alignment with this theory compared to the theory on which the initial hypothesis was based."
"Forgiveness in the workplace: Exploring the impact on burnout, job satisfaction and task performance","['Dimitriou, Agapi']","['Taris, Toon']",2023-08-24T00:01:04Z,EN,[],"Social, Health and Organisational Psychology",
Developing a Dialogue-Based Assessment Method for Depressive Disorder in Adolescents: A Qualitative Research on the Opportunities and Challenges for Integration into Practice,"['Kroes, Kim']","['Frommel, J.']",2023-09-06T09:41:27Z,EN,"['Digital interventions, serious games, depressive disorders, dialogue-based assessment method, integration into practice']",Science and Business Management,"Interest in digital interventions for depressive disorders has grown, yet limited usage exists in practice despite many limitations of the current interventions for assessment. My thesis aimed to explore the opportunities, challenges, strategies, considerations, implementation improvements and general limitations associated with integrating a dialogue-based assessment method for depressive disorders into practice. In this assessment method, adolescents engage in a conversation with a non-player character that asks the player about their experience with symptoms of a depressive disorder. Based on a thematic qualitative analysis with semi-structured interviews (N=6), the findings of this research revealed a range of insights. Opportunities included potential stimulation of honest responses, more reliable measurements, enhanced engagement and extra diagnostic support. Challenges involved high workloads, resistance from practitioners and finding funding. The strategies and considerations for successful implementation encompassed creating clarity on usage, linkage with the current system and writing implementation plans. Implementation improvements suggested changes to the storyline and characters but also further questioning symptoms, while also changing the target group and the questionnaire the dialogue is based on. Finally, the remaining limitations revealed difficulties with the heterogeneous and comorbid nature of depressive disorders and challenges related to using questionnaires as a base for the assessment method. Overall, this study contributes to understanding the integration of a dialogue-based assessment method for depressive disorders into practice, providing insights for future research to better bridge the gap between digital interventions and clinical practice."
The ESG score impact on Financial Performance and Capital Structure of the Firm,"['Jnead, Moulham Al']","['Kaakeh, Mohamed']",2023-09-06T09:41:42Z,EN,['ESG scores; financial performance; capital structure; sustainability.'],Financial Management,"This research paper delves into the examination of the influence that environmental, social, and governance (ESG) scores of companies have on their financial performance and capital structure. With the increasing worldwide focus on adhering to environmental regulations, sustainable finance has emerged as a crucial area of contemporary economic studies. Therefore, this study aims to explore the relationship between a company's ESG score and its financial performance and capital structure. To achieve this objective, a quantitative methodology is employed, utilizing a dataset encompassing 807 private and public firms across diverse industries in four Scandinavian countries (Denmark, Sweden, Finland, and Norway) as well as Germany. The findings of this research paper will contribute to the understanding of the impact of ESG scores on companies' financial performance and capital structure, providing insights for investors, policymakers, and stakeholders interested in sustainable finance and responsible investment practices."
Innovative disruption and the choice between market and bank debt capital,"['Rand, Josh Du']","['Lugo, Stefano']",2023-09-06T09:41:44Z,EN,['Innovative disruption; debt choice; credit risk; logit model'],Banking and Finance,"Innovative disruption stemming from the acceleration in technology-related innovations in the past two decades raises the question of how a firm’s choice between market and bank debt capital is affected. By applying logistic and fixed effect (FE) regression models to panel data of U.S. firms, observed during the period from 2006 to 2022, this study reveals that disruption risk leads to incumbent firms, ceteris paribus, relying more on bank debt financing. While it is not clear from these findings if credit risk is the only channel through which disruption affects debt choice, disruption risk is shown to increase credit risk. This research also finds that innovative disruption leads to proportionately more bank debt financing for more opaque firms, ceteris paribus. There is no evidence of firm-level innovation moderating the relation between disruption and debt choice."
Can The Negative Non-Verbal Behaviours Of Peers Predict Depression?,"['Urbanowicz, Maja']","['Beek, Yolanda van']",2023-09-06T09:41:41Z,EN,['Social Skills Deficit Model; adolescence; depression; non-verbal behaviours of peers; bias in perceived rejection'],Clinical Child and Adolescent Psychology,"This study investigated a fragment of the Social Skills Deficit Model (SSDM), specifically, how both rejection, in terms of negative peer non-verbal responses, and negative cognitions, in terms of bias in perceived rejection, could predict future depressive symptoms. The following hypotheses were formulated: (1) The negative non-verbal peer responses, such as less gazing while listening, less gazing while speaking, less smiling and more negative behaviours, predict depression (2) The negative bias in perceived rejection predicts depression (3) The negative bias in perceived rejection mediates the relationship between non-verbal responses from peers and depression (4) Those effects are expected to be more prominent in girls, than boys, and younger adolescents, from 12 to 15 years old, than older adolescents from 15 to 17 years old. In this study, the dependent variable is the highest depression score in waves 2-4. The independent variables are the non-verbal behaviours of peers and bias in perceived rejection. In a longitudinal design, the data was gathered from 170 participants aged 12-17 from two Dutch Secondary Schools in 4 waves approximately nine months apart. The first hypothesis was partially supported, as the results have shown that less peer gazing while listening was a significant predictor of future increase in the depressive symptoms in the respondent. The second, third and fourth hypotheses were not supported by the data, since a bias in perceived rejection was not found to predict depressive symptoms, nor there were any sex or age interactions."
