title,authors,supervisors,date,language,keywords,program,abstract
The position of religious minorities in a diverse archipelago: the Indonesian government's framing of the Ahmadiyya minority and its effects,"['Abel, D.']","['Fumerton, M.A.']",2013-08-08T17:02:13Z,en,"['framing theory, political opportunity structures, narratives, master frames, religious freedom, religious tolerance, Indonesia, Ahmadiyya']",Taal- en cultuurstudies,"This BA thesis discusses the central question in which way the Indonesian government frames the Ahmadiyya-minority in society and how this affects the freedom of religion in a democratic Indonesia under President Yudhoyono. Three key events (the Ahmadiyya Decree in 2008, the 2010 upholding of the 1965 Blasphemy Law and the 2011 Cikeusik attack on Ahmadiyya members) are analyzed based on the government’s framing of the events, the labeling of the Ahmadiyya and the implications of these together. Theoretical ideas are drawn from framing theory, narratives, master frames and political opportunity structures."
"Dialogical Value, the function of the stakeholder dialogue within integrity management","['Meijer, K.M.T.']","['Hoven, M.A. van den', 'Jeurissen, R.J.M.']",2013-08-08T17:02:29Z,en_US,"['stakeholder theory', 'stakeholder dialogue', 'integrity management']",Applied Ethics,"Corporations have lost sight of the basic function that is ‘creating value through trade for stakeholders.’ Edward Freeman’s (1984) concept of stakeholder theory bears the potential to recover this basic corporate function; however, it does not seem to get off the ground in practice. Currently, the theory is used to identify stakeholders instead of engaging with them in a dialogue. This study examines the function of the stakeholder dialogue within integrity management. The research question is: What is the function of stakeholder theory within integrity management and in what way does the stakeholder dialogue improve integrity management for corporations? I will answer the research question by combining scientific research with empirical research in focus group discussions. This combination is applied to increase the validity of the scientific research and therefore, a dialogue runs through the thesis. This implies that representatives of the actual business practice are invited to ‘join in the conversation.’ The study reveals that stakeholder theory becomes useful when it is regarded as an action guiding mindset. In addition to this, a stakeholder dialogue is functional within integrity management because it can lead to mutual understanding or mutual agreement with regards to the complex subject of corporate integrity."
Transvestite Knights: Men and Women Cross-dressing in Medieval Literature,"['Kerkhof, D.L.']","['Wackers, Paul']",2013-08-08T17:02:16Z,en,"['Cross-dressing, transvestism, clothing, gender, tournament, knights']","Ancient, Medieval and Renaissance Studies (research)","My thesis looks at cross-dressing knights in medieval literature and tries to answer why cross-dressing was common in literature while in reality, cross-dressers were seen as sinful.  I look specifically at Ulrich von Liecthtenstein's ""In the Service of Ladies"", Malory's ""Le Morte d'Arthur"", ""Berengier au Long Cul"", Dietrich von der Glezze's ""Der Borte"", Heldris of Cornwall's ""Le Roman de Silence"", and ""Yde et Olive"".  A number of historical sources are also studied in order to understand the medieval literature.  The importance of intention as well as what kinds of clothes were worn to cross-dress and how the different genders were viewed is also discussed."
Persoonlijke Relaties en Moraal,"['Liempd, N.N. van']","['Schaubroeck, K.']",2013-08-08T17:02:20Z,nl,"['Normatieve Ethiek', 'Persoonlijke Relaties', 'Bernard Williams', 'Michael Stocker', 'Moral Schizophrenia', 'Hugh LaFollette', 'Brook Sadler', 'Moraal']",Wijsbegeerte,"Deze scriptie is een onderzoek naar de relatie tussen moraal en persoonlijke relaties. Ik analyseer wat persoonlijke relaties zijn en hoe deze zich problematisch verhouden tot moraal. Aan de hand van verschillende theorieën over deze verhouding, zal ik proberen een antwoord te vinden op de vraag of handelen op basis van morele principes binnen persoonlijke relaties te rechtvaardigen is."
"Spinoza en de Stoa over emoties, Een vergelijking van twee filosofische interpretaties van emotie: pathê en affectus","['Senden, W.J.']","['Steenbakkers, Piet', 'Algra, Keimpe']",2013-08-08T17:02:35Z,nl,"['Spinoza, Stoa, emotie, vergelijking']",Wijsbegeerte,Onderzoek naar de overeenkomsten en verschillen tussen de opvattingen van Spinoza en de Stoa van emotie.
La traduction de vulgarisation des textes vétérinaires: comment adapter et traduire un article spécialisé en direction de propriétaires d'animaux domestiques néerlandais.,"['Luitgaarden, M.C.T. van de']","['Lavéant, K.']",2013-08-08T17:02:15Z,fr,[],Vertalen,
Integrating Renewable Energy Resources: a microgrid case study of a Dutch drink water treatment plant,"['Soshinskaya, M.']","['Graus, W.']",2013-08-08T17:03:12Z,en,"['Dutch microgrid, industrial water treatment flexible load (demand response), renewable electricity, wind power potential, solar PV power potential, microgrid economic potential']",Sustainable Development,"In the Netherlands 1.2 billion cubic meters of drinking water are produced each year, which uses about 480 GWh of electricity per year as an energy intensive industrial process.  While there are some examples of renewable based microgrids around the world that illustrate the benefits of producing and consuming renewable electricity onsite, there has been little research on the potential of a renewable-based hybrid system at a much larger scale and in a Dutch context where wind speeds are higher, solar irradiation more moderate, and where subsidy schemes for renewable energy investment exist. Thus, this research aimed to identify the technical and economic potentials of integrating solar photovoltaic (PV) and wind power with demand response into a grid-connected versus stand-alone microgrid at a Dutch drink water treatment plant.  It also aimed to investigate the economic implications for flexible demand in the water pumping process with demand response (DR) and the extent of reliance on grid-imports, storage, and back up generation.  Lastly, it aimed to evaluate the economic potential of the microgrid system in 5 years if investment costs would further decrease.
Method.  Waternet’s drink water treatment plant in Nieuwegein (DWP-NWG) was used as a case study to model a microgrid integrating solar PV and wind power with demand response by researching its electricity demand, the production potential for renewable electricity (RE) supply, and the flexible demand potential in the pumping process. These were then used as inputs to model a variety of grid-connected and stand-alone microgrid cases using HOMER modelling software under the current financial support scheme and in 2018.  The main technical potentials were evaluated based on renewable electricity production potential, fraction of onsite electricity demand supply for renewable electricity, reliance on grid imports, back up diesel production, and storage throughput.  Economic potentials were evaluated based on the system’s levelized cost of electricity (COE), net present value (NPV), and discounted payback period (PBP).
Results.  The DWP-NWG has the potential to supply 70-96% of its annual electricity demand with 17.8-25.6 GWh/year of locally produced solar PV and wind power combined with demand response. The most profitable system configuration is a 5.6MWp Solar PV – 8MW wind (4 turbines) combined with demand response, yet without storage.  This microgrid system can be 88% self-sufficient on renewable electricity, with a COE of 0.020 €/kWh versus 0.082 €/kWh for the current situation without renewables, an NPV of €12.7 million, and a payback period of 7.3 years. The least cost stand-alone system is a 5.6MWp solar PV – 8MW wind – 1.3MW diesel generation – 2MW cell stack/45MWh electrolyte flow battery storage with demand response, which has a COE of 0.094 €/kWh and an NPV of €-7 million. If electricity prices rise, grid-connected potentials increase by 16-55%.
•	Demand response: Comparing a 4 wind turbine system with demand response to one without demand response, the former has an NPV of €11.8 million and the latter €11.2 million. This shows that demand response adds about €600,000 of value over a 25 year project lifetime. Annually, shifting 29% of normal annual demand to be supplied during renewable electricity production earns an additional €59,000 per year in avoided transport and energy taxes.  Larger capacity microgrid systems, which can pump slightly more water above normal demand from the excess RE produced, earn up to €71,000 per year.  The maximum capacity RE system with DR and without batteries can utilize 12% of the additional flexibility provided by the water storage buffer at the Dunes; however, in order to utilize the maximum 15% flexibility from the buffer at the Dunes, adding battery storage is required in order to defer the use of excess electricity when the strongest pumps are not being used. This is due to the limitations of the current pump installations and transport network which prevent significantly more water to be pumped in one time step. 
•	Grid imports, back up generation, storage: Even at these high potentials, both grid-connected and stand-alone cases still rely on 1-4.5 GWh of electricity per year imported from the grid in grid-connected cases or supplied by back-up diesel generators in stand-alone microgrid cases. This is due to the intermittency of solar PV and wind power production. Grid-connected microgrids don’t necessarily need storage, yet stand-alone microgrid cases require 2.2-3.2 GWh of annual storage throughput.
•	2018 Potentials: If investment costs further decrease and no tax incentives of subsidies exist for RE, the most profitable microgrid case configurations remains the 5.6 MWP solar PV – 8 MW wind (4 turbines) – DR without battery storage configuration with a COE of 0.030 €/kWh, an NPV of €10.7 million, and a discounted PBP of 11 years. The least cost stand-alone microgrid has a COE of 0.118 €/kWh, and an NPV of €-11 million.  If the EIA & SDE+ financial support is still available in 5 years, NPV potentials are 40% higher.
Conclusion/Discussion: The technical results show that a significant portion of electricity demand of an industrial sized water treatment plant can be met with a few wind turbines and large PV capacity. They also confirm that a solar-wind combination is optimal over a wind-only configuration. The economic results indicate that stand alone microgrids are not cost-effective, while grid-connected microgrids are very profitable.  This is because directly consuming renewable electricity onsite avoids the majority of electricity costs, sell-back of excess electricity is possible, and because the impact of investment costs has decreased since the SDE+ subsidy decreases wind investment costs by at least 50% and solar PV investment costs have drastically dropped by over 40% over the last year. Moreover, based on the sensitivity analysis of electricity prices, the profitability of these systems is even underestimated if electricity prices rise in the future.  
The results also indicate that while the technical potential to shift electricity demand with demand response is significant, the economic advantages are relatively small since the margin between buy-in and sell-back electricity prices is marginal for wholesale electricity consumers. Nonetheless, the investment for demand response could be paid back in less than 2 years and will become more profitable as electricity prices rise and sell-back rates decrease. 
Moreover, a 100% renewable system would require extremely large battery storage, which is not currently cost effective. Ultimately, even at the low wholesale electricity and sell-back price for large industrial electricity consumers, grid-connection and the ability to trade excess electricity is extremely important for the cost-effectiveness of microgrid system. Lastly, although PV costs have already dropped significantly making the current economic potentials from grid-connected solar-wind microgrid configurations very high, waiting to invest within 5 years can be even more profitable as long as the EIA and SDE+ support remain."
"The Swedish home furnishing brand; sustainaBilly? Understanding the consumers’ perception, of a big international company in terms of sustainability.","['Post, S.M.L.']","['Vermeulen, dr.W.J.V.']",2013-08-08T17:03:14Z,en_US,"['Sustainability image, consumers, corporate sustainability, perception']",Sustainable Development,"With the acknowledged shift from government to governance there is more room for corporations to show that they contribute to achieving a more sustainable society. However these corporations need the support of consumers in order to achieve their goals in the field of sustainability. Therefore, many companies who invest in becoming more sustainable want to gain insight in if this is acknowledged by consumers and hence is translated into a more positive image of their company with regard to sustainability. So did IKEA the Netherlands.
The elements from which a consumer’s perception regarding a corporation’s sustainability originates are various. Therefore different strands of literature have been studied and from these different strands of literature some factors that are argued to be influential in the process of shaping an image or perception, have been derived. Due to the large amount of factors some categorization was done in order to limit the amount of variables and merge overlapping variables. This led to six categories of independent variables; personal characteristics, worldview, definition of sustainability, sources of information, perceived features of products and services and perceived features of the company.
    In order to get insight in whether these categories can truly explain where a certain consumer perception with regard to a corporation’s sustainability comes from these categories were tested by means of a large scale questionnaire. Also the dependent categories of brand image and image of sustainability activities need to be measured and are therefore operationalized and included in the questionnaire. The category of “sources of information” needs some more elaboration since in literature the importance of information and communication is highlighted. However if we were to test this we should know what messages are out there about IKEA and sustainability, therefore prior to the questionnaire a content analysis has been conducted in which messages about IKEA and sustainability by IKEA, the general media and NGO’s have been analyzed on tone of content.
The data obtained with the questionnaire are statistically tested on: if all variables are in the statistically right categories (factor analysis), if there are relations between the independent and dependent categories (correlation) and how much the independent categories contribute to explaining the dependent categories (multiple regression analysis). Eventually some categories had to be split as a result of the factor analysis and it became apparent that with regard to the “image of sustainability activities” of IKEA the categories (factors) that could explain most are (in order of magnitude); organizational competences, aspects of quality of products and services, purchase attitude regarding environmental friendly products, IKEA information through press releases, attitude towards multinational companies and “ever purchased IKEA products”. In this enumeration the “attitudes” are part of “personal categories” which cannot easily be changed by a company, therefore recommendations are mainly formulated on those categories that can relatively easily be adjusted by IKEA. In short the recommendations for the IKEA management are:
•	to be transparent about the IKEA business operations as this creates higher valuation of organizational competences resulting in a better “image of sustainability activities”
•	product quality improvement while ensuring low prices and modernity 
•	expand services range with services that make the shopping experience at IKEA more sustainable (e.g. recycling of products)
•	more thorough use of IKEA press releases to convey sustainability messages 
•	more research regarding the experience that consumers have with IKEA products and how this influences the “image of sustainability activities”
•	an evaluative study after implementation of the recommendations of this study, in order to see the effectiveness of the recommendations"
New ventures: Uncovering start-up sequences for innovative and non-innovative new ventures,"['Jongkoen, C.']","['Herrmann, A.M']",2013-08-08T17:03:12Z,en,"['New venture, start-up, strategy, entrepreneurship, entrepreneurs, venture creation, venture\ngestation, start-up events, new firms,']",Science and Innovation Management,"The venture creation process of 24 ventures in the Information and Communication Technology industry and
Environmental Technology industry was examined by means of questionnaire guided interviews. The premise
of this study is that innovative and non-innovative venture creation processes differ. The venture creation
stage is identified as the period between the nascence of a business idea until the moment of sustainable
profits. We segregated the ventures along the lines of non-innovative, incrementally innovative and radically
innovative. The venture creation processes were examined along the core variables of people, finance, product
development and also the venture creation process as a whole. The time of occurrence for the core activities
was mapped for each venture during a telephonic interview, thereby making it possible to identify an order of
activities instead of only the occurrence. The order of activities provided input for the creation of ideal-typical
sequences.

The results show significant differences between innovative and non-innovative ventures on every measured
aspect. The overall venture creation length does reveal a statistically significant difference, however the period
towards registration of the venture and the period towards sustainable profits show a longer duration.
Innovative ventures, especially radical innovative ventures, employ more people during the venture creation
phase. The higher the level of innovativeness the more founders are involved, the more people are employed
directly and also more external advisors are being hired.

The general premise that new ventures favor internal- above external financing was also confirmed. The
properties of new venture finance differs as well between innovative and non-innovative ventures. Innovative
ventures obtain finance earlier during the venture creation process, which is favored in the form of subsidies.
Especially the radical innovative ventures rely on subsidies during the venture creation stage, while loan
providers are being used less as the innovativeness increases. The most interesting is that the sequence of
activities during venture creation does not differ for innovative and non-innovative ventures. Only the presence
of activities differs, innovative ventures perform more activities and have longer stages of the activities.
However, the activities on which these ventures resemble are performed in the same order. We find that new
ventures perform the same order of activities to legitimate the venture, however the process of legitimation
takes considerably longer for innovative ventures."
An environmental and economic impact comparison of renovation concepts for Dutch residential buildings,"['Dijkstra, L.P.J.']","['Rosales Carreón, J.', 'Patel, M.K.']",2013-08-08T17:03:15Z,en,"['Renovation, Buildings, Life Cycle Assessment, Life Cycle Costing']",Energy Science,"In order to reduce the annual Dutch greenhouse gas emissions much can be gained by reducing the primary energy use of the Dutch residential building stock. The current average energy consumption of Dutch dwellings makes it difficult for the Dutch government to meet  (inter) national agreements. A solution to this issue can be the renewal or renovation of the Dutch residential building stock. Since there are considerable more existing dwellings than newly built dwellings, and approximately 75% of the current Dutch residential building stock will still exist in 2050, this study focuses on renovation rather than renewal. 

To show the differences between current policies and high ambition potential, a distinction is made between a low ambition renovation concept (inline with current policies) and high ambition renovation concepts. Based on the ambition levels three renovation concepts, named low ambition renovation concept, high ambition renovation concept and high ambition rebuilding concept, were defined. The three renovation concepts are compared with one another and with the current situation, and are evaluated on the four key performance indicators shadow cost, GHG-emissions, mineral resource depletion and net present cost. The key performance indicators are based on Life Cycle Assessment and Life Cycle Costing methods. 

The overall conclusion of this study is that there is no single best solution in order to reduce the greenhouse emissions of the Dutch residential building stock. Because the best renovation solution depends on the stakeholders’ environmental and economic point of view, desired lifetime extension, the current dwellings quality and the willingness of the inhabitants. From an environmental point of view a dwelling should always be renovated, with a preference for high ambition renovation. When the economic and cost-efficient greenhouse gas mitigation is more important, low ambition renovation is the best option. 

In this study mainly the technical part of dwelling renovation is addressed. To implement dwelling renovation on a large scale in the Dutch residential building stock, social aspects of renovation also play an important role and need to be investigated. In order to achieve that the high ambition renovation concept is not solely interesting from and environmental point of view, as well as from an economic point of view, possible economic improvements on the cost of the renovation concept require further investigation."
