title,authors,supervisors,date,language,keywords,program,abstract
"How do traditional healers in Maouto, Mozambique, manifest their authority in public and in private space?","['Rothermel, N.C.']","['Demmers, J.']",2014-09-07T17:00:25Z,en,"['Mozambique, Maputo,  traditional, healers, curandeiros, manifestation of authority, legitimacy, state authorities , traditional authorities, public space, private space, boundary drawing,  claiming space, virtual borders.']",Conflict Studies and Human Rights,"This thesis examines the ways in which traditional healers manifest their authority in public and in private space in Maputo, Mozambique. A distinction is made between local and foreign healers since they demonstrate different forms of behavior in public space. It is suggested that there is a connection between the (absence of) manifestation of authority in public space and (il)legitimacy and that claims to authority are mainly made in private space. Moreover, drawing from theory as well as from evidence gathered in the field, it is argued that there is a strong correlation between discourse, power and the creation or maintenance of hierarchies. This thesis points out that the co-existence of various authorities in different spaces does not necessarily constitute a potential for conflict. On the contrary, the example of traditional healers in Mozambique shows that alternative (informal) authorities can contribute to the reconciliation and stabilization of troubled societies."
De wereld als thuis; expats in Bangkok,"['Boonstra, L.C.']","['Brouwer, Lotje']",2014-09-08T17:00:36Z,nl,['Antropologie; Multiculturalisme; Mondialisering; Place-making practices; Expats; Home and belonging'],Multiculturalisme in vergelijkend perspectief,"Deze scriptie is geschreven op basis van mijn onderzoek onder expats en hun gezinnen in Bangkok. In deze scriptie wordt beargumenteert dat place-making practices, zowel off- als online, de manier is om een thuisgevoel te creëren en definiëren in een mondiale wereld waarbij alles mobiel is. Op deze manier wordt het kijken naar de natie-staat en home and belonging anders geformuleerd en kan er met een vernieuwde blik gekeken worden naar de flows op diverse lagen in het mondiale debat. Door meer oog te hebben voor diverse stromen in de mondiale wereld, die van invloed zijn op place-making practices, kan er gezien worden dat place-making practices van expats in Bangkok multi-layerd zijn en het thuisgevoel over meerdere gebieden heen gaat en niet naar één laag kan worden toegeschreven. Deze thesis zal dan ook ingaan op de diverse lagen van place-making practices en het thuisgevoel van expats."
De WIC en de Fransen: over de directe Franse agressie Nederlandse trans-Atlantische scheepvaart in het oorlogsjaar 1708.,"['Lesker, S.B.']","['Onnekink, D.']",2014-09-05T17:00:40Z,nl,[],Geschiedenis,"In het jaar 1708 was de Republiek nog volop in oorlog met Frankrijk tijdens de Spaanse Successieoorlog (1702-1713). Deze oorlog werd ook door de Nederlandse trans-Atlantische handel gevoeld. De oorlog had namelijk vele gevolgen voor de Nederlandse lorrendraaiers (smokkelhandel), de Nederlandse WIC en haar koloniën in de West-Indiën. In deze scriptie zijn zoveel mogelijk schepen uit het jaar 1708 onderzocht, van zowel de WIC als de smokkelhandel; documenten over de vernielingen op de kolonie Essequebo door de Fransen geanalyseerd en een briefwisseling over een geplande expeditie in West-Indië geanalyseerd."
De ontwikkeling van kinderen in ontwikkelingslanden,"['Oterdoom, S.C.M.']","['Spelt, E']",2014-09-05T17:00:39Z,nl,"['kinderen, ontwikkeling, ontwikkelingslanden, milenium development goals']",Liberal Arts and Sciences,
Samenwerken? Hoe immaterieel erfgoedgemeenschappen en musea samenwerken,"['Soesbergen, N.R.']","['Henrichs, H.']",2014-09-06T17:00:23Z,nl,[],Cultuurgeschiedenis,Een onderzoek naar de samenwerking tussen immaterieel erfgoedgemeenschappen en Nederlandse musea.
What Images Can Do: Face 2 Face,"['Godfried, R.A.']","['Rigney, Prof. dr. Ann']",2014-09-08T17:01:09Z,en,['Face 2 Face; Israel and Palestine; Visual Rhetoric; Word-Image; Portraiture; Estrangement; Common Humanity; Photographic Encounter; Activist Art; Graffiti; Urban Space; Street Art; Representations of Conflict; Discourse; Speech; Photography; Conflict.'],Comparative Literary Studies,"The Face 2 Face project initiated by JR and Marco (2007), entailed taking caricature photo portraits of Israelis and Palestinians of the same profession and pasting these portraits in large formats in public spaces in both Israel and Palestine.This thesis examines the role of art photography in a situation of conflict. Starting from the different claims the artists made about their project, e.g. to enable a better understanding among local citizens, I elaborate on the capacity of photography to have critical power. The scope of my thesis incorporates an overview of theories on photography, the media discourse on Face 2 Face and an analysis of all the portraits that were used in the Face 2 Face project. Entering into details of the facial expressions of the subjects photographed, I examine how the portraits speak and perform to the viewer, focusing on visual rhetoric and estrangement. Furthermore, I look into whether the portraits convey common humanity, equality and enable encounter across the anthropological distinction between someone of Israeli and Palestinian origin. Subsequently, I trace the remediation of some of the portraits as they were displayed in urban settings and online, providing a development of meaning from the original portraits to outside art and re-blogged versions. Finally, I question the capacity of the portraits to work politically and I look into the manner in which they were exhibited in European institutionalized art festivals. In the main, this thesis aims to provide insight into word-image relations in photography, activist street art and photographic encounter."
"The regulation and ecological relevance of 2,4-diacetylphloroglucinol-producing fluorescent Pseudomonas spp.","['Korteland, J.M.']","['Jousset, A.L.C.']",2014-09-08T17:01:21Z,en,"['Fluorescent Pseudomonas spp., 2,4-diacetylphloroglucinol, biocontrol, phlD, biotic interactions']",Environmental Biology,"2,4-diacetylphloroglucinol (2,4-DAPG)-producing fluorescent Pseudomonas species is a group of ubiquitous root colonizing gram-negative bacteria, which are well known for their biological control activity against many soilborne pathogens. Soilborne pathogens are responsible for a large loss of crop yield worldwide and they are difficult to control and application of pesticides are insufficient to control root diseases of important crop plants. Using 2,4-producing fluorescent Pseudomonas species as a biological control agent might contribute to the control of root diseases of important crop plants and increase crop production in a sustainable manner. However, the precise regulation and the mode of action of the antibiotic 2,4-DAPG is not fully known. Furthermore, the soil surrounding the plant’s roots sustains a large microbial community with members that can negatively or positively affect 2,4-producing fluorescent Pseudomonas species. These largely unknown biotic interactions makes it difficult to use 2,4-producing fluorescent Pseudomonas species as a biocontrol agent. 
Elucidating the mechanism by which 2,4-DAPG produced by fluorescent Pseudomonas species can effectively suppress plant diseases and how the root microbiome affects 2,4-DAPG production will open new doors for the biocontrol of pathogens and increasing the crop quality and productivity."
Tight-binding theory of spin-orbit coupling in graphynes,"['Miert, G.C.P. van']","['Morais Smith, C. de']",2014-09-08T17:01:22Z,en,"['Graphyne, graphene, spin-orbit coupling, topological insulator, new materials, QSHE']",Theoretical Physics,"Graphynes represent an emerging family of two-dimensional carbon allotropes that recently attracted
much interest due to the tunability of the Dirac cones in the band structure. We explore the effects
of spin-orbit couplings, both Rashba and intrinsic ones, in these systems. First, we develop a general
method to address spin-orbit couplings within tight-binding theory. We then apply this method to
describe the effects of spin-orbit couplings in α, β, and γ-graphyne. We show how spin-orbit couplings
can lead to various effects related to both topological and non-topological properties of their band
structures. In α-graphyne, as in graphene, the Rashba spin-orbit coupling splits each Dirac cone into
four, whereas the intrinsic spin-orbit coupling opens a topological gap. In β-graphyne, intrinsic spin-
orbit coupling yields high- and tunable Chern-number bands, which may host both topological and
Chern insulators, in the presence and absence of time-reversal symmetry, respectively. On the other
hand, Rashba spin-orbit coupling can be used to control the position and the number of Dirac cones
in the Brillouin zone. Finally, the Rashba spin-orbit coupling can close the band gap in γ-graphyne."
The Role of Genome-Wide Association Studies in Understanding Sporadic Parkinson’s Disease Susceptibility,"['Castelijns, B.']","['Hol, E.M.', 'Creyghton, M.']",2014-09-08T17:01:19Z,en,"[""Parkinson's Disease ; GWAS ; SNP""]",Molecular and Cellular Life Sciences,"Parkinson’s disease is one of the most common neurodegenerative diseases, occurring mainly in individuals older than 60 years. The disease causes severe motor disabilities of which tremor is the most frequent. Although many mutations have been shown to cause early-onset Parkinson, the sporadic late-onset form remains largely idiopathic (no known cause). Recent Genome-wide association studies have revealed a large pool of single nucleotide variations that increase the risk of developing this disease. In this review the genetic basis of Parkinson’s disease will be discussed. The most prominent risk loci, identified in multiple association studies, will be linked to known gene mutations and affected pathways. Showing that early- and late-onset PD share a common genetic and molecular basis. The limitations of association studies will also be addressed, showing that we still have a long way to go in fully understanding the genetics behind this disease."
"""A union not only of Bodies but of Spirits"" 
The Image of the Kiss in the Commentaries on the Song of Songs of Bernard of Clairvaux and William of St. Thierry","['Smits, L.A.']","['Rose, Els']",2014-09-08T17:01:08Z,en,[],"Ancient, Medieval and Renaissance Studies (research)","In twelfth-century mysticism, the Song of Songs with its sensual language gained great popularity. The image of the kiss was used to describe the ultimate union of the soul with God. I explain why the Cistercian authors Bernard and William deemed the kiss such an appropriate image for mystical union, by placing their commentaries in the context of the relationship between inner and outer senses, the Cistercians’s emphasis on theological concepts like the incarnation, and a new hierarchy of the senses that emerged in the twelfth century, in which touch and taste represent the highest degree of God’s proximity."
Niets nieuws onder de zon? Het optreden van de Nederlandse politie bij grootschalige verstoringen van de openbare orde (1965-2012),"['Graas, P.J.J.']","['von Frijtag Drabbe Kunzel, Geraldien']",2014-09-08T17:01:08Z,nl,"['Nederland, geschiedenis, politie, ordeverstoringen, organisatie, problemen']",Politiek en maatschappij in historisch perspectief,
Het effect van read-as-the-reader op  tekstkwaliteit,"['Vliet, A.M. van']","['Bergh, Huub van den']",2014-09-08T17:01:13Z,nl,"['observerend leren, smikkelcasus, langetermijneffect']",Nederlandse taal en cultuur: educatie en communicatie,Een experimenteel onderzoek naar de korte- en langetermijneffecten van observerend leren op de  tekstkwaliteit van schrijfproducten van brugklasleerlingen
Mugged by Reality Again?: The Survival of Neoconservative Anti-Liberal Rhetoric Into the 21st Century,"['Koek, G.J.']","['Verheul, J.', 'Kroes, R.']",2014-09-08T17:01:09Z,en_US,"['Neoconservatism, rhetoric, anti-liberalism']",American Studies,
"Transportation of beef cattle to the slaughterhouse: Relation between methods of loading and unloading, carcass bruising and animal welfare.","['Kempener, R.E.A.M.']","['van Eerdenburg, F.J.C.M.']",2014-06-19T17:00:31Z,en,['Animal Welfare; Carcass bruising; transport; Uruguay; Beef; Cattle'],Gezondheidszorg landbouwhuisdieren en vet. volksgezondheid,"In Uruguay, the extensive production of beef is a substantial part of the economy and culture. In this extensive production system the transport of beef cattle to the slaughterhouse compromises animal welfare. The objective of this study is to evaluate animal welfare by assessing transport conditions and relate these to carcass bruising. In this study, 243 trucks with in total 8.132 animals were assessed on loading, transport, unloading conditions and carcass bruising. The average time loading took was 0:24:53 minutes and the perception of the truck driver was correlated with the time loading took and the use of devices. The average time unloading took was 0:05:54 (± 0:03:54) minutes with a significant difference in mean time for the use of devices; only flag 0:03:51 (±0:01:46), cattle prod 0:06:43 (±0:04:22) and sticks 0:08:09 (±0:05:55). Of the carcasses observed, 772 (9,5%) had no bruises, 873 (10,7%)  had one bruise, 1.312 (16,1%) had two bruises, 1.231 (15,1%) had three bruises and 3.944 (48,5%) had four or more bruises. The prevalence of the bruises was highest on the tuber coxea (29,3%) following the forequarter (22,4%), the tuber ischiadicum (17,3%), ribs/flank (14,1%), Rump/round (10,1%) and the loin (6,8%). A poisson prediction model was fitted to the data to predict the number of bruises on transports with the following parameters taken into account: Number of animals on transport, year of construction of the truck, category of animals, body condition score, animals with injuries, loading time, course of loading, journey length, parking at unloading, behaviour on and of the truck, number of people unloading, shouts used when unloading and the use of flags. Reducing physical and emotional stress during transport will both improve animal welfare en decrease economic losses due to carcass bruising."
"“één van de moeilijkste postings”
Een kwalitatief onderzoek naar factoren van invloed op de re-entry
van de Nederlandse partner van de corporate repatriate","['Burks, J.']","['Thije, Dr. J.D. ten']",2014-06-23T17:00:24Z,nl,"['partner van de corporate repatriate, repatriëren, factoren van invloed op de re-entry']",Interculturele Communicatie,"Binnen Human Resource Management ligt de focus in toenemende mate op het inzicht krijgen in de re-entry van de partner van de corporate repatriate. Daarnaast is binnen de Master Interculturele Communicatie het fenomeen re-entry steeds vaker een onderwerp voor onderzoek. In deze scriptie is kwalitatief onderzoek gedaan naar factoren van invloed op de re-entry van de Nederlandse partners van corporate repatriates. Met acht informanten, gevonden via Outpost The Hague van Shell Nederland, zijn biografische interviews gehouden. Daarmee is gekeken naar de mate en manier van voorkomen van factoren waarvan bekend is dat deze van invloed kunnen zijn op de re-entry. Ook is bekeken of er mogelijke aanvullende factoren geformuleerd kunnen worden. Achttien van de veertig factoren uit de literatuur lijken van invloed te zijn op de re-entry en er zijn elf mogelijke nieuwe factoren geformuleerd. Tot slot is een advies voor Outpost opgesteld waarin voorzien in praktische informatie en de gelegenheid bieden om contact met gelijkgestemden te leggen, centraal staan. 

In Human Resource Management there has been an increase in interest for the re-entry of the partner of the corporate repatriate. Additionally, researching the phenomenon of re-entry is an upcoming trend in the Master Intercultural Communication. The explorative research in this thesis focuses on factors that influence the re-entry of Dutch partners of the corporate repatriates. With the help of Outpost The Hague, part of Royal Dutch Shell, eight informants were interviewed. The analysis focuses on discovering how many factors, and in which way, can be of influence on the re-entry, according to these informants. Also additional, possible factors were found. Eighteen of the fourteen factors found in the literature seem to be a factor of influence on the re-entry and eleven possible new factors were formulated. The advice for Outpost, with which this thesis concludes, is to give the partner practical information and offer him or her the possibility to meet other repatriates."
Effect van Geluiddempende Hulpmiddelen op Concentratie bij Kinderen Zonder Diagnose en met de Diagnose ADHD,"['Moest, A.M.G.', 'Verweijen, J.C.L.']","['Beek, J. van de', 'Zeeuw, M. de']",2014-06-23T17:00:15Z,nl,['Concentratie; geluiddempende hulpmiddelen; Pluggies; oorkappen; leerlingen'],Orthopedagogiek,"Het huidige onderzoek heeft zich gericht op de vraag welk effect het gebruik van geluiddempende hulpmiddelen (Pluggies of oorkappen) heeft op de concentratie van leerlingen en of dit effect verschilt voor leerlingen zonder diagnose en leerlingen met de diagnose ADHD. Steeds vaker worden geluiddempende hulpmiddelen ingezet om de concentratie van leerlingen te bevorderen. Ook bij snel afgeleide kinderen, zoals kinderen met ADHD, worden geluiddempende hulpmiddelen vaak ingezet. Er is echter geen wetenschappelijk onderzoek dat aantoont dat het gebruik hiervan effectief is. Dit onderzoek beoogt meer inzicht te geven in het effect van geluiddempende hulpmiddelen op concentratie. Op basis van het literatuuronderzoek werd verwacht dat kinderen zonder diagnose gebaat zouden zijn bij zowel Pluggies als oorkappen. Bij kinderen met ADHD werd verwacht dat zij gebaat zouden zijn bij Pluggies, maar niet bij oorkappen.
 	Om de concentratie van de 81 deelnemende leerlingen van 9 tot en met 13 jaar te meten, hebben zij allemaal drie keer een d2-concentratietest gemaakt. Hierbij gebruikten zij één keer Pluggies, één keer oorkappen en één keer werd geen gebruik gemaakt van een geluiddempend hulpmiddel. De scores op de concentratietesten zijn vervolgens binnen en tussen de groepen met elkaar vergeleken. Uit de resultaten bleek dat er geen significante verschillen waren. Uit dit onderzoek blijkt niet dat kinderen gebaat zijn bij het gebruik van geluiddempende hulpmiddelen. Vervolgonderzoek is nodig om te voorkomen dat kinderen geluiddempende hulpmiddelen gebruiken ter bevordering van de concentratie, terwijl zij hier mogelijk een negatief effect van ondervinden."
"Haarlemse lijfrenten als investering voor slechtere tijden: Een onderzoek naar de achtergrond en motieven van
investeerders in 15e eeuwse lijfrenten (1482-1491)","['Brouwer, J.A.']","['Zuijderduijn, Jacco', 'Moor, Tine de']",2014-06-23T17:00:26Z,nl,"['lijfrenten, Haarlem, levenscyclus, renteniers, schulden, rendement, risico, kapitaalmarkt, huishoudens, strategie, investering']",Geschiedenis,"De onderzoeksvraag voor deze bachelor scriptie was: In hoeverre waren lijfrenten van de stad Haarlem omstreeks 1490 een goede investering voor huishoudens om de risico’s van hun levenscycli te mitigeren?

Op basis van een kwantitatieve analyse van archiefmateriaal blijkt dat deze lijfrenten vooral werden gebruikt voor vermogensoverdracht naar volgende generaties. De verklaring ligt in twee eigenschappen van de lijfrenten: de mogelijkheid om op twee levens af te sluiten én de gelijke behandeling van mensen met een verschillende levensverwachting. Hierdoor konden huishoudens zich indekken tegen overlijdensrisico door de lijfrente op minstens één kind af te sluiten. De structuur van lijfrenten was minder gepast voor het mitigeren van ziekte en ouderdom."
