title,authors,supervisors,date,language,keywords,program,abstract
"Interferenz in der deutschen Syntax : Von den Problemen beim Erwerb der deutschen Syntax im niederländischen
Sekundarunterricht","['Willebrands, D.']","['Sudhoff, S.']",2016-02-01T18:00:32Z,de,"['Interferenz, homogene, hemmung, transfer, niederländisch, sekundarunterricht, sprachwissenschaft, kontrastive, grammatik, linguistik, linguistics, interference, deutsch, als, fremdsprache']",Duitse taal en cultuur: educatie en communicatie,"Das Problem der Interferenz im niederländischen Sekundarunterricht entsteht, weil es nicht unlogisch ist, dass Schüler sich auf die Kenntnisse einer nicht-ähnlichen Sprache verlassen und so den Erwerb entgegengewirkt wird. Diese Masterarbeit setzt sich zum Ziel, den Einfluss des Englischen auf den Erwerb der deutschen Syntax darzulegen. Die Daten zeigen, dass Interferenz aus dem Englischen nicht als größtes Problem gilt. Andere Aspekte wie die Berücksichtigung der Muttersprache und der Zweifel, auf welche sprachlichen Elemente sich Schüler bei der Formulierung korrekter deutscher Sätze verlassen sollten, sorgen möglicherweise für homogene Hemmung.


Es wird behauptet, dass Interferenz und homogene Hemmung im niederländischen Sekundarunterricht als Zwischenschritte beim deutschen Syntaxerwerb zu interpretieren wären. Als wichtigstes Resultat kann gesagt werden, dass sich Schüler nicht unbedingt auf das richtige Sprachsystem verlassen. Eine weitere Lenkung des Deutschlehrers oder des Lehrwerks könnte, insbesondere bei den Anfängern der Deutschlerner, Rettung bringen."
Trends in de invloed van migratie op internaliserend en externaliserend probleemgedrag bij jongeren in Nederland,"['Maâkoul, A.']","['Stevens, G.W.J.M.']",2016-02-01T18:00:27Z,nl,"['internaliserend probleemgedrag, externaliserend probleemgedrag, migrantenjongeren, trends emotionele problemen, trends gedragsproblemen, probleemgedrag Nederlandse jongeren.']",Jeugdstudies,"In dit onderzoek wordt de impact van migratie op internaliserend en externaliserend probleemgedrag in de afgelopen 8 jaar bestudeerd, waarbij er bij de migrantengroepen onderscheid wordt gemaakt tussen Marokkaans-Nederlandse, Turks-Nederlandse, Surinaams-Nederlandse en Antilliaans-Nederlandse jongeren. Methode: Er is gebruik gemaakt van drie waves van de HBSC- onderzoeken uit 2005, 2009 en 2013. De steekproefpopulatie bestond uit gemiddeld 5638 jongeren per meetmoment (11- 16). Aan de hand van lineaire regressies is er gekeken naar etnische verschillen en tijdsverschillen in internaliserend en externaliserend probleemgedrag. Resultaten: Het hebben van een migratie- achtergrond lijkt vooral een effect te hebben op externaliserend probleemgedrag. Er zijn verder geen etnische verschillen in internaliserend probleemgedrag, met uitzondering van de Marokkaans-Nederlandse jongeren die minder internaliserend probleemgedrag vertonen. Migrantenjongeren vertonen daarnaast een verhoogde mate van externaliserend probleemgedrag. Daarnaast blijkt het patroon in internaliserend en externaliserend probleemgedrag bij migrantenjongeren is in de afgelopen acht jaar stabiel te zijn gebleven."
Performance in Motion,"['Woods, H.']","['Groot Nibbelink, L.W']",2016-02-01T18:00:33Z,en,"['Participation,Openness,Collaboration,Collectivity,Political, Agonistic Pluralism']",Theaterwetenschap (Theatre Studies),"This research project investigates how Umberto Eco’s 1969 theory “open work” can behave as a methodology for reminding us today of the potential of participatory performance. It will examine participation in the context of the neo-avant garde and probe why it is that Eco’s theory, which emerged out of the same era, has been almost completely forgotten.  Primarily, it will investigate how “openness,” as Eco defines it, operates within participation. Fusing together this concept with theoretical tools from participation, such as “collectivity” and “collaboration,” Eco’s theory will re-surface in a contemporary setting.  In order to support this re-surfacing and address relevant concerns around ‘the political,’ it will utilise Chantal Mouffe’s political theory, “agonistic pluralism,” building an explorative lens for analysing contemporary participatory performance. Through this lens, the research will assert that the concern for ‘participation’ and the approach to how it is practiced within performance and discussed in theory misunderstands, in this context, what constitutes ‘the political’ and, furthermore surrounds performance with negative connotations. 

The two case studies: Edit Kaldor’s The Inventory of Powerlessness (2015) and Unfinished Business’ Only Wolves and Lions (2012) will present how this argument materialises into practice, as what will surface is how, if participation is used as a means, rather than a goal: it has more potential to an openness, which, in turn can constitute agonistic pluralism."
Compulsief gebruik van sociale media en schoolprestaties van jongeren: de rol van concentratieproblemen en hyperactiviteit,"['Graauw, L.P. de']","['van den Eijnden, R.']",2016-02-01T18:00:27Z,nl,[],Jeugdstudies,"Er zijn weinig jongeren die niet over een smartphone of Facebook beschikken. Het is hoogst waarschijnlijk dat hier veel tijd in gaat zitten, wat ten koste zou kunnen gaan van hun schoolprestaties. Het doel van dit onderzoek was om na te gegaan in hoeverre er een verband is tussen compulsief gebruik van sociale media en de (zelfgerapporteerde en daadwerkelijke) schoolprestaties van jonge adolescenten. Daarnaast is onderzocht in hoeverre er sprake is van een mediërend effect van concentratieproblemen en hyperactiviteit. In totaal hebben 701 leerlingen van vier middelbare scholen (leeftijd 12 tot 15 jaar) op school een vragenlijst ingevuld. Uit de resultaten blijkt dat jonge adolescenten die compulsief gebruik maken van sociale media minder goede schoolprestaties hebben en daarnaast blijken zij ook meer concentratieproblemen en hyperactiviteit te ervaren. Uit de mediatie-analyses kwam bovendien naar voren dat de relatie tussen compulsief gebruik van sociale media en schoolprestaties verklaard wordt door zowel concentratieproblemen als hyperactiviteit. Concluderend kan gesteld worden dat er een verband is tussen het gebruik van sociale media en schoolprestaties van jonge adolescenten en dat een toename van concentratieproblemen en hyperactiviteit een belangrijke rol lijken te spelen in deze relatie"
The effectiveness of the SaLVO pedagogy on students' performance on proportionality,"['Es, M.C.A. van']","['Mooldijk, A.H.', 'Prins, G.T.']",2016-02-01T18:00:42Z,en,"['SaLVO pedagogy, Coherent education, Proportionality']",Science Education and Communication,"The aim of this study is measuring the effectiveness of the SaLVO pedagogy, coherent educational material. The main research question was: To what extend is the SaLVO pedagogy effective on cognitive level for dealing with proportionality problems? This was tested with a Dutch 8th grade SaLVO maths group and a maths control group that used the Numbers & Space material. Both groups took the same newly developed test. No differences in test scores were found, overall and on question-level. The SaLVO pedagogy was not more effective on cognitive learning gains than the Numbers & Space material for proportionality problems."
Parenthood and Well-Being: The Mediation of Leisure Time,"['Mandemakers, L.']","['Roeters, Anne', 'Maas, Ineke']",2016-02-01T18:00:27Z,en_US,"['Parenthood, Well-Being, Leisure Time, BHPS, Age of Children, Number of  Children, Gender.']",Sociologie,"In this study the mediation effects of leisure time on the effects of parenthood on well-being for parents were examined. Cross-sectional data was drawn from the Brithish Household Panel Survey (BHPS). It is hypothesized that effects of parenthood on well-being for parents are mediated by leisure time, especially for women. Also the mediation effects of the age of children and the number of children were examined. It turned out that the effects were not mediated by leisure time. However, parenthood is negatively related with the amount and satisfaction of leisure time for both men and women and the number of children for men is negatively related with the amount of leisure time. Also, the amount of leisure time is positively related with physical well-being for women, whereas for men leisure time satisfaction is positively related with physical well-being."
"King made by the People: Martin Luther King, Jr. en het lokaal activisme in de strijd voor burgerrechten in Montgomery en Birmingham in de jaren ’50 en ’60.","['Keulen, S. van']","['Visser-Maessen, L.G.M.']",2016-02-01T18:00:34Z,nl,[],Geschiedenis,
Cognitive function in amyotrophic lateral sclerosis: Is the ECAS a valid instrument for screening cognitive function in ALS?,"['Visser, L.']","['van Es, M', 'Nijboer, T']",2016-02-09T18:00:28Z,en,['Amyotrophic lateral sclerosis; ALS; Edinbrugh cognitive and behavioural ALS screen; ECAS; cognitive function'],Neuropsychologie,"The main goal of this study was to validate the Edinburg cognitive and behavioural ALS screen (ECAS) in a Dutch sample. The ECAS is a cognitive instrument developed especially for patients with Amyotrophic lateral sclerosis (ALS) that measures executive function, language, verbal fluency, memory and visuospatial functions (Abrahams et al., 2015). Up to 50% of ALS patients suffer from cognitive impairment, which is associated with a lower quality of life. In order to validate the ECAS, three goals were set. First, normal scores were calculated that were corrected for age and education. The cognitive performance of 298 ALS patients was analysed according to these normal scores. Second, the reliability of the five cognitive domains was assessed. Third, the ECAS was compared with other validated neuropsychological research to obtain construct validity. The hypothesis was that the ALS patients would demonstrate cognitive impairment on the domains executive functions, language and verbal fluency compared with healthy control subjects. A preserved memory and visuospatial functions were expected. Also, a high reliability and construct validity were predicted. In contrast with the hypothesis, the results of the performance in ALS patients on the ECAS deviated from what was expected. Furthermore, reliability and construct validity were not achieved. In conclusion: The ECAS could not be validated in this study due to the limited number of participants with signs of cognitive impairment. Further research with larger sample size is needed to validate the ECAS in the Dutch population."
Left-right confusion: Is it caused by verbal labelling difficulty?,"['Visser, L.']","['Ham, Ineke van der', 'Straken, Haike van']",2016-02-09T18:00:25Z,en,['Left-right confusion; verbal labelling; spatial cognition; neurocognition.'],Neuropsychologie,"In this study, the effect of verbal labelling difficulty is explored as a possible cause of left-right confusion (LRC). It is expected that people with a high degree of LRC have trouble assigning the verbal labels of ‘left’ and ‘right’ to the referred spatial directions. Based on the Bergen left-right discrimination test, 53 participants with a low level of LRC and 24 participants with a high level of LRC were compared on a verbal labelling task. The first condition of this task required verbal labelling with the words ‘left’ and ‘right’ and the second condition required verbal labelling without these words. The hypothesis that participants with a lower degree of LRC show a larger difference between these two conditions, compared to participants with a higher degree of LRC, was not confirmed. A verbal labelling effect in LRC could not be demonstrated in this study. This suggests another cause for LRC. However, this result does not rule out verbal labelling as a cause for LRC completely, due to bias in the verbal labelling task. Further research with a larger sample size and adapted stimuli is indicated."
Verandering tijdens de behandeling: vergelijking tussen reguliere- en procesgerichte ROM,"['Koning, M.M.']","['Kleber, R. J.']",2016-02-04T18:00:23Z,nl,"['ROM, PTSD, anxiety, depression, patients']",Klinische en Gezondheidspsychologie,"The primary aim of this study was to determine whether evaluations on the process oriented ROM (well-being) are related to the regular ROM (PTSD, anxiety and depression). The second part of this study examined whether evaluations of well-being on the first couple of sessions predicts change in well-being during the overall treatment. 122 patients of Foundation Centrum ‘45 evaluated their state of well-being by completing the ORS and PTSD by completing the HTQ and/or the HSCL-25. Furthermore, 133 patients evaluated their state of well-being by completing the ORS and anxiety and depression by completing the BSI and/or the HSCL-25.  101 patients evaluated their well-being during the overall treatment.  The results suggest that the process oriented ROM is related to the regular ROM. Furthermore, the in between measurements appeared to be more indicative for the change in well-being during the overall treatment.  The results of this study underline the importance of implementing process oriented ROM. Replications of the current research would have to show if these findings are stable over time."
