title,authors,supervisors,date,language,keywords,program,abstract
Exploring Spatial-Temporal Patterns in COVID-19 Disease Data,"['Liempd, Bart van']","['Augustijn, Ellen-Wien']",2022-04-20T23:00:31Z,EN,"['COVID-19, Machine learning']",Geographical Information Management and Applications (GIMA),"The world is currently facing the COVID-19 pandemic. To be able to understand the scale of the outbreak 
and to respond appropriately, it is required to track the spread of the virus. Currently, this tracking is done 
with the use of either temporal or spatial data. This research proposes a method to combine both 
dimensions to be able to track COVID-19 differently. This method is called the Self Organizing Map (SOM). 
With the use of SOM five datasets are compared to each other. These datasets are the positive percentage 
of tests, positive percentage of inhabitants, virus particles in sewage water, deceased cases, and 
hospitalized cases. For these datasets, the change of the spatial situation over time and the distribution 
of the local temporal variations over space are analyzed. Furthermore, the different waves of COVID-19 
are compared to each other in the same way based on the virus particles in sewage water. In short, the 
positive percentage of tests and positive percentage of inhabitants showed nearly identical patterns. 
Hospitalized cases and deceased cases showed similar patterns, although not as similar as the datasets 
described above. The sewage dataset was the most similar to the hospitalized cases and deceased cases. 
To investigate this further, other methods should be used to evaluate the similarities. Primarily other 
clustering algorithms could provide a useful addition to the research."
ESE-BPA: An integrated qualitative process analysis framework,"['Evertse, Robert']","['Gulden, Jens']",2022-04-20T00:00:46Z,EN,['Qualitative business process analysis; Business process management; Green BPM; Environmental social and ethical accounting'],Business Informatics,"This master thesis aims to extend contemporary qualitative business process analysis methods with metrics from environmental, social and ethical accounting (ESEA) methods. As sustainability has become of increasing interest in business and practice, organizations have adapted ESEA methods to account for the non-financial impact of their actions. In the field of business process management, Green BPM allows for insights in resource usage, among other environmental externalities. It does not include social and ethical externalities. Therefore, metrics from ESEA methods have been adjusted and incorporated in a newly designed framework called environmental, social, and ethical business process analysis (ESE-BPA). ESE-BPA enables individual business processes to be analyzed in terms of their utilities, process demographics, and conflicts of interest, among other things. After performing ESE-BPA, organizations will have gathered business process redesign opportunities. This allows for organizations to adapt their business processes, as well as gathering insights in the internal workings and the transitions over time."
Paxlovid: The introduction of a novel anti-SARS-Cov-2 therapy on the Dutch antiviral market,"['Romano Olmedo, Kiri']","['Externe beoordelaar - External assesor,']",2022-04-30T23:00:33Z,EN,[],Drug Innovation,"In January 2020, a novel coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-Cov-2) was discovered in Wuhan, China after pneumonia outbreak occurred. The World Health Organization (WHO) later defined as Corona Virus Disease 19 (COVID-19) and officially declared COVID-19 a pandemic in March 2020. Since then, over 470 million cases have been confirmed and over 6 million people worldwide have passed away due to COVID-19. As a response to the pandemic, Pfizer has developed a covid vaccine and is marketing their novel anti-SARS-Cov-2 main protease inhibitor (PI) in 2022. Paxlovid achieves its antiviral effect by inhibiting an essential protease in the viral replication process. The 3CL protease digests polyprotein to produce a set of proteins that are vital for the virus replication and transcription. By inhibition of the SARS-Cov-2 3CL protease, the virus is unable to proliferate, and the infection is halted. This research aims to describe the COVID-19 pandemic from multiple perspectives, to illustrate the journey covid patients follow from symptoms development to treatment and recovery, to identify questions healthcare professionals have surrounding novel antivirals, assess where and who supervises the prescription of Paxlovid, and what role Paxlovid can play in the future of this pandemic.
This research includes historical comparison to the HIV epidemic, an overview of the novel SARS-Cov-2 pathogen, a summary of the current treatment protocols for COVID-19 patients, the effects of the vaccines on the progression on the pandemic, the Paxlovid product profile, and the opinion of healthcare professionals in covid care. A new patient journey will be illustrated to show which parties are involved in the implementation and prescription of Paxlovid. In addition, the unmet need and the role of Paxlovid will be assessed based on the current pandemic climate and the view of healthcare professionals (HCPs) in the field.
At present, treatment initiation happens only when patients are hospitalized, which rarely happens within five days since symptoms onset. In order to introduce Paxlovid in the patient journey, the initiation of treatment has to move to primary care, overseen by the general physician. However, the general physicians do not possess the expertise that pulmonologists and infectious disease specialists do. These experts should transition their role from overseeing the treatment to advising the general physicians in assessment of eligibility for the therapy and its prescription, based on guidelines provided by SWAB and other medical professional organizations. The role Paxlovid could play for covid patients largely depends on the danger the pathogen poses at present times, which is relatively low. HCPs indicated that there is a small patient population at the moment and thus unmet need that antivirals could fulfill is small as well. However, the unmet need those individuals with a high risk of severe disease progression experience might differ from the estimation that HCPs.
Healthcare should be accessible and inclusive, therefore highlighting the importance of Paxlovid to the high-risk patient community. To ensure adequate administration of this antiviral therapy within the first five days since symptom onset, the general physician takes on a bigger role than just the prescribing party and will be the central point of oversight in the patient journey. The medical experts, pulmonologists and IDSs, will take on an informative and supportive role for the general physician. Furthermore, policy makers, healthcare organizations and regulatory bodies need to provide HCPs with clear and concise information and guidelines on the antivirals. When these measures are in place, Paxlovid can help protect high-risk patients from severe covid symptoms and hospitalization."
The role of the excavating sponge Cliona celata in oyster shells,"['Kingma, Enzo']","['Reichart, Gert-Jan']",2022-05-03T00:00:32Z,EN,['Bioerosion; Excavating sponges; Cliona celata; Fluorescence microscopy; Grevelingenmeer'],Marine Sciences,"Excavating sponges are the most common and destructive macro-eroders present in carbonate dominated habitats, such as coral- and oyster reefs. These sponges penetrate in carbonate skeletons and shells, forming a complex network of tunnels and chambers. In temperate climates, their presence can pose a threat to services provided by oyster reefs due to weakening and damaging the oyster shells, which in the long term leads to loss of the reef structure. Sponge bioerosion proceeds by a combination of chemical dissolution and mechanical chip removal. However, the exact chemical conditions during sponge bioerosion are largely unknown. Here, we provided insights into the bioeroding mechanism of Cliona celata present in oyster shells collected from the Grevelingenmeer and the Oosterschelde, The Netherlands. By growing C. celata on pieces of Iceland spar (a pure transparent form of crystalline calcium carbonate) the conditions of dissolution at the sponge-CaCO3 interface were investigated. Using a pH fluorescent probe followed by fluorescence microscopy, we were able to show that the intracellular pH at this interface is lower compared to ambient seawater. This suggests active proton pumping and release of low proton bundles, to be responsible for creating an acidic microenvironment and hence promoting dissolution of CaCO3. Using a model based on the linear Heat-Diffusion equation, we estimated a local proton flux of 3.02 x 10-8 mol dm-2 s-1 towards the edge of the sponge tissue where etching takes place. Additionally, using scanning electron microscopy we showed that bioerosion by C. celata occurs in successive phases; from dissolution of lattice deficiencies, to etching marks that over time form well-developed pitted holes/tunnels and chips. 
This study adds to the understanding of the mechanisms that drive sponge bioerosion and provides more insight on how environmental conditions can affect calcium carbonate dissolution by excavating sponges as well as making predictions about future rates of sponge activity."
Cross(X)link Mapping and AnalySis (XMAS) – Smooth Integrative Modeling in ChimeraX,"['Lagerwaard, Ilse']","['Scheltema, R.A.']",2022-04-30T23:00:28Z,EN,['ChimeraX; XL-MS; XlinkX/PD; PhoX; DSSO; DSS; fibrin'],Molecular and Cellular Life Sciences,"Crosslinking mass spectrometry (XL-MS) has demonstrated its ability to add tremendous value to structural biology investigations. Its main strength lies in uncovering structural information from proteins in the form of distance constraints between neighboring amino acids, even in particularly complex samples containing proteins with regions difficult to access by other techniques. However, interpreting XL-MS data in a structural context has been cumbersome, even though several approaches have been developed. Moreover, with the introduction of the highly flexible and widely used ChimeraX – a software package for visualization of structural data – XL-MS analysis tools previously available in its predecessor, Chimera, were lost. We therefore introduce XMAS, a bundle for ChimeraX that allows users to load results from several XL-MS search engines straight into ChimeraX and directly map the information onto protein structures. Besides automatically locating the distance constraints on the protein structure, XMAS offers the possibility to work with replicate experiments and/or different crosslinkers, and filter on reproducibility of distance constraints across replicates to increase the data quality. We additionally introduce the concept of self-links, which allows modeling of homomeric interactions. Furthermore, we implemented a seamless connection to the structural modeling suite of HADDOCK to ease difficult tasks in the structural modeling pipeline. Here, key functionalities of XMAS are demonstrated on data obtained from human fibrin clots. The software is freely available from the ChimeraX toolshed, with an extensive user manual for quickly grasping the functionality."
"Getting Targeted Therapies to Pediatric Patients: The iLTB  and the Pinocchio Study
GETTING TARGETED THERAPIES TO PEDIATRIC PATIENTS: THE ILTB AND THE PINOCCHIO STUDY","['Siemers, Maarten']","['Externe beoordelaar - External assesor,']",2022-05-01T23:00:27Z,EN,"['clinical trials, pediatric, pediatric oncology, oncology, NGS, Batch effects, database']",Drug Innovation,"Molecular profiling is becoming standard of care in pediatric oncology, leading to an increase in knowledge about genetic aberrations at the basis of cancer development and subsequently to an increase of Targeted Therapies. Interesting novel therapies include the Tyrosine Kinase Inhibitors, Monoclonal antibodies, CAR-T cell therapies, and NK cell therapies. Approval for the usage of these novel targeted therapies in pediatric patients is lagging adult approval by a significant margin of 6 years. For this reason novel clinical trial designs in the form of master protocols are under development: to accelerate clinical trials in small subsets of pediatric patients. At the basis of a master protocol a profiling initiative molecularly profiles the patients and recommends enrolment into a specific clinical trial or a specific arm of a master protocol.
The International Leukemia Target Board (iLTB) is an European tumor board aiming to enroll all patients with a r/r hematological malignancy and no standard of care treatment option in Europe. After inclusion and discussion the iLTB recommends treating physicians the fitting clinical trials or therapies for their pediatric patient. For a molecular profiling initiative to work efficiently, a rigid framework to enroll the patient and store all their data is necessary. For this reason, iLTB database was designed and created. Several improvements on a standard clinical trial database design were thought up, considered, designed, and implemented to ensure a couple of core conditions: Easy enrolment of patients from anywhere in Europe, smooth data import and export, and, as a result, accelerating trial enrolment in small pediatric clinical trials.
Because of the absence of enough safety and efficacy data of targeted therapies in pediatric patients, targeted therapies are often not prescribed to them. In order to enlarge the current knowledge about the pharmacokinetics of targeted therapies in pediatric patients, the Pinocchio protocol was amended to also include Tyrosine Kinase Inhibitors. The study design, study outcomes, informed consent forms and database were designed and written, and the protocol was submitted to the Medical Ethics Committee receiving conditional approval. As soon as final approval is granted, patient enrolment into Pinocchio Stratum 2 can start."
Assessing the Role of Cytokines in Psychosis Prognosis Prediction: A Machine Learning Approach,"['Schie, Bart van']","['Schnack, Hugo']",2022-04-30T23:00:31Z,EN,['cytokines; schizophrenia; psychosis; prediction; OPTiMiSE; machine learning; deep learning'],Artificial Intelligence,"Abstract
In this study, the role of cytokines in predicting treatment outcome of first-episode psychosis (FEP) patients will be assessed. 
Background: Schizophrenia is a chronic mental disorder in which early response to treatment is associated with improved prognosis. However, accurate prediction of treatment response is still a problem for modern psychiatry.
Aims: Investigate the predictive value of aggregate cytokine data in the prediction of FEP patients’ clinical remission.
Methods: Data from the OPTiMiSE cohort was used to predict clinical remission as a binary outcome. Using a deep neural network, remission was predicted for patients (n=309) undergoing amisulpride treatment for 4 weeks (phase 1). In addition, remission was predicted for patients (n=57) not in remission after phase
1, who then underwent 6 weeks of either amisulpride or olanzapine treatment
(phase 2).
Results: Cytokines performed better than chance in predicting treatment response for phase 1 (AUC = 0.58, 95% CI = 0.56-0.60, p = 0.024, permutation n = 1000) and phase 2 (AUC = 0.67, 95% CI = 0.59-0.75).
Conclusions: A data modality consisting of 39 cytokines performed better than chance in predicting FEP patients’ clinical remission. Although these findings are modest, they suggest that cytokines should be included in a multimodal approach to predict FEP patients’ treatment response."
Littérature de banlieue – une quête pour la reconnaissance sociale et littéraire,"['Bać, Mikołaj']","['Kremers-Ammouche, Michele']",2022-04-30T23:00:34Z,FR,['littérature de banlieue; Rachid Santaki; Karim Amellal; Faiza Guène; suburbs'],Literatuur vandaag,
Query rewriting and visualising for concept evolution,"['Erpers Roijaards, Robbert van']","['Velegrakis, Ioannis']",2022-05-04T00:00:31Z,EN,[],Computing Science,"Concept evolution in data is the process where a certain concept was applied to a type of records
that evolves to a new concept that is now applied to the same type of record. There are some existing
tools to discover concept evolution and query with this concept evolution in mind. Each approach
does have its limitation. The application of these approaches tends to depend on the structure of
the data. Concept evolution in a data set can cause problems where historical data is missed when
querying because to the concept of the query underwent evolution. For these types of situation
rewriting a query based on the concept evolution in the data would mitigate those problems. We
introduce a system that creates a concept evolution graph based on the evolution in the data and
uses it to rewrite a query to take the evolution into account. Additionally we create visualisations
that help understand the evolution in the data and also specific queries."
Uncertainty of Porosity-Permeability Relationships from REV-scale Numerical Fluid Simulations,"['Zijlstra, Ruben']","['Zech, Alraune']",2022-05-19T00:00:33Z,EN,[],Earth Surface and Water,"Empirical porosity-permeability and grain size-permeability relationships have long been used and researched.
However, they often under- or overestimate permeability because they simplify complex micro scale porous
medium descriptions, such as tortuosity or pore size distribution, into nondescript parameters or constants.
This paper aims to highlight the large range of possible permeability values that can be obtained from identical
porosity and grain size distributions, but describe different pore scale porous media. To achieve this, numerical
flow simulations were performed on irregular grained and circular grained porous media which contain identical
grains and porosity but vary in spatial distribution of the grains within the domain. Subsequently, the domain
was analyzed in terms of representative elementary volume, pore size distribution, grain size distribution,
quantitative grain morphological parameters, porosity, and permeability. The results were compared to five
well known empirical relationships: Hazen (1892), Slichter (1898), Beyer (1964), Kozeny-Carman (1953), and
Barr (2001). Results showed a linear relationship between permeability on a logarithmic scale and porosity
on an arithmetic scale with uncertainty increasing as porosity increased. Porous media containing equally
sized circular grains as irregular grains in terms of sieve radius showed higher permeability values. Empirical
relationships correctly captured the impact of porosity on permeability, but were unable to yield correct values,
and even deviated by over a factor 10 for some porous media. This study emphasizes the need for more extensive research into pore scale processes influencing permeability and provides ideas for future research."
