title,authors,supervisors,date,language,keywords,program,abstract
Variatie in taboe in minimaliseerders,"['Enk, I.A.M. van den']","['Zwarts, J.']",2019-08-13T17:00:49Z,nl,"['taboe, minimaliseerder, taboeminimaliseerder, expressiviteit, prototype']",Taalwetenschap,"Hoeksema spreekt in zijn artikel (2002) over snelle veranderingen in minimaliseerders. Wat al deze minimaliseerders met elkaar gemeen hebben is dat “ze een geringe hoeveelheid, omvang, mate of waarde aangeven. Ze worden gebruikt om een ontkenning stelliger te maken” (Hoeksema, 2002, p.2). Met dit eindwerkstuk is onderzocht of die snelle veranderingen aan de gang zijn door te kijken welke minimaliseerders genoemd worden door jongere en oudere sprekers. Na afname van een enquête bij 120 respondenten kan geconcludeerd worden dat binnen de minimaliseerders de minimaliseerders uit het domein taboe het meest actief zijn bij sprekers van het Nederlands. Binnen dit domein zijn de minimaliseerders uit de categorie seks duidelijk het meest actief. Daarnaast zijn er enkele verschillen gevonden tussen sprekers van verschillende leeftijden. Meest opvallend is dat alleen jongere sprekers taboeminimaliseerders noemen uit de categorie gezondheid."
Re-Thinking the Borderlands: The Imaginative Potential of Current U.S-Mexico Border Literature,"['Priem, L. van der']","['Dhondt, Reindert']",2019-08-13T17:00:50Z,en,"['borderlands, border studies, border literature, chicano/a studies, migration, transnationalism,']",Comparative Literary Studies,
Gamer identity creation via loot boxes: A study focussing on the discourses of Facebook groups about FIFA 19 and Fortnite,"['Weppner, K.J.']","['van Vught, J.F.']",2019-08-13T17:00:49Z,en,[],Nieuwe media en digitale cultuur,
Investigation of the high-energy temporal characteristics of magnetar 4U 0142+61 covering a 16 year period,"['Groeningen, M.G.J. van']","['Kuiper, L.', 'Prokopec, T.']",2019-08-20T17:00:41Z,en,"['magnetar, 4U 0142+61, temporal characteristics, INTEGRAL, Fermi']",Natuur- en Sterrenkunde,"In this bachelor project the temporal characteristics of magnetar 4U 0142+61 have been investigated using unexplored INTEGRAL ISGRI soft gamma-ray data in the 20-300 keV band, collected since Aug. 15, 2010 up to Jan. 21, 2019, and Fermi-LAT high-energy gamma-ray data (>30 MeV), collected since Aug. 4, 2008 up to Jan. 21, 2019. 

Essential in this study is the availability of pulsar ephemerides i.e. timing models describing the rotation behaviour of the pulsar very accurately as a function of time for a certain time interval. Data from concurrent monitoring observations (commenced on July 29, 2011 and ceased at March 26, 2019) of 4U 0142+61 performed by the Swift-XRT instrument (0.3-10 keV) have been used to construct these required timing models.

In this work I prepared an accurate timing model for the period July 29, 2011 -- Feb. 26, 2015, covering more then 3.5 years, after downloading and pipeline reprocessing Swift-XRT data taken in Windowed-Timing (WT) mode. This model was subsequently applied and verified using hard X-ray data (3-79 keV) from observations taken by the NuSTAR telescope during March 27--29, 2014. Comparison with the contemporaneous Swift-XRT data yielded a consistent picture in the overlapping energy interval i.e. 3-10 keV, while the full picture clearly showed the well-known morphology changes of the pulse profile as function of energy, but now in (much) more detail.

Using the full set of Swift-XRT based ephemerides the unexplored soft gamma-ray data from the coded mask ISGRI instrument (20-300 keV) aboard INTEGRAL were processed in a timing analysis - after observation selection and data screening - to yield pulse-phase distributions across the 20-300 keV band. From these distributions (integrated across Aug. 15, 2010 up to Jan. 21, 2019) the significances of the pulsed emission have been estimated (and the morphology changes versus energy revealed) for various energy bands between 20 and 300 keV. I obtained signal strengths of 4.2 sigma, 4.3 sigma, 3.4 sigma and 1.3 sigma for the 20-50, 50-100, 100-150 and 150-300 keV bands, respectively, while the integral band, 20-150 keV, yielded a 6.9 sigma signal.

Combining these new ISGRI results with existing ISGRI products from the 2003-2010 period yielded the most accurate pulse profiles currently available, covering the full ~16 year INTEGRAL data period from 2003 to 2019. The overall pulsed emission significances are 6.7 sigma, 6.2 sigma, 5.4 sigma and 1.3 sigma for the 20-50, 50-100, 100-150 and 150-300 keV bands, respectively. The overall 20-150 keV signal reached even a 10.7 sigma strength.

Furthermore, the full set of Swift-XRT based ephemerides, along with some archival RXTE-PCA based ephemerides for the 2008--2011 period, has been used in a timing analysis of Fermi-LAT (>30 MeV) high-energy gamma-ray data in order to investigate the presence of pulsed emission at high-energy gamma-rays. I found no evidence for pulsed emission of 4U 0142+61 above >30 MeV in any energy band using more than 10 years of Fermi-LAT observations.

From the newly derived mission-wide INTEGRAL ISGRI (16 years) and Fermi-LAT (10 years) pulse-phase distributions spectral information of the pulsed emission can be reconstructed to yield the pulsed spectrum in great detail across the 20 keV - 10 GeV range, however, this is outside the scope of this bachelor project."
"The heating of Molybdenum diselenide, An in-situ Transmission Electron Microscopy and Density Functional Theory study","['Aartsen, S.C. van']","['Huis, M.A. van', 'Gavhane, D.S.']",2019-08-20T17:00:40Z,en,['Nanomaterials; Soft condensed matter; physics; electron microscopy; molybdenum diselenide; in-situ; thermostability; Two-dimensional; Density Functional Theory; VASP'],Natuur- en Sterrenkunde,"In recent years nanomaterials have aroused a lot of interest among researchers. Nanomaterials have a wide spectrum of applications ranging from electronics to catalysis. However, much is still unknown about these nanomaterials: what material or composite material is the best for which application and how to modify the properties of these materials in the desired way. This study contributes to the fundamental knowledge of the two-dimensional nanomaterial molybdenum diselenide, MoSe2. We investigate the thermostability of this material by in-situ transmission electron microscopy. This technique allows to do real-time, atomic scale imaging while heating up to over a thousand degrees Celsius. At this high temperatures, starting from around 850 C the material decomposed by the selenium sublimation into the vacuum of the elctron microscope. At slightly more moderate temperatures (750 C - 850 C) only a signifi?cant amount of selenium sublimates when irradiated by the electron beam. This moderate etching caused spontaneous formation of nanowire networks. The nanowires can be connected to either pristine MoSe2 or elemental molybdenum. Density Functional Theory calculations are used to assist the interpretation of the results. Based on these calculations, many phases are concluded to be energetically unstable, except for two two-dimensional phases (the H-phase and the T-phase) and the observed Mo6Se6 nanowire."
The importance of nonlinearity for physical neural networks,"['Verreussel, B.']","['Oosten, D. van']",2019-08-20T17:00:40Z,en,"['Neural networks, optics']",Natuur- en Sterrenkunde,"This thesis investigates the effects of nonlinearity on physical neural networks as part of the Vaporware network project. The Vaporware network, which has not been implemented yet, will do computations which are done by neural networks using the propagation of laser light. For large enough networks this will speed up the evaluation of these neural networks. In this network the role of a nonlinear activation function is taken on by propagating the light through dense atomic vapour. To get nonlinear effects the frequency of the light has to be near an absorption line and the intensity high enough that the vapour is partially saturated. We simulated the Vaporware model numerically using Keras to see how different values of the susceptibility affected the accuracy of the network. A susceptibility of zero corresponds to propagation in a vacuum and this corresponds to having no activation function. As expected this showed the lowest accuracy for the MNIST dataset. We found a maximum accuracy of 96%. We found that the sign of the susceptibility only matters to a small extent for the accuracy."
The effect of noise on an optical machine learning model,"['Huitink, S.M.']","['Mosk, A.P.', 'van Oosten, D.']",2019-08-20T17:00:39Z,en,"['Optics, Machine learning, Deep learning, MNIST']",Natuur- en Sterrenkunde,"To this day machine learning has been executed by computers. In this thesis, we research the possibility, and difficulties, of an experiment that performs machine learning tasks using light propagation. This would be more energy-efficient as well as faster than current machines. We study the effect that noise, which is unavoidable in the real setup, will have on the experiment. We find that small quantities of noise during training can decrease the validation accuracy of a model with a few percents. For a model that is trained without noise, the validation effciency is not affected strongly by noise."
Clumped hydrogen anomalies at cryogenic temperatures,"['Felius, F.M.']","['Popa, M.E.']",2019-08-20T17:00:41Z,en,[],Climate Physics,"Molecular hydrogen is considered an indirect greehouse gas. In normal isotopic analysis, only the more abundant molecule of HD is considered, and the clumped isotopologue D2 is neglected, due to the low mixing ratio. Clumped isotopes are important when considering geological processes, or processes at or near thermodynamic equilibrium. In this work I determine the clumping anomaly of molecular hydrogen in the cryogenic region, with gases near atmospheric abundance ratios.
Experiments were conducted between the -196°C and +350°C range, with a focus between -196°C and -78°C. Clumping anomaly for this focus range is between +1000 and +385 ‰, and experiments had a typical precision in range of 2-5‰. The low temperature experiments in this range underestimated the clumping anomaly, compared to theoretical predictions.
The clumping anomalies have been determined to be independent of bulk isotopic composition of the gas, and independent of the previous clumping state of the gas. It is only a property of the equilibrium temperature of the gas. A change of temperature may partially explain the deviation from theoretical prediction, but this is not consistent over the experiment set.
Conducted experiments have been verified by creating gases with known clumping anomaly. These experiments agreed with predictions."
Action potential propagation in neurons.,"['Amin, M.']","['Roij, R.H.H.G. van']",2019-08-20T17:00:41Z,en,[],Theoretical Physics,"We study the propagation of electrical signals in neurons by numerically solving the
Hodgkin & Huxley cable equations of action potential propagation for the squid giant axon.
For this we represent the biological membrane as an equivalent circuit containing voltagegated
ion channels that selectively open depending on the voltage. The presence of these
voltage-gated channels turn out to be critical for obtaining the standard action potential
form. The results that we obtain from simulations are in good agreement with experimental
recordings done by Hodgkin & Huxley. We numerically solved the Hodgkin & Huxley
equations for the squid giant axon at different temperatures and studied the obtained action
potentials and ionic currents as a function of time and position."
Inverse design of interactions for single particle quasicrystals,"['Dijsselbloem, M.']","['Dijkstra, M.']",2019-08-20T17:00:39Z,en,[],Natuur- en Sterrenkunde,
