title,authors,supervisors,date,language,keywords,program,abstract
Probabilistic beliefs in poker,"['Schijndel, J.J.M. van']","['Broersen, J.M.']",2011-07-25T17:03:09Z,en,[],Kunstmatige Intelligentie,"Games are an interesting topic for computing science. Poker is especially interesting to the field of AI.
It gives an ideal working ground to test and experiment with different topics from heuristics to
deliberate misinformation.
In this paper we went through the process of designing an AI poker agent. There is an overview of
both the possibilities as well as the challenges faced. The main focus is on the prediction of the
opponents cards.
Writing a complete poker agent and poker program – for interaction between agent an human – is
next to being technical challenging also very time consuming. Because of this some aspects from a
poker player are only explained theoretical and are not implemented.
But during this process a working prototype of an AI poker agent as well as an poker game is build."
"Look Closer - The Gaze, Focalisatie enGender in American Beauty","['Lanting, M.E.']","['Ieven, Bram']",2011-07-25T17:03:08Z,nl,"['American Beauty, Gender, Focalisatie, Gaze']",Literatuurwetenschap,
Gentile Bellini en het portret van Mehmed II. Een reflectie van diplomatieke betrekkingen.,"['Vos, A.F.']","['Strootman, R.']",2011-07-06T17:00:56Z,nl,"['Mehmed II, Veroveraar, Ottomaanse Rijk, Gentile Bellini, Venetie']",Taal- en cultuurstudies,Een van de weinig overgebleven schilderijen van Mehmed de Veroveraar is 'De Sultan Mehmed II' van de Venetiaanse renaissanceschilder Gentile Bellini. Dit schilderij kan als spiegel voor de diplomatieke betrekkingen tussen wereldstad Constantinopel en de handelsstad Venetie in de vijtiende eeuw fungeren.
Heiligenverering of zelfverheerlijking? Portretdiptieken en hun functie,"['Tolenaar, J.F.']","['Schmidt, V.M.']",2011-07-06T17:00:55Z,nl,[],Taal- en cultuurstudies,"onderzoek naar middeleeuws diptiek, hangend in museum Huis Berg te 's Heerenberg, Nederland."
De overdracht van Hong Kong van Groot-Brittanië aan China; wat waren de effecten van de studentenprotesten op het Tiananmenplein op 4 juni 1989 in Peking op het onderhandelingsproces tussen Groot-Brittanië en China?,"['Horjus, R.']","['Raben, R.']",2011-07-06T17:00:56Z,nl,"['Hong Kong, China, Tiananmenplein, Tiananmensquare, studentendemonstratie, Peking, 1989, Hu Yaobang, joint declaration, basic law, SAR, massacre, communistische partij, Deng Xiaoping, Mao Zedong, tankman, Margaret Thatcher, bill of rights, Port and Airport Development Strategy, one country two systems']",Taal- en cultuurstudies,"Vrijwel iedereen is bekend met de studentendemonstraties in Peking in 1989 na het overlijden van Hu Yaobang, maar minder bekend (en onderbelicht) is echter wat voor invloed deze ontwikkeling heeft gehad op de overdrachtsperiode van Hong Kong aan China. Deze scriptie gaat over de overdrachtsperiode van Hong Kong aan China tussen 1984 en 1997 en in het bijzonder over de effecten van de onderdrukking van de studentenopstand op het Tiananmenplein in 1989. Met name de sociale, politiek-bestuurlijke en economische gevolgen van het Tiananmen incident voor de overdracht van Hong Kong komen in deze scriptie aan bod."
"Religion, violence and peace in India: To what extent is communal violence in India motivated by religious belief and to what extent does religion inspire efforts to build peace?","['Buckell, C.A.']","['Bakker, F.L.']",2011-07-06T17:00:58Z,en,"['religion', 'violence', 'India', 'peacebuilding', 'conflict', 'communal violence', 'riot', 'Henry Martyn Institute', 'Hyderabad']",Taal- en cultuurstudies,"Religion has been described as a double-edged sword which can promote and has promoted both violence and peace. This paper examines the link between religion and violence and religion and peacebuilding in India with a specific focus on 'communal violence', specifically riots, between Hindus and Muslims. Hyderabad will be used as a case study when examining the link between religion and violence in India. To illustrate the role religion can play in peacebuilding, the Henry Martyn Institute has been used as a second case study and interviews undertaken with various members of staff show how religion plays a part in their work to build peace between different religious and ethic groups in India."
Remembering 9/11: An analysis of the editorial coverage of the anniversaries of 9/11,"['Dragt, J.M.']","['Cook, S. J.']",2011-07-05T17:02:18Z,en_US,"['9/11, New York Times, Washington Post, USA Today, terrorism, media coverage, editorials, American Studies']",Engelse taal en cultuur,"This paper deals with the analysis of editorials about the 9/11 remembrance published in three different newspapers: the New York Times, the Washington Post and USA Today. The discussion of the editorials will examine three different elements of the texts. The first analysis deals with the newspapers’ views on the appropriate government response to the terrorist attacks and the commemoration of the victims. The second analysis is based on the agenda-setting theory, and looks at topic choice and external topics connected to the 9/11 attacks and memorial services. The last analysis focuses on the stylistic elements of the editorials, to see how newspapers frame their editorials. The conclusion combines the three analyses and compares the outcome with the assumed political positions of the newspapers."
"Van Pro-Israël naar een 'evenwichtig' beleid. De Nederlandse houding ten opzichte van de Europese Politieke Samenwerking met betrekking tot het Midden-Oosten, 1970-1974","['Mourik, A. van']","['Segers, Dr. M.L.L.']",2011-07-06T17:00:59Z,nl,[],Taal- en cultuurstudies,
Het lichaam in het werk van Frank Stella 1959-1987,"['Graaf, M. van der']","['Rossem, P. van']",2011-07-06T17:00:57Z,nl,"['Frank Stella, Kunstgeschiedenis, Lichaam.']",Taal- en cultuurstudies,Deze bachelorscriptie gaat over de aanwezigheid van het lichaam als betekenisgever en metafoor in het werk van Frank Stella tussen 1959 en 1987.
A Translation of Jean Toomer’s Short Story “Blood-Burning Moon”,"['Meerkerk, C.']","['Kosters, O.R.']",2011-07-05T17:02:18Z,en_US,"['Jean Toomer, Harlem Renaissance, Translation']",Engelse taal en cultuur,
Meester Jaap en scrambling,"['Brummel, G.E.']","['Corver, N.F.M.']",2011-07-20T17:03:03Z,nl,"['scrambling, linguistics, taalkunde, taalwetenschap, kinderboeken, direct object, anaforische, definiete, NPs, NP, scramblinggedrag, lijdend voorwerp, corpusonderzoek, meester Jaap, syntaxis, gescramblede, ongescramblede, woordpositie, de Hoop (2000), geschreven Nederlands']",Nederlandse taal en cultuur,"Deze scriptie gaat over het scramblinggedrag van anaforische en niet-anaforische definiete NPs in het Nederlands. Scrambling is het fenomeen dat direct objecten rechts of links van een adverbium kunnen voorkomen. Wanneer het object links van het adverbium staat, staat het object in de gescramblede positie en wanneer het object rechts van adverbium staat, staat het object in de ongescramblede positie. In hoofdstuk 1, het theoretisch kader, is de bestaande kennis over scrambling samengevat. De interpretatieve effecten van scrambling en de syntactische benaderingen ten opzichte van scrambling komen onder andere aan bod.
	 Het corpusonderzoek in hoofdstuk 2 is een reactie op het artikel ‘Otje en scrambling in het Nederlands’ van Helen de Hoop (2000). De Hoop voorspelt in dit artikel aan de hand van drie condities het scramblinggedrag van anaforische en niet-anaforische definiete NPs. Volgens de Hoop scramblen anaforische definiete NPs in 2/3 van de gevallen en niet-anaforische definiete NPs in 1/2 van de gevallen. Door elk gescrambled item een waarde van 1 toe te kennen en elk ongescrambled item een waarde van 0, konden deze voorspellingen statistisch getest worden. De onderzoeksvraag was: wat is het scramblinggedrag van anaforische en niet-anaforische definiete NPs? Als corpus zijn twee kinderboeken van Jacques Vriens gebruikt: Meester Jaap gaat nooit verloren (2002) en Meester Jaap houdt van iedereen (meestal...) (2006). Bij het analyseren van het corpus zijn twee verschillende definities van het begrip anaforisch gebruikt om zo goed mogelijk aan te sluiten bij de Hoops visie.
	Volgens de resultaten van het corpusonderzoek dient de Hoops voorspelling over anaforische definiete NPs verworpen te worden en de voorspelling over niet-anaforische definiete NPs geaccepteerd. Wanneer er in het algemeen wordt gekeken naar het gevonden scramblinggedrag valt het op dat definiete NPs liever in de ongescramblede positie blijven staan dan in de gescramblede positie. De Hoop beweert juist dat definitie NPs en anaforische definiete NPs in het bijzonder vaker wel dan niet scramblen. Dat dit idee onjuist kan zijn, wordt gesteund door een corpusonderzoek naar gesproken Nederlands van van Bergen en de Swart (2009). Uit hun resultaten blijkt dat anaforische en niet-anaforische definiete NPs een voorkeur hebben voor de ongescramblede positie. Om te valideren dat dit ook voor het geschreven Nederlands geldt, dient er een groter en gevarieerder corpusonderzoek uitgevoerd te worden. In dit corpusonderzoek dienen verschillende soorten teksten van verschillende auteurs gebruikt te worden, zodat de gevonden resultaten niet aan een auteurs schrijfstijl of een bepaald genre te wijten zijn."
"“Online president of televisie-ster?”
Een onderzoek naar het mediagebruik bij de Amerikaanse presidentsverkiezingen van 2008","['Vessem, T.C.A. van']","['Schaefer, Mirko']",2011-07-20T17:03:09Z,nl,[],Communicatie- en informatiewetenschappen,
"""Over 1 minuut gaan de lijnen dicht dus stem nu op je favoriet!"" Het verband tussen interactiviteit en liveness bij het programma Popstars","['Vreeswijk, L.L.L.']","['Keilbach, J.']",2011-07-20T17:03:07Z,nl,"['liveness, interactiviteit, talentenjacht, popstars, tekstanalyse, cameravoering, directe benadering, voorrondes, liveshows, stemmen']",Communicatie- en informatiewetenschappen,"Tegenwoordig zijn er steeds vaker talentenjachten op televisie te zien. Hoewel alleen de 'liveshows' daadwerkelijk tegelijkertijd worden uitgezonden met het moment van de opname, wordt er bij de voorrondes ook een soort 'liveness' gesuggereerd. Een ander opvallend fenomeen bij talentenjachten is de mogelijkheid tot interactiviteit met de kijker. Er zal door middel van een literatuurstudie en een tekstanalyse van twee afleveringen van Popstars worden gepoogd te achterhalen in hoeverre er een verband bestaat tussen interactiviteit en 'liveness'. Daarbij zal worden ingegaan op verschillende aspecten die liveness kunnen sugereren, zoals de camervoering en de directe benadering. Daarnaast zal worden beschreven op welke manier liveness precies plaatsvindt in zowel de voorrondes als in de liveshows. Tot slot zal worden ingegaan op in hoeverre de interactiviteit, door middel van het stemmen op de kandidaten bepalend is voor de mate van liveness."
