title,authors,supervisors,date,language,keywords,program,abstract
Signal processing and pose estimation using accelerometers,"['Sondaar, M.W.']","['Egges, J.', 'Stappen, A. F. van der']",2015-03-17T18:00:42Z,en,['accelerometers; pose estimation; signal processing; human computer interaction; motion capture;'],Game and Media Technology,"When capturing the pose of actors for use in games, commercial companies often use dedicated
rooms with expensive equipment to accurately establish the pose of an actor. This may be
prohibitive when the location is unsuitable or the equipment too expensive. This thesis describes
accelerometers as a cheap and portable sensor and it's use to perform motion capture on humans.
This was done by providing a model and functions to derive the current pose based on captured
data, testing its functioning under theoretical optimal conditions, as well as a small sample of live
tests involving real hardware and human subjects. The tests demonstrate that pure accelerometers
have intrinsic problems, and that input restrictions or alternative measuring equipment are a better
path to success."
Informed CQRS design with continuous performance testing,"['Guelen, J.P.J.']","['Jansen, S.', 'Van Der Werf, J.M.E.M.']",2015-03-17T18:00:38Z,en,"['Performance testing, Continuous performance, Early performance testing,\nWorkload characterization, Test workload generation, CQRS, Software architecture']",Business Informatics,"The architecture of a software system contains the most important choices made in the
design of the system. The development team makes most of these decisions early in the
development process, as many other decisions depend on them. This thesis follows the
reasoning of Denaro et al. (2005) that many performance problems can be prevented by
having insight into application performance the early stages of development.
In this thesis an adaption to this method is proposed: the continuous performance
method. This method in combination with the a set of tools described is this thesis allows for insight into the performance of the
current and alternative architectures."
De winnende verliezer. Een onderzoek naar de weergave van Hector in de late middeleeuwen,"['Rozemuller, W.']","['Meuwese, M.']",2015-03-17T18:00:30Z,nl,"['Hector, Troje, middeleeuwen, miniaturen, Achilles, Benoit, Negen Besten, woord en beeld']",Kunstgeschiedenis,"Hector van Troje maakte een grote verandering door in de middeleeuwen. Hij werd na een lange ontwikkeling gezien als een deugdzame ridder in de middeleeuwen, in plaats van de man met tekortkomingen zoals hij door de Grieken werd beschreven. In deze scriptie is onderzocht hoe deze verandering in literatuur is gekomen, maar vooral hoe deze veranderde visie in de kunst is weergegeven. Onderzocht is hoe de nadruk op Hector is komen te liggen in verschillende soorten kunst. Speciale aandacht is geschonken aan de verbeelding van de dood van Hector in miniaturen, aangezien het een interessant vraagstuk is hoe Hector toch als de held is weergegeven bij het verbeelden van zijn moord."
"Are Studio Reconstructions in Museums ""Dead""? Exploring the Paolozzi Studio in Edinburgh.","['Campbell, M.B.J.']","['Kisters, Dr. Sandra', 'Boersma, Dr. Linda']",2015-03-17T18:00:31Z,en,"['atelier, studio reconstructions, museum, Paolozzi, Brancusi, Bacon']",Kunstgeschiedenis,"Painting was proclaimed as dead by the artist Paul Delaroche in 1839 following the invention of photography.  The artist's studio  was subseqauently  described as ""extinct"" by the artist Daniel Buren in the 1970's.  Will  artist studio reconstructions such as that of Brancusi in Paris and Bacon in Dublin suffer the same judgment or will they continue to serve a purpose in creative and museale practice? The case of the reconstructed studio of Sir Eduardo Paolozzi (1924-2004) at the Scottish National Gallery of Modern Art is considered in detail to help answer this research question."
Dynamic programming on Nice Tree Decompositions,"['Graaff, L.W. van der']","['Bodlaender, H.L.', 'Tel, G.']",2015-03-17T18:00:43Z,en_US,"['treewidth,Steiner tree problem,dynamic programming']",Computing Science,"Connectivity problems such as the Steiner Tree Problem are NP-hard problems that are fixed parameter tractable in the treewidth of the input graph. In this thesis a dynamic programming algorithm on nice tree decompositions is discussed. Based on observations on nice tree decomposition diversity and experiment results, a number of optimization heuristics are proposed to speed up computation. By restructuring the nice tree decomposition, all tested input graphs show a considerable improvement both in amount of processed partial solutions as well as computation time. Furthermore a number of different data structures are analyzed, that allow for various constant time operations for graphs of low treewidth."
Multi-Homing in the Gaming Industry,"['Eissens, J.']","['Jansen, S. R.', 'Dalpiaz, F.']",2015-03-17T18:00:42Z,en,"['Gaming, Single-homing, Multi-homing, Network graph.']",Business Informatics,
De adolescentiefase bij jongeren met ernstige verstandelijke en meervoudige beperkingen: wat weten we hierover?,"['Aldewereld, A.L.', 'Dijkslag, N.']","['Douma, J.']",2015-05-01T17:01:49Z,nl,['Ontwikkeling; adolescentie; puberteit; ernstig verstandelijke en meervoudige beperking'],Orthopedagogiek,"Achtergrond: Er is niet veel bekend over de adolescentiefase bij jongeren met ernstige verstandelijke en meervoudige beperkingen (EVMB), terwijl deze fase vanuit een ontwikkelingsperspectief van groot belang wordt geacht. Doel: Het doel van dit explorerende onderzoek was om te achterhalen welke kenmerken van adolescentie ouders, professionals en gedragsdeskundigen zien bij jongeren met EVMB. Deze kennis kan gebruikt worden bij het inzetten van adequate pedagogische begeleiding en verzorging van adolescenten met EVMB en kan bovendien de basis vormen voor toekomstig onderzoek. Methoden: Dit onderzoek bestaat uit een kwalitatief en een kwantitatief gedeelte. Middels focusgroepen en een door de onderzoekers opgestelde vragenlijst werd achterhaald welke adolescentiekenmerken gezien worden, welke mogelijke veranderingen er plaatsvinden en welke kenmerken typerend zijn voor de adolescentiefase, volgens 17 gedragsdeskundigen, 31 ouders en 41 professionals (groepsleiders, therapeuten en teamleiders). De adolescentiefase werd daarbij ingedeeld in drie leeftijdscategorieën, 10–13 jaar, 14–17 jaar en 18–22 jaar. Door gebruik te maken van de Chi-kwadraat toets, werden verschillen tussen deze leeftijdscategorieën gemeten. Ook werd door middel van de Cohen’s kappa de mate van overeenstemming tussen ouders en professionals over de adolescentiekenmerken van 22 jongeren gemeten. Resultaten: De kenmerken die door het merendeel van de respondentengroepen binnen elke leeftijdscategorie gezien worden, zijn lichamelijke kenmerken en pogingen tot communicatie. Er zijn weinig significante verschillen tussen de leeftijdscategorieën gevonden. Over minder dan de helft van de adolescentiekenmerken was voldoende overeenstemming tussen ouders en professionals. Conclusie: Uit dit onderzoek komt naar voren dat er weinig adolescentiekenmerken, zoals aangegeven in de literatuur over de adolescentiefase, gezien worden bij jongeren met EVMB. Verder onderzoek op basis van grotere steekproeven is noodzakelijk."
Sekse en sensitiviteit van jonge kinderen als voorspellers van angst: mediatie door overbescherming,"['Spans, S.', 'Broeders, S.M.W.']","['Slagt, M.', 'Buist, K.']",2015-05-01T17:01:45Z,nl,['Angst; sekse; sensitiviteit; overbescherming'],Orthopedagogiek,"Achtergrond: Angststoornissen zijn de meest voorkomende psychopathologische stoornissen bij kinderen. Uit eerder onderzoek is gebleken dat de sekse en sensitiviteit van kinderen angst kunnen voorspellen. De samenhang verloopt mogelijk via overbescherming van ouders. Inzicht in het mechanisme dat angst veroorzaakt kan leiden tot aanknopingspunten voor preventie en behandeling. In dit longitudinale onderzoek werd daarom gekeken of sekse en sensitiviteit van kinderen tijdens de eerste meting, angst bij kinderen op de tweede meting voorspelde, en of deze verbanden gemedieëerd werden door de mate van overbescherming door de ouders op de eerste meting. Methode: Aan het onderzoek hebben 143 jongens en 137 meisjes deelgenomen (Mleeftijd = 4.8 jaar, leeftijdsbereik 3-7 jaar). Daarnaast namen 280 ouders deel (254 moeders, 26 vaders, Mleeftijd = 38 jaar, leeftijdsbereik 21-56 jaar). Het merendeel van de kinderen (97%) en hun ouders (96%) bezitten de Nederlandse nationaliteit. Middels een multipele hiërarchische regressieanalyse waren de verschillende relaties onderzocht. Resultaten: Angst op meetmoment 1 hing samen met angst op meetmoment 2. Tevens is gevonden dat een sensitiviteit van kinderen een voorspeller was van angst op meetmoment 2 en van overbescherming door ouders. Er was daarentegen geen effect gevonden van sekse op angst en overbescherming door ouders. Daarnaast was overbescherming door ouders geen voorspeller van angst. Tot slot was overbescherming door ouders geen mediator voor de relatie tussen sensitiviteit en angst en de relatie tussen sekse en angst. Conclusie: Huidig onderzoek heeft een bijdrage geleverd aan de kennis over de samenhang tussen sensitiviteit en angst bij kinderen. Het verwachte mediatie-effect van overbeschermende ouders op de relatie tussen sensitiviteit en angst bij kinderen was in het huidige onderzoek echter niet gevonden. Ook het verwachte mediatie-effect van overbeschermende ouders op de relatie tussen sekse en angst bij kinderen kon niet worden aangetoond. Toekomstig onderzoek zou zich kunnen richten op welke opvoedingsstijl medieert tussen kindkenmerken en angst."
De beleving van junioren ten aanzien van jeugdparticipatie binnen amateur voetbalverenigingen,"['Verdonschot, S.P.H.']","['Baar, P.', 'Baerveldt, C.']",2015-05-01T17:01:48Z,nl,"['KNVB, voetbal, jeugdparticipatie, junioren, veilig sportklimaat & bottom-up']",Maatschappelijke Opvoedingsvraagstukken,"Jeugdparticipatie binnen voetbalverenigingen is voor jongeren een ideale kans om (sociale) vaardigheden te ontwikkelen. Daarnaast kan het ook een middel zijn om de betrokkenheid te vergroten waardoor jongeren de gelegenheid krijgen om iets aan hun eigen situatie te veranderen. Omdat veel junioren uitstromen om clubgebonden redenen zou jeugdparticipatie bij kunnen dragen aan het ledenbehoud. Jeugdparticipatie kan worden uitgesplitst in individueel, team- en verenigingsniveau. Een uitgangspunt om te kunnen participeren binnen een voetbalclub is een veilig sportklimaat. Junioren die zich veilig voelen zouden immers meer risico’s durven nemen en meer gemotiveerd zijn om iets aan hun eigen situatie te veranderen. De basisbehoeften voor een veilig sportklimaat zijn competentie, autonomie en relatie. De onderzoeksopzet is kwalitatief van aard. 24 junioren van twee verschillende voetbalverenigingen werden geïnterviewd, waarbij er onderscheid gemaakt werd in geslacht, niveau en leeftijd. Er werd getracht inzicht te verkrijgen in de beleving van junioren ten aanzien van jeugdparticipatie en het komen tot aanbevelingen waarmee de Koninklijke Nederlandse Voetbalbond (de KNVB) de jeugdparticipatie bottom-up kan stimuleren. Individuele aandacht op zowel voetbaltechnisch als sociaal gebied zou mee kunnen werken aan het vergroten van de jeugdparticipatie, toch noemen spelers dat het team meer als uitgangspunt wordt genomen. Sfeer in het team in binnen de vereniging draagt bij aan een veilig klimaat, een familiaire sfeer kan hierbij mogelijke leiden tot meer jeugdparticipatie."
Pestgedrag binnen het Cluster 3 Onderwijs: Pestrollen van kinderen met een beperking en visie op en aanpak van pestgedrag van leerkrachten.,"['Veerman, M.', 'Bruin, M.J.M. de']","['Baar, P.L.M.', 'Dammers, S.']",2015-05-01T17:01:48Z,nl,['Pesten; cluster 3 onderwijs; visie; aanpak.'],Orthopedagogiek,"Er is in Nederland veel aandacht voor pesten. Onderzoek naar pesten op speciaal onderwijs is echter nog beperkt. De doelstelling van dit explorerende onderzoek was dan ook: het verkrijgen van inzicht in pestgedrag van kinderen en de visie op en aanpak van leerkrachten in het cluster 3 onderwijs. Er is gebruik gemaakt van een methodische triangulatie-aanpak; een combinatie van semigestructureerde interviews en de ‘Omgaan Met Elkaar Vragenlijst’. Er zijn 37 kinderen en 10 leerkrachten van drie cluster 3 scholen bij het onderzoek betrokken. De resultaten tonen aan dat pesten weliswaar voorkomt, maar dat de leerkrachten het omschrijven als niet ernstig. Uit de verdeling van de pestrollen blijkt dat er onder de respondenten geen daders waren, wat ogenschijnlijk samenhangt met de jonge ontwikkelingsleeftijd van de betrokken kinderen. Er waren ongeveer evenveel slachtoffers als dader-slachtoffers. De geclassificeerde pestrollen kwamen in tweederde van de gevallen overeen met de zelfervaren pestrollen en er was sprake van een hoge consistentie tussen de zelfervaren en door leerkracht ervaren pestrol. De leerkrachten is gevraagd naar hun visie en aanpak van pesten. De resultaten laten zien dat de leerkrachten niet in staat waren om een volledige definitie te geven van pesten. De aanpak blijkt voornamelijk gericht op de preventie van pesten. Wenselijk wordt geacht dat er in het vervolg ook onderzoek gedaan wordt naar pesten op andere vormen van speciaal onderwijs. Een tweede implicatie voor vervolgonderzoek is het ontwikkelen van een pestprotocol en –programma specifiek gericht op speciaal onderwijs."
